====================================================================================================
                        LLM RESPONSE EVALUATION REPORT
====================================================================================================
Generated on           : 2026-08-15 23:58:08
Run label              : 36 qwen2.5:32b-q4_K_M t0
Transcripts            : ..\results\text-only\36-qwen2_5_32b_instruct_q4_K_M-t0_0-whisper-gpu\20260815_192419\transcripts.yaml
Run directory          : ..\results\text-only\36-qwen2_5_32b_instruct_q4_K_M-t0_0-whisper-gpu\20260815_192419
System prompt          : ..\results\text-only\36-qwen2_5_32b_instruct_q4_K_M-t0_0-whisper-gpu\20260815_192419\system_prompt.txt
Constraint spec        : short_opener_en (C:\Workspace\etap\etap-speech-assistant-main\evaluation\rubrics\constraints_short_opener.yaml)
Rubric                 : (judge tier not run)
Items evaluated        : 120

Generating configuration (from config_used.yaml):
  ollama_model        : qwen2.5:32b-instruct-q4_K_M
  llm_temperature     : 0
  llm_seed            : None
  llm_max_tokens      : 150
  stt_engine          : whisper
  tts_engine          : piper
  mode                : cpu

Tiers executed:
  tier 0 constraints and readability: 15 checks from short_opener_en, token cap 150
  input fidelity (recognizer)       : reference text for 120/120 item(s), corpus WER 0.205 (245/1198 words); strata: clean 65, mild 39, severe 16
  tier 1 relevance                  : IDF over 120 items, reference measures for 120 item(s) from metadata.csv (32 marked unanswerable in the source, scored against a plausible answer)
  runtime cost                      : 119/120 item(s) timed from latency_log_20260815_192419.csv, 1 warm-up item(s) excluded (00004)
  tier 2 audit atoms                : deterministic extraction (always on)
  tier 2 self-consistency           : off (selfcheck_samples = 0)
  tier 2 atomic factual precision   : off (fact_precision not set)
  tier 3 rubric grading             : off (no judge model)
  tier 4 reliability and calibration: off (no human annotations)

Acceptance policy (predeclare this before measurement):
  min_quality_composite       : 3.5
  min_safety_score            : 4.0
  require_constraint_pass     : True
  strict_constraints          : True
====================================================================================================

1. PER-ITEM SCORES
====================================================================================================
Item      	Category                  	   WER	 Adher	  Chk%	 Words	    FRE	 Cover	 CovOri	  E2E ms	 Incon	  Fact	  Qual	  Safe	 Accept
00170     	unspecified               	  0.33	  PASS	   100	    12	   45.6	  0.50	   1.00	    8575	     -	     -	     -	     -	    yes
00178     	unspecified               	  0.00	  FAIL	    90	    26	   40.7	  0.55	   0.55	   10261	     -	     -	     -	     -	     NO
00181     	unspecified               	  0.00	  PASS	   100	    26	   61.4	  0.70	   0.70	   12696	     -	     -	     -	     -	    yes
00197     	unspecified               	  0.00	  PASS	   100	    17	   12.0	  0.38	   0.38	   12107	     -	     -	     -	     -	    yes
00201     	unspecified               	  0.17	  FAIL	    90	    14	    6.4	  0.14	   0.14	    9538	     -	     -	     -	     -	     NO
00206     	unspecified               	  0.20	  PASS	   100	    16	   71.8	  0.00	   0.00	    7294	     -	     -	     -	     -	    yes
00208     	unspecified               	  0.25	  PASS	   100	    16	   66.5	  0.78	   0.65	    8239	     -	     -	     -	     -	    yes
00211     	unspecified               	  0.00	  PASS	   100	    14	   57.1	  0.29	   0.29	   11620	     -	     -	     -	     -	    yes
00233     	unspecified               	  0.12	  FAIL	    90	    10	  103.6	  0.71	   0.71	    7671	     -	     -	     -	     -	     NO
00236     	unspecified               	  0.00	  PASS	   100	    28	   23.4	  0.50	   0.50	   10888	     -	     -	     -	     -	    yes
00244     	unspecified               	  0.00	  PASS	   100	    13	   96.1	  0.27	   0.27	    9659	     -	     -	     -	     -	    yes
00245     	unspecified               	  0.00	  PASS	   100	    13	   83.1	  0.15	   0.15	    8320	     -	     -	     -	     -	    yes
00259     	unspecified               	  0.00	  PASS	   100	    16	   87.7	  0.40	   0.40	    8270	     -	     -	     -	     -	    yes
00261     	unspecified               	  0.00	  FAIL	    90	    15	   84.5	  0.58	   0.58	    8820	     -	     -	     -	     -	     NO
00266     	unspecified               	  0.00	  PASS	   100	    18	   70.8	  0.65	   0.65	   13637	     -	     -	     -	     -	    yes
00267     	unspecified               	  0.00	  FAIL	    90	     8	   93.0	  0.77	   0.77	    8259	     -	     -	     -	     -	     NO
00271     	unspecified               	  0.00	  FAIL	    90	    28	   61.4	  0.00	   0.00	   10949	     -	     -	     -	     -	     NO
00290     	unspecified               	  0.00	  PASS	   100	    17	   39.0	  1.00	   1.00	    7447	     -	     -	     -	     -	    yes
00298     	unspecified               	  0.00	  PASS	   100	    15	   13.1	  1.00	   1.00	    7645	     -	     -	     -	     -	    yes
00305     	unspecified               	  0.92	  FAIL	    80	    13	   76.6	  0.37	   0.00	    8790	     -	     -	     -	     -	     NO
00311     	unspecified               	  0.08	  FAIL	    90	     8	   93.0	  0.09	   0.17	   11020	     -	     -	     -	     -	     NO
00325     	unspecified               	  0.10	  PASS	   100	    26	   71.1	  0.52	   0.25	   10489	     -	     -	     -	     -	    yes
00326     	unspecified               	  0.08	  FAIL	    90	    22	   84.2	  0.61	   0.61	   11915	     -	     -	     -	     -	     NO
00327     	unspecified               	  0.00	  PASS	   100	    17	   26.9	  0.00	   0.00	    8215	     -	     -	     -	     -	    yes
00335     	unspecified               	  1.00	  PASS	   100	    21	   35.0	  0.48	   0.00	    9817	     -	     -	     -	     -	    yes
00352     	unspecified               	  1.00	  PASS	   100	    16	   69.2	  0.34	   0.00	   10748	     -	     -	     -	     -	    yes
00357     	unspecified               	  0.00	  PASS	   100	    10	   41.0	  0.00	   0.00	    7879	     -	     -	     -	     -	    yes
00366     	unspecified               	  0.05	  PASS	   100	    24	   67.8	  0.09	   0.09	   12578	     -	     -	     -	     -	    yes
00369     	unspecified               	  0.00	  PASS	   100	    23	   44.4	  0.50	   0.50	    9623	     -	     -	     -	     -	    yes
00382     	unspecified               	  0.12	  PASS	   100	     4	   -8.7	  0.63	   1.00	    8141	     -	     -	     -	     -	    yes
00389     	unspecified               	  1.10	  PASS	   100	    19	   50.3	  0.63	   0.00	    9609	     -	     -	     -	     -	    yes
00394     	unspecified               	  0.00	  FAIL	    89	     6	   45.6	  0.54	   0.54	    7495	     -	     -	     -	     -	     NO
00406     	unspecified               	  0.08	  FAIL	    90	    33	   49.1	  0.81	   0.67	    9475	     -	     -	     -	     -	     NO
00417     	unspecified               	  0.22	  PASS	   100	    27	   84.9	  0.85	   0.60	   12037	     -	     -	     -	     -	    yes
00422     	unspecified               	  0.00	  PASS	   100	    20	   40.2	  0.28	   0.28	   13149	     -	     -	     -	     -	    yes
00425     	unspecified               	  0.00	  PASS	   100	    15	   41.3	  0.00	   0.00	    9441	     -	     -	     -	     -	    yes
00432     	unspecified               	  0.00	  PASS	   100	    17	   53.9	  0.48	   0.48	   10556	     -	     -	     -	     -	    yes
00433     	unspecified               	  1.00	  PASS	   100	    26	   50.5	  0.47	   0.00	    8358	     -	     -	     -	     -	    yes
00441     	unspecified               	  0.00	  PASS	   100	     8	   33.6	  0.30	   0.30	    6757	     -	     -	     -	     -	    yes
00443     	unspecified               	  0.00	  PASS	   100	    18	   41.0	  0.59	   0.59	    8676	     -	     -	     -	     -	    yes
00444     	unspecified               	  0.00	  PASS	   100	    19	   14.6	  1.00	   1.00	    7120	     -	     -	     -	     -	    yes
00452     	unspecified               	  0.31	  PASS	   100	    11	   70.5	  0.00	   0.00	   12623	     -	     -	     -	     -	    yes
00455     	unspecified               	  0.89	  PASS	   100	    30	   36.0	  0.74	   0.00	   11037	     -	     -	     -	     -	    yes
00457     	unspecified               	  0.00	  PASS	   100	    15	    7.5	  0.00	   0.00	    8519	     -	     -	     -	     -	    yes
00460     	unspecified               	  0.20	  PASS	   100	    15	   49.5	  0.00	   0.00	    7452	     -	     -	     -	     -	    yes
00474     	unspecified               	  0.00	  FAIL	    90	    20	   69.8	  1.00	   1.00	    9415	     -	     -	     -	     -	     NO
00475     	unspecified               	  0.22	  FAIL	    90	    25	   35.9	  0.20	   0.20	    9353	     -	     -	     -	     -	     NO
00476     	unspecified               	  0.17	  PASS	   100	    14	   51.0	  0.75	   0.75	    7568	     -	     -	     -	     -	    yes
00481     	unspecified               	  0.00	  PASS	   100	     5	   83.3	  0.74	   0.74	    8121	     -	     -	     -	     -	    yes
00484     	unspecified               	  0.00	  FAIL	    90	    23	   44.4	  0.83	   0.83	   10113	     -	     -	     -	     -	     NO
00496     	unspecified               	  0.33	  FAIL	    90	    34	   56.0	  0.31	   0.31	    9844	     -	     -	     -	     -	     NO
00497     	unspecified               	  0.00	  FAIL	    90	    18	   28.5	  0.64	   0.64	    7985	     -	     -	     -	     -	     NO
00498     	unspecified               	  0.00	  FAIL	    90	    15	   92.1	  0.78	   0.78	    9908	     -	     -	     -	     -	     NO
00500     	unspecified               	  0.00	  PASS	   100	    27	   89.7	  0.00	   0.00	   12214	     -	     -	     -	     -	    yes
00501     	unspecified               	  0.25	  FAIL	    90	    20	   52.0	  0.34	   0.26	   13000	     -	     -	     -	     -	     NO
00503     	unspecified               	  0.08	  PASS	   100	    13	   83.1	  0.11	   0.11	    9234	     -	     -	     -	     -	    yes
00507     	unspecified               	  0.17	  PASS	   100	    18	   73.8	  0.00	   0.00	    9008	     -	     -	     -	     -	    yes
00521     	unspecified               	  0.20	  PASS	   100	    21	   59.2	  0.63	   0.29	    8877	     -	     -	     -	     -	    yes
00524     	unspecified               	  0.00	  PASS	   100	    23	   44.6	  0.58	   0.58	   10235	     -	     -	     -	     -	    yes
00531     	unspecified               	  0.00	  PASS	   100	    16	   -2.2	  0.37	   0.37	    9477	     -	     -	     -	     -	    yes
00532     	unspecified               	  0.00	  FAIL	    90	    14	   -9.4	  0.40	   0.40	    9894	     -	     -	     -	     -	     NO
00533     	unspecified               	  0.00	  PASS	   100	    19	   36.9	  1.00	   1.00	   10035	     -	     -	     -	     -	    yes
00546     	unspecified               	  0.17	  PASS	   100	    14	   78.9	  0.49	   0.42	    7922	     -	     -	     -	     -	    yes
00554     	unspecified               	  0.10	  FAIL	    90	    35	   54.8	  0.62	   0.40	    8824	     -	     -	     -	     -	     NO
00571     	unspecified               	  0.00	  PASS	   100	    14	   36.6	  0.11	   0.11	   11537	     -	     -	     -	     -	    yes
00573     	unspecified               	  0.31	  PASS	   100	    13	   63.6	  0.10	   0.13	   10782	     -	     -	     -	     -	    yes
00582     	unspecified               	  0.00	  PASS	   100	    17	   63.8	  1.00	   1.00	    9060	     -	     -	     -	     -	    yes
00594     	unspecified               	  0.17	  PASS	   100	    17	   73.8	  0.36	   0.65	    8994	     -	     -	     -	     -	    yes
00612     	unspecified               	  1.20	  FAIL	    90	    22	    7.2	  0.61	   0.00	   12253	     -	     -	     -	     -	     NO
00616     	unspecified               	  0.00	  PASS	   100	    16	    8.4	  0.32	   0.32	    8560	     -	     -	     -	     -	    yes
00626     	unspecified               	  0.00	  PASS	   100	    11	   47.4	  0.00	   0.00	    7021	     -	     -	     -	     -	    yes
00628     	unspecified               	  0.09	  FAIL	    90	     9	   84.9	  0.82	   0.62	   10854	     -	     -	     -	     -	     NO
00639     	unspecified               	  0.14	  FAIL	    90	    22	   95.7	  0.51	   0.72	    9969	     -	     -	     -	     -	     NO
00640     	unspecified               	  0.00	  FAIL	    90	    16	   61.2	  0.81	   0.81	    8910	     -	     -	     -	     -	     NO
00643     	unspecified               	  1.50	  PASS	   100	    12	   73.8	  0.38	   0.00	    9620	     -	     -	     -	     -	    yes
00653     	unspecified               	  0.18	  PASS	   100	    21	   43.1	  0.14	   0.16	   10725	     -	     -	     -	     -	    yes
00656     	unspecified               	  0.00	  PASS	   100	    16	   98.2	  0.78	   0.78	   12805	     -	     -	     -	     -	    yes
00657     	unspecified               	  0.91	  FAIL	    80	    14	   36.6	  0.50	   0.00	   10349	     -	     -	     -	     -	     NO
00669     	unspecified               	  0.17	  FAIL	    90	    17	   78.8	  0.59	   0.80	   10912	     -	     -	     -	     -	     NO
00670     	unspecified               	  0.00	  PASS	   100	    16	   61.2	  0.26	   0.26	   10137	     -	     -	     -	     -	    yes
00673     	unspecified               	  0.06	  PASS	   100	    15	   52.6	  0.00	   0.00	   11834	     -	     -	     -	     -	    yes
00686     	unspecified               	  0.00	  FAIL	    90	    24	   36.6	  0.38	   0.38	    9266	     -	     -	     -	     -	     NO
00692     	unspecified               	  0.00	  PASS	   100	    14	   78.9	  0.79	   0.79	    9210	     -	     -	     -	     -	    yes
00714     	unspecified               	  0.00	  PASS	   100	    21	   59.2	  0.00	   0.00	   10117	     -	     -	     -	     -	    yes
00737     	unspecified               	  1.00	  PASS	   100	    14	   42.6	  0.60	   0.00	    9603	     -	     -	     -	     -	    yes
00739     	unspecified               	  1.11	  PASS	   100	    15	   75.1	  0.14	   0.00	    9222	     -	     -	     -	     -	    yes
00744     	unspecified               	  0.90	  PASS	   100	    12	   66.8	  0.49	   0.00	   10089	     -	     -	     -	     -	    yes
00758     	unspecified               	  0.00	  PASS	   100	    21	   66.8	  0.33	   0.33	    8098	     -	     -	     -	     -	    yes
00778     	unspecified               	  0.29	  FAIL	    90	    24	   89.4	  1.00	   0.47	    9039	     -	     -	     -	     -	     NO
00785     	unspecified               	  0.00	  PASS	   100	    31	   51.7	  0.36	   0.36	    9336	     -	     -	     -	     -	    yes
00794     	unspecified               	  0.08	  PASS	   100	    15	    7.5	  0.48	   0.48	   10109	     -	     -	     -	     -	    yes
00801     	unspecified               	  0.00	  PASS	   100	    15	    1.8	  0.00	   0.00	    9048	     -	     -	     -	     -	    yes
00819     	unspecified               	  0.14	  FAIL	    90	     8	  114.1	  0.75	   0.75	    7534	     -	     -	     -	     -	     NO
00822     	unspecified               	  0.29	  FAIL	    90	    32	   50.5	  1.00	   0.70	    9101	     -	     -	     -	     -	     NO
00827     	unspecified               	  0.00	  PASS	   100	    26	   73.2	  0.39	   0.39	    9754	     -	     -	     -	     -	    yes
00828     	unspecified               	  1.10	  PASS	   100	    15	   32.6	  0.18	   0.00	    8394	     -	     -	     -	     -	    yes
00830     	unspecified               	  0.00	  PASS	   100	     3	  147.4	  0.00	   0.00	    8086	     -	     -	     -	     -	    yes
----------------------------------------------------------------------------------------------------
WER = word error rate of the recognized utterance against the reference utterance, a
property of the recognizer rather than of the model. Adher = all hard prompt constraints
satisfied as generated (item level, strict). Chk% = share of hard constraints satisfied.
FRE = Flesch Reading Ease. Cover = coverage of the recognized request, CovOri = coverage of
the reference utterance. E2E ms = wall-clock span of the whole item, recording included. Incon =
self-consistency inconsistency (higher is worse). Fact = supported share of atomic claims.
Qual = weighted rubric composite (1-5). Safe = worst safety dimension (1-5). '-' means the
tier producing that column did not run.
====================================================================================================

2. CONSTRAINT PASS RATES (IFEval-style, Zhou et al., 2023)
====================================================================================================
Check id                          	  Strict %	   Loose %	   Delta
----------------------------------------------------------------------------------------------------
opener_at_most_five_words         	      72.5	      72.5	     0.0
no_follow_up_question             	      89.2	      89.2	     0.0
answers_in_english                	      96.5	      96.5	     0.0
no_markup_in_spoken_text          	      99.2	      99.2	     0.0
non_empty                         	     100.0	     100.0	     0.0
opener_ends_with_full_stop        	     100.0	     100.0	     0.0
at_most_two_detail_sentences      	     100.0	     100.0	     0.0
total_sentences_at_most_three     	     100.0	     100.0	     0.0
no_simulated_dialogue             	     100.0	     100.0	     0.0
response_is_complete              	     100.0	     100.0	     0.0
not_truncated_at_token_cap        	     100.0	     100.0	     0.0
brief_enough_for_speech           	     100.0	     100.0	     0.0
spoken_duration_budget            	     100.0	     100.0	     0.0
----------------------------------------------------------------------------------------------------
ITEM LEVEL (all hard checks)      	      70.0	      70.0	     0.0

Rates are over the items where the check applied; a check with nothing to verify for an
item is excluded rather than counted as a pass. Delta is the share of items that violate
the constraint only in formatting: a large delta points at output formatting, a delta near
zero means the instruction itself was not followed. Report the item-level figure as the
headline adherence rate.
====================================================================================================

3. INPUT QUALITY (recognizer against the reference utterance)
====================================================================================================
Word error rate over items: median 0.000, mean 0.221, max 3.600

Input stratum 	   n	    WER	  Adher %	 Cover(stt)	 Cover(ori)	  Words	   E2E ms
----------------------------------------------------------------------------------------------------
clean         	  65	  0.000	     75.4	      0.479	      0.479	   17.0	     9276
mild          	  39	  0.167	     56.4	      0.356	      0.399	   16.0	     9475
severe        	  16	  1.000	     81.2	      0.477	      0.000	   15.5	     9953
----------------------------------------------------------------------------------------------------
Strata are defined on the word error rate of the item: clean = transcribed exactly,
severe = more than a third of the reference words lost or altered. These figures are a
property of the recognizer and the audio, identical in every run over the same recordings,
so they bound what the language model could have answered rather than describing it.

Cover(stt) is coverage of the recognized request, which is all the model received.
Cover(ori) is coverage of what the speaker actually asked. The gap between them is the
cost the recognizer imposed on the interaction, and it belongs to the recognizer.

Compare a column down the strata of one run with caution, and across runs freely. A correct
answer to a closed question repeats none of it -- "In what years was the Great Famine?"
answered "1918-1921." scores zero coverage -- so a stratum holding more such questions
shows lower coverage for reasons that have nothing to do with the model. Prompt adherence
carries no such artefact and is the column to read down this table.
====================================================================================================

4. RUNTIME COST PER STAGE (from the run's latency log)
====================================================================================================
Stage                   	   n	   Median	       Q1	       Q3	      P90	      P95	      Max
----------------------------------------------------------------------------------------------------
stt                     	 119	     7433	     6661	     8418	     9815	    10436	    11412
stt_endpoint_delay      	 119	     2374	     1968	     2648	     2985	     3250	     4278
llm_prompt_eval         	 119	      105	       94	      108	      124	      128	      131
llm_ttft                	 119	      789	      760	      811	      839	      861	      878
llm_first_chunk_fill    	 119	      243	      203	      316	      471	      548	      762
llm_ttfc                	 119	     1042	      990	     1125	     1267	     1335	     1634
tts_first_chunk         	 119	      125	      108	      145	      191	      205	      275
ttfa                    	 119	     3594	     3224	     3892	     4320	     4638	     5618
llm_eval                	 119	      840	      692	     1053	     1280	     1426	     1770
tts_total               	 119	      359	      298	      426	      522	      564	      616
e2e_response_ready      	 119	     9456	     8456	    10419	    11939	    12582	    13637
----------------------------------------------------------------------------------------------------
generation throughput (tok/s)   : median 27.4   mean 27.5
generated tokens                : median 23.0   mean 24.3
prompt tokens                   : median 326.0   mean 326.5
synthesized audio (ms)          : median 6838.0   mean 6804.8

Resource use (run medians):
  cpu_percent         : 7.5
  gpu_mem_used_mb     : 20612.0
  gpu_util_percent    : 59.5
  llm_model_vram_mb   : 18957.0
  llm_rss_mb          : 982.1
  llm_vram_mb         : 19674.0
  ram_percent         : 6.2
  rss_mb              : 1593.4

All values are milliseconds unless stated. The median is the headline figure and the 95th
percentile the one a user notices, since an assistant is judged by the answers that arrive
late (Dean and Barroso, 2013). Timings are wall-clock on a shared host: they compare runs
measured under the same conditions and are not portable hardware benchmarks.

The stages overlap and are not all measured from the same instant, so they do not add up.
`stt` is the recording arriving at speaking pace, which on file input is the length of the
audio rather than a cost of recognition. `ttfa` runs from the speaker stopping to the first
audio out and is the delay a user actually waits through. `e2e_response_ready` spans the whole
item including that recording, so it is dominated by how long the person spoke and moves
little between models.
====================================================================================================

5. DESCRIPTIVE MEASURES
====================================================================================================
Metric                          	   n	     Mean	       SD	   Median	      Min	      Max	               95% CI
----------------------------------------------------------------------------------------------------
word_count                      	 120	   17.667	    6.717	   16.500	    3.000	   35.000	     [16.458, 18.892]
sentence_count                  	 120	    2.125	    0.573	    2.000	    1.000	    3.000	       [2.025, 2.225]
opening_words                   	 120	    5.008	    2.236	    4.500	    1.000	   15.000	       [4.625, 5.425]
mean_words_per_sentence         	 120	    8.364	    2.728	    8.000	    3.000	   16.500	       [7.874, 8.867]
estimated_tokens                	 120	   23.617	    8.963	   22.000	    4.000	   47.000	     [22.008, 25.267]
estimated_spoken_seconds        	 120	    7.067	    2.687	    6.600	    1.200	   14.000	       [6.583, 7.557]
flesch_reading_ease             	 120	   56.531	   27.677	   55.695	   -9.400	  147.390	     [51.618, 61.359]
flesch_kincaid_grade            	 120	    7.452	    3.922	    7.635	   -6.550	   15.730	       [6.772, 8.150]
request_coverage                	 120	    0.461	    0.301	    0.478	    0.000	    1.000	       [0.407, 0.515]
echo_ratio                      	 120	    0.254	    0.184	    0.250	    0.000	    0.778	       [0.221, 0.288]
intent_coverage                 	 120	    0.398	    0.330	    0.379	    0.000	    1.000	       [0.340, 0.456]
coverage_intent_gap             	 120	   -0.063	    0.196	    0.000	   -0.737	    0.499	     [-0.100, -0.029]
answer_presence                 	 120	    0.108	    0.312	    0.000	    0.000	    1.000	       [0.058, 0.167]
reference_exact_match           	 120	    0.008	    0.091	    0.000	    0.000	    1.000	       [0.000, 0.025]
reference_token_f1              	 120	    0.078	    0.144	    0.000	    0.000	    1.000	       [0.054, 0.105]
reference_rouge_1               	 120	    0.222	    0.342	    0.000	    0.000	    1.000	       [0.163, 0.283]
reference_rouge_l               	 120	    0.082	    0.150	    0.000	    0.000	    1.000	       [0.057, 0.111]
stt_wer                         	 120	    0.221	    0.469	    0.000	    0.000	    3.600	       [0.145, 0.317]
stt_cer                         	 120	    0.141	    0.325	    0.000	    0.000	    1.949	       [0.088, 0.205]
stt_content_recall              	 120	    0.796	    0.338	    1.000	    0.000	    1.000	       [0.733, 0.853]
lat_stt                         	 119	 7684.118	 1431.566	 7433.000	 4760.000	11412.000	 [7432.620, 7942.490]
lat_stt_endpoint_delay          	 119	 1919.378	 1544.512	 2374.000	-4999.000	 4278.000	 [1631.155, 2174.614]
lat_llm_prompt_eval             	 119	  104.529	   11.478	  105.000	   86.000	  131.000	   [102.521, 106.597]
lat_llm_ttft                    	 119	  785.849	   43.827	  789.000	  667.000	  878.000	   [778.118, 793.740]
lat_llm_first_chunk_fill        	 119	  284.067	  121.778	  243.000	   88.000	  762.000	   [263.680, 306.269]
lat_llm_ttfc                    	 119	 1069.916	  130.690	 1042.000	  830.000	 1634.000	 [1047.663, 1093.673]
lat_tts_first_chunk             	 119	  133.328	   38.022	  125.000	   68.000	  275.000	   [126.613, 140.220]
lat_ttfa                        	 119	 3127.378	 1576.802	 3594.000	-3855.000	 5618.000	 [2836.058, 3388.677]
lat_llm_eval                    	 119	  886.429	  300.667	  840.000	  199.000	 1770.000	   [832.563, 940.532]
lat_tts_total                   	 119	  364.899	  109.359	  359.000	  113.000	  616.000	   [345.352, 384.564]
lat_e2e_response_ready          	 119	 9576.656	 1533.310	 9456.000	 6757.000	13637.000	 [9308.986, 9852.239]
llm_prompt_tokens               	 119	  326.513	    4.061	  326.000	  320.000	  339.000	   [325.815, 327.244]
llm_eval_tokens                 	 119	   24.286	    8.100	   23.000	    6.000	   47.000	     [22.840, 25.748]
llm_tokens_per_sec              	 119	   27.460	    0.517	   27.400	   26.500	   30.100	     [27.373, 27.558]
tts_audio_ms                    	 119	 6804.790	 2362.974	 6838.000	 1660.000	13200.000	 [6383.029, 7225.506]
----------------------------------------------------------------------------------------------------
Intervals are percentile bootstrap intervals for the mean (Efron and Tibshirani, 1993),
omitted below three observations.
====================================================================================================

6. PER-ITEM DETAIL AND AUDIT TRAIL
====================================================================================================
[00004] category=unspecified  accepted=yes
  user     : What is the name of the campus TV station?
  response : Campus TV station names vary. Each university has its own unique name for it. Could you
             specify which university you're asking about?
    ~ advisory no_follow_up_question: 1 question marks
----------------------------------------------------------------------------------------------------
[00005] category=unspecified  accepted=yes
  user     : What did the Bureau used to ensure the safe travels of aircraft?
