====================================================================================================
                        LLM RESPONSE EVALUATION REPORT
====================================================================================================
Generated on           : 2026-08-15 23:57:52
Run label              : 13 qwen2.5:3b-q4_K_M t0
Transcripts            : ..\results\text-only\13-qwen2_5_3b_instruct_q4_K_M-t0_0-vosk_cpu\20260815_143134\transcripts.yaml
Run directory          : ..\results\text-only\13-qwen2_5_3b_instruct_q4_K_M-t0_0-vosk_cpu\20260815_143134
System prompt          : ..\results\text-only\13-qwen2_5_3b_instruct_q4_K_M-t0_0-vosk_cpu\20260815_143134\system_prompt.txt
Constraint spec        : short_opener_en (C:\Workspace\etap\etap-speech-assistant-main\evaluation\rubrics\constraints_short_opener.yaml)
Rubric                 : (judge tier not run)
Items evaluated        : 120

Generating configuration (from config_used.yaml):
  ollama_model        : qwen2.5:3b-instruct-q4_K_M
  llm_temperature     : 0
  llm_seed            : None
  llm_max_tokens      : 150
  stt_engine          : vosk
  tts_engine          : piper
  mode                : cpu

Tiers executed:
  tier 0 constraints and readability: 15 checks from short_opener_en, token cap 150
  input fidelity (recognizer)       : reference text for 120/120 item(s), corpus WER 0.350 (425/1215 words); strata: mild 66, severe 37, clean 17
  tier 1 relevance                  : IDF over 120 items, reference measures for 120 item(s) from metadata.csv (32 marked unanswerable in the source, scored against a plausible answer)
  runtime cost                      : 119/120 item(s) timed from latency_log_20260815_143134.csv, 1 warm-up item(s) excluded (00004)
  tier 2 audit atoms                : deterministic extraction (always on)
  tier 2 self-consistency           : off (selfcheck_samples = 0)
  tier 2 atomic factual precision   : off (fact_precision not set)
  tier 3 rubric grading             : off (no judge model)
  tier 4 reliability and calibration: off (no human annotations)

Acceptance policy (predeclare this before measurement):
  min_quality_composite       : 3.5
  min_safety_score            : 4.0
  require_constraint_pass     : True
  strict_constraints          : True
====================================================================================================

1. PER-ITEM SCORES
====================================================================================================
Item      	Category                  	   WER	 Adher	  Chk%	 Words	    FRE	 Cover	 CovOri	  E2E ms	 Incon	  Fact	  Qual	  Safe	 Accept
00089     	unspecified               	  0.10	  FAIL	    90	    21	   43.1	  0.70	   0.86	    6975	     -	     -	     -	     -	     NO
00093     	unspecified               	  0.80	  FAIL	    90	    19	   77.0	  1.00	   0.63	    5032	     -	     -	     -	     -	     NO
00100     	unspecified               	  0.43	  FAIL	    90	     9	   84.9	  0.74	   1.00	    6292	     -	     -	     -	     -	     NO
00113     	unspecified               	  0.08	  FAIL	    90	    20	   59.6	  0.83	   0.83	    7526	     -	     -	     -	     -	     NO
00118     	unspecified               	  0.27	  FAIL	    90	    15	   67.5	  0.84	   0.55	    7625	     -	     -	     -	     -	     NO
00124     	unspecified               	  0.11	  FAIL	    90	    22	   38.4	  0.64	   0.44	    6355	     -	     -	     -	     -	     NO
00130     	unspecified               	  3.60	  FAIL	    90	    22	   88.0	  0.00	   0.00	    9339	     -	     -	     -	     -	     NO
00149     	unspecified               	  0.35	  FAIL	    90	    19	   59.2	  0.35	   0.41	    7445	     -	     -	     -	     -	     NO
00170     	unspecified               	  0.33	  FAIL	    90	    11	   26.5	  1.00	   1.00	    6946	     -	     -	     -	     -	     NO
00178     	unspecified               	  0.11	  FAIL	    90	    15	   67.5	  0.55	   0.41	    7906	     -	     -	     -	     -	     NO
00181     	unspecified               	  0.07	  FAIL	    90	    25	   52.9	  0.12	   0.30	   10667	     -	     -	     -	     -	     NO
00197     	unspecified               	  0.17	  FAIL	    90	    25	   48.6	  0.28	   0.28	   10140	     -	     -	     -	     -	     NO
00201     	unspecified               	  0.42	  FAIL	    90	    23	   33.3	  0.29	   0.14	    7627	     -	     -	     -	     -	     NO
00206     	unspecified               	  0.20	  FAIL	    90	    20	   65.6	  1.00	   0.66	    5402	     -	     -	     -	     -	     NO
00208     	unspecified               	  0.33	  FAIL	    90	    11	   72.6	  1.00	   0.66	    6700	     -	     -	     -	     -	     NO
00211     	unspecified               	  0.08	  FAIL	    90	    13	   44.0	  0.90	   0.90	   10050	     -	     -	     -	     -	     NO
00233     	unspecified               	  0.12	  FAIL	    90	    14	   95.9	  0.72	   0.72	    5822	     -	     -	     -	     -	     NO
00236     	unspecified               	  0.14	  FAIL	    90	    15	   75.1	  0.00	   0.00	    8274	     -	     -	     -	     -	     NO
00244     	unspecified               	  0.00	  FAIL	    90	    12	   74.8	  0.86	   0.86	    7733	     -	     -	     -	     -	     NO
00245     	unspecified               	  0.22	  FAIL	    90	    19	   68.1	  0.15	   0.15	    6816	     -	     -	     -	     -	     NO
00259     	unspecified               	  0.00	  FAIL	    90	    20	   55.4	  1.00	   1.00	    6818	     -	     -	     -	     -	     NO
00261     	unspecified               	  0.15	  FAIL	    90	    16	   74.3	  1.00	   0.83	    7003	     -	     -	     -	     -	     NO
00266     	unspecified               	  0.29	  FAIL	    90	    17	   68.8	  0.00	   0.00	   11234	     -	     -	     -	     -	     NO
00267     	unspecified               	  0.29	  FAIL	    90	    33	   69.6	  1.00	   0.46	    6407	     -	     -	     -	     -	     NO
00271     	unspecified               	  0.33	  FAIL	    90	    12	   32.5	  0.61	   0.50	    8351	     -	     -	     -	     -	     NO
00290     	unspecified               	  0.33	  FAIL	    90	    18	   75.5	  0.59	   0.59	    5427	     -	     -	     -	     -	     NO
00298     	unspecified               	  0.00	  FAIL	    90	    25	   48.6	  1.00	   1.00	    5817	     -	     -	     -	     -	     NO
00305     	unspecified               	  0.92	  FAIL	    90	    17	   45.3	  0.37	   0.00	    7513	     -	     -	     -	     -	     NO
00311     	unspecified               	  0.69	  FAIL	    90	    16	   77.1	  0.14	   0.10	    9489	     -	     -	     -	     -	     NO
00325     	unspecified               	  0.10	  FAIL	    90	    17	   88.7	  0.00	   0.00	    8191	     -	     -	     -	     -	     NO
00326     	unspecified               	  0.42	  FAIL	    90	    23	   55.4	  0.13	   0.18	    9264	     -	     -	     -	     -	     NO
00327     	unspecified               	  0.25	  FAIL	    90	    15	   50.6	  1.00	   0.67	    6767	     -	     -	     -	     -	     NO
00335     	unspecified               	  1.17	  FAIL	    90	    16	   42.5	  0.50	   0.00	    7594	     -	     -	     -	     -	     NO
00352     	unspecified               	  1.00	  FAIL	    90	    18	   47.3	  0.33	   0.00	    9333	     -	     -	     -	     -	     NO
00357     	unspecified               	  0.43	  FAIL	    90	    32	   42.5	  0.75	   0.76	    6459	     -	     -	     -	     -	     NO
00366     	unspecified               	  0.55	  FAIL	    90	    35	   38.4	  0.53	   0.52	   10346	     -	     -	     -	     -	     NO
00369     	unspecified               	  0.42	  FAIL	    90	    22	   84.2	  0.16	   0.16	    7338	     -	     -	     -	     -	     NO
00382     	unspecified               	  0.38	  FAIL	    90	    19	   40.6	  0.77	   0.64	    6727	     -	     -	     -	     -	     NO
00389     	unspecified               	  1.20	  FAIL	    90	    13	   76.6	  0.00	   0.00	    7662	     -	     -	     -	     -	     NO
00394     	unspecified               	  0.20	  FAIL	    90	    13	   76.6	  0.00	   0.00	    6005	     -	     -	     -	     -	     NO
00406     	unspecified               	  0.08	  FAIL	    80	    23	   40.7	  0.18	   0.15	    7624	     -	     -	     -	     -	     NO
00417     	unspecified               	  0.20	  FAIL	    90	    16	   53.1	  0.27	   0.23	    9630	     -	     -	     -	     -	     NO
00422     	unspecified               	  0.05	  FAIL	    90	    14	   29.5	  0.00	   0.00	   10676	     -	     -	     -	     -	     NO
00425     	unspecified               	  0.00	  PASS	   100	    14	   18.4	  0.26	   0.26	    7551	     -	     -	     -	     -	    yes
00432     	unspecified               	  0.17	  FAIL	    90	    22	   72.6	  0.35	   0.47	    8848	     -	     -	     -	     -	     NO
00433     	unspecified               	  0.90	  FAIL	    90	    11	   88.0	  1.00	   0.00	    6035	     -	     -	     -	     -	     NO
00441     	unspecified               	  0.17	  FAIL	    90	    11	   26.5	  0.69	   0.69	    5525	     -	     -	     -	     -	     NO
00443     	unspecified               	  0.57	  FAIL	    90	    13	   76.6	  0.00	   0.00	    6601	     -	     -	     -	     -	     NO
00444     	unspecified               	  0.00	  FAIL	    90	     8	  -12.8	  1.00	   1.00	    5165	     -	     -	     -	     -	     NO
00452     	unspecified               	  0.69	  FAIL	    90	    14	  -18.9	  0.51	   0.19	   10866	     -	     -	     -	     -	     NO
00455     	unspecified               	  1.22	  FAIL	    90	    17	   88.7	  0.00	   0.00	    8572	     -	     -	     -	     -	     NO
00457     	unspecified               	  0.83	  FAIL	    90	    13	   76.6	  0.00	   0.00	    6723	     -	     -	     -	     -	     NO
00460     	unspecified               	  0.30	  FAIL	    90	    11	   64.9	  0.00	   0.00	    5740	     -	     -	     -	     -	     NO
00474     	unspecified               	  0.50	  FAIL	    90	    14	   72.8	  0.56	   0.49	    7288	     -	     -	     -	     -	     NO
00475     	unspecified               	  0.44	  FAIL	    80	    14	  -18.9	  0.51	   0.81	    7582	     -	     -	     -	     -	     NO
00476     	unspecified               	  0.00	  FAIL	    90	    13	   44.0	  1.00	   1.00	    5829	     -	     -	     -	     -	     NO
00481     	unspecified               	  0.14	  PASS	   100	     5	  100.2	  0.48	   0.50	    6774	     -	     -	     -	     -	    yes
00484     	unspecified               	  0.30	  FAIL	    90	    16	   37.3	  0.58	   0.50	    7838	     -	     -	     -	     -	     NO
00496     	unspecified               	  0.33	  FAIL	    90	    14	   60.7	  0.00	   0.00	    7032	     -	     -	     -	     -	     NO
00497     	unspecified               	  0.14	  FAIL	    90	    12	   39.6	  0.65	   0.65	    6247	     -	     -	     -	     -	     NO
00498     	unspecified               	  0.33	  FAIL	    90	     8	   50.7	  0.70	   0.70	    7583	     -	     -	     -	     -	     NO
00500     	unspecified               	  0.00	  FAIL	    90	     9	   37.9	  0.21	   0.21	    9749	     -	     -	     -	     -	     NO
00501     	unspecified               	  0.33	  FAIL	    90	    15	   39.3	  0.86	   0.52	   10554	     -	     -	     -	     -	     NO
00503     	unspecified               	  0.42	  FAIL	    90	    17	   43.9	  0.45	   0.24	    7508	     -	     -	     -	     -	     NO
00507     	unspecified               	  0.17	  PASS	   100	    17	   88.7	  0.47	   0.30	    7088	     -	     -	     -	     -	    yes
00521     	unspecified               	  0.30	  FAIL	    90	    19	   81.4	  0.00	   0.00	    6772	     -	     -	     -	     -	     NO
00524     	unspecified               	  0.15	  FAIL	    90	    11	   26.5	  0.28	   0.28	    8089	     -	     -	     -	     -	     NO
00531     	unspecified               	  0.20	  FAIL	    89	     7	  -29.9	  0.11	   0.12	    7453	     -	     -	     -	     -	     NO
00532     	unspecified               	  0.27	  FAIL	    90	    25	   11.4	  0.77	   0.77	    8101	     -	     -	     -	     -	     NO
00533     	unspecified               	  0.22	  PASS	   100	    15	   35.7	  0.00	   0.00	    7773	     -	     -	     -	     -	    yes
00546     	unspecified               	  0.33	  FAIL	    90	    21	   83.4	  0.66	   0.42	    6597	     -	     -	     -	     -	     NO
00554     	unspecified               	  0.30	  FAIL	    90	    20	   69.8	  0.00	   0.00	    6521	     -	     -	     -	     -	     NO
00571     	unspecified               	  0.06	  FAIL	    90	    16	   16.1	  0.34	   0.34	    9439	     -	     -	     -	     -	     NO
00573     	unspecified               	  0.54	  FAIL	    90	    23	   47.4	  0.22	   0.12	    9343	     -	     -	     -	     -	     NO
00582     	unspecified               	  0.33	  FAIL	    90	    10	   86.7	  0.72	   1.00	    6910	     -	     -	     -	     -	     NO
00594     	unspecified               	  0.33	  FAIL	    90	    19	   63.6	  0.34	   0.34	    6994	     -	     -	     -	     -	     NO
00612     	unspecified               	  1.20	  FAIL	    90	    15	  -28.4	  0.76	   0.00	    9882	     -	     -	     -	     -	     NO
00616     	unspecified               	  0.00	  FAIL	    90	    15	   16.8	  1.00	   1.00	    6840	     -	     -	     -	     -	     NO
00626     	unspecified               	  0.33	  FAIL	    90	    16	   93.0	  0.00	   0.00	    5407	     -	     -	     -	     -	     NO
00628     	unspecified               	  0.27	  FAIL	    90	    11	   88.0	  0.60	   0.60	    9134	     -	     -	     -	     -	     NO
00639     	unspecified               	  0.43	  FAIL	    90	    12	   81.9	  0.62	   0.50	    7737	     -	     -	     -	     -	     NO
00640     	unspecified               	  0.08	  FAIL	    90	    11	   95.7	  0.81	   0.66	    7065	     -	     -	     -	     -	     NO
00643     	unspecified               	  1.50	  FAIL	    90	    34	   68.4	  1.00	   0.00	    8402	     -	     -	     -	     -	     NO
00653     	unspecified               	  0.18	  FAIL	    90	    14	   59.7	  0.56	   0.65	    8449	     -	     -	     -	     -	     NO
00656     	unspecified               	  0.00	  FAIL	    90	    13	   63.5	  0.10	   0.10	   10778	     -	     -	     -	     -	     NO
00657     	unspecified               	  0.91	  FAIL	    90	    25	   -4.7	  0.51	   0.00	    8927	     -	     -	     -	     -	     NO
00669     	unspecified               	  0.08	  FAIL	    90	    11	   80.3	  0.79	   0.79	    8751	     -	     -	     -	     -	     NO
00670     	unspecified               	  0.06	  FAIL	    78	     2	  162.5	  0.00	   0.00	    8207	     -	     -	     -	     -	     NO
00673     	unspecified               	  0.29	  FAIL	    90	    22	   64.9	  0.00	   0.13	    9859	     -	     -	     -	     -	     NO
00686     	unspecified               	  0.00	  FAIL	    90	    14	   11.3	  0.78	   0.78	    7363	     -	     -	     -	     -	     NO
00692     	unspecified               	  0.14	  FAIL	    90	    20	   57.1	  0.78	   0.78	    6949	     -	     -	     -	     -	     NO
00714     	unspecified               	  0.10	  FAIL	    90	     9	   56.7	  0.26	   0.25	    8026	     -	     -	     -	     -	     NO
00737     	unspecified               	  1.00	  FAIL	    90	    10	   44.4	  0.82	   0.00	    7794	     -	     -	     -	     -	     NO
00739     	unspecified               	  1.11	  FAIL	    90	    15	   28.1	  0.90	   0.00	    8061	     -	     -	     -	     -	     NO
00744     	unspecified               	  1.00	  FAIL	    90	    16	   87.7	  0.21	   0.00	    8658	     -	     -	     -	     -	     NO
00758     	unspecified               	  0.00	  FAIL	    90	    21	   64.7	  1.00	   1.00	    6111	     -	     -	     -	     -	     NO
00778     	unspecified               	  0.43	  FAIL	    90	     9	   75.5	  0.65	   0.23	    6899	     -	     -	     -	     -	     NO
00785     	unspecified               	  0.00	  FAIL	    90	    11	   57.2	  1.00	   1.00	    6984	     -	     -	     -	     -	     NO
00794     	unspecified               	  0.25	  FAIL	    90	    34	   12.9	  0.71	   0.65	    8978	     -	     -	     -	     -	     NO
00801     	unspecified               	  0.30	  FAIL	    90	    13	   76.6	  0.00	   0.00	    7057	     -	     -	     -	     -	     NO
00819     	unspecified               	  0.43	  FAIL	    90	    22	   84.5	  0.18	   0.23	    6518	     -	     -	     -	     -	     NO
00822     	unspecified               	  0.29	  FAIL	    90	    12	   46.6	  0.80	   0.45	    6590	     -	     -	     -	     -	     NO
00827     	unspecified               	  0.00	  FAIL	    90	    14	   29.5	  0.39	   0.39	    7392	     -	     -	     -	     -	     NO
00828     	unspecified               	  1.10	  FAIL	    90	    10	   44.4	  0.63	   0.00	    6979	     -	     -	     -	     -	     NO
00830     	unspecified               	  0.14	  FAIL	    90	    15	   50.6	  0.60	   0.75	    6704	     -	     -	     -	     -	     NO
----------------------------------------------------------------------------------------------------
WER = word error rate of the recognized utterance against the reference utterance, a
property of the recognizer rather than of the model. Adher = all hard prompt constraints
satisfied as generated (item level, strict). Chk% = share of hard constraints satisfied.
FRE = Flesch Reading Ease. Cover = coverage of the recognized request, CovOri = coverage of
the reference utterance. E2E ms = wall-clock span of the whole item, recording included. Incon =
self-consistency inconsistency (higher is worse). Fact = supported share of atomic claims.
Qual = weighted rubric composite (1-5). Safe = worst safety dimension (1-5). '-' means the
tier producing that column did not run.
====================================================================================================

2. CONSTRAINT PASS RATES (IFEval-style, Zhou et al., 2023)
====================================================================================================
Check id                          	  Strict %	   Loose %	   Delta
----------------------------------------------------------------------------------------------------
opener_at_most_five_words         	       5.0	       5.0	     0.0
no_follow_up_question             	      71.7	      71.7	     0.0
opener_ends_with_full_stop        	      98.3	      98.3	     0.0
answers_in_english                	      99.1	      99.1	     0.0
response_is_complete              	      99.2	      99.2	     0.0
non_empty                         	     100.0	     100.0	     0.0
at_most_two_detail_sentences      	     100.0	     100.0	     0.0
total_sentences_at_most_three     	     100.0	     100.0	     0.0
no_simulated_dialogue             	     100.0	     100.0	     0.0
not_truncated_at_token_cap        	     100.0	     100.0	     0.0
brief_enough_for_speech           	     100.0	     100.0	     0.0
spoken_duration_budget            	     100.0	     100.0	     0.0
no_markup_in_spoken_text          	     100.0	     100.0	     0.0
----------------------------------------------------------------------------------------------------
ITEM LEVEL (all hard checks)      	       4.2	       4.2	     0.0

Rates are over the items where the check applied; a check with nothing to verify for an
item is excluded rather than counted as a pass. Delta is the share of items that violate
the constraint only in formatting: a large delta points at output formatting, a delta near
zero means the instruction itself was not followed. Report the item-level figure as the
headline adherence rate.
====================================================================================================

3. INPUT QUALITY (recognizer against the reference utterance)
====================================================================================================
Word error rate over items: median 0.273, mean 0.372, max 3.600

Input stratum 	   n	    WER	  Adher %	 Cover(stt)	 Cover(ori)	  Words	   E2E ms
----------------------------------------------------------------------------------------------------
clean         	  17	  0.000	      5.9	      1.000	      1.000	   14.0	     6911
mild          	  66	  0.200	      6.1	      0.531	      0.456	   15.0	     7453
severe        	  37	  0.692	      0.0	      0.497	      0.000	   16.0	     7627
----------------------------------------------------------------------------------------------------
Strata are defined on the word error rate of the item: clean = transcribed exactly,
severe = more than a third of the reference words lost or altered. These figures are a
property of the recognizer and the audio, identical in every run over the same recordings,
so they bound what the language model could have answered rather than describing it.

Cover(stt) is coverage of the recognized request, which is all the model received.
Cover(ori) is coverage of what the speaker actually asked. The gap between them is the
cost the recognizer imposed on the interaction, and it belongs to the recognizer.

Compare a column down the strata of one run with caution, and across runs freely. A correct
answer to a closed question repeats none of it -- "In what years was the Great Famine?"
answered "1918-1921." scores zero coverage -- so a stratum holding more such questions
shows lower coverage for reasons that have nothing to do with the model. Prompt adherence
carries no such artefact and is the column to read down this table.
====================================================================================================

4. RUNTIME COST PER STAGE (from the run's latency log)
====================================================================================================
Stage                   	   n	   Median	       Q1	       Q3	      P90	      P95	      Max
----------------------------------------------------------------------------------------------------
stt                     	 119	     7228	     6480	     8220	     9563	    10139	    11196
stt_endpoint_delay      	 119	      934	      822	     1011	     1091	     1118	     1305
llm_prompt_eval         	 119	       32	       31	       33	       36	       38	       42
llm_ttft                	 119	      772	      751	      796	      815	      827	      865
llm_first_chunk_fill    	 119	      181	      155	      232	      281	      338	      409
llm_ttfc                	 119	      965	      918	     1008	     1054	     1093	     1239
tts_first_chunk         	 119	      217	      178	      275	      324	      364	      486
ttfa                    	 119	     2097	     1920	     2252	     2394	     2433	     2545
llm_eval                	 119	      255	      202	      314	      367	      411	      549
tts_total               	 119	      283	      236	      343	      420	      466	      647
e2e_response_ready      	 119	     7453	     6760	     8426	     9771	    10367	    11234
----------------------------------------------------------------------------------------------------
generation throughput (tok/s)   : median 80.6   mean 80.3
generated tokens                : median 21.0   mean 21.5
prompt tokens                   : median 326.0   mean 326.5
synthesized audio (ms)          : median 5526.0   mean 5991.6

Resource use (run medians):
  cpu_percent         : 8.8
  gpu_mem_used_mb     : 2374.0
  gpu_util_percent    : 7.1
  llm_model_vram_mb   : 1948.0
  llm_rss_mb          : 781.9
  llm_vram_mb         : 2374.0
  ram_percent         : 5.1
  rss_mb              : 601.7

All values are milliseconds unless stated. The median is the headline figure and the 95th
percentile the one a user notices, since an assistant is judged by the answers that arrive
late (Dean and Barroso, 2013). Timings are wall-clock on a shared host: they compare runs
measured under the same conditions and are not portable hardware benchmarks.

The stages overlap and are not all measured from the same instant, so they do not add up.
`stt` is the recording arriving at speaking pace, which on file input is the length of the
audio rather than a cost of recognition. `ttfa` runs from the speaker stopping to the first
audio out and is the delay a user actually waits through. `e2e_response_ready` spans the whole
item including that recording, so it is dominated by how long the person spoke and moves
little between models.
====================================================================================================

5. DESCRIPTIVE MEASURES
====================================================================================================
Metric                          	   n	     Mean	       SD	   Median	      Min	      Max	               95% CI
----------------------------------------------------------------------------------------------------
word_count                      	 120	   16.125	    6.033	   15.000	    2.000	   35.000	     [15.058, 17.258]
sentence_count                  	 120	    1.425	    0.513	    1.000	    1.000	    3.000	       [1.333, 1.517]
opening_words                   	 120	   12.008	    4.961	   11.000	    2.000	   35.000	     [11.117, 12.925]
mean_words_per_sentence         	 120	   11.978	    4.665	   11.000	    2.000	   35.000	     [11.172, 12.835]
estimated_tokens                	 120	   21.567	    7.943	   20.000	    4.000	   47.000	     [20.158, 23.075]
estimated_spoken_seconds        	 120	    6.450	    2.413	    6.000	    0.800	   14.000	       [6.023, 6.903]
flesch_reading_ease             	 120	   54.759	   28.895	   56.055	  -29.900	  162.500	     [49.603, 59.925]
flesch_kincaid_grade            	 120	    8.598	    4.515	    8.180	   -8.910	   20.940	       [7.798, 9.410]
request_coverage                	 120	    0.496	    0.344	    0.517	    0.000	    1.000	       [0.435, 0.556]
echo_ratio                      	 120	    0.305	    0.242	    0.282	    0.000	    1.000	       [0.261, 0.349]
intent_coverage                 	 120	    0.405	    0.348	    0.395	    0.000	    1.000	       [0.343, 0.466]
coverage_intent_gap             	 120	   -0.091	    0.242	    0.000	   -1.000	    0.443	     [-0.135, -0.049]
answer_presence                 	 120	    0.042	    0.201	    0.000	    0.000	    1.000	       [0.008, 0.083]
reference_exact_match           	 120	    0.000	    0.000	    0.000	    0.000	    0.000	       [0.000, 0.000]
reference_token_f1              	 120	    0.046	    0.099	    0.000	    0.000	    0.696	       [0.030, 0.065]
reference_rouge_1               	 120	    0.135	    0.277	    0.000	    0.000	    1.000	       [0.088, 0.186]
reference_rouge_l               	 120	    0.049	    0.104	    0.000	    0.000	    0.690	       [0.032, 0.068]
stt_wer                         	 120	    0.372	    0.454	    0.273	    0.000	    3.600	       [0.299, 0.464]
stt_cer                         	 120	    0.244	    0.323	    0.127	    0.000	    1.923	       [0.190, 0.305]
stt_content_recall              	 120	    0.680	    0.323	    0.750	    0.000	    1.000	       [0.619, 0.737]
lat_stt                         	 119	 7473.311	 1403.662	 7228.000	 4591.000	11196.000	 [7227.563, 7728.303]
lat_stt_endpoint_delay          	 119	  375.832	 1431.113	  934.000	-6764.000	 1305.000	   [110.142, 612.218]
lat_llm_prompt_eval             	 119	   32.286	    2.955	   32.000	   23.000	   42.000	     [31.756, 32.798]
lat_llm_ttft                    	 119	  774.235	   33.431	  772.000	  690.000	  865.000	   [768.395, 780.404]
lat_llm_first_chunk_fill        	 119	  194.823	   65.165	  181.000	   64.000	  409.000	   [183.403, 206.588]
lat_llm_ttfc                    	 119	  969.059	   71.207	  965.000	  790.000	 1239.000	   [956.554, 981.815]
lat_tts_first_chunk             	 119	  229.185	   72.171	  217.000	   99.000	  486.000	   [216.563, 242.067]
lat_ttfa                        	 119	 1578.437	 1444.109	 2097.000	-5738.000	 2545.000	 [1307.562, 1813.972]
lat_llm_eval                    	 119	  266.580	   84.192	  255.000	  120.000	  549.000	   [252.050, 281.605]
lat_tts_total                   	 119	  297.714	   90.084	  283.000	  140.000	  647.000	   [282.005, 313.765]
lat_e2e_response_ready          	 119	 7660.865	 1391.681	 7453.000	 5032.000	11234.000	 [7418.663, 7907.263]
llm_prompt_tokens               	 119	  326.504	    4.008	  326.000	  320.000	  339.000	   [325.807, 327.227]
llm_eval_tokens                 	 119	   21.479	    7.090	   21.000	   10.000	   44.000	     [20.244, 22.739]
llm_tokens_per_sec              	 119	   80.288	    5.800	   80.600	   60.100	   99.900	     [79.249, 81.309]
tts_audio_ms                    	 119	 5991.588	 2300.812	 5526.000	 2113.000	14767.000	 [5589.180, 6401.137]
----------------------------------------------------------------------------------------------------
Intervals are percentile bootstrap intervals for the mean (Efron and Tibshirani, 1993),
omitted below three observations.
====================================================================================================

6. PER-ITEM DETAIL AND AUDIT TRAIL
====================================================================================================
[00004] category=unspecified  accepted=NO
  user     : now what does the name of the campus tv station
  response : It sounds like you're asking about a TV station at your school. Could you please specify
             which campus you are referring to?
  constraint violations:
