====================================================================================================
                        LLM RESPONSE EVALUATION REPORT
====================================================================================================
Generated on           : 2026-08-15 23:58:06
Run label              : 32 qwen2.5:7b-q4_K_M t0
Transcripts            : ..\results\text-only\32-qwen2_5_7b_instruct_q4_K_M-t0_0-whisper-gpu\20260815_184140\transcripts.yaml
Run directory          : ..\results\text-only\32-qwen2_5_7b_instruct_q4_K_M-t0_0-whisper-gpu\20260815_184140
System prompt          : ..\results\text-only\32-qwen2_5_7b_instruct_q4_K_M-t0_0-whisper-gpu\20260815_184140\system_prompt.txt
Constraint spec        : short_opener_en (C:\Workspace\etap\etap-speech-assistant-main\evaluation\rubrics\constraints_short_opener.yaml)
Rubric                 : (judge tier not run)
Items evaluated        : 120

Generating configuration (from config_used.yaml):
  ollama_model        : qwen2.5:7b-instruct-q4_K_M
  llm_temperature     : 0
  llm_seed            : None
  llm_max_tokens      : 150
  stt_engine          : whisper
  tts_engine          : piper
  mode                : cpu

Tiers executed:
  tier 0 constraints and readability: 15 checks from short_opener_en, token cap 150
  input fidelity (recognizer)       : reference text for 120/120 item(s), corpus WER 0.205 (245/1198 words); strata: clean 65, mild 39, severe 16
  tier 1 relevance                  : IDF over 120 items, reference measures for 120 item(s) from metadata.csv (32 marked unanswerable in the source, scored against a plausible answer)
  runtime cost                      : 119/120 item(s) timed from latency_log_20260815_184140.csv, 1 warm-up item(s) excluded (00004)
  tier 2 audit atoms                : deterministic extraction (always on)
  tier 2 self-consistency           : off (selfcheck_samples = 0)
  tier 2 atomic factual precision   : off (fact_precision not set)
  tier 3 rubric grading             : off (no judge model)
  tier 4 reliability and calibration: off (no human annotations)

Acceptance policy (predeclare this before measurement):
  min_quality_composite       : 3.5
  min_safety_score            : 4.0
  require_constraint_pass     : True
  strict_constraints          : True
====================================================================================================

1. PER-ITEM SCORES
====================================================================================================
Item      	Category                  	   WER	 Adher	  Chk%	 Words	    FRE	 Cover	 CovOri	  E2E ms	 Incon	  Fact	  Qual	  Safe	 Accept
00089     	unspecified               	  0.00	  FAIL	    90	    13	   76.6	  0.17	   0.17	    8301	     -	     -	     -	     -	     NO
00093     	unspecified               	  0.00	  FAIL	    80	    12	   80.9	  0.00	   0.00	    5798	     -	     -	     -	     -	     NO
00100     	unspecified               	  0.00	  FAIL	    90	     9	  103.7	  1.00	   1.00	    7490	     -	     -	     -	     -	     NO
00113     	unspecified               	  0.17	  FAIL	    90	     9	   94.3	  0.16	   0.16	    8611	     -	     -	     -	     -	     NO
00118     	unspecified               	  0.18	  FAIL	    90	    13	   96.1	  0.33	   0.25	    8884	     -	     -	     -	     -	     NO
00124     	unspecified               	  0.11	  FAIL	    90	    14	   48.7	  0.80	   0.80	    7581	     -	     -	     -	     -	     NO
00130     	unspecified               	  3.60	  FAIL	    89	     6	   73.8	  0.47	   0.00	   10671	     -	     -	     -	     -	     NO
00149     	unspecified               	  0.00	  FAIL	    89	     7	   54.7	  0.00	   0.00	    8736	     -	     -	     -	     -	     NO
00170     	unspecified               	  0.33	  FAIL	    90	     9	   28.5	  1.00	   0.64	    8187	     -	     -	     -	     -	     NO
00178     	unspecified               	  0.00	  FAIL	    90	     9	   66.1	  0.14	   0.14	    9126	     -	     -	     -	     -	     NO
00181     	unspecified               	  0.00	  FAIL	    90	    16	   56.0	  0.00	   0.00	   11677	     -	     -	     -	     -	     NO
00197     	unspecified               	  0.00	  FAIL	    90	    12	   53.7	  0.39	   0.39	   11493	     -	     -	     -	     -	     NO
00201     	unspecified               	  0.17	  FAIL	    80	    15	   28.1	  0.28	   0.28	    9122	     -	     -	     -	     -	     NO
00206     	unspecified               	  0.20	  FAIL	    80	    13	   70.0	  0.00	   0.00	    6793	     -	     -	     -	     -	     NO
00208     	unspecified               	  0.25	  FAIL	    90	    11	   49.5	  0.78	   0.65	    7555	     -	     -	     -	     -	     NO
00211     	unspecified               	  0.00	  PASS	   100	     5	   32.6	  0.00	   0.00	   11073	     -	     -	     -	     -	    yes
00233     	unspecified               	  0.12	  FAIL	    80	    14	   59.7	  1.00	   1.00	    7299	     -	     -	     -	     -	     NO
00236     	unspecified               	  0.00	  FAIL	    90	    15	   75.1	  0.00	   0.00	    9726	     -	     -	     -	     -	     NO
00244     	unspecified               	  0.00	  FAIL	    90	     8	   82.4	  0.27	   0.27	    9120	     -	     -	     -	     -	     NO
00245     	unspecified               	  0.00	  FAIL	    90	    11	   49.5	  0.15	   0.15	    7651	     -	     -	     -	     -	     NO
00259     	unspecified               	  0.00	  FAIL	    90	     9	   66.1	  1.00	   1.00	    7689	     -	     -	     -	     -	     NO
00261     	unspecified               	  0.00	  PASS	   100	     4	   54.7	  0.15	   0.15	    8220	     -	     -	     -	     -	    yes
00266     	unspecified               	  0.00	  FAIL	    90	    12	   66.8	  0.15	   0.15	   12625	     -	     -	     -	     -	     NO
00267     	unspecified               	  0.00	  FAIL	    90	     9	   94.3	  0.76	   0.76	    7612	     -	     -	     -	     -	     NO
00271     	unspecified               	  0.00	  FAIL	    90	    12	   59.8	  0.18	   0.18	    9670	     -	     -	     -	     -	     NO
00290     	unspecified               	  0.00	  FAIL	    90	    18	   56.7	  1.00	   1.00	    6775	     -	     -	     -	     -	     NO
00298     	unspecified               	  0.00	  FAIL	    89	     7	   42.6	  1.00	   1.00	    7008	     -	     -	     -	     -	     NO
00305     	unspecified               	  0.92	  FAIL	    90	    10	   69.8	  0.62	   0.00	    8396	     -	     -	     -	     -	     NO
00311     	unspecified               	  0.08	  FAIL	    90	    15	   50.6	  0.80	   0.89	   11003	     -	     -	     -	     -	     NO
00325     	unspecified               	  0.10	  FAIL	    80	    13	   70.1	  0.00	   0.00	    9427	     -	     -	     -	     -	     NO
00326     	unspecified               	  0.08	  FAIL	    90	    12	   73.8	  0.00	   0.00	   10722	     -	     -	     -	     -	     NO
00327     	unspecified               	  0.00	  FAIL	    80	    17	   75.1	  1.00	   1.00	    7716	     -	     -	     -	     -	     NO
00335     	unspecified               	  1.00	  FAIL	    90	     8	   -2.2	  0.24	   0.00	    8884	     -	     -	     -	     -	     NO
00352     	unspecified               	  1.00	  FAIL	    90	     8	   61.2	  0.81	   0.00	   10124	     -	     -	     -	     -	     NO
00357     	unspecified               	  0.00	  PASS	   100	    19	   45.8	  0.75	   0.75	    7830	     -	     -	     -	     -	    yes
00366     	unspecified               	  0.05	  FAIL	    89	     7	   78.9	  0.16	   0.16	   11416	     -	     -	     -	     -	     NO
00369     	unspecified               	  0.00	  FAIL	    90	    15	   28.1	  0.50	   0.50	    8855	     -	     -	     -	     -	     NO
00382     	unspecified               	  0.12	  FAIL	    90	    16	   56.0	  0.33	   0.00	    8195	     -	     -	     -	     -	     NO
00389     	unspecified               	  1.10	  FAIL	    90	    15	   50.6	  1.00	   0.00	    9020	     -	     -	     -	     -	     NO
00394     	unspecified               	  0.00	  FAIL	    90	     8	    8.4	  0.52	   0.52	    7110	     -	     -	     -	     -	     NO
00406     	unspecified               	  0.08	  FAIL	    90	    28	   44.6	  0.81	   0.67	    8414	     -	     -	     -	     -	     NO
00417     	unspecified               	  0.22	  FAIL	    90	    15	   95.7	  0.72	   0.45	   10856	     -	     -	     -	     -	     NO
00422     	unspecified               	  0.00	  PASS	   100	    14	   54.7	  0.00	   0.00	   12209	     -	     -	     -	     -	    yes
00425     	unspecified               	  0.00	  FAIL	    80	     9	   37.9	  0.26	   0.26	    8745	     -	     -	     -	     -	     NO
00432     	unspecified               	  0.00	  FAIL	    90	    23	   81.1	  1.00	   1.00	   10253	     -	     -	     -	     -	     NO
00433     	unspecified               	  1.00	  FAIL	    90	    10	   61.3	  0.47	   0.00	    7340	     -	     -	     -	     -	     NO
00441     	unspecified               	  0.00	  FAIL	    80	     9	   66.1	  0.29	   0.29	    6584	     -	     -	     -	     -	     NO
00443     	unspecified               	  0.00	  FAIL	    90	    14	   84.9	  0.40	   0.40	    7872	     -	     -	     -	     -	     NO
00444     	unspecified               	  0.00	  PASS	   100	     5	   -1.3	  1.00	   1.00	    6281	     -	     -	     -	     -	    yes
00452     	unspecified               	  0.31	  FAIL	    90	    17	   63.8	  0.09	   0.09	   12314	     -	     -	     -	     -	     NO
00455     	unspecified               	  0.89	  FAIL	    90	    18	   52.0	  0.15	   0.00	    9863	     -	     -	     -	     -	     NO
00457     	unspecified               	  0.00	  FAIL	    90	     9	   19.1	  0.00	   0.00	    7815	     -	     -	     -	     -	     NO
00460     	unspecified               	  0.20	  FAIL	    89	     7	   78.9	  0.00	   0.00	    6738	     -	     -	     -	     -	     NO
00474     	unspecified               	  0.00	  FAIL	    89	     7	   66.8	  1.00	   1.00	    8529	     -	     -	     -	     -	     NO
00475     	unspecified               	  0.22	  FAIL	    90	    14	   17.4	  0.59	   0.59	    8640	     -	     -	     -	     -	     NO
00476     	unspecified               	  0.17	  FAIL	    89	     7	   30.5	  1.00	   1.00	    6923	     -	     -	     -	     -	     NO
00481     	unspecified               	  0.00	  FAIL	    90	    25	   72.3	  0.71	   0.71	    8315	     -	     -	     -	     -	     NO
00484     	unspecified               	  0.00	  FAIL	    90	    12	   95.0	  0.17	   0.17	    9131	     -	     -	     -	     -	     NO
00496     	unspecified               	  0.33	  FAIL	    80	    10	   52.9	  0.00	   0.00	    8337	     -	     -	     -	     -	     NO
00497     	unspecified               	  0.00	  FAIL	    90	     9	   28.5	  0.64	   0.64	    7275	     -	     -	     -	     -	     NO
00498     	unspecified               	  0.00	  FAIL	    89	     7	   54.7	  1.00	   1.00	    8820	     -	     -	     -	     -	     NO
00500     	unspecified               	  0.00	  FAIL	    90	    21	   75.3	  0.40	   0.40	   11372	     -	     -	     -	     -	     NO
00501     	unspecified               	  0.25	  FAIL	    90	    20	   65.6	  0.87	   0.83	   12332	     -	     -	     -	     -	     NO
00503     	unspecified               	  0.08	  FAIL	    90	    12	   53.7	  0.39	   0.39	    8938	     -	     -	     -	     -	     NO
00507     	unspecified               	  0.17	  FAIL	    90	    12	   66.8	  0.00	   0.00	    8412	     -	     -	     -	     -	     NO
00521     	unspecified               	  0.20	  FAIL	    80	    18	   85.2	  1.00	   0.29	    8218	     -	     -	     -	     -	     NO
00524     	unspecified               	  0.00	  FAIL	    89	     6	   45.6	  0.28	   0.28	    9330	     -	     -	     -	     -	     NO
00531     	unspecified               	  0.00	  PASS	   100	     5	   -1.3	  0.00	   0.00	    8823	     -	     -	     -	     -	    yes
00532     	unspecified               	  0.00	  FAIL	    90	    12	   31.6	  0.39	   0.39	    9452	     -	     -	     -	     -	     NO
00533     	unspecified               	  0.00	  PASS	   100	     3	 -106.4	  0.21	   0.21	    9009	     -	     -	     -	     -	    yes
00546     	unspecified               	  0.17	  FAIL	    89	     7	   66.8	  0.49	   0.41	    7272	     -	     -	     -	     -	     NO
00554     	unspecified               	  0.10	  PASS	   100	    14	   66.8	  0.21	   0.00	    7610	     -	     -	     -	     -	    yes
00571     	unspecified               	  0.00	  PASS	   100	     5	   49.5	  0.11	   0.11	   10764	     -	     -	     -	     -	    yes
00573     	unspecified               	  0.31	  FAIL	    90	    18	   80.2	  0.20	   0.26	   10455	     -	     -	     -	     -	     NO
00582     	unspecified               	  0.00	  FAIL	    90	    12	   67.8	  1.00	   1.00	    8398	     -	     -	     -	     -	     NO
00594     	unspecified               	  0.17	  PASS	   100	     5	   49.5	  0.70	   1.00	    8207	     -	     -	     -	     -	    yes
00612     	unspecified               	  1.20	  FAIL	    89	     6	    3.3	  0.12	   0.00	   11173	     -	     -	     -	     -	     NO
00616     	unspecified               	  0.00	  PASS	   100	     3	   91.0	  0.00	   0.00	    7655	     -	     -	     -	     -	    yes
00626     	unspecified               	  0.00	  FAIL	    80	    12	   60.7	  0.00	   0.00	    6768	     -	     -	     -	     -	     NO
00628     	unspecified               	  0.09	  FAIL	    90	    17	   63.8	  0.31	   0.31	   10581	     -	     -	     -	     -	     NO
00639     	unspecified               	  0.14	  FAIL	    90	     9	   84.9	  0.78	   1.00	    9039	     -	     -	     -	     -	     NO
00640     	unspecified               	  0.00	  FAIL	    90	    14	   72.8	  0.00	   0.00	    8493	     -	     -	     -	     -	     NO
00643     	unspecified               	  1.50	  FAIL	    90	    17	   88.7	  1.00	   0.00	    9215	     -	     -	     -	     -	     NO
00653     	unspecified               	  0.18	  FAIL	    90	    16	   77.1	  0.13	   0.16	    9834	     -	     -	     -	     -	     NO
00656     	unspecified               	  0.00	  PASS	   100	     8	   97.0	  0.00	   0.00	   11922	     -	     -	     -	     -	    yes
00657     	unspecified               	  0.91	  FAIL	    90	    12	   -9.8	  0.50	   0.00	    9983	     -	     -	     -	     -	     NO
00669     	unspecified               	  0.17	  FAIL	    90	    19	   81.4	  0.72	   0.91	   10282	     -	     -	     -	     -	     NO
00670     	unspecified               	  0.00	  FAIL	    90	    14	   47.6	  0.47	   0.47	    9602	     -	     -	     -	     -	     NO
00673     	unspecified               	  0.06	  FAIL	    90	    17	   50.2	  0.43	   0.43	   11371	     -	     -	     -	     -	     NO
00686     	unspecified               	  0.00	  FAIL	    90	    10	   10.6	  0.58	   0.58	    8371	     -	     -	     -	     -	     NO
00692     	unspecified               	  0.00	  FAIL	    90	     8	   71.8	  0.79	   0.79	    8189	     -	     -	     -	     -	     NO
00714     	unspecified               	  0.00	  FAIL	    89	     7	   42.6	  0.41	   0.41	    9270	     -	     -	     -	     -	     NO
00737     	unspecified               	  1.00	  FAIL	    89	     7	    6.4	  0.39	   0.00	    9063	     -	     -	     -	     -	     NO
00739     	unspecified               	  1.11	  FAIL	    89	     7	   18.4	  0.28	   0.00	    8663	     -	     -	     -	     -	     NO
00744     	unspecified               	  0.90	  FAIL	    80	    12	   74.8	  0.24	   0.00	    9761	     -	     -	     -	     -	     NO
00758     	unspecified               	  0.00	  FAIL	    90	    10	   78.2	  0.00	   0.00	    7267	     -	     -	     -	     -	     NO
00778     	unspecified               	  0.29	  PASS	   100	    16	   56.0	  0.00	   0.25	    8384	     -	     -	     -	     -	    yes
00785     	unspecified               	  0.00	  FAIL	    90	    16	   50.7	  0.36	   0.36	    8227	     -	     -	     -	     -	     NO
00794     	unspecified               	  0.08	  FAIL	    90	    11	   -4.3	  0.82	   0.66	    9661	     -	     -	     -	     -	     NO
00801     	unspecified               	  0.00	  PASS	   100	    24	   46.6	  0.73	   0.73	    8973	     -	     -	     -	     -	    yes
00819     	unspecified               	  0.14	  FAIL	    90	    16	   69.0	  0.49	   0.49	    7477	     -	     -	     -	     -	     NO
00822     	unspecified               	  0.29	  FAIL	    90	    14	   65.7	  0.62	   0.23	    7965	     -	     -	     -	     -	     NO
00827     	unspecified               	  0.00	  FAIL	    89	     7	  103.0	  0.00	   0.00	    8550	     -	     -	     -	     -	     NO
00828     	unspecified               	  1.10	  FAIL	    90	    11	   55.1	  0.00	   0.00	    7886	     -	     -	     -	     -	     NO
00830     	unspecified               	  0.00	  FAIL	    90	    11	   49.5	  0.76	   0.76	    8191	     -	     -	     -	     -	     NO
----------------------------------------------------------------------------------------------------
WER = word error rate of the recognized utterance against the reference utterance, a
property of the recognizer rather than of the model. Adher = all hard prompt constraints
satisfied as generated (item level, strict). Chk% = share of hard constraints satisfied.
FRE = Flesch Reading Ease. Cover = coverage of the recognized request, CovOri = coverage of
the reference utterance. E2E ms = wall-clock span of the whole item, recording included. Incon =
self-consistency inconsistency (higher is worse). Fact = supported share of atomic claims.
Qual = weighted rubric composite (1-5). Safe = worst safety dimension (1-5). '-' means the
tier producing that column did not run.
====================================================================================================

2. CONSTRAINT PASS RATES (IFEval-style, Zhou et al., 2023)
====================================================================================================
Check id                          	  Strict %	   Loose %	   Delta
----------------------------------------------------------------------------------------------------
opener_at_most_five_words         	      14.2	      14.2	     0.0
no_follow_up_question             	      68.3	      68.3	     0.0
opener_ends_with_full_stop        	      90.0	      90.0	     0.0
answers_in_english                	      98.9	      98.9	     0.0
non_empty                         	     100.0	     100.0	     0.0
at_most_two_detail_sentences      	     100.0	     100.0	     0.0
total_sentences_at_most_three     	     100.0	     100.0	     0.0
no_simulated_dialogue             	     100.0	     100.0	     0.0
response_is_complete              	     100.0	     100.0	     0.0
not_truncated_at_token_cap        	     100.0	     100.0	     0.0
brief_enough_for_speech           	     100.0	     100.0	     0.0
spoken_duration_budget            	     100.0	     100.0	     0.0
no_markup_in_spoken_text          	     100.0	     100.0	     0.0
----------------------------------------------------------------------------------------------------
ITEM LEVEL (all hard checks)      	      14.2	      14.2	     0.0

Rates are over the items where the check applied; a check with nothing to verify for an
item is excluded rather than counted as a pass. Delta is the share of items that violate
the constraint only in formatting: a large delta points at output formatting, a delta near
zero means the instruction itself was not followed. Report the item-level figure as the
headline adherence rate.
====================================================================================================

3. INPUT QUALITY (recognizer against the reference utterance)
====================================================================================================
Word error rate over items: median 0.000, mean 0.221, max 3.600

Input stratum 	   n	    WER	  Adher %	 Cover(stt)	 Cover(ori)	  Words	   E2E ms
----------------------------------------------------------------------------------------------------
clean         	  65	  0.000	     21.5	      0.391	      0.391	   11.0	     8384
mild          	  39	  0.167	      7.7	      0.392	      0.314	   14.0	     8611
severe        	  16	  1.000	      0.0	      0.427	      0.000	   10.0	     9488
----------------------------------------------------------------------------------------------------
Strata are defined on the word error rate of the item: clean = transcribed exactly,
severe = more than a third of the reference words lost or altered. These figures are a
property of the recognizer and the audio, identical in every run over the same recordings,
so they bound what the language model could have answered rather than describing it.

Cover(stt) is coverage of the recognized request, which is all the model received.
Cover(ori) is coverage of what the speaker actually asked. The gap between them is the
cost the recognizer imposed on the interaction, and it belongs to the recognizer.

Compare a column down the strata of one run with caution, and across runs freely. A correct
answer to a closed question repeats none of it -- "In what years was the Great Famine?"
answered "1918-1921." scores zero coverage -- so a stratum holding more such questions
shows lower coverage for reasons that have nothing to do with the model. Prompt adherence
carries no such artefact and is the column to read down this table.
====================================================================================================

4. RUNTIME COST PER STAGE (from the run's latency log)
====================================================================================================
Stage                   	   n	   Median	       Q1	       Q3	      P90	      P95	      Max
----------------------------------------------------------------------------------------------------
stt                     	 119	     7432	     6666	     8475	     9804	    10390	    11415
stt_endpoint_delay      	 119	     2362	     1993	     2654	     2983	     3263	     4269
llm_prompt_eval         	 119	       38	       34	       40	       43	       44	       46
llm_ttft                	 119	      724	      696	      755	      787	      797	      819
llm_first_chunk_fill    	 119	      157	      130	      207	      269	      306	      439
llm_ttfc                	 119	      885	      844	      946	     1020	     1044	     1143
tts_first_chunk         	 119	      180	      146	      214	      254	      280	      384
ttfa                    	 119	     3477	     3042	     3754	     4061	     4324	     5516
llm_eval                	 119	      224	      167	      302	      349	      432	      545
tts_total               	 119	      217	      180	      268	      362	      386	      482
e2e_response_ready      	 119	     8577	     7860	     9698	    11093	    11511	    12625
----------------------------------------------------------------------------------------------------
generation throughput (tok/s)   : median 67.4   mean 67.4
generated tokens                : median 15.0   mean 16.3
prompt tokens                   : median 326.0   mean 326.5
synthesized audio (ms)          : median 3924.0   mean 4265.7

Resource use (run medians):
  cpu_percent         : 7.7
  gpu_mem_used_mb     : 5830.0
  gpu_util_percent    : 12.0
  llm_model_vram_mb   : 4357.0
  llm_rss_mb          : 839.0
  llm_vram_mb         : 4892.0
  ram_percent         : 6.1
  rss_mb              : 1573.0

All values are milliseconds unless stated. The median is the headline figure and the 95th
percentile the one a user notices, since an assistant is judged by the answers that arrive
late (Dean and Barroso, 2013). Timings are wall-clock on a shared host: they compare runs
measured under the same conditions and are not portable hardware benchmarks.

The stages overlap and are not all measured from the same instant, so they do not add up.
`stt` is the recording arriving at speaking pace, which on file input is the length of the
audio rather than a cost of recognition. `ttfa` runs from the speaker stopping to the first
audio out and is the delay a user actually waits through. `e2e_response_ready` spans the whole
item including that recording, so it is dominated by how long the person spoke and moves
little between models.
====================================================================================================

5. DESCRIPTIVE MEASURES
====================================================================================================
Metric                          	   n	     Mean	       SD	   Median	      Min	      Max	               95% CI
----------------------------------------------------------------------------------------------------
word_count                      	 120	   11.792	    4.814	   12.000	    3.000	   28.000	     [10.950, 12.700]
sentence_count                  	 120	    1.350	    0.479	    1.000	    1.000	    2.000	       [1.267, 1.442]
opening_words                   	 120	    8.975	    3.448	    9.000	    2.000	   18.000	       [8.367, 9.592]
mean_words_per_sentence         	 120	    9.008	    3.170	    8.750	    3.000	   18.000	       [8.458, 9.583]
estimated_tokens                	 120	   15.742	    6.406	   16.000	    4.000	   37.000	     [14.625, 16.958]
estimated_spoken_seconds        	 120	    4.717	    1.926	    4.800	    1.200	   11.200	       [4.380, 5.080]
flesch_reading_ease             	 120	   54.364	   30.390	   58.190	 -106.410	  103.700	     [48.877, 59.614]
flesch_kincaid_grade            	 120	    7.915	    4.279	    7.370	    0.630	   28.850	       [7.164, 8.678]
request_coverage                	 120	    0.438	    0.347	    0.391	    0.000	    1.000	       [0.378, 0.501]
echo_ratio                      	 120	    0.329	    0.241	    0.333	    0.000	    1.000	       [0.287, 0.372]
intent_coverage                 	 120	    0.366	    0.358	    0.273	    0.000	    1.000	       [0.303, 0.430]
coverage_intent_gap             	 120	   -0.073	    0.211	    0.000	   -1.000	    0.299	     [-0.113, -0.038]
answer_presence                 	 120	    0.067	    0.251	    0.000	    0.000	    1.000	       [0.025, 0.117]
reference_exact_match           	 120	    0.000	    0.000	    0.000	    0.000	    0.000	       [0.000, 0.000]
reference_token_f1              	 120	    0.067	    0.142	    0.000	    0.000	    0.737	       [0.043, 0.093]
reference_rouge_1               	 120	    0.146	    0.296	    0.000	    0.000	    1.000	       [0.095, 0.201]
reference_rouge_l               	 120	    0.070	    0.149	    0.000	    0.000	    0.704	       [0.046, 0.098]
stt_wer                         	 120	    0.221	    0.469	    0.000	    0.000	    3.600	       [0.145, 0.317]
stt_cer                         	 120	    0.141	    0.325	    0.000	    0.000	    1.949	       [0.088, 0.205]
stt_content_recall              	 120	    0.796	    0.338	    1.000	    0.000	    1.000	       [0.733, 0.853]
lat_stt                         	 119	 7683.832	 1430.760	 7432.000	 4739.000	11415.000	 [7432.141, 7942.522]
lat_stt_endpoint_delay          	 119	 1918.992	 1541.562	 2362.000	-5026.000	 4269.000	 [1630.167, 2174.824]
lat_llm_prompt_eval             	 119	   37.773	    3.948	   38.000	   26.000	   46.000	     [37.050, 38.479]
lat_llm_ttft                    	 119	  725.630	   43.722	  724.000	  629.000	  819.000	   [717.815, 733.362]
lat_llm_first_chunk_fill        	 119	  174.655	   72.857	  157.000	   40.000	  439.000	   [162.302, 187.673]
lat_llm_ttfc                    	 119	  900.286	   84.420	  885.000	  706.000	 1143.000	   [885.201, 915.336]
lat_tts_first_chunk             	 119	  183.513	   54.923	  180.000	   70.000	  384.000	   [173.882, 193.379]
lat_ttfa                        	 119	 3007.655	 1535.937	 3477.000	-3928.000	 5516.000	 [2716.399, 3263.478]
lat_llm_eval                    	 119	  241.588	   98.523	  224.000	   78.000	  545.000	   [224.605, 260.236]
lat_tts_total                   	 119	  234.731	   79.050	  217.000	   99.000	  482.000	   [220.849, 249.404]
lat_e2e_response_ready          	 119	 8880.672	 1450.447	 8577.000	 5798.000	12625.000	 [8629.492, 9140.721]
llm_prompt_tokens               	 119	  326.513	    4.061	  326.000	  320.000	  339.000	   [325.815, 327.244]
llm_eval_tokens                 	 119	   16.345	    6.718	   15.000	    5.000	   36.000	     [15.185, 17.613]
llm_tokens_per_sec              	 119	   67.443	    3.945	   67.400	   53.100	   80.900	     [66.725, 68.130]
tts_audio_ms                    	 119	 4265.731	 1713.600	 3924.000	 1091.000	 9833.000	 [3963.513, 4580.305]
----------------------------------------------------------------------------------------------------
Intervals are percentile bootstrap intervals for the mean (Efron and Tibshirani, 1993),
omitted below three observations.
====================================================================================================

6. PER-ITEM DETAIL AND AUDIT TRAIL
====================================================================================================
[00004] category=unspecified  accepted=NO
  user     : What is the name of the campus TV station?
  response : Could you please specify which university's campus TV station you are asking about?
  constraint violations:
    - opener_at_most_five_words: observed 13 words: Could you please specify which university's campus TV sta... | required first sentence <= 5 words
