baseline,contrast,metric,label,family,direction,n_pairs,baseline_mean,contrast_mean,mean_difference,ci_low,ci_high,improved_items,degraded_items,unchanged_items,effect_size,effect_label,p_value,p_adjusted,significant,equivalent_within_margin,equivalence_margin,test_method,n_effective,verdict
09 llama3.1:8b-fp16 t0,07 llama3.1:8b-q8_0 t0,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,07 llama3.1:8b-q8_0 t0,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,07 llama3.1:8b-q8_0 t0,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.7417,0.7417,0.0,-0.0417,0.0417,3,3,114,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",6,no detected change
09 llama3.1:8b-fp16 t0,07 llama3.1:8b-q8_0 t0,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,07 llama3.1:8b-q8_0 t0,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,07 llama3.1:8b-q8_0 t0,check::non_empty,check: non_empty,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,07 llama3.1:8b-q8_0 t0,check::not_truncated_at_token_cap,check: not_truncated_at_token_cap,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,07 llama3.1:8b-q8_0 t0,check::opener_at_most_five_words,check: opener_at_most_five_words,adherence,higher,120,0.0833,0.1,0.0167,0.0,0.0417,2,0,118,,n/a,0.5,1.0,False,,,"McNemar, exact binomial",2,no detected change
09 llama3.1:8b-fp16 t0,07 llama3.1:8b-q8_0 t0,check::opener_ends_with_full_stop,check: opener_ends_with_full_stop,adherence,higher,120,0.95,0.9333,-0.0167,-0.0417,0.0,0,2,118,,n/a,0.5,1.0,False,,,"McNemar, exact binomial",2,no detected change
09 llama3.1:8b-fp16 t0,07 llama3.1:8b-q8_0 t0,check::response_is_complete,check: response_is_complete,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,07 llama3.1:8b-q8_0 t0,check::spoken_duration_budget,check: spoken_duration_budget,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,07 llama3.1:8b-q8_0 t0,check::total_sentences_at_most_three,check: total_sentences_at_most_three,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,constraint_item_pass_strict,prompt adherence (item),adherence,higher,120,0.0833,0.1667,0.0833,0.025,0.1417,12,2,106,,n/a,0.0129,0.207,False,,,"McNemar, exact binomial",14,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,constraint_item_pass_loose,"prompt adherence, loose",adherence,higher,120,0.0833,0.1667,0.0833,0.025,0.1417,12,2,106,,n/a,0.0129,0.207,False,,,"McNemar, exact binomial",14,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,constraint_check_rate_strict,share of checks passed,adherence,higher,120,0.9033,0.9133,0.01,0.0008,0.0192,17,4,99,0.1093,negligible,0.0145,0.207,False,True,0.02,"Wilcoxon signed-rank, normal approximation",21,equivalent
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,constraint_check_rate_loose,"share of checks passed, loose",adherence,higher,120,0.9033,0.9133,0.01,0.0008,0.0192,17,4,99,0.1093,negligible,0.0145,0.207,False,True,0.02,"Wilcoxon signed-rank, normal approximation",21,equivalent
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,request_coverage,coverage of recognized request,response,higher,120,0.4972,0.479,-0.0182,-0.0593,0.0209,45,62,13,-0.0406,negligible,0.236,1.0,False,False,0.02,"Wilcoxon signed-rank, normal approximation",107,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,intent_coverage,coverage of intended question,response,higher,120,0.3916,0.3895,-0.0021,-0.0415,0.0361,43,42,35,-0.011,negligible,0.965,1.0,False,False,0.02,"Wilcoxon signed-rank, normal approximation",85,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,echo_ratio,echo of the question,response,lower,120,0.1946,0.1858,-0.0088,-0.0295,0.0101,57,50,13,-0.0526,negligible,0.621,1.0,False,False,0.02,"Wilcoxon signed-rank, normal approximation",107,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,answer_presence,reference answer present,response,higher,120,0.075,0.0583,-0.0167,-0.05,0.0167,1,3,116,,n/a,0.625,1.0,False,,,"McNemar, exact binomial",4,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,reference_exact_match,exact match vs reference,response,higher,120,0.0,0.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,reference_token_f1,token F1 vs reference,response,higher,120,0.0276,0.0317,0.0042,-0.0018,0.0104,23,18,79,0.0117,negligible,0.218,1.0,False,True,0.02,"Wilcoxon signed-rank, normal approximation",41,equivalent
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,reference_rouge_1,ROUGE-1 vs reference,response,higher,120,0.152,0.1492,-0.0028,-0.0409,0.0332,13,11,96,-0.0066,negligible,0.989,1.0,False,False,0.02,"Wilcoxon signed-rank, normal approximation",24,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,reference_rouge_l,ROUGE-L vs reference,response,higher,120,0.0297,0.0331,0.0033,-0.0031,0.0098,23,18,79,0.0109,negligible,0.368,1.0,False,True,0.02,"Wilcoxon signed-rank, normal approximation",41,equivalent
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,flesch_reading_ease,reading ease,response,higher,120,54.0382,53.6103,-0.4279,-3.5257,2.9229,56,59,5,-0.0024,negligible,0.654,1.0,False,False,2.0,"Wilcoxon signed-rank, normal approximation",115,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,flesch_kincaid_grade,grade level,response,lower,120,9.3979,9.5123,0.1144,-0.509,0.7154,61,54,5,-0.0027,negligible,0.725,1.0,False,False,0.5,"Wilcoxon signed-rank, normal approximation",115,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,word_count,words,response,descriptive,120,31.6167,30.3833,-1.2333,-3.2752,0.7758,0,0,120,-0.011,negligible,0.546,,False,,,"Wilcoxon signed-rank, normal approximation",109,descriptive
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,sentence_count,sentences,response,descriptive,120,2.1833,2.1583,-0.025,-0.1583,0.1167,0,0,120,-0.0234,negligible,0.732,,False,,,"Wilcoxon signed-rank, normal approximation",54,descriptive
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,opening_words,opening sentence length,response,descriptive,120,14.0,11.8917,-2.1083,-3.8417,-0.4167,0,0,120,-0.1858,small,0.0135,,False,,,"Wilcoxon signed-rank, normal approximation",87,descriptive
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,mean_words_per_sentence,words per sentence,response,descriptive,120,14.7958,15.0174,0.2215,-0.9086,1.3709,0,0,120,-0.0153,negligible,0.816,,False,,,"Wilcoxon signed-rank, normal approximation",112,descriptive
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,estimated_tokens,estimated tokens,response,descriptive,120,42.1417,40.525,-1.6167,-4.334,1.0833,0,0,120,-0.0131,negligible,0.578,,False,,,"Wilcoxon signed-rank, normal approximation",109,descriptive
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,estimated_spoken_seconds,estimated speech seconds,response,descriptive,120,12.6467,12.1533,-0.4933,-1.3101,0.3103,0,0,120,-0.011,negligible,0.563,,False,,,"Wilcoxon signed-rank, normal approximation",109,descriptive
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,lat_llm_prompt_eval,prompt evaluation (ms),runtime,lower,119,46.5546,37.958,-8.5966,-11.1008,-6.5714,107,10,2,-0.7504,large,9.17e-20,6.42e-19,True,False,5.0,"Wilcoxon signed-rank, normal approximation",117,improved
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,lat_llm_ttft,time to first token (ms),runtime,lower,119,875.2521,866.7311,-8.521,-23.0174,5.2618,59,60,0,-0.0774,negligible,0.407,0.622,False,True,50.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,1278.3613,1086.5462,-191.8151,-222.8342,-161.6628,107,11,1,-0.6139,large,1.38e-17,8.26e-17,True,False,50.0,"Wilcoxon signed-rank, normal approximation",118,improved
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,lat_llm_eval,generation time (ms),runtime,lower,119,953.4454,551.8067,-401.6387,-460.9765,-348.4727,114,5,0,-0.793,large,1.89e-20,1.52e-19,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,243.0,218.3277,-24.6723,-42.4,-6.6553,68,50,1,-0.1815,small,0.0176,0.0528,False,True,50.0,"Wilcoxon signed-rank, normal approximation",118,equivalent
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,lat_ttfa,time to first audio (ms),runtime,lower,119,1901.3782,1684.9328,-216.4454,-263.2408,-171.7376,97,22,0,-0.274,small,4.06e-14,1.62e-13,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,improved
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,lat_tts_total,total synthesis (ms),runtime,lower,119,544.8824,524.437,-20.4454,-52.6926,6.9676,63,56,0,-0.0614,negligible,0.311,0.622,False,True,50.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,8268.8824,7962.5378,-306.3445,-364.3092,-252.6838,102,17,0,-0.1312,negligible,1.6e-16,8.02e-16,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,improved
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,41.6168,70.0714,28.4546,27.9084,29.0077,119,0,0,1.0,large,2.91e-21,2.62e-20,True,False,5.0,"Wilcoxon signed-rank, normal approximation",119,improved
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7472.2857,7470.9916,-1.2941,-3.1849,0.6221,0,0,119,-0.0011,negligible,0.169,,False,,,"Wilcoxon signed-rank, normal approximation",113,descriptive
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,375.6387,375.6975,0.0588,-0.9916,1.3447,0,0,119,-0.0015,negligible,0.379,,False,,,"Wilcoxon signed-rank, normal approximation",91,descriptive
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,403.1092,219.8151,-183.2941,-212.391,-153.6616,0,0,119,-0.6345,large,3.98e-18,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,307.5042,307.5042,0.0,0.0,0.0,0,0,119,0.0,negligible,1.0,,False,,,Wilcoxon signed-rank (all differences zero),0,descriptive
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,llm_eval_tokens,generated tokens,runtime,descriptive,119,39.7479,38.7395,-1.0084,-3.6815,1.4626,0,0,119,0.0011,negligible,0.803,,False,,,"Wilcoxon signed-rank, normal approximation",112,descriptive
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,11345.605,11150.4454,-195.1597,-1003.6162,518.5496,0,0,119,-0.0098,negligible,0.851,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,check::answers_in_english,check: answers_in_english,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,1.0,0.9917,-0.0083,-0.025,0.0,0,1,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.7417,0.8417,0.1,0.0417,0.1667,15,3,102,,n/a,0.00754,0.128,False,,,"McNemar, exact binomial",18,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,check::non_empty,check: non_empty,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,check::not_truncated_at_token_cap,check: not_truncated_at_token_cap,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,check::opener_at_most_five_words,check: opener_at_most_five_words,adherence,higher,120,0.0833,0.1667,0.0833,0.025,0.1417,12,2,106,,n/a,0.0129,0.207,False,,,"McNemar, exact binomial",14,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,check::opener_ends_with_full_stop,check: opener_ends_with_full_stop,adherence,higher,120,0.95,0.9833,0.0333,-0.0083,0.0833,6,2,112,,n/a,0.289,1.0,False,,,"McNemar, exact binomial",8,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,check::response_is_complete,check: response_is_complete,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,check::spoken_duration_budget,check: spoken_duration_budget,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,05 llama3.1:8b-q4_K_M t0,check::total_sentences_at_most_three,check: total_sentences_at_most_three,adherence,higher,120,1.0,0.9917,-0.0083,-0.025,0.0,0,1,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
