filename,transcription,question,context,answers,is_impossible,id,plausible_answers,duration_ms,speech_start_ms,speech_end_ms,leading_silence_ms,trailing_silence_ms,speech_total_ms,n_segments,max_internal_pause_ms,trailing_zero_pad_ms,segments_ms
571c4132dd7acb1400e4c0b4.wav,what effect did breathing priestly's discovered gas have on the experiment's mouse,What effect did breathing Priestley's discovered gas have on the experiment's mouse?,"In the meantime, on August 1, 1774, an experiment conducted by the British clergyman Joseph Priestley focused sunlight on mercuric oxide (HgO) inside a glass tube, which liberated a gas he named ""dephlogisticated air"". He noted that candles burned brighter in the gas and that a mouse was more active and lived longer while breathing it. After breathing the gas himself, he wrote: ""The feeling of it to my lungs was not sensibly different from that of common air, but I fancied that my breast felt peculiarly light and easy for some time afterwards."" Priestley published his findings in 1775 in a paper titled ""An Account of Further Discoveries in Air"" which was included in the second volume of his book titled Experiments and Observations on Different Kinds of Air. Because he published his findings first, Priestley is usually given priority in the discovery.","[{""answer_start"": 294, ""text"": ""active""}, {""answer_start"": 289, ""text"": ""more active and lived longer""}, {""answer_start"": 285, ""text"": ""was more active and lived longer""}, {""answer_start"": 289, ""text"": ""more active and lived longer while breathing it""}, {""answer_start"": 285, ""text"": ""was more active and lived longer""}]",False,571c4132dd7acb1400e4c0b4,[],7862,1184,5472,1184,2390,4256,2,32,1522,1184-1760 1792-5472
571c7abfdd7acb1400e4c0ba.wav,while early greek wrote about experiments on air and combustion,What early Greek wrote about experiments on air and combustion?,"One of the first known experiments on the relationship between combustion and air was conducted by the 2nd century BCE Greek writer on mechanics, Philo of Byzantium. In his work Pneumatica, Philo observed that inverting a vessel over a burning candle and surrounding the vessel's neck with water resulted in some water rising into the neck. Philo incorrectly surmised that parts of the air in the vessel were converted into the classical element fire and thus were able to escape through pores in the glass. Many centuries later Leonardo da Vinci built on Philo's work by observing that a portion of air is consumed during combustion and respiration.","[{""answer_start"": 146, ""text"": ""Philo of Byzantium""}, {""answer_start"": 146, ""text"": ""Philo of Byzantium""}, {""answer_start"": 190, ""text"": ""Philo""}, {""answer_start"": 146, ""text"": ""Philo""}, {""answer_start"": 146, ""text"": ""Philo of Byzantium""}]",False,571c7abfdd7acb1400e4c0ba,[],7026,1280,4640,1280,2386,3296,2,64,1516,1280-2240 2304-4640
571c7abfdd7acb1400e4c0bb.wav,what did follow incorrectly assume that the air became,What did Philo incorrectly assume that the air became?,"One of the first known experiments on the relationship between combustion and air was conducted by the 2nd century BCE Greek writer on mechanics, Philo of Byzantium. In his work Pneumatica, Philo observed that inverting a vessel over a burning candle and surrounding the vessel's neck with water resulted in some water rising into the neck. Philo incorrectly surmised that parts of the air in the vessel were converted into the classical element fire and thus were able to escape through pores in the glass. Many centuries later Leonardo da Vinci built on Philo's work by observing that a portion of air is consumed during combustion and respiration.","[{""answer_start"": 446, ""text"": ""fire""}, {""answer_start"": 424, ""text"": ""the classical element fire""}, {""answer_start"": 446, ""text"": ""fire""}, {""answer_start"": 424, ""text"": ""the classical element fire""}, {""answer_start"": 446, ""text"": ""fire""}]",False,571c7abfdd7acb1400e4c0bb,[],6934,1120,4544,1120,2390,3104,2,320,1503,1120-3200 3520-4544
571c7abfdd7acb1400e4c0bc.wav,what was the title of filer's work,What was the title of Philo's work?,"One of the first known experiments on the relationship between combustion and air was conducted by the 2nd century BCE Greek writer on mechanics, Philo of Byzantium. In his work Pneumatica, Philo observed that inverting a vessel over a burning candle and surrounding the vessel's neck with water resulted in some water rising into the neck. Philo incorrectly surmised that parts of the air in the vessel were converted into the classical element fire and thus were able to escape through pores in the glass. Many centuries later Leonardo da Vinci built on Philo's work by observing that a portion of air is consumed during combustion and respiration.","[{""answer_start"": 178, ""text"": ""Pneumatica""}, {""answer_start"": 178, ""text"": ""Pneumatica""}, {""answer_start"": 178, ""text"": ""Pneumatica""}, {""answer_start"": 178, ""text"": ""Pneumatica""}, {""answer_start"": 178, ""text"": ""Pneumatica""}]",False,571c7abfdd7acb1400e4c0bc,[],5354,1280,3072,1280,2282,1728,2,64,1514,1280-2880 2944-3072
571c7abfdd7acb1400e4c0bd.wav,what came this artist later further investigated fido's experiments,What famous artist later further investigated Philo's experiments?,"One of the first known experiments on the relationship between combustion and air was conducted by the 2nd century BCE Greek writer on mechanics, Philo of Byzantium. In his work Pneumatica, Philo observed that inverting a vessel over a burning candle and surrounding the vessel's neck with water resulted in some water rising into the neck. Philo incorrectly surmised that parts of the air in the vessel were converted into the classical element fire and thus were able to escape through pores in the glass. Many centuries later Leonardo da Vinci built on Philo's work by observing that a portion of air is consumed during combustion and respiration.","[{""answer_start"": 529, ""text"": ""Leonardo da Vinci""}, {""answer_start"": 529, ""text"": ""Leonardo da Vinci""}, {""answer_start"": 529, ""text"": ""Leonardo da Vinci""}, {""answer_start"": 529, ""text"": ""Leonardo da Vinci""}, {""answer_start"": 538, ""text"": ""da Vinci""}]",False,571c7abfdd7acb1400e4c0bd,[],7630,1120,4736,1120,2894,3584,2,32,1500,1120-4512 4544-4736
571c7abfdd7acb1400e4c0be.wav,of what did divin g think a part was consumed during combustion,Of what did da Vinci think a part  was consumed during combustion?,"One of the first known experiments on the relationship between combustion and air was conducted by the 2nd century BCE Greek writer on mechanics, Philo of Byzantium. In his work Pneumatica, Philo observed that inverting a vessel over a burning candle and surrounding the vessel's neck with water resulted in some water rising into the neck. Philo incorrectly surmised that parts of the air in the vessel were converted into the classical element fire and thus were able to escape through pores in the glass. Many centuries later Leonardo da Vinci built on Philo's work by observing that a portion of air is consumed during combustion and respiration.","[{""answer_start"": 600, ""text"": ""air""}, {""answer_start"": 600, ""text"": ""air""}, {""answer_start"": 600, ""text"": ""air""}, {""answer_start"": 600, ""text"": ""air""}]",False,571c7abfdd7acb1400e4c0be,[],7630,1408,5312,1408,2318,3712,3,160,1520,1408-1856 1888-3392 3552-5312
571cb010dd7acb1400e4c12b.wav,by what process a single oxygen made in the troposphere,By what process is singlet oxygen made in the tropophere?,"Singlet oxygen is a name given to several higher-energy species of molecular O2 in which all the electron spins are paired. It is much more reactive towards common organic molecules than is molecular oxygen per se. In nature, singlet oxygen is commonly formed from water during photosynthesis, using the energy of sunlight. It is also produced in the troposphere by the photolysis of ozone by light of short wavelength, and by the immune system as a source of active oxygen. Carotenoids in photosynthetic organisms (and possibly also in animals) play a major role in absorbing energy from singlet oxygen and converting it to the unexcited ground state before it can cause harm to tissues.","[{""answer_start"": 371, ""text"": ""photolysis of ozone""}, {""answer_start"": 371, ""text"": ""photolysis of ozone""}, {""answer_start"": 371, ""text"": ""photolysis of ozone by light of short wavelength""}, {""answer_start"": 371, ""text"": ""photolysis of ozone by light of short wavelength""}, {""answer_start"": 371, ""text"": ""photolysis""}]",False,571cb010dd7acb1400e4c12b,[],10486,2784,7040,2784,3446,3840,2,416,1501,2784-5568 5984-7040
571cb010dd7acb1400e4c12c.wav,what objects and organisms absorb but single oxygen to prevent harm,What objects in organisms absorb singlet oxygen to prevent harm?,"Singlet oxygen is a name given to several higher-energy species of molecular O2 in which all the electron spins are paired. It is much more reactive towards common organic molecules than is molecular oxygen per se. In nature, singlet oxygen is commonly formed from water during photosynthesis, using the energy of sunlight. It is also produced in the troposphere by the photolysis of ozone by light of short wavelength, and by the immune system as a source of active oxygen. Carotenoids in photosynthetic organisms (and possibly also in animals) play a major role in absorbing energy from singlet oxygen and converting it to the unexcited ground state before it can cause harm to tissues.","[{""answer_start"": 476, ""text"": ""Carotenoids""}, {""answer_start"": 476, ""text"": ""Carotenoids""}, {""answer_start"": 476, ""text"": ""Carotenoids""}, {""answer_start"": 476, ""text"": ""Carotenoids""}, {""answer_start"": 476, ""text"": ""Carotenoids""}]",False,571cb010dd7acb1400e4c12c,[],12367,3040,7680,3040,4687,4576,2,64,1502,3040-6624 6688-7680
571cc3dedd7acb1400e4c14a.wav,what device is used to test the magnetic attractions involved in liquid oxygen,What device is used to test the magnetic attractions involved in liquid oxygen?,"In the triplet form, O2 molecules are paramagnetic. That is, they impart magnetic character to oxygen when it is in the presence of a magnetic field, because of the spin magnetic moments of the unpaired electrons in the molecule, and the negative exchange energy between neighboring O2 molecules. Liquid oxygen is attracted to a magnet to a sufficient extent that, in laboratory demonstrations, a bridge of liquid oxygen may be supported against its own weight between the poles of a powerful magnet.[c]","[{""answer_start"": 486, ""text"": ""powerful magnet""}, {""answer_start"": 484, ""text"": ""a powerful magnet""}, {""answer_start"": 484, ""text"": ""a powerful magnet""}, {""answer_start"": 484, ""text"": ""a powerful magnet""}, {""answer_start"": 495, ""text"": ""magnet""}]",False,571cc3dedd7acb1400e4c14a,[],9488,1344,7168,1344,2320,5664,3,96,1500,1344-2272 2336-3104 3200-7168
571cc6f85efbb31900334de7.wav,what element is used as a coolant in the process of making liquid oxygen,What element is used as a coolant in the process of making liquid oxygen?,"Oxygen condenses at 90.20 K (−182.95 °C, −297.31 °F), and freezes at 54.36 K (−218.79 °C, −361.82 °F). Both liquid and solid O2 are clear substances with a light sky-blue color caused by absorption in the red (in contrast with the blue color of the sky, which is due to Rayleigh scattering of blue light). High-purity liquid O2 is usually obtained by the fractional distillation of liquefied air. Liquid oxygen may also be produced by condensation out of air, using liquid nitrogen as a coolant. It is a highly reactive substance and must be segregated from combustible materials.","[{""answer_start"": 468, ""text"": ""liquid nitrogen""}, {""answer_start"": 468, ""text"": ""liquid nitrogen""}, {""answer_start"": 468, ""text"": ""liquid nitrogen""}, {""answer_start"": 468, ""text"": ""liquid nitrogen""}, {""answer_start"": 475, ""text"": ""nitrogen""}]",False,571cc6f85efbb31900334de7,[],9093,1184,6752,1184,2341,5408,4,96,1505,1184-1472 1568-2208 2240-3872 3904-6752
571cc6f85efbb31900334de8.wav,from what type of materials must liquid oxygen be separated,From what type of materials must liquid oxygen be separated?,"Oxygen condenses at 90.20 K (−182.95 °C, −297.31 °F), and freezes at 54.36 K (−218.79 °C, −361.82 °F). Both liquid and solid O2 are clear substances with a light sky-blue color caused by absorption in the red (in contrast with the blue color of the sky, which is due to Rayleigh scattering of blue light). High-purity liquid O2 is usually obtained by the fractional distillation of liquefied air. Liquid oxygen may also be produced by condensation out of air, using liquid nitrogen as a coolant. It is a highly reactive substance and must be segregated from combustible materials.","[{""answer_start"": 560, ""text"": ""combustible materials""}, {""answer_start"": 560, ""text"": ""combustible materials""}, {""answer_start"": 560, ""text"": ""combustible""}, {""answer_start"": 560, ""text"": ""combustible""}, {""answer_start"": 560, ""text"": ""combustible materials""}]",False,571cc6f85efbb31900334de8,[],7769,1088,5312,1088,2457,4192,2,32,1500,1088-3648 3680-5312
571cca4add7acb1400e4c154.wav,when did oxygen begin to move from the oceans to the atmosphere,When did oxygen begin to move from the oceans to the atmosphere?,"Free oxygen gas was almost nonexistent in Earth's atmosphere before photosynthetic archaea and bacteria evolved, probably about 3.5 billion years ago. Free oxygen first appeared in significant quantities during the Paleoproterozoic eon (between 3.0 and 2.3 billion years ago). For the first billion years, any free oxygen produced by these organisms combined with dissolved iron in the oceans to form banded iron formations. When such oxygen sinks became saturated, free oxygen began to outgas from the oceans 3–2.7 billion years ago, reaching 10% of its present level around 1.7 billion years ago.","[{""answer_start"": 510, ""text"": ""3–2.7 billion years ago""}, {""answer_start"": 510, ""text"": ""3–2.7 billion years ago""}, {""answer_start"": 510, ""text"": ""3–2.7 billion years ago""}, {""answer_start"": 510, ""text"": ""3–2.7 billion years ago""}, {""answer_start"": 510, ""text"": ""3–2.7 billion years ago""}]",False,571cca4add7acb1400e4c154,[],8582,1664,6176,1664,2406,4416,3,64,1500,1664-3936 3968-4992 5056-6176
571cd88ddd7acb1400e4c18e.wav,what is the type of oxygen production for emergency oxygen in arlines,What is the type of oxygen production for emergency oxygen in airlines?,"People who climb mountains or fly in non-pressurized fixed-wing aircraft sometimes have supplemental O2 supplies.[h] Passengers traveling in (pressurized) commercial airplanes have an emergency supply of O2 automatically supplied to them in case of cabin depressurization. Sudden cabin pressure loss activates chemical oxygen generators above each seat, causing oxygen masks to drop. Pulling on the masks ""to start the flow of oxygen"" as cabin safety instructions dictate, forces iron filings into the sodium chlorate inside the canister. A steady stream of oxygen gas is then produced by the exothermic reaction.","[{""answer_start"": 312, ""text"": ""chemical""}, {""answer_start"": 312, ""text"": ""chemical oxygen""}, {""answer_start"": 312, ""text"": ""chemical""}, {""answer_start"": 312, ""text"": ""chemical oxygen generators""}, {""answer_start"": 312, ""text"": ""chemical""}]",False,571cd88ddd7acb1400e4c18e,[],8582,1088,6624,1088,1958,5536,1,0,1522,1088-6624
571cd88ddd7acb1400e4c18f.wav,what type of reaction is present in the emergency oxygen generator of an aeroplane,What type of reaction is present in the emergency oxygen generator of an airplane?,"People who climb mountains or fly in non-pressurized fixed-wing aircraft sometimes have supplemental O2 supplies.[h] Passengers traveling in (pressurized) commercial airplanes have an emergency supply of O2 automatically supplied to them in case of cabin depressurization. Sudden cabin pressure loss activates chemical oxygen generators above each seat, causing oxygen masks to drop. Pulling on the masks ""to start the flow of oxygen"" as cabin safety instructions dictate, forces iron filings into the sodium chlorate inside the canister. A steady stream of oxygen gas is then produced by the exothermic reaction.","[{""answer_start"": 595, ""text"": ""exothermic""}, {""answer_start"": 595, ""text"": ""exothermic""}, {""answer_start"": 595, ""text"": ""exothermic""}, {""answer_start"": 595, ""text"": ""exothermic""}, {""answer_start"": 595, ""text"": ""exothermic reaction""}]",False,571cd88ddd7acb1400e4c18f,[],9650,1120,7584,1120,2066,6240,5,96,1510,1120-1728 1760-2944 3040-3584 3616-7168 7232-7584
571cd88ddd7acb1400e4c190.wav,what gas does the air line ex sothermic reaction produce,What gas does the airline exothermic reaction produce?,"People who climb mountains or fly in non-pressurized fixed-wing aircraft sometimes have supplemental O2 supplies.[h] Passengers traveling in (pressurized) commercial airplanes have an emergency supply of O2 automatically supplied to them in case of cabin depressurization. Sudden cabin pressure loss activates chemical oxygen generators above each seat, causing oxygen masks to drop. Pulling on the masks ""to start the flow of oxygen"" as cabin safety instructions dictate, forces iron filings into the sodium chlorate inside the canister. A steady stream of oxygen gas is then produced by the exothermic reaction.","[{""answer_start"": 560, ""text"": ""oxygen gas""}, {""answer_start"": 560, ""text"": ""oxygen""}, {""answer_start"": 560, ""text"": ""oxygen""}, {""answer_start"": 560, ""text"": ""oxygen""}, {""answer_start"": 560, ""text"": ""oxygen""}]",False,571cd88ddd7acb1400e4c190,[],7700,928,5760,928,1940,4704,3,64,1510,928-1408 1472-3776 3840-5760
571ce7f25efbb31900334e42.wav,beside from oxides what other compounds comprise a large portion of the earth's crust,"Aside from oxides, what other compounds comprise a large portion of the Earth's crust?","Oxygen is present in the atmosphere in trace quantities in the form of carbon dioxide (CO2). The Earth's crustal rock is composed in large part of oxides of silicon (silica SiO2, as found in granite and quartz), aluminium (aluminium oxide Al2O3, in bauxite and corundum), iron (iron(III) oxide Fe2O3, in hematite and rust), and calcium carbonate (in limestone). The rest of the Earth's crust is also made of oxygen compounds, in particular various complex silicates (in silicate minerals). The Earth's mantle, of much larger mass than the crust, is largely composed of silicates of magnesium and iron.","[{""answer_start"": 454, ""text"": ""complex silicates""}, {""answer_start"": 454, ""text"": ""complex silicates""}, {""answer_start"": 462, ""text"": ""silicates""}, {""answer_start"": 462, ""text"": ""silicates""}, {""answer_start"": 462, ""text"": ""silicates (in silicate minerals)""}]",False,571ce7f25efbb31900334e42,[],8187,1472,6176,1472,2011,4704,1,0,1507,1472-6176
571cebc05efbb31900334e48.wav,what can concentrated oxygen produce,What can concentrated oxygen produce?,"Highly concentrated sources of oxygen promote rapid combustion. Fire and explosion hazards exist when concentrated oxidants and fuels are brought into close proximity; an ignition event, such as heat or a spark, is needed to trigger combustion. Oxygen is the oxidant, not the fuel, but nevertheless the source of most of the chemical energy released in combustion. Combustion hazards also apply to compounds of oxygen with a high oxidative potential, such as peroxides, chlorates, nitrates, perchlorates, and dichromates because they can donate oxygen to a fire.","[{""answer_start"": 46, ""text"": ""rapid combustion""}, {""answer_start"": 46, ""text"": ""rapid combustion""}, {""answer_start"": 46, ""text"": ""rapid combustion""}, {""answer_start"": 46, ""text"": ""rapid combustion""}, {""answer_start"": 46, ""text"": ""rapid combustion""}]",False,571cebc05efbb31900334e48,[],5308,1344,3552,1344,1756,2208,1,0,1518,1344-3552
571cebc05efbb31900334e49.wav,what is a spark or heat to the progress of the fire,What is a spark or heat to the progress of a fire?,"Highly concentrated sources of oxygen promote rapid combustion. Fire and explosion hazards exist when concentrated oxidants and fuels are brought into close proximity; an ignition event, such as heat or a spark, is needed to trigger combustion. Oxygen is the oxidant, not the fuel, but nevertheless the source of most of the chemical energy released in combustion. Combustion hazards also apply to compounds of oxygen with a high oxidative potential, such as peroxides, chlorates, nitrates, perchlorates, and dichromates because they can donate oxygen to a fire.","[{""answer_start"": 171, ""text"": ""ignition event""}, {""answer_start"": 171, ""text"": ""ignition event""}, {""answer_start"": 168, ""text"": ""an ignition event""}, {""answer_start"": 171, ""text"": ""ignition event""}, {""answer_start"": 168, ""text"": ""an ignition event""}]",False,571cebc05efbb31900334e49,[],5912,1312,3808,1312,2104,2496,1,0,1502,1312-3808
