baseline,contrast,metric,label,family,direction,n_pairs,baseline_mean,contrast_mean,mean_difference,ci_low,ci_high,improved_items,degraded_items,unchanged_items,effect_size,effect_label,p_value,p_adjusted,significant,equivalent_within_margin,equivalence_margin,test_method,n_effective,verdict
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,sentence_count,sentences,response,descriptive,120,2.1917,2.3083,0.1167,-0.025,0.2583,0,0,120,0.105,negligible,0.123,,False,,,"Wilcoxon signed-rank, normal approximation",65,descriptive
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,opening_words,opening sentence length,response,descriptive,120,13.9167,13.0667,-0.85,-2.7088,0.9504,0,0,120,-0.0612,negligible,0.201,,False,,,"Wilcoxon signed-rank, normal approximation",104,descriptive
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,mean_words_per_sentence,words per sentence,response,descriptive,120,14.9931,15.7208,0.7278,-0.2405,1.7208,0,0,120,0.1196,negligible,0.12,,False,,,"Wilcoxon signed-rank, normal approximation",113,descriptive
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,estimated_tokens,estimated tokens,response,descriptive,120,42.2667,46.9667,4.7,1.4748,7.934,0,0,120,0.1699,small,0.00955,,False,,,"Wilcoxon signed-rank, normal approximation",114,descriptive
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,estimated_spoken_seconds,estimated speech seconds,response,descriptive,120,12.69,14.08,1.39,0.4266,2.3767,0,0,120,0.1702,small,0.0106,,False,,,"Wilcoxon signed-rank, normal approximation",113,descriptive
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,lat_llm_prompt_eval,prompt evaluation (ms),runtime,lower,119,42.0168,41.6218,-0.395,-0.9582,0.1597,52,43,24,-0.0612,negligible,0.272,1.0,False,True,5.0,"Wilcoxon signed-rank, normal approximation",95,equivalent
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,lat_llm_ttft,time to first token (ms),runtime,lower,119,874.0252,869.0924,-4.9328,-15.2691,5.0863,64,55,0,-0.0778,negligible,0.429,1.0,False,True,50.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,1166.2269,1150.8824,-15.3445,-43.6282,14.221,60,58,1,-0.0706,negligible,0.505,1.0,False,True,50.0,"Wilcoxon signed-rank, normal approximation",118,equivalent
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,lat_llm_eval,generation time (ms),runtime,lower,119,699.1261,773.4874,74.3613,25.3355,119.3616,48,71,0,0.1716,small,0.0082,0.0738,False,False,50.0,"Wilcoxon signed-rank, normal approximation",119,no detected change
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,238.395,230.3193,-8.0756,-28.1853,12.6067,61,56,2,-0.0778,negligible,0.392,1.0,False,True,50.0,"Wilcoxon signed-rank, normal approximation",117,equivalent
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,lat_ttfa,time to first audio (ms),runtime,lower,119,1784.8739,1761.2437,-23.6303,-71.5384,25.6418,62,57,0,-0.0354,negligible,0.44,1.0,False,True,100.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,lat_tts_total,total synthesis (ms),runtime,lower,119,541.1849,595.7395,54.5546,20.1546,89.5431,50,69,0,0.1505,small,0.0124,0.0992,False,False,50.0,"Wilcoxon signed-rank, normal approximation",119,no detected change
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,8066.6891,8123.8235,57.1345,10.4424,103.6784,51,68,0,0.0217,negligible,0.0451,0.316,False,True,100.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,56.984,57.1706,0.1866,-0.1345,0.5395,63,55,1,0.0494,negligible,0.304,1.0,False,True,5.0,"Wilcoxon signed-rank, normal approximation",118,equivalent
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7473.4538,7474.1345,0.6807,-1.6218,2.9246,0,0,119,0.0019,negligible,0.298,,False,,,"Wilcoxon signed-rank, normal approximation",112,descriptive
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,375.7899,375.6471,-0.1429,-0.8489,0.5296,0,0,119,-0.0019,negligible,0.722,,False,,,"Wilcoxon signed-rank, normal approximation",83,descriptive
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,292.2017,281.7899,-10.4118,-38.4044,18.237,0,0,119,-0.0661,negligible,0.387,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,307.5042,307.5042,0.0,0.0,0.0,0,0,119,0.0,negligible,1.0,,False,,,Wilcoxon signed-rank (all differences zero),0,descriptive
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,llm_eval_tokens,generated tokens,runtime,descriptive,119,39.9832,44.437,4.4538,1.6032,7.1345,0,0,119,0.1693,small,0.0078,,False,,,"Wilcoxon signed-rank, normal approximation",116,descriptive
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,11353.9412,12696.6639,1342.7227,473.3048,2178.5605,0,0,119,0.1455,negligible,0.0105,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,check::answers_in_english,check: answers_in_english,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.7417,0.7583,0.0167,-0.0583,0.0917,12,10,98,,n/a,0.832,1.0,False,,,"McNemar, exact binomial",22,no detected change
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,check::non_empty,check: non_empty,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,check::not_truncated_at_token_cap,check: not_truncated_at_token_cap,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,check::opener_at_most_five_words,check: opener_at_most_five_words,adherence,higher,120,0.1,0.15,0.05,-0.0167,0.1167,12,6,102,,n/a,0.238,1.0,False,,,"McNemar, exact binomial",18,no detected change
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,check::opener_ends_with_full_stop,check: opener_ends_with_full_stop,adherence,higher,120,0.9333,0.9333,0.0,-0.0417,0.0417,3,3,114,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",6,no detected change
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,check::response_is_complete,check: response_is_complete,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,check::spoken_duration_budget,check: spoken_duration_budget,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
07 llama3.1:8b-q8_0 t0,08 llama3.1:8b-q8_0 t0.7/s42,check::total_sentences_at_most_three,check: total_sentences_at_most_three,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
