====================================================================================================
                        LLM RESPONSE EVALUATION REPORT
====================================================================================================
Generated on           : 2026-08-15 23:57:55
Run label              : 16 qwen2.5:7b-q4_K_M t0.7/s42
Transcripts            : ..\results\text-only\16-qwen2_5_7b_instruct_q4_K_M-t0.7_s42-vosk_cpu\20260815_151945\transcripts.yaml
Run directory          : ..\results\text-only\16-qwen2_5_7b_instruct_q4_K_M-t0.7_s42-vosk_cpu\20260815_151945
System prompt          : ..\results\text-only\16-qwen2_5_7b_instruct_q4_K_M-t0.7_s42-vosk_cpu\20260815_151945\system_prompt.txt
Constraint spec        : short_opener_en (C:\Workspace\etap\etap-speech-assistant-main\evaluation\rubrics\constraints_short_opener.yaml)
Rubric                 : (judge tier not run)
Items evaluated        : 120

Generating configuration (from config_used.yaml):
  ollama_model        : qwen2.5:7b-instruct-q4_K_M
  llm_temperature     : 0.7
  llm_seed            : 42
  llm_max_tokens      : 150
  stt_engine          : vosk
  tts_engine          : piper
  mode                : cpu

Tiers executed:
  tier 0 constraints and readability: 15 checks from short_opener_en, token cap 150
  input fidelity (recognizer)       : reference text for 120/120 item(s), corpus WER 0.350 (425/1215 words); strata: mild 66, severe 37, clean 17
  tier 1 relevance                  : IDF over 120 items, reference measures for 120 item(s) from metadata.csv (32 marked unanswerable in the source, scored against a plausible answer)
  runtime cost                      : 119/120 item(s) timed from latency_log_20260815_151945.csv, 1 warm-up item(s) excluded (00004)
  tier 2 audit atoms                : deterministic extraction (always on)
  tier 2 self-consistency           : off (selfcheck_samples = 0)
  tier 2 atomic factual precision   : off (fact_precision not set)
  tier 3 rubric grading             : off (no judge model)
  tier 4 reliability and calibration: off (no human annotations)

Acceptance policy (predeclare this before measurement):
  min_quality_composite       : 3.5
  min_safety_score            : 4.0
  require_constraint_pass     : True
  strict_constraints          : True
====================================================================================================

1. PER-ITEM SCORES
====================================================================================================
Item      	Category                  	   WER	 Adher	  Chk%	 Words	    FRE	 Cover	 CovOri	  E2E ms	 Incon	  Fact	  Qual	  Safe	 Accept
00366     	unspecified               	  0.55	  FAIL	    80	     8	   71.8	  0.00	   0.00	   10137	     -	     -	     -	     -	     NO
00369     	unspecified               	  0.42	  FAIL	    90	    23	   84.8	  0.47	   0.64	    7486	     -	     -	     -	     -	     NO
00382     	unspecified               	  0.38	  FAIL	    90	    12	   60.7	  0.80	   1.00	    6701	     -	     -	     -	     -	     NO
00389     	unspecified               	  1.20	  FAIL	    80	    24	   50.1	  0.65	   0.00	    7831	     -	     -	     -	     -	     NO
00394     	unspecified               	  0.20	  FAIL	    89	     6	   45.6	  0.43	   0.53	    6214	     -	     -	     -	     -	     NO
00406     	unspecified               	  0.08	  FAIL	    90	    26	   47.2	  0.41	   0.34	    7818	     -	     -	     -	     -	     NO
00417     	unspecified               	  0.20	  FAIL	    90	    19	   81.4	  0.27	   0.00	    9727	     -	     -	     -	     -	     NO
00422     	unspecified               	  0.05	  FAIL	    90	    11	   18.8	  0.70	   0.70	   10681	     -	     -	     -	     -	     NO
00425     	unspecified               	  0.00	  FAIL	    80	     9	   37.9	  0.26	   0.26	    7547	     -	     -	     -	     -	     NO
00432     	unspecified               	  0.17	  FAIL	    90	    18	   66.1	  0.10	   0.14	    8836	     -	     -	     -	     -	     NO
00433     	unspecified               	  0.90	  FAIL	    90	    11	   57.2	  0.76	   0.00	    5998	     -	     -	     -	     -	     NO
00441     	unspecified               	  0.17	  FAIL	    80	     8	   61.2	  0.30	   0.30	    5420	     -	     -	     -	     -	     NO
00443     	unspecified               	  0.57	  FAIL	    90	    31	   71.0	  0.38	   0.38	    6602	     -	     -	     -	     -	     NO
00444     	unspecified               	  0.00	  PASS	   100	     5	   -1.3	  1.00	   1.00	    5147	     -	     -	     -	     -	    yes
00452     	unspecified               	  0.69	  FAIL	    90	    28	   70.5	  0.17	   0.09	   10935	     -	     -	     -	     -	     NO
00455     	unspecified               	  1.22	  FAIL	    90	    18	   80.2	  0.19	   0.00	    8558	     -	     -	     -	     -	     NO
00457     	unspecified               	  0.83	  FAIL	    80	    12	   81.9	  0.73	   0.00	    6733	     -	     -	     -	     -	     NO
00460     	unspecified               	  0.30	  FAIL	    80	    11	   95.7	  1.00	   0.47	    5690	     -	     -	     -	     -	     NO
00474     	unspecified               	  0.50	  FAIL	    80	    11	   80.3	  0.37	   0.00	    7260	     -	     -	     -	     -	     NO
00475     	unspecified               	  0.44	  FAIL	    90	    16	   53.1	  0.50	   0.82	    7626	     -	     -	     -	     -	     NO
00476     	unspecified               	  0.00	  PASS	   100	    22	   30.3	  1.00	   1.00	    6029	     -	     -	     -	     -	    yes
00481     	unspecified               	  0.14	  FAIL	    80	    10	   52.9	  0.00	   0.00	    6773	     -	     -	     -	     -	     NO
00484     	unspecified               	  0.30	  FAIL	    80	    10	   61.3	  0.00	   0.00	    7822	     -	     -	     -	     -	     NO
00496     	unspecified               	  0.33	  FAIL	    80	    10	   61.3	  0.31	   0.31	    7032	     -	     -	     -	     -	     NO
00497     	unspecified               	  0.14	  FAIL	    90	    17	   58.9	  1.00	   1.00	    6397	     -	     -	     -	     -	     NO
00498     	unspecified               	  0.33	  PASS	   100	    19	  103.7	  0.49	   0.50	    7823	     -	     -	     -	     -	    yes
00500     	unspecified               	  0.00	  FAIL	    90	    16	   56.0	  0.21	   0.21	    9747	     -	     -	     -	     -	     NO
00501     	unspecified               	  0.33	  FAIL	    90	    13	   57.1	  0.14	   0.00	   10577	     -	     -	     -	     -	     NO
00503     	unspecified               	  0.42	  FAIL	    90	    11	   78.2	  0.31	   0.11	    7453	     -	     -	     -	     -	     NO
00507     	unspecified               	  0.17	  PASS	   100	    20	   65.6	  0.51	   0.49	    7073	     -	     -	     -	     -	    yes
00521     	unspecified               	  0.30	  FAIL	    80	    11	   72.6	  0.29	   0.29	    6760	     -	     -	     -	     -	     NO
00524     	unspecified               	  0.15	  FAIL	    89	     6	   45.6	  0.28	   0.28	    8081	     -	     -	     -	     -	     NO
00531     	unspecified               	  0.20	  PASS	   100	     9	   23.7	  0.32	   0.37	    7470	     -	     -	     -	     -	    yes
00532     	unspecified               	  0.27	  FAIL	    90	    10	  -14.8	  0.77	   0.77	    8112	     -	     -	     -	     -	     NO
00533     	unspecified               	  0.22	  FAIL	    90	    11	   26.5	  0.74	   0.61	    7813	     -	     -	     -	     -	     NO
00546     	unspecified               	  0.33	  FAIL	    80	     8	   40.1	  0.00	   0.00	    6412	     -	     -	     -	     -	     NO
00554     	unspecified               	  0.30	  FAIL	    90	    20	   74.0	  0.39	   0.18	    6679	     -	     -	     -	     -	     NO
00571     	unspecified               	  0.06	  FAIL	    89	     6	   59.8	  0.11	   0.11	    9442	     -	     -	     -	     -	     NO
00573     	unspecified               	  0.54	  FAIL	    90	    16	   93.0	  0.10	   0.13	    9175	     -	     -	     -	     -	     NO
00582     	unspecified               	  0.33	  PASS	   100	    12	  102.0	  0.72	   1.00	    6884	     -	     -	     -	     -	    yes
00594     	unspecified               	  0.33	  FAIL	    90	    11	   93.6	  0.34	   0.34	    7040	     -	     -	     -	     -	     NO
00612     	unspecified               	  1.20	  FAIL	    90	     8	   50.7	  0.24	   0.00	    9888	     -	     -	     -	     -	     NO
00616     	unspecified               	  0.00	  FAIL	    90	    16	   26.7	  1.00	   1.00	    6845	     -	     -	     -	     -	     NO
00626     	unspecified               	  0.33	  FAIL	    80	    12	   18.4	  0.34	   0.34	    5346	     -	     -	     -	     -	     NO
00628     	unspecified               	  0.27	  FAIL	    80	    15	   67.5	  0.31	   0.31	    9099	     -	     -	     -	     -	     NO
00639     	unspecified               	  0.43	  FAIL	    90	    12	   67.8	  0.62	   0.50	    7750	     -	     -	     -	     -	     NO
00640     	unspecified               	  0.08	  FAIL	    90	    19	   77.0	  0.00	   0.00	    7059	     -	     -	     -	     -	     NO
00643     	unspecified               	  1.50	  PASS	   100	    26	   74.4	  1.00	   0.00	    8160	     -	     -	     -	     -	    yes
00653     	unspecified               	  0.18	  FAIL	    80	    13	   37.5	  0.41	   0.48	    8446	     -	     -	     -	     -	     NO
00656     	unspecified               	  0.00	  FAIL	    90	     9	   98.9	  0.19	   0.19	   10749	     -	     -	     -	     -	     NO
00657     	unspecified               	  0.91	  FAIL	    90	    24	    2.7	  0.50	   0.00	    8997	     -	     -	     -	     -	     NO
00669     	unspecified               	  0.08	  FAIL	    90	    14	   71.8	  0.91	   0.91	    8754	     -	     -	     -	     -	     NO
00670     	unspecified               	  0.06	  FAIL	    90	    10	   27.5	  0.48	   0.38	    8260	     -	     -	     -	     -	     NO
00673     	unspecified               	  0.29	  FAIL	    90	    19	   77.0	  0.11	   0.28	    9817	     -	     -	     -	     -	     NO
00686     	unspecified               	  0.00	  FAIL	    90	    14	   11.3	  0.79	   0.79	    7358	     -	     -	     -	     -	     NO
00692     	unspecified               	  0.14	  FAIL	    80	    31	   60.1	  0.78	   0.78	    6879	     -	     -	     -	     -	     NO
00714     	unspecified               	  0.10	  FAIL	    90	    14	   60.7	  0.29	   0.28	    8016	     -	     -	     -	     -	     NO
00737     	unspecified               	  1.00	  FAIL	    89	     6	   17.4	  0.40	   0.00	    7816	     -	     -	     -	     -	     NO
00739     	unspecified               	  1.11	  FAIL	    90	    17	   58.9	  0.15	   0.00	    8154	     -	     -	     -	     -	     NO
00744     	unspecified               	  1.00	  FAIL	    80	    12	   53.7	  0.00	   0.00	    8764	     -	     -	     -	     -	     NO
00758     	unspecified               	  0.00	  FAIL	    90	    22	   68.8	  0.32	   0.32	    6132	     -	     -	     -	     -	     NO
00778     	unspecified               	  0.43	  FAIL	    90	    14	  103.0	  0.32	   0.00	    6910	     -	     -	     -	     -	     NO
00785     	unspecified               	  0.00	  FAIL	    90	    16	   50.7	  0.37	   0.37	    6987	     -	     -	     -	     -	     NO
00794     	unspecified               	  0.25	  FAIL	    90	    21	   43.1	  0.44	   0.32	    8639	     -	     -	     -	     -	     NO
00801     	unspecified               	  0.30	  FAIL	    90	    17	   78.8	  0.36	   0.00	    7069	     -	     -	     -	     -	     NO
00819     	unspecified               	  0.43	  FAIL	    80	    11	   72.6	  0.20	   0.25	    6047	     -	     -	     -	     -	     NO
00822     	unspecified               	  0.29	  FAIL	    90	    25	   46.1	  0.79	   0.45	    6919	     -	     -	     -	     -	     NO
00827     	unspecified               	  0.00	  FAIL	    89	     7	  103.0	  0.00	   0.00	    7399	     -	     -	     -	     -	     NO
00828     	unspecified               	  1.10	  PASS	   100	    10	   57.9	  0.00	   0.00	    6976	     -	     -	     -	     -	    yes
00830     	unspecified               	  0.14	  FAIL	    80	    10	   61.3	  0.18	   0.23	    6720	     -	     -	     -	     -	     NO
----------------------------------------------------------------------------------------------------
WER = word error rate of the recognized utterance against the reference utterance, a
property of the recognizer rather than of the model. Adher = all hard prompt constraints
satisfied as generated (item level, strict). Chk% = share of hard constraints satisfied.
FRE = Flesch Reading Ease. Cover = coverage of the recognized request, CovOri = coverage of
the reference utterance. E2E ms = wall-clock span of the whole item, recording included. Incon =
self-consistency inconsistency (higher is worse). Fact = supported share of atomic claims.
Qual = weighted rubric composite (1-5). Safe = worst safety dimension (1-5). '-' means the
tier producing that column did not run.
====================================================================================================

2. CONSTRAINT PASS RATES (IFEval-style, Zhou et al., 2023)
====================================================================================================
Check id                          	  Strict %	   Loose %	   Delta
----------------------------------------------------------------------------------------------------
opener_at_most_five_words         	      10.8	      10.8	     0.0
no_follow_up_question             	      40.8	      40.8	     0.0
opener_ends_with_full_stop        	      72.5	      72.5	     0.0
answers_in_english                	      99.1	      99.1	     0.0
non_empty                         	     100.0	     100.0	     0.0
at_most_two_detail_sentences      	     100.0	     100.0	     0.0
total_sentences_at_most_three     	     100.0	     100.0	     0.0
no_simulated_dialogue             	     100.0	     100.0	     0.0
response_is_complete              	     100.0	     100.0	     0.0
not_truncated_at_token_cap        	     100.0	     100.0	     0.0
brief_enough_for_speech           	     100.0	     100.0	     0.0
spoken_duration_budget            	     100.0	     100.0	     0.0
no_markup_in_spoken_text          	     100.0	     100.0	     0.0
----------------------------------------------------------------------------------------------------
ITEM LEVEL (all hard checks)      	       9.2	       9.2	     0.0

Rates are over the items where the check applied; a check with nothing to verify for an
item is excluded rather than counted as a pass. Delta is the share of items that violate
the constraint only in formatting: a large delta points at output formatting, a delta near
zero means the instruction itself was not followed. Report the item-level figure as the
headline adherence rate.
====================================================================================================

3. INPUT QUALITY (recognizer against the reference utterance)
====================================================================================================
Word error rate over items: median 0.273, mean 0.372, max 3.600

Input stratum 	   n	    WER	  Adher %	 Cover(stt)	 Cover(ori)	  Words	   E2E ms
----------------------------------------------------------------------------------------------------
clean         	  17	  0.000	     17.6	      0.743	      0.743	   12.0	     6910
mild          	  66	  0.200	      9.1	      0.351	      0.334	   13.0	     7289
severe        	  37	  0.692	      5.4	      0.374	      0.000	   14.0	     7707
----------------------------------------------------------------------------------------------------
Strata are defined on the word error rate of the item: clean = transcribed exactly,
severe = more than a third of the reference words lost or altered. These figures are a
property of the recognizer and the audio, identical in every run over the same recordings,
so they bound what the language model could have answered rather than describing it.

Cover(stt) is coverage of the recognized request, which is all the model received.
Cover(ori) is coverage of what the speaker actually asked. The gap between them is the
cost the recognizer imposed on the interaction, and it belongs to the recognizer.

Compare a column down the strata of one run with caution, and across runs freely. A correct
answer to a closed question repeats none of it -- "In what years was the Great Famine?"
answered "1918-1921." scores zero coverage -- so a stratum holding more such questions
shows lower coverage for reasons that have nothing to do with the model. Prompt adherence
carries no such artefact and is the column to read down this table.
====================================================================================================

4. RUNTIME COST PER STAGE (from the run's latency log)
====================================================================================================
Stage                   	   n	   Median	       Q1	       Q3	      P90	      P95	      Max
----------------------------------------------------------------------------------------------------
stt                     	 119	     7225	     6476	     8226	     9566	    10132	    11190
stt_endpoint_delay      	 119	      934	      822	     1014	     1092	     1121	     1305
llm_prompt_eval         	 119	       38	       34	       39	       42	       43	       46
llm_ttft                	 119	      778	      750	      802	      830	      842	      886
llm_first_chunk_fill    	 119	      178	      139	      220	      261	      305	      446
llm_ttfc                	 119	      959	      906	     1010	     1069	     1090	     1181
tts_first_chunk         	 119	      176	      146	      214	      257	      277	      380
ttfa                    	 119	     2060	     1852	     2168	     2300	     2385	     2520
llm_eval                	 119	      255	      208	      358	      466	      502	      659
tts_total               	 119	      245	      194	      331	      423	      450	      565
e2e_response_ready      	 119	     7453	     6735	     8396	     9761	    10376	    11233
----------------------------------------------------------------------------------------------------
generation throughput (tok/s)   : median 67.7   mean 67.4
generated tokens                : median 18.0   mean 19.8
prompt tokens                   : median 326.0   mean 326.5
synthesized audio (ms)          : median 4527.0   mean 5155.5

Resource use (run medians):
  cpu_percent         : 8.8
  gpu_mem_used_mb     : 4892.0
  gpu_util_percent    : 10.8
  llm_model_vram_mb   : 4357.0
  llm_rss_mb          : 839.5
  llm_vram_mb         : 4892.0
  ram_percent         : 5.0
  rss_mb              : 556.7

All values are milliseconds unless stated. The median is the headline figure and the 95th
percentile the one a user notices, since an assistant is judged by the answers that arrive
late (Dean and Barroso, 2013). Timings are wall-clock on a shared host: they compare runs
measured under the same conditions and are not portable hardware benchmarks.

The stages overlap and are not all measured from the same instant, so they do not add up.
`stt` is the recording arriving at speaking pace, which on file input is the length of the
audio rather than a cost of recognition. `ttfa` runs from the speaker stopping to the first
audio out and is the delay a user actually waits through. `e2e_response_ready` spans the whole
item including that recording, so it is dominated by how long the person spoke and moves
little between models.
====================================================================================================

5. DESCRIPTIVE MEASURES
====================================================================================================
Metric                          	   n	     Mean	       SD	   Median	      Min	      Max	               95% CI
----------------------------------------------------------------------------------------------------
word_count                      	 120	   14.850	    6.465	   13.000	    5.000	   35.000	     [13.717, 16.000]
sentence_count                  	 120	    1.517	    0.608	    1.000	    1.000	    3.000	       [1.408, 1.625]
opening_words                   	 120	    9.717	    4.249	   10.000	    2.000	   27.000	      [8.983, 10.500]
mean_words_per_sentence         	 120	   10.219	    3.669	   10.000	    4.500	   27.000	      [9.596, 10.904]
estimated_tokens                	 120	   19.792	    8.589	   17.000	    7.000	   47.000	     [18.292, 21.325]
estimated_spoken_seconds        	 120	    5.940	    2.586	    5.200	    2.000	   14.000	       [5.487, 6.400]
flesch_reading_ease             	 120	   59.937	   22.604	   61.240	  -14.810	  103.690	     [55.815, 63.975]
flesch_kincaid_grade            	 120	    7.439	    3.445	    7.190	    0.520	   18.850	       [6.823, 8.067]
request_coverage                	 120	    0.441	    0.318	    0.379	    0.000	    1.000	       [0.386, 0.497]
echo_ratio                      	 120	    0.309	    0.223	    0.276	    0.000	    1.000	       [0.270, 0.350]
intent_coverage                 	 120	    0.344	    0.333	    0.297	    0.000	    1.000	       [0.285, 0.403]
coverage_intent_gap             	 120	   -0.096	    0.241	    0.000	   -1.000	    0.312	     [-0.140, -0.055]
answer_presence                 	 120	    0.033	    0.180	    0.000	    0.000	    1.000	       [0.008, 0.067]
reference_exact_match           	 120	    0.000	    0.000	    0.000	    0.000	    0.000	       [0.000, 0.000]
reference_token_f1              	 120	    0.039	    0.097	    0.000	    0.000	    0.737	       [0.023, 0.058]
reference_rouge_1               	 120	    0.095	    0.224	    0.000	    0.000	    1.000	       [0.056, 0.137]
reference_rouge_l               	 120	    0.040	    0.098	    0.000	    0.000	    0.704	       [0.024, 0.058]
stt_wer                         	 120	    0.372	    0.454	    0.273	    0.000	    3.600	       [0.299, 0.464]
stt_cer                         	 120	    0.244	    0.323	    0.127	    0.000	    1.923	       [0.190, 0.305]
stt_content_recall              	 120	    0.680	    0.323	    0.750	    0.000	    1.000	       [0.619, 0.737]
lat_stt                         	 119	 7472.193	 1405.289	 7225.000	 4580.000	11190.000	 [7225.398, 7728.211]
lat_stt_endpoint_delay          	 119	  375.395	 1431.050	  934.000	-6763.000	 1305.000	   [109.357, 611.883]
lat_llm_prompt_eval             	 119	   37.286	    3.724	   38.000	   26.000	   46.000	     [36.613, 37.924]
lat_llm_ttft                    	 119	  776.849	   41.142	  778.000	  610.000	  886.000	   [769.269, 784.161]
lat_llm_first_chunk_fill        	 119	  181.773	   67.323	  178.000	   53.000	  446.000	   [169.588, 193.681]
lat_llm_ttfc                    	 119	  958.622	   79.168	  959.000	  789.000	 1181.000	   [944.479, 972.236]
lat_tts_first_chunk             	 119	  184.050	   56.470	  176.000	   87.000	  380.000	   [174.033, 194.025]
lat_ttfa                        	 119	 1522.403	 1423.180	 2060.000	-5276.000	 2520.000	 [1253.285, 1757.276]
lat_llm_eval                    	 119	  293.168	  118.710	  255.000	   97.000	  659.000	   [272.664, 314.077]
lat_tts_total                   	 119	  270.580	   96.254	  245.000	  133.000	  565.000	   [253.889, 287.799]
lat_e2e_response_ready          	 119	 7659.034	 1396.152	 7453.000	 5038.000	11233.000	 [7413.968, 7906.207]
llm_prompt_tokens               	 119	  326.504	    4.008	  326.000	  320.000	  339.000	   [325.807, 327.227]
llm_eval_tokens                 	 119	   19.756	    8.093	   18.000	    7.000	   45.000	     [18.378, 21.193]
llm_tokens_per_sec              	 119	   67.356	    4.186	   67.700	   55.000	   84.400	     [66.606, 68.134]
tts_audio_ms                    	 119	 5155.513	 2195.699	 4527.000	 2252.000	12306.000	 [4780.109, 5545.363]
----------------------------------------------------------------------------------------------------
Intervals are percentile bootstrap intervals for the mean (Efron and Tibshirani, 1993),
omitted below three observations.
====================================================================================================

6. PER-ITEM DETAIL AND AUDIT TRAIL
====================================================================================================
[00004] category=unspecified  accepted=NO
  user     : now what does the name of the campus tv station
  response : Could you please provide more details about which campus TV station you're asking about?
  constraint violations:
