baseline,contrast,metric,label,family,direction,n_pairs,baseline_mean,contrast_mean,mean_difference,ci_low,ci_high,improved_items,degraded_items,unchanged_items,effect_size,effect_label,p_value,p_adjusted,significant,equivalent_within_margin,equivalence_margin,test_method,n_effective,verdict
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,reference_rouge_1,ROUGE-1 vs reference,response,higher,120,0.1748,0.149,-0.0259,-0.0725,0.0206,10,13,97,-0.023,negligible,0.278,1.0,False,False,0.02,"Wilcoxon signed-rank, normal approximation",23,no detected change
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,reference_rouge_l,ROUGE-L vs reference,response,higher,120,0.0338,0.0284,-0.0054,-0.0114,0.0003,15,25,80,-0.0347,negligible,0.0866,0.779,False,True,0.02,"Wilcoxon signed-rank, normal approximation",40,equivalent
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,flesch_reading_ease,reading ease,response,higher,120,53.4716,52.0187,-1.4529,-4.0186,1.0393,40,60,20,-0.0427,negligible,0.203,1.0,False,False,2.0,"Wilcoxon signed-rank, normal approximation",100,no detected change
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,flesch_kincaid_grade,grade level,response,lower,120,9.3976,9.9096,0.512,-0.0056,1.0548,48,52,20,0.0787,negligible,0.0763,0.763,False,False,0.5,"Wilcoxon signed-rank, normal approximation",100,no detected change
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,word_count,words,response,descriptive,120,32.95,35.2,2.25,0.2083,4.2337,0,0,120,0.0965,negligible,0.0266,,False,,,"Wilcoxon signed-rank, normal approximation",97,descriptive
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,sentence_count,sentences,response,descriptive,120,2.3667,2.3083,-0.0583,-0.1917,0.075,0,0,120,-0.0376,negligible,0.378,,False,,,"Wilcoxon signed-rank, normal approximation",50,descriptive
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,opening_words,opening sentence length,response,descriptive,120,12.0583,13.0667,1.0083,-0.2002,2.3085,0,0,120,0.0333,negligible,0.445,,False,,,"Wilcoxon signed-rank, normal approximation",60,descriptive
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,mean_words_per_sentence,words per sentence,response,descriptive,120,14.4764,15.7208,1.2444,0.2173,2.4025,0,0,120,0.1555,small,0.0328,,False,,,"Wilcoxon signed-rank, normal approximation",97,descriptive
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,estimated_tokens,estimated tokens,response,descriptive,120,43.9417,46.9667,3.025,0.2917,5.6671,0,0,120,0.0965,negligible,0.0253,,False,,,"Wilcoxon signed-rank, normal approximation",97,descriptive
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,estimated_spoken_seconds,estimated speech seconds,response,descriptive,120,13.18,14.08,0.9,0.0833,1.6935,0,0,120,0.0965,negligible,0.0269,,False,,,"Wilcoxon signed-rank, normal approximation",97,descriptive
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,lat_llm_prompt_eval,prompt evaluation (ms),runtime,lower,119,43.605,41.6218,-1.9832,-2.7479,-1.2941,75,34,10,-0.3102,small,4.33e-07,1.73e-06,True,True,5.0,"Wilcoxon signed-rank, normal approximation",109,improved
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,lat_llm_ttft,time to first token (ms),runtime,lower,119,877.6134,869.0924,-8.521,-20.9532,4.9414,65,54,0,-0.1147,negligible,0.194,0.452,False,True,50.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,1238.7395,1150.8824,-87.8571,-111.5996,-62.8097,91,28,0,-0.282,small,2.03e-10,1.42e-09,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,lat_llm_eval,generation time (ms),runtime,lower,119,1000.8908,773.4874,-227.4034,-278.8145,-179.8221,101,18,0,-0.4108,medium,8.91e-15,7.13e-14,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,221.8571,230.3193,8.4622,-3.6235,20.6401,54,64,1,0.0366,negligible,0.352,0.452,False,True,50.0,"Wilcoxon signed-rank, normal approximation",118,equivalent
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,lat_ttfa,time to first audio (ms),runtime,lower,119,1840.6891,1761.2437,-79.4454,-111.6227,-45.3882,89,30,0,-0.1062,negligible,1.37e-07,6.85e-07,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,improved
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,lat_tts_total,total synthesis (ms),runtime,lower,119,569.6387,595.7395,26.1008,-5.6926,57.763,52,67,0,0.0689,negligible,0.151,0.452,False,False,50.0,"Wilcoxon signed-rank, normal approximation",119,no detected change
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,8289.1681,8123.8235,-165.3445,-215.2569,-117.9103,89,30,0,-0.0672,negligible,4.81e-10,2.89e-09,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,improved
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,41.6739,57.1706,15.4966,15.2286,15.7824,119,0,0,1.0,large,2.9e-21,2.61e-20,True,False,5.0,"Wilcoxon signed-rank, normal approximation",119,improved
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7473.0,7474.1345,1.1345,-0.7653,3.1851,0,0,119,0.0007,negligible,0.125,,False,,,"Wilcoxon signed-rank, normal approximation",110,descriptive
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,375.7647,375.6471,-0.1176,-0.9582,0.6725,0,0,119,-0.004,negligible,0.644,,False,,,"Wilcoxon signed-rank, normal approximation",89,descriptive
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,361.1261,281.7899,-79.3361,-100.3284,-56.5712,0,0,119,-0.2856,small,4.91e-12,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,307.5042,307.5042,0.0,0.0,0.0,0,0,119,0.0,negligible,1.0,,False,,,Wilcoxon signed-rank (all differences zero),0,descriptive
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,llm_eval_tokens,generated tokens,runtime,descriptive,119,41.7563,44.437,2.6807,0.1174,5.0842,0,0,119,0.0911,negligible,0.0395,,False,,,"Wilcoxon signed-rank, normal approximation",95,descriptive
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,11963.3025,12696.6639,733.3613,-41.7233,1457.4511,0,0,119,0.0667,negligible,0.0819,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,check::answers_in_english,check: answers_in_english,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,0.975,1.0,0.025,0.0,0.0583,3,0,117,,n/a,0.25,1.0,False,,,"McNemar, exact binomial",3,no detected change
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.775,0.7583,-0.0167,-0.0583,0.025,2,4,114,,n/a,0.688,1.0,False,,,"McNemar, exact binomial",6,no detected change
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,check::non_empty,check: non_empty,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,check::not_truncated_at_token_cap,check: not_truncated_at_token_cap,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,check::opener_at_most_five_words,check: opener_at_most_five_words,adherence,higher,120,0.1417,0.15,0.0083,-0.0417,0.0667,6,5,109,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",11,no detected change
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,check::opener_ends_with_full_stop,check: opener_ends_with_full_stop,adherence,higher,120,0.9417,0.9333,-0.0083,-0.0333,0.0167,1,2,117,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",3,no detected change
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,check::response_is_complete,check: response_is_complete,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,check::spoken_duration_budget,check: spoken_duration_budget,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
10 llama3.1:8b-fp16 t0.7/s42,08 llama3.1:8b-q8_0 t0.7/s42,check::total_sentences_at_most_three,check: total_sentences_at_most_three,adherence,higher,120,0.975,1.0,0.025,0.0,0.0583,3,0,117,,n/a,0.25,1.0,False,,,"McNemar, exact binomial",3,no detected change
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,constraint_item_pass_strict,prompt adherence (item),adherence,higher,120,0.1417,0.2167,0.075,-0.0083,0.1583,17,8,95,,n/a,0.11,1.0,False,,,"McNemar, chi-square with continuity correction",25,no detected change
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,constraint_item_pass_loose,"prompt adherence, loose",adherence,higher,120,0.1417,0.2167,0.075,-0.0083,0.1583,17,8,95,,n/a,0.11,1.0,False,,,"McNemar, chi-square with continuity correction",25,no detected change
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,constraint_check_rate_strict,share of checks passed,adherence,higher,120,0.9033,0.9208,0.0175,0.0067,0.0275,27,9,84,0.1333,negligible,0.00179,0.0304,True,False,0.02,"Wilcoxon signed-rank, normal approximation",36,improved
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,constraint_check_rate_loose,"share of checks passed, loose",adherence,higher,120,0.905,0.9208,0.0158,0.0058,0.0258,26,9,85,0.1267,negligible,0.00309,0.0494,True,False,0.02,"Wilcoxon signed-rank, normal approximation",35,improved
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,request_coverage,coverage of recognized request,response,higher,120,0.4854,0.4708,-0.0147,-0.0569,0.033,51,63,6,-0.052,negligible,0.313,1.0,False,False,0.02,"Wilcoxon signed-rank, normal approximation",114,no detected change
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,intent_coverage,coverage of intended question,response,higher,120,0.3928,0.3931,0.0003,-0.038,0.043,50,44,26,0.0086,negligible,0.907,1.0,False,False,0.02,"Wilcoxon signed-rank, normal approximation",94,no detected change
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,echo_ratio,echo of the question,response,lower,120,0.1769,0.168,-0.0089,-0.0284,0.0109,65,49,6,-0.051,negligible,0.455,1.0,False,False,0.02,"Wilcoxon signed-rank, normal approximation",114,no detected change
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,answer_presence,reference answer present,response,higher,120,0.0917,0.05,-0.0417,-0.0833,0.0,1,6,113,,n/a,0.125,1.0,False,,,"McNemar, exact binomial",7,no detected change
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,reference_exact_match,exact match vs reference,response,higher,120,0.0,0.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,reference_token_f1,token F1 vs reference,response,higher,120,0.0317,0.0289,-0.0028,-0.0109,0.0046,24,21,75,0.0065,negligible,0.906,1.0,False,True,0.02,"Wilcoxon signed-rank, normal approximation",45,equivalent
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,reference_rouge_1,ROUGE-1 vs reference,response,higher,120,0.1748,0.1437,-0.0312,-0.0761,0.01,10,15,95,-0.0076,negligible,0.205,1.0,False,False,0.02,"Wilcoxon signed-rank, normal approximation",25,no detected change
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,reference_rouge_l,ROUGE-L vs reference,response,higher,120,0.0338,0.031,-0.0028,-0.0103,0.0048,23,22,75,0.0044,negligible,0.631,1.0,False,True,0.02,"Wilcoxon signed-rank, normal approximation",45,equivalent
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,flesch_reading_ease,reading ease,response,higher,120,53.4716,50.5579,-2.9137,-6.7601,0.8978,50,70,0,-0.0795,negligible,0.207,1.0,False,False,2.0,"Wilcoxon signed-rank, normal approximation",120,no detected change
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,flesch_kincaid_grade,grade level,response,lower,120,9.3976,9.8446,0.447,-0.3679,1.2508,55,65,0,0.0595,negligible,0.622,1.0,False,False,0.5,"Wilcoxon signed-rank, normal approximation",120,no detected change
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,word_count,words,response,descriptive,120,32.95,31.85,-1.1,-3.5756,1.3752,0,0,120,-0.0662,negligible,0.234,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,sentence_count,sentences,response,descriptive,120,2.3667,2.3333,-0.0333,-0.2,0.1333,0,0,120,-0.0182,negligible,0.686,,False,,,"Wilcoxon signed-rank, normal approximation",60,descriptive
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,opening_words,opening sentence length,response,descriptive,120,12.0583,11.6917,-0.3667,-2.3169,1.6502,0,0,120,-0.129,negligible,0.353,,False,,,"Wilcoxon signed-rank, normal approximation",106,descriptive
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,mean_words_per_sentence,words per sentence,response,descriptive,120,14.4764,14.6403,0.1639,-1.3049,1.7421,0,0,120,-0.058,negligible,0.363,,False,,,"Wilcoxon signed-rank, normal approximation",120,descriptive
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,estimated_tokens,estimated tokens,response,descriptive,120,43.9417,42.475,-1.4667,-4.7585,1.7921,0,0,120,-0.0652,negligible,0.219,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,estimated_spoken_seconds,estimated speech seconds,response,descriptive,120,13.18,12.74,-0.44,-1.4303,0.5501,0,0,120,-0.0662,negligible,0.23,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,lat_llm_prompt_eval,prompt evaluation (ms),runtime,lower,119,43.605,37.7311,-5.8739,-6.6809,-5.1849,111,7,1,-0.6913,large,5.79e-20,4.63e-19,True,False,5.0,"Wilcoxon signed-rank, normal approximation",118,improved
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,lat_llm_ttft,time to first token (ms),runtime,lower,119,877.6134,862.0756,-15.5378,-26.5305,-2.7887,68,51,0,-0.1665,small,0.0174,0.0521,False,True,50.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,1238.7395,1068.3529,-170.3866,-205.5059,-133.738,100,19,0,-0.5856,large,6.28e-14,3.14e-13,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,lat_llm_eval,generation time (ms),runtime,lower,119,1000.8908,581.2689,-419.6218,-481.5817,-362.5838,103,16,0,-0.7591,large,1.08e-18,7.55e-18,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,221.8571,208.3025,-13.5546,-33.6977,5.8208,65,52,2,-0.1145,negligible,0.139,0.278,False,True,50.0,"Wilcoxon signed-rank, normal approximation",117,equivalent
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,lat_ttfa,time to first audio (ms),runtime,lower,119,1840.6891,1656.6387,-184.0504,-236.7403,-130.7053,89,30,0,-0.263,small,1.23e-09,4.91e-09,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,improved
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,lat_tts_total,total synthesis (ms),runtime,lower,119,569.6387,555.3109,-14.3277,-54.6,24.3544,66,53,0,-0.033,negligible,0.339,0.339,False,True,50.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,8289.1681,7961.5546,-327.6134,-395.8504,-265.4597,98,21,0,-0.1364,negligible,4.68e-14,2.81e-13,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,improved
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,41.6739,70.0765,28.4025,27.9311,28.8858,119,0,0,1.0,large,2.91e-21,2.62e-20,True,False,5.0,"Wilcoxon signed-rank, normal approximation",119,improved
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7473.0,7471.4118,-1.5882,-3.8487,0.58,0,0,119,-0.0021,negligible,0.294,,False,,,"Wilcoxon signed-rank, normal approximation",111,descriptive
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,375.7647,375.6387,-0.1261,-0.9664,0.6557,0,0,119,-0.0035,negligible,0.663,,False,,,"Wilcoxon signed-rank, normal approximation",93,descriptive
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,361.1261,206.2773,-154.8487,-186.6691,-122.1996,0,0,119,-0.6099,large,6.93e-15,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,307.5042,307.5042,0.0,0.0,0.0,0,0,119,0.0,negligible,1.0,,False,,,Wilcoxon signed-rank (all differences zero),0,descriptive
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,llm_eval_tokens,generated tokens,runtime,descriptive,119,41.7563,40.8655,-0.8908,-3.8489,1.9582,0,0,119,-0.0463,negligible,0.394,,False,,,"Wilcoxon signed-rank, normal approximation",116,descriptive
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,11963.3025,11833.0672,-130.2353,-1028.7916,743.4076,0,0,119,-0.0049,negligible,0.586,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,check::answers_in_english,check: answers_in_english,adherence,higher,119,1.0,1.0,0.0,0.0,0.0,0,0,119,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,0.975,1.0,0.025,0.0,0.0583,3,0,117,,n/a,0.25,1.0,False,,,"McNemar, exact binomial",3,no detected change
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.775,0.8667,0.0917,0.025,0.1583,14,3,103,,n/a,0.0127,0.191,False,,,"McNemar, exact binomial",17,no detected change
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
10 llama3.1:8b-fp16 t0.7/s42,06 llama3.1:8b-q4_K_M t0.7/s42,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
