baseline,contrast,metric,label,family,direction,n_pairs,baseline_mean,contrast_mean,mean_difference,ci_low,ci_high,improved_items,degraded_items,unchanged_items,effect_size,effect_label,p_value,p_adjusted,significant,equivalent_within_margin,equivalence_margin,test_method,n_effective,verdict
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,934.8235,854.3025,-80.521,-95.9756,-64.7309,99,19,1,-0.5553,large,2.49e-15,1.49e-14,True,False,50.0,"Wilcoxon signed-rank, normal approximation",118,improved
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,lat_llm_eval,generation time (ms),runtime,lower,119,199.9496,182.5126,-17.437,-38.0966,0.6729,58,59,2,-0.0816,negligible,0.348,1.0,False,True,50.0,"Wilcoxon signed-rank, normal approximation",117,equivalent
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,215.0672,213.2101,-1.8571,-16.5141,12.4798,57,61,1,-0.0053,negligible,0.752,1.0,False,True,50.0,"Wilcoxon signed-rank, normal approximation",118,equivalent
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,lat_ttfa,time to first audio (ms),runtime,lower,119,1529.6303,2992.1681,1462.5378,1380.6082,1544.5164,0,119,0,0.7326,large,2.92e-21,2.62e-20,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,degraded
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,lat_tts_total,total synthesis (ms),runtime,lower,119,246.7143,234.7311,-11.9832,-36.6992,9.7397,60,59,0,-0.0214,negligible,0.787,1.0,False,True,50.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,7622.6723,8825.3445,1202.6723,1160.5349,1242.1519,0,119,0,0.4685,medium,2.92e-21,2.62e-20,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,degraded
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,88.1655,90.6588,2.4933,0.0983,5.0003,72,47,0,0.0916,negligible,0.0404,0.202,False,True,5.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7470.1429,7684.7731,214.6303,207.4857,222.0597,0,0,119,0.092,negligible,2.91e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,375.479,1919.9328,1544.4538,1466.1065,1625.8239,0,0,119,0.735,large,2.92e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,169.1849,159.2185,-9.9664,-21.8246,1.1113,0,0,119,-0.0715,negligible,0.374,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,326.5042,326.5126,0.0084,-0.1683,0.1933,0,0,119,-0.0042,negligible,0.934,,False,,,"Wilcoxon signed-rank, normal approximation",51,descriptive
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,llm_eval_tokens,generated tokens,runtime,descriptive,119,18.0924,16.8235,-1.2689,-3.2439,0.4542,0,0,119,-0.0436,negligible,0.593,,False,,,"Wilcoxon signed-rank, normal approximation",97,descriptive
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,4822.7983,4462.5378,-360.2605,-985.6616,161.1298,0,0,119,-0.0347,negligible,0.807,,False,,,"Wilcoxon signed-rank, normal approximation",118,descriptive
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,check::answers_in_english,check: answers_in_english,adherence,higher,82,0.9878,0.9878,0.0,-0.0366,0.0366,1,1,80,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",2,no detected change
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.9,0.9917,0.0917,0.0417,0.15,12,1,107,,n/a,0.00342,0.0581,False,,,"McNemar, exact binomial",13,no detected change
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,check::non_empty,check: non_empty,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,check::not_truncated_at_token_cap,check: not_truncated_at_token_cap,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,check::opener_at_most_five_words,check: opener_at_most_five_words,adherence,higher,120,0.125,0.1417,0.0167,-0.0417,0.0833,8,6,106,,n/a,0.791,1.0,False,,,"McNemar, exact binomial",14,no detected change
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,check::opener_ends_with_full_stop,check: opener_ends_with_full_stop,adherence,higher,120,0.8917,0.9417,0.05,-0.0083,0.1083,10,4,106,,n/a,0.18,1.0,False,,,"McNemar, exact binomial",14,no detected change
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,check::response_is_complete,check: response_is_complete,adherence,higher,120,0.9333,0.9417,0.0083,-0.0417,0.0583,5,4,111,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",9,no detected change
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,check::spoken_duration_budget,check: spoken_duration_budget,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
11 qwen2.5:1.5b-q4_K_M t0,30 qwen2.5:1.5b-q4_K_M t0,check::total_sentences_at_most_three,check: total_sentences_at_most_three,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
