====================================================================================================
                        LLM RESPONSE EVALUATION REPORT
====================================================================================================
Generated on           : 2026-08-15 23:57:48
Run label              : 09 llama3.1:8b-fp16 t0
Transcripts            : ..\results\text-only\09-llama3_1_8b_instruct_fp16-t0_0-vosk_cpu\20260815_132601\transcripts.yaml
Run directory          : ..\results\text-only\09-llama3_1_8b_instruct_fp16-t0_0-vosk_cpu\20260815_132601
System prompt          : ..\results\text-only\09-llama3_1_8b_instruct_fp16-t0_0-vosk_cpu\20260815_132601\system_prompt.txt
Constraint spec        : short_opener_en (C:\Workspace\etap\etap-speech-assistant-main\evaluation\rubrics\constraints_short_opener.yaml)
Rubric                 : (judge tier not run)
Items evaluated        : 120

Generating configuration (from config_used.yaml):
  ollama_model        : llama3.1:8b-instruct-fp16
  llm_temperature     : 0
  llm_seed            : None
  llm_max_tokens      : 150
  stt_engine          : vosk
  tts_engine          : piper
  mode                : cpu

Tiers executed:
  tier 0 constraints and readability: 15 checks from short_opener_en, token cap 150
  input fidelity (recognizer)       : reference text for 120/120 item(s), corpus WER 0.350 (425/1215 words); strata: mild 66, severe 37, clean 17
  tier 1 relevance                  : IDF over 120 items, reference measures for 120 item(s) from metadata.csv (32 marked unanswerable in the source, scored against a plausible answer)
  runtime cost                      : 119/120 item(s) timed from latency_log_20260815_132601.csv, 1 warm-up item(s) excluded (00004)
  tier 2 audit atoms                : deterministic extraction (always on)
  tier 2 self-consistency           : off (selfcheck_samples = 0)
  tier 2 atomic factual precision   : off (fact_precision not set)
  tier 3 rubric grading             : off (no judge model)
  tier 4 reliability and calibration: off (no human annotations)

Acceptance policy (predeclare this before measurement):
  min_quality_composite       : 3.5
  min_safety_score            : 4.0
  require_constraint_pass     : True
  strict_constraints          : True
====================================================================================================

1. PER-ITEM SCORES
====================================================================================================
Item      	Category                  	   WER	 Adher	  Chk%	 Words	    FRE	 Cover	 CovOri	  E2E ms	 Incon	  Fact	  Qual	  Safe	 Accept
00089     	unspecified               	  0.10	  FAIL	    90	    33	   32.3	  0.50	   0.49	    7493	     -	     -	     -	     -	     NO
00093     	unspecified               	  0.80	  FAIL	    90	    17	   88.7	  0.60	   0.29	    5290	     -	     -	     -	     -	     NO
00100     	unspecified               	  0.43	  FAIL	    90	    27	   92.9	  0.73	   1.00	    6675	     -	     -	     -	     -	     NO
00113     	unspecified               	  0.08	  FAIL	    90	    31	   62.6	  0.33	   0.33	    8013	     -	     -	     -	     -	     NO
00118     	unspecified               	  0.27	  FAIL	    90	    36	   59.3	  0.84	   0.54	    8437	     -	     -	     -	     -	     NO
00124     	unspecified               	  0.11	  FAIL	    90	    23	   55.4	  0.60	   0.62	    6694	     -	     -	     -	     -	     NO
00130     	unspecified               	  3.60	  FAIL	    90	    42	   63.7	  0.61	   0.00	   10131	     -	     -	     -	     -	     NO
00149     	unspecified               	  0.35	  FAIL	    90	    72	   49.7	  0.47	   0.55	    9186	     -	     -	     -	     -	     NO
00170     	unspecified               	  0.33	  FAIL	    90	    30	   -3.0	  0.51	   1.00	    7495	     -	     -	     -	     -	     NO
00178     	unspecified               	  0.11	  FAIL	    90	    31	   49.2	  0.55	   0.71	    8857	     -	     -	     -	     -	     NO
00181     	unspecified               	  0.07	  FAIL	    90	    32	   42.5	  0.47	   0.74	   11349	     -	     -	     -	     -	     NO
00197     	unspecified               	  0.17	  FAIL	    90	    32	   13.5	  0.21	   0.19	   10643	     -	     -	     -	     -	     NO
00201     	unspecified               	  0.42	  FAIL	    90	    57	   59.9	  0.30	   0.15	    8873	     -	     -	     -	     -	     NO
00206     	unspecified               	  0.20	  FAIL	    90	    21	   59.2	  1.00	   0.66	    5826	     -	     -	     -	     -	     NO
00208     	unspecified               	  0.33	  FAIL	    90	    24	   60.7	  0.59	   0.51	    7357	     -	     -	     -	     -	     NO
00211     	unspecified               	  0.08	  FAIL	    90	    28	   44.6	  0.09	   0.09	   10982	     -	     -	     -	     -	     NO
00233     	unspecified               	  0.12	  FAIL	    90	    44	   51.8	  0.72	   0.72	    7212	     -	     -	     -	     -	     NO
00236     	unspecified               	  0.14	  FAIL	    90	    26	   60.2	  0.15	   0.15	    8800	     -	     -	     -	     -	     NO
00244     	unspecified               	  0.00	  FAIL	    90	    37	   57.7	  0.71	   0.71	    8836	     -	     -	     -	     -	     NO
00245     	unspecified               	  0.22	  FAIL	    90	    19	   90.3	  0.38	   0.15	    7126	     -	     -	     -	     -	     NO
00259     	unspecified               	  0.00	  FAIL	    90	    26	   79.8	  0.83	   0.83	    7546	     -	     -	     -	     -	     NO
00261     	unspecified               	  0.15	  FAIL	    90	    56	   64.0	  0.83	   0.83	    8478	     -	     -	     -	     -	     NO
00266     	unspecified               	  0.29	  FAIL	    80	    13	   83.0	  0.10	   0.00	   11238	     -	     -	     -	     -	     NO
00267     	unspecified               	  0.29	  FAIL	    90	    20	   69.8	  1.00	   0.45	    6392	     -	     -	     -	     -	     NO
00271     	unspecified               	  0.33	  FAIL	    90	    60	   52.6	  0.36	   0.29	    9092	     -	     -	     -	     -	     NO
00290     	unspecified               	  0.33	  FAIL	    90	    23	   66.4	  0.30	   0.30	    5969	     -	     -	     -	     -	     NO
00298     	unspecified               	  0.00	  PASS	   100	    34	   41.1	  1.00	   1.00	    6325	     -	     -	     -	     -	    yes
00305     	unspecified               	  0.92	  FAIL	    90	    31	   51.9	  0.37	   0.00	    8339	     -	     -	     -	     -	     NO
00311     	unspecified               	  0.69	  FAIL	    90	    65	   54.7	  0.39	   0.27	   11049	     -	     -	     -	     -	     NO
00325     	unspecified               	  0.10	  FAIL	    90	    25	   65.6	  0.52	   0.25	    8507	     -	     -	     -	     -	     NO
00326     	unspecified               	  0.42	  FAIL	    80	    17	   75.1	  0.13	   0.18	    9260	     -	     -	     -	     -	     NO
00327     	unspecified               	  0.25	  FAIL	    90	    28	   30.4	  1.00	   0.65	    7460	     -	     -	     -	     -	     NO
00335     	unspecified               	  1.17	  PASS	   100	    27	   42.7	  0.50	   0.00	    7609	     -	     -	     -	     -	    yes
00352     	unspecified               	  1.00	  FAIL	    90	    28	   71.8	  0.47	   0.00	   10106	     -	     -	     -	     -	     NO
00357     	unspecified               	  0.43	  FAIL	    90	    30	   61.9	  0.76	   0.71	    6806	     -	     -	     -	     -	     NO
00366     	unspecified               	  0.55	  FAIL	    90	    33	   31.1	  0.26	   0.26	   10688	     -	     -	     -	     -	     NO
00369     	unspecified               	  0.42	  FAIL	    90	    40	   47.0	  0.17	   0.00	    8480	     -	     -	     -	     -	     NO
00382     	unspecified               	  0.38	  FAIL	    90	    26	   74.4	  0.53	   0.32	    6961	     -	     -	     -	     -	     NO
00389     	unspecified               	  1.20	  FAIL	    90	    23	   55.4	  0.51	   0.00	    8086	     -	     -	     -	     -	     NO
00394     	unspecified               	  0.20	  FAIL	    90	    22	   72.6	  0.86	   0.70	    6675	     -	     -	     -	     -	     NO
00406     	unspecified               	  0.08	  PASS	   100	    31	   29.9	  0.40	   0.34	    8306	     -	     -	     -	     -	    yes
00417     	unspecified               	  0.20	  FAIL	    90	    26	   56.8	  0.23	   0.39	   10263	     -	     -	     -	     -	     NO
00422     	unspecified               	  0.05	  FAIL	    90	    48	   37.3	  0.31	   0.31	   11709	     -	     -	     -	     -	     NO
00425     	unspecified               	  0.00	  PASS	   100	    29	   22.9	  0.52	   0.52	    7565	     -	     -	     -	     -	    yes
00432     	unspecified               	  0.17	  FAIL	    90	    44	   57.4	  0.47	   1.00	   10012	     -	     -	     -	     -	     NO
00433     	unspecified               	  0.90	  FAIL	    90	    40	   55.8	  0.75	   0.00	    7145	     -	     -	     -	     -	     NO
00441     	unspecified               	  0.17	  FAIL	    90	    18	   24.1	  0.68	   0.68	    6013	     -	     -	     -	     -	     NO
00443     	unspecified               	  0.57	  FAIL	    90	    17	   88.7	  0.17	   0.17	    6602	     -	     -	     -	     -	     NO
00444     	unspecified               	  0.00	  PASS	   100	    37	   32.0	  1.00	   1.00	    6134	     -	     -	     -	     -	    yes
00452     	unspecified               	  0.69	  FAIL	    90	    25	   38.5	  0.26	   0.19	   11443	     -	     -	     -	     -	     NO
00455     	unspecified               	  1.22	  FAIL	    90	    25	   52.0	  0.38	   0.00	    9356	     -	     -	     -	     -	     NO
00457     	unspecified               	  0.83	  FAIL	    80	    16	   63.7	  0.51	   0.00	    7068	     -	     -	     -	     -	     NO
00460     	unspecified               	  0.30	  FAIL	    90	    30	   78.8	  0.40	   0.49	    6543	     -	     -	     -	     -	     NO
00474     	unspecified               	  0.50	  FAIL	    90	    21	   67.3	  0.55	   0.51	    7284	     -	     -	     -	     -	     NO
00475     	unspecified               	  0.44	  FAIL	    90	    40	   15.6	  0.67	   1.00	    8562	     -	     -	     -	     -	     NO
00476     	unspecified               	  0.00	  PASS	   100	    25	   46.1	  0.24	   0.24	    6375	     -	     -	     -	     -	    yes
00481     	unspecified               	  0.14	  PASS	   100	    17	   68.8	  0.73	   0.50	    7189	     -	     -	     -	     -	    yes
00484     	unspecified               	  0.30	  FAIL	    90	    42	   38.5	  0.45	   0.16	    8586	     -	     -	     -	     -	     NO
00496     	unspecified               	  0.33	  FAIL	    90	    19	   63.6	  0.65	   0.30	    7015	     -	     -	     -	     -	     NO
00497     	unspecified               	  0.14	  FAIL	    90	    47	   37.2	  0.64	   0.64	    7475	     -	     -	     -	     -	     NO
00498     	unspecified               	  0.33	  FAIL	    90	    41	   65.0	  0.51	   0.50	    8570	     -	     -	     -	     -	     NO
00500     	unspecified               	  0.00	  FAIL	    90	    30	   78.8	  0.64	   0.64	   10052	     -	     -	     -	     -	     NO
00501     	unspecified               	  0.33	  FAIL	    90	    38	   38.4	  0.70	   0.66	   10591	     -	     -	     -	     -	     NO
00503     	unspecified               	  0.42	  FAIL	    90	    41	   63.0	  0.63	   0.23	    8574	     -	     -	     -	     -	     NO
00507     	unspecified               	  0.17	  FAIL	    90	    26	   73.1	  0.81	   0.62	    7381	     -	     -	     -	     -	     NO
00521     	unspecified               	  0.30	  FAIL	    90	    18	   94.3	  0.63	   0.29	    6773	     -	     -	     -	     -	     NO
00524     	unspecified               	  0.15	  FAIL	    90	    37	   57.7	  0.29	   0.13	    8918	     -	     -	     -	     -	     NO
00531     	unspecified               	  0.20	  FAIL	    90	    23	   37.0	  0.09	   0.10	    8064	     -	     -	     -	     -	     NO
00532     	unspecified               	  0.27	  FAIL	    90	    54	   27.2	  0.77	   0.77	    9290	     -	     -	     -	     -	     NO
00533     	unspecified               	  0.22	  PASS	   100	    25	   -2.1	  0.25	   0.21	    8318	     -	     -	     -	     -	    yes
00546     	unspecified               	  0.33	  FAIL	    90	    24	   29.0	  0.32	   0.28	    7175	     -	     -	     -	     -	     NO
00554     	unspecified               	  0.30	  FAIL	    90	    36	   33.5	  0.80	   0.58	    7333	     -	     -	     -	     -	     NO
00571     	unspecified               	  0.06	  FAIL	    90	    24	   14.9	  0.34	   0.34	    9994	     -	     -	     -	     -	     NO
00573     	unspecified               	  0.54	  FAIL	    90	    29	   75.4	  0.24	   0.00	   10145	     -	     -	     -	     -	     NO
00582     	unspecified               	  0.33	  FAIL	    90	    18	   66.1	  0.77	   0.49	    6896	     -	     -	     -	     -	     NO
00594     	unspecified               	  0.33	  FAIL	    80	    20	   55.4	  0.66	   0.35	    7351	     -	     -	     -	     -	     NO
00612     	unspecified               	  1.20	  FAIL	    90	    49	   45.6	  0.12	   0.00	   10952	     -	     -	     -	     -	     NO
00616     	unspecified               	  0.00	  FAIL	    90	    31	   24.6	  1.00	   1.00	    7689	     -	     -	     -	     -	     NO
00626     	unspecified               	  0.33	  FAIL	    90	    25	   45.2	  0.70	   0.70	    5834	     -	     -	     -	     -	     NO
00628     	unspecified               	  0.27	  FAIL	    90	    19	   63.6	  0.31	   0.31	    9278	     -	     -	     -	     -	     NO
00639     	unspecified               	  0.43	  FAIL	    90	    34	   77.6	  0.62	   0.50	    7971	     -	     -	     -	     -	     NO
00640     	unspecified               	  0.08	  FAIL	    90	    30	   61.9	  1.00	   1.00	    7634	     -	     -	     -	     -	     NO
00643     	unspecified               	  1.50	  FAIL	    90	    31	   68.3	  0.79	   0.00	    8713	     -	     -	     -	     -	     NO
00653     	unspecified               	  0.18	  FAIL	    90	    65	   49.5	  0.41	   0.48	    9265	     -	     -	     -	     -	     NO
00656     	unspecified               	  0.00	  FAIL	    90	    35	   48.9	  0.51	   0.51	   10780	     -	     -	     -	     -	     NO
00657     	unspecified               	  0.91	  FAIL	    90	    24	   11.4	  0.52	   0.00	    9197	     -	     -	     -	     -	     NO
00669     	unspecified               	  0.08	  FAIL	    90	    39	   85.2	  0.91	   0.91	    9403	     -	     -	     -	     -	     NO
00670     	unspecified               	  0.06	  FAIL	    90	    25	   38.5	  0.19	   0.10	    8749	     -	     -	     -	     -	     NO
00673     	unspecified               	  0.29	  FAIL	    90	    23	   66.4	  0.00	   0.42	   10503	     -	     -	     -	     -	     NO
00686     	unspecified               	  0.00	  FAIL	    90	    46	   12.9	  0.56	   0.56	    8519	     -	     -	     -	     -	     NO
00692     	unspecified               	  0.14	  FAIL	    90	    35	   64.5	  0.77	   0.77	    7299	     -	     -	     -	     -	     NO
00714     	unspecified               	  0.10	  FAIL	    90	    33	   44.0	  0.12	   0.12	    8733	     -	     -	     -	     -	     NO
00737     	unspecified               	  1.00	  FAIL	    90	    25	   31.7	  0.40	   0.00	    8273	     -	     -	     -	     -	     NO
00739     	unspecified               	  1.11	  FAIL	    90	    42	   53.6	  0.15	   0.00	    9065	     -	     -	     -	     -	     NO
00744     	unspecified               	  1.00	  FAIL	    80	    17	   75.1	  0.21	   0.00	    9082	     -	     -	     -	     -	     NO
00758     	unspecified               	  0.00	  FAIL	    90	    45	   65.6	  0.34	   0.34	    6744	     -	     -	     -	     -	     NO
00778     	unspecified               	  0.43	  FAIL	    90	    21	   79.3	  0.32	   0.00	    7017	     -	     -	     -	     -	     NO
00785     	unspecified               	  0.00	  FAIL	    90	    27	   55.3	  0.56	   0.56	    7753	     -	     -	     -	     -	     NO
00794     	unspecified               	  0.25	  FAIL	    90	    46	   47.8	  0.00	   0.00	    9664	     -	     -	     -	     -	     NO
00801     	unspecified               	  0.30	  FAIL	    90	    17	   53.9	  0.00	   0.00	    7070	     -	     -	     -	     -	     NO
00819     	unspecified               	  0.43	  FAIL	    90	    21	   75.3	  0.62	   0.25	    6590	     -	     -	     -	     -	     NO
00822     	unspecified               	  0.29	  FAIL	    90	    35	   35.5	  0.44	   0.00	    7465	     -	     -	     -	     -	     NO
00827     	unspecified               	  0.00	  FAIL	    90	    41	   56.0	  0.79	   0.79	    8341	     -	     -	     -	     -	     NO
00828     	unspecified               	  1.10	  FAIL	    90	    44	   51.6	  0.51	   0.00	    8095	     -	     -	     -	     -	     NO
00830     	unspecified               	  0.14	  FAIL	    80	    25	   36.0	  0.59	   0.75	    7205	     -	     -	     -	     -	     NO
----------------------------------------------------------------------------------------------------
WER = word error rate of the recognized utterance against the reference utterance, a
property of the recognizer rather than of the model. Adher = all hard prompt constraints
satisfied as generated (item level, strict). Chk% = share of hard constraints satisfied.
FRE = Flesch Reading Ease. Cover = coverage of the recognized request, CovOri = coverage of
the reference utterance. E2E ms = wall-clock span of the whole item, recording included. Incon =
self-consistency inconsistency (higher is worse). Fact = supported share of atomic claims.
Qual = weighted rubric composite (1-5). Safe = worst safety dimension (1-5). '-' means the
tier producing that column did not run.
====================================================================================================

2. CONSTRAINT PASS RATES (IFEval-style, Zhou et al., 2023)
====================================================================================================
Check id                          	  Strict %	   Loose %	   Delta
----------------------------------------------------------------------------------------------------
opener_at_most_five_words         	       8.3	       8.3	     0.0
no_follow_up_question             	      74.2	      74.2	     0.0
opener_ends_with_full_stop        	      95.0	      95.0	     0.0
non_empty                         	     100.0	     100.0	     0.0
at_most_two_detail_sentences      	     100.0	     100.0	     0.0
total_sentences_at_most_three     	     100.0	     100.0	     0.0
answers_in_english                	     100.0	     100.0	     0.0
no_simulated_dialogue             	     100.0	     100.0	     0.0
response_is_complete              	     100.0	     100.0	     0.0
not_truncated_at_token_cap        	     100.0	     100.0	     0.0
brief_enough_for_speech           	     100.0	     100.0	     0.0
spoken_duration_budget            	     100.0	     100.0	     0.0
no_markup_in_spoken_text          	     100.0	     100.0	     0.0
----------------------------------------------------------------------------------------------------
ITEM LEVEL (all hard checks)      	       8.3	       8.3	     0.0

Rates are over the items where the check applied; a check with nothing to verify for an
item is excluded rather than counted as a pass. Delta is the share of items that violate
the constraint only in formatting: a large delta points at output formatting, a delta near
zero means the instruction itself was not followed. Report the item-level figure as the
headline adherence rate.
====================================================================================================

3. INPUT QUALITY (recognizer against the reference utterance)
====================================================================================================
Word error rate over items: median 0.273, mean 0.372, max 3.600

Input stratum 	   n	    WER	  Adher %	 Cover(stt)	 Cover(ori)	  Words	   E2E ms
----------------------------------------------------------------------------------------------------
clean         	  17	  0.000	     23.5	      0.635	      0.635	   34.0	     7655
mild          	  66	  0.200	      7.6	      0.500	      0.485	   28.0	     8064
severe        	  37	  0.692	      2.7	      0.471	      0.000	   28.0	     8562
----------------------------------------------------------------------------------------------------
Strata are defined on the word error rate of the item: clean = transcribed exactly,
severe = more than a third of the reference words lost or altered. These figures are a
property of the recognizer and the audio, identical in every run over the same recordings,
so they bound what the language model could have answered rather than describing it.

Cover(stt) is coverage of the recognized request, which is all the model received.
Cover(ori) is coverage of what the speaker actually asked. The gap between them is the
cost the recognizer imposed on the interaction, and it belongs to the recognizer.

Compare a column down the strata of one run with caution, and across runs freely. A correct
answer to a closed question repeats none of it -- "In what years was the Great Famine?"
answered "1918-1921." scores zero coverage -- so a stratum holding more such questions
shows lower coverage for reasons that have nothing to do with the model. Prompt adherence
carries no such artefact and is the column to read down this table.
====================================================================================================

4. RUNTIME COST PER STAGE (from the run's latency log)
====================================================================================================
Stage                   	   n	   Median	       Q1	       Q3	      P90	      P95	      Max
----------------------------------------------------------------------------------------------------
stt                     	 119	     7225	     6480	     8231	     9556	    10121	    11195
stt_endpoint_delay      	 119	      934	      822	     1012	     1091	     1120	     1299
llm_prompt_eval         	 119	       46	       41	       47	       49	       50	      111
llm_ttft                	 119	      868	      838	      918	      946	      959	     1035
llm_first_chunk_fill    	 119	      336	      257	      555	      674	      738	      832
llm_ttfc                	 119	     1239	     1126	     1436	     1541	     1600	     1667
tts_first_chunk         	 119	      220	      162	      325	      363	      396	      492
ttfa                    	 119	     2379	     2068	     2693	     2864	     2941	     3146
llm_eval                	 119	      886	      726	     1174	     1384	     1592	     2065
tts_total               	 119	      527	      416	      663	      804	      857	     1017
e2e_response_ready      	 119	     8095	     7203	     9192	    10521	    10955	    11709
----------------------------------------------------------------------------------------------------
generation throughput (tok/s)   : median 41.7   mean 41.6
generated tokens                : median 37.0   mean 39.7
prompt tokens                   : median 307.0   mean 307.5
synthesized audio (ms)          : median 10762.0   mean 11345.6

Resource use (run medians):
  cpu_percent         : 8.9
  gpu_mem_used_mb     : 14930.0
  gpu_util_percent    : 48.9
  llm_model_vram_mb   : 14552.0
  llm_rss_mb          : 1591.3
  llm_vram_mb         : 14930.0
  ram_percent         : 5.0
  rss_mb              : 618.2

All values are milliseconds unless stated. The median is the headline figure and the 95th
percentile the one a user notices, since an assistant is judged by the answers that arrive
late (Dean and Barroso, 2013). Timings are wall-clock on a shared host: they compare runs
measured under the same conditions and are not portable hardware benchmarks.

The stages overlap and are not all measured from the same instant, so they do not add up.
`stt` is the recording arriving at speaking pace, which on file input is the length of the
audio rather than a cost of recognition. `ttfa` runs from the speaker stopping to the first
audio out and is the delay a user actually waits through. `e2e_response_ready` spans the whole
item including that recording, so it is dominated by how long the person spoke and moves
little between models.
====================================================================================================

5. DESCRIPTIVE MEASURES
====================================================================================================
Metric                          	   n	     Mean	       SD	   Median	      Min	      Max	               95% CI
----------------------------------------------------------------------------------------------------
word_count                      	 120	   31.617	   11.604	   29.500	   13.000	   72.000	     [29.575, 33.700]
sentence_count                  	 120	    2.183	    0.580	    2.000	    1.000	    3.000	       [2.075, 2.292]
opening_words                   	 120	   14.000	    8.467	   11.500	    3.000	   38.000	     [12.525, 15.542]
mean_words_per_sentence         	 120	   14.796	    4.603	   14.000	    8.333	   33.000	     [13.974, 15.661]
estimated_tokens                	 120	   42.142	   15.402	   39.500	   17.000	   96.000	     [39.425, 44.917]
estimated_spoken_seconds        	 120	   12.647	    4.641	   11.800	    5.200	   28.800	     [11.830, 13.480]
flesch_reading_ease             	 120	   54.038	   20.134	   55.620	   -2.970	   94.300	     [50.398, 57.568]
flesch_kincaid_grade            	 120	    9.398	    3.293	    9.495	    2.340	   17.400	      [8.816, 10.010]
request_coverage                	 120	    0.497	    0.255	    0.509	    0.000	    1.000	       [0.452, 0.543]
echo_ratio                      	 120	    0.195	    0.114	    0.179	    0.000	    0.500	       [0.175, 0.215]
intent_coverage                 	 120	    0.392	    0.308	    0.338	    0.000	    1.000	       [0.336, 0.447]
coverage_intent_gap             	 120	   -0.106	    0.229	   -0.008	   -0.794	    0.527	     [-0.147, -0.066]
answer_presence                 	 120	    0.075	    0.265	    0.000	    0.000	    1.000	       [0.033, 0.125]
reference_exact_match           	 120	    0.000	    0.000	    0.000	    0.000	    0.000	       [0.000, 0.000]
reference_token_f1              	 120	    0.028	    0.051	    0.000	    0.000	    0.286	       [0.019, 0.037]
reference_rouge_1               	 120	    0.152	    0.292	    0.000	    0.000	    1.000	       [0.102, 0.207]
reference_rouge_l               	 120	    0.030	    0.053	    0.000	    0.000	    0.310	       [0.021, 0.040]
stt_wer                         	 120	    0.372	    0.454	    0.273	    0.000	    3.600	       [0.299, 0.464]
stt_cer                         	 120	    0.244	    0.323	    0.127	    0.000	    1.923	       [0.190, 0.305]
stt_content_recall              	 120	    0.680	    0.323	    0.750	    0.000	    1.000	       [0.619, 0.737]
lat_stt                         	 119	 7472.286	 1403.574	 7225.000	 4599.000	11195.000	 [7225.677, 7726.823]
lat_stt_endpoint_delay          	 119	  375.639	 1431.616	  934.000	-6768.000	 1299.000	   [109.438, 611.896]
lat_llm_prompt_eval             	 119	   46.555	   11.746	   46.000	   32.000	  111.000	     [44.664, 48.807]
lat_llm_ttft                    	 119	  875.252	   57.717	  868.000	  715.000	 1035.000	   [864.680, 885.505]
lat_llm_first_chunk_fill        	 119	  403.109	  184.914	  336.000	  145.000	  832.000	   [371.553, 436.718]
lat_llm_ttfc                    	 119	 1278.361	  185.419	 1239.000	  935.000	 1667.000	 [1245.855, 1312.095]
lat_tts_first_chunk             	 119	  243.000	   91.381	  220.000	   99.000	  492.000	   [227.176, 259.177]
lat_ttfa                        	 119	 1901.378	 1450.429	 2379.000	-5027.000	 3146.000	 [1634.620, 2140.910]
lat_llm_eval                    	 119	  953.445	  324.664	  886.000	  477.000	 2065.000	  [898.231, 1012.071]
lat_tts_total                   	 119	  544.882	  178.892	  527.000	  205.000	 1017.000	   [513.193, 576.447]
lat_e2e_response_ready          	 119	 8268.882	 1442.137	 8095.000	 5290.000	11709.000	 [8012.472, 8521.274]
llm_prompt_tokens               	 119	  307.504	    4.008	  307.000	  301.000	  320.000	   [306.807, 308.227]
llm_eval_tokens                 	 119	   39.748	   13.670	   37.000	   20.000	   87.000	     [37.420, 42.235]
llm_tokens_per_sec              	 119	   41.617	    0.934	   41.700	   38.800	   44.200	     [41.453, 41.788]
tts_audio_ms                    	 119	11345.605	 4407.726	10762.000	 4028.000	22929.000	[10559.594, 12131.889]
----------------------------------------------------------------------------------------------------
Intervals are percentile bootstrap intervals for the mean (Efron and Tibshirani, 1993),
omitted below three observations.
====================================================================================================

6. PER-ITEM DETAIL AND AUDIT TRAIL
====================================================================================================
[00004] category=unspecified  accepted=NO
  user     : now what does the name of the campus tv station
  response : I'm not aware of that information. Can you please tell me which university's campus TV
             station you are referring to?
  constraint violations:
    - opener_at_most_five_words: observed 6 words: I'm not aware of that information. | required first sentence <= 5 words
    ~ advisory no_follow_up_question: 1 question marks
