====================================================================================================
                        LLM RESPONSE EVALUATION REPORT
====================================================================================================
Generated on           : 2026-08-15 23:57:53
Run label              : 14 qwen2.5:3b-q4_K_M t0.7/s42
Transcripts            : ..\results\text-only\14-qwen2_5_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu\20260815_144739\transcripts.yaml
Run directory          : ..\results\text-only\14-qwen2_5_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu\20260815_144739
System prompt          : ..\results\text-only\14-qwen2_5_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu\20260815_144739\system_prompt.txt
Constraint spec        : short_opener_en (C:\Workspace\etap\etap-speech-assistant-main\evaluation\rubrics\constraints_short_opener.yaml)
Rubric                 : (judge tier not run)
Items evaluated        : 120

Generating configuration (from config_used.yaml):
  ollama_model        : qwen2.5:3b-instruct-q4_K_M
  llm_temperature     : 0.7
  llm_seed            : 42
  llm_max_tokens      : 150
  stt_engine          : vosk
  tts_engine          : piper
  mode                : cpu

Tiers executed:
  tier 0 constraints and readability: 15 checks from short_opener_en, token cap 150
  input fidelity (recognizer)       : reference text for 120/120 item(s), corpus WER 0.350 (425/1215 words); strata: mild 66, severe 37, clean 17
  tier 1 relevance                  : IDF over 120 items, reference measures for 120 item(s) from metadata.csv (32 marked unanswerable in the source, scored against a plausible answer)
  runtime cost                      : 119/120 item(s) timed from latency_log_20260815_144739.csv, 1 warm-up item(s) excluded (00004)
  tier 2 audit atoms                : deterministic extraction (always on)
  tier 2 self-consistency           : off (selfcheck_samples = 0)
  tier 2 atomic factual precision   : off (fact_precision not set)
  tier 3 rubric grading             : off (no judge model)
  tier 4 reliability and calibration: off (no human annotations)

Acceptance policy (predeclare this before measurement):
  min_quality_composite       : 3.5
  min_safety_score            : 4.0
  require_constraint_pass     : True
  strict_constraints          : True
====================================================================================================

1. PER-ITEM SCORES
====================================================================================================
Item      	Category                  	   WER	 Adher	  Chk%	 Words	    FRE	 Cover	 CovOri	  E2E ms	 Incon	  Fact	  Qual	  Safe	 Accept
00178     	unspecified               	  0.11	  FAIL	    90	    15	   67.5	  0.56	   0.41	    8011	     -	     -	     -	     -	     NO
00181     	unspecified               	  0.07	  FAIL	    90	    20	   51.2	  0.34	   0.43	   10588	     -	     -	     -	     -	     NO
00197     	unspecified               	  0.17	  FAIL	    90	    27	   70.9	  0.10	   0.00	   10132	     -	     -	     -	     -	     NO
00201     	unspecified               	  0.42	  FAIL	    90	    22	   88.0	  0.15	   0.00	    7624	     -	     -	     -	     -	     NO
00206     	unspecified               	  0.20	  FAIL	    90	    27	   29.0	  1.00	   0.66	    5611	     -	     -	     -	     -	     NO
00208     	unspecified               	  0.33	  FAIL	    90	    11	   72.6	  0.58	   0.50	    6677	     -	     -	     -	     -	     NO
00211     	unspecified               	  0.08	  FAIL	    90	    13	   57.0	  0.69	   0.69	   10199	     -	     -	     -	     -	     NO
00233     	unspecified               	  0.12	  FAIL	    90	    14	   95.9	  0.72	   0.72	    5824	     -	     -	     -	     -	     NO
00236     	unspecified               	  0.14	  FAIL	    90	    18	   70.8	  0.00	   0.00	    8282	     -	     -	     -	     -	     NO
00244     	unspecified               	  0.00	  FAIL	    90	    10	   78.2	  0.71	   0.71	    7724	     -	     -	     -	     -	     NO
00245     	unspecified               	  0.22	  FAIL	    90	    20	   65.6	  0.21	   0.21	    6788	     -	     -	     -	     -	     NO
00259     	unspecified               	  0.00	  FAIL	    90	    19	   49.5	  1.00	   1.00	    6803	     -	     -	     -	     -	     NO
00261     	unspecified               	  0.15	  FAIL	    90	    16	   74.3	  1.00	   0.83	    7005	     -	     -	     -	     -	     NO
00266     	unspecified               	  0.29	  FAIL	    90	    18	   70.8	  0.00	   0.00	   11226	     -	     -	     -	     -	     NO
00267     	unspecified               	  0.29	  FAIL	    90	    22	   64.9	  0.33	   0.24	    6259	     -	     -	     -	     -	     NO
00271     	unspecified               	  0.33	  FAIL	    90	    13	   37.5	  1.00	   0.82	    8344	     -	     -	     -	     -	     NO
00290     	unspecified               	  0.33	  FAIL	    90	    17	   78.8	  0.59	   0.59	    5402	     -	     -	     -	     -	     NO
00298     	unspecified               	  0.00	  FAIL	    90	    24	   53.7	  1.00	   1.00	    5783	     -	     -	     -	     -	     NO
00305     	unspecified               	  0.92	  FAIL	    90	    11	   34.2	  0.37	   0.00	    7376	     -	     -	     -	     -	     NO
00311     	unspecified               	  0.69	  FAIL	    90	    52	   91.6	  0.14	   0.10	   10082	     -	     -	     -	     -	     NO
00325     	unspecified               	  0.10	  FAIL	    90	    14	   84.9	  0.00	   0.00	    8196	     -	     -	     -	     -	     NO
00326     	unspecified               	  0.42	  FAIL	    90	    21	   39.1	  0.14	   0.19	    9255	     -	     -	     -	     -	     NO
00327     	unspecified               	  0.25	  FAIL	    90	     9	   66.1	  1.00	   0.65	    6717	     -	     -	     -	     -	     NO
00335     	unspecified               	  1.17	  FAIL	    90	    18	   47.6	  0.25	   0.00	    7610	     -	     -	     -	     -	     NO
00352     	unspecified               	  1.00	  FAIL	    90	    21	   51.1	  0.51	   0.00	    9287	     -	     -	     -	     -	     NO
00357     	unspecified               	  0.43	  FAIL	    90	    26	   54.9	  0.74	   0.71	    6339	     -	     -	     -	     -	     NO
00366     	unspecified               	  0.55	  FAIL	    90	    37	   82.3	  0.36	   0.26	   10265	     -	     -	     -	     -	     NO
00369     	unspecified               	  0.42	  FAIL	    90	    31	   62.8	  0.16	   0.16	    7500	     -	     -	     -	     -	     NO
00382     	unspecified               	  0.38	  FAIL	    80	    13	   70.1	  1.00	   0.64	    6694	     -	     -	     -	     -	     NO
00389     	unspecified               	  1.20	  FAIL	    90	    13	   76.6	  0.00	   0.00	    7607	     -	     -	     -	     -	     NO
00394     	unspecified               	  0.20	  FAIL	    90	    13	   76.6	  0.00	   0.00	    6000	     -	     -	     -	     -	     NO
00406     	unspecified               	  0.08	  FAIL	    90	    21	   16.3	  0.00	   0.00	    7682	     -	     -	     -	     -	     NO
00417     	unspecified               	  0.20	  FAIL	    90	    11	   41.9	  0.37	   0.15	    9451	     -	     -	     -	     -	     NO
00422     	unspecified               	  0.05	  FAIL	    90	    16	   26.7	  0.28	   0.28	   10745	     -	     -	     -	     -	     NO
00425     	unspecified               	  0.00	  FAIL	    90	    12	   32.5	  0.52	   0.52	    7550	     -	     -	     -	     -	     NO
00432     	unspecified               	  0.17	  FAIL	    90	    11	   64.9	  0.24	   0.32	    8585	     -	     -	     -	     -	     NO
00433     	unspecified               	  0.90	  FAIL	    90	    13	   83.0	  1.00	   0.00	    6076	     -	     -	     -	     -	     NO
00441     	unspecified               	  0.17	  FAIL	    90	    19	   72.5	  0.00	   0.00	    5635	     -	     -	     -	     -	     NO
00443     	unspecified               	  0.57	  FAIL	    90	    16	  103.5	  0.00	   0.00	    6589	     -	     -	     -	     -	     NO
00444     	unspecified               	  0.00	  FAIL	    90	     8	   -2.2	  1.00	   1.00	    5192	     -	     -	     -	     -	     NO
00452     	unspecified               	  0.69	  FAIL	    90	    14	  -12.8	  0.51	   0.19	   10856	     -	     -	     -	     -	     NO
00455     	unspecified               	  1.22	  FAIL	    90	    12	   46.6	  0.58	   0.00	    8533	     -	     -	     -	     -	     NO
00457     	unspecified               	  0.83	  FAIL	    90	    11	   78.2	  0.00	   0.00	    6671	     -	     -	     -	     -	     NO
00460     	unspecified               	  0.30	  FAIL	    90	     8	   61.2	  0.19	   0.24	    5712	     -	     -	     -	     -	     NO
00474     	unspecified               	  0.50	  FAIL	    90	    11	   72.6	  0.60	   0.51	    7279	     -	     -	     -	     -	     NO
00475     	unspecified               	  0.44	  FAIL	    80	    14	  -18.9	  0.51	   0.80	    7593	     -	     -	     -	     -	     NO
00476     	unspecified               	  0.00	  FAIL	    90	    14	   48.7	  1.00	   1.00	    5812	     -	     -	     -	     -	     NO
00481     	unspecified               	  0.14	  FAIL	    89	     7	   91.0	  0.50	   0.51	    6754	     -	     -	     -	     -	     NO
00484     	unspecified               	  0.30	  FAIL	    90	    21	   68.7	  0.14	   0.17	    7830	     -	     -	     -	     -	     NO
00496     	unspecified               	  0.33	  FAIL	    90	    23	   73.8	  0.00	   0.00	    7017	     -	     -	     -	     -	     NO
00497     	unspecified               	  0.14	  FAIL	    90	    12	   46.6	  0.64	   0.64	    6220	     -	     -	     -	     -	     NO
00498     	unspecified               	  0.33	  FAIL	    90	     8	   18.9	  0.69	   0.69	    7590	     -	     -	     -	     -	     NO
00500     	unspecified               	  0.00	  FAIL	    90	    15	   61.9	  0.21	   0.21	    9731	     -	     -	     -	     -	     NO
00501     	unspecified               	  0.33	  FAIL	    90	    16	   26.7	  0.86	   0.52	   10583	     -	     -	     -	     -	     NO
00503     	unspecified               	  0.42	  FAIL	    90	    27	   69.2	  0.63	   0.24	    7464	     -	     -	     -	     -	     NO
00507     	unspecified               	  0.17	  FAIL	    90	    29	   75.4	  1.00	   0.81	    7083	     -	     -	     -	     -	     NO
00521     	unspecified               	  0.30	  FAIL	    90	    19	   81.4	  0.00	   0.00	    6776	     -	     -	     -	     -	     NO
00524     	unspecified               	  0.15	  FAIL	    90	    11	   26.5	  0.28	   0.28	    8186	     -	     -	     -	     -	     NO
00531     	unspecified               	  0.20	  FAIL	    90	     8	   -2.2	  0.11	   0.12	    7452	     -	     -	     -	     -	     NO
00532     	unspecified               	  0.27	  FAIL	    90	    12	   11.4	  0.79	   0.77	    8101	     -	     -	     -	     -	     NO
00533     	unspecified               	  0.22	  FAIL	    90	    16	   34.8	  0.50	   0.42	    7804	     -	     -	     -	     -	     NO
00546     	unspecified               	  0.33	  FAIL	    90	    15	   80.8	  0.32	   0.28	    6521	     -	     -	     -	     -	     NO
00554     	unspecified               	  0.30	  FAIL	    90	    23	   62.8	  0.78	   0.78	    6647	     -	     -	     -	     -	     NO
00571     	unspecified               	  0.06	  FAIL	    90	    36	   30.2	  0.65	   0.65	    9602	     -	     -	     -	     -	     NO
00573     	unspecified               	  0.54	  FAIL	    70	    56	   76.3	  0.63	   0.36	    9790	     -	     -	     -	     -	     NO
00582     	unspecified               	  0.33	  FAIL	    90	     8	   93.0	  0.72	   1.00	    6868	     -	     -	     -	     -	     NO
00594     	unspecified               	  0.33	  FAIL	    90	    19	   90.3	  0.29	   0.00	    7008	     -	     -	     -	     -	     NO
00612     	unspecified               	  1.20	  FAIL	    90	    15	  -28.4	  0.75	   0.00	    9877	     -	     -	     -	     -	     NO
00616     	unspecified               	  0.00	  FAIL	    90	    10	   69.8	  0.00	   0.00	    6669	     -	     -	     -	     -	     NO
00626     	unspecified               	  0.33	  FAIL	    90	    22	   68.8	  1.00	   1.00	    5376	     -	     -	     -	     -	     NO
00628     	unspecified               	  0.27	  FAIL	    90	    12	   81.9	  0.60	   0.60	    9130	     -	     -	     -	     -	     NO
00639     	unspecified               	  0.43	  FAIL	    90	     8	   71.8	  1.00	   0.77	    7735	     -	     -	     -	     -	     NO
00640     	unspecified               	  0.08	  FAIL	    90	    11	   95.7	  0.82	   0.66	    7083	     -	     -	     -	     -	     NO
00643     	unspecified               	  1.50	  FAIL	    90	    25	   89.2	  1.00	   0.00	    8063	     -	     -	     -	     -	     NO
00653     	unspecified               	  0.18	  FAIL	    90	    20	   69.8	  0.14	   0.16	    8442	     -	     -	     -	     -	     NO
00656     	unspecified               	  0.00	  FAIL	    90	    11	   72.6	  0.19	   0.19	   10779	     -	     -	     -	     -	     NO
00657     	unspecified               	  0.91	  FAIL	    90	    14	   -0.8	  0.50	   0.00	    8714	     -	     -	     -	     -	     NO
00669     	unspecified               	  0.08	  FAIL	    90	    12	   39.6	  0.78	   0.78	    8743	     -	     -	     -	     -	     NO
00670     	unspecified               	  0.06	  FAIL	    90	    15	   73.2	  0.46	   0.36	    8260	     -	     -	     -	     -	     NO
00673     	unspecified               	  0.29	  FAIL	    90	    34	   77.6	  0.10	   0.56	   10312	     -	     -	     -	     -	     NO
00686     	unspecified               	  0.00	  FAIL	    90	    14	   -6.8	  0.79	   0.79	    7347	     -	     -	     -	     -	     NO
00692     	unspecified               	  0.14	  FAIL	    90	    20	   57.1	  0.78	   0.78	    6888	     -	     -	     -	     -	     NO
00714     	unspecified               	  0.10	  FAIL	    90	    15	   16.8	  0.40	   0.55	    8018	     -	     -	     -	     -	     NO
00737     	unspecified               	  1.00	  FAIL	    90	     9	    9.7	  0.40	   0.00	    7791	     -	     -	     -	     -	     NO
00739     	unspecified               	  1.11	  FAIL	    90	    18	    0.6	  0.90	   0.00	    8136	     -	     -	     -	     -	     NO
00744     	unspecified               	  1.00	  FAIL	    90	    13	   76.6	  0.00	   0.00	    8666	     -	     -	     -	     -	     NO
00758     	unspecified               	  0.00	  FAIL	    90	    38	   49.5	  1.00	   1.00	    6050	     -	     -	     -	     -	     NO
00778     	unspecified               	  0.43	  FAIL	    90	     9	   75.5	  0.64	   0.22	    6909	     -	     -	     -	     -	     NO
00785     	unspecified               	  0.00	  FAIL	    90	    11	   57.2	  1.00	   1.00	    6911	     -	     -	     -	     -	     NO
00794     	unspecified               	  0.25	  FAIL	    90	    17	   30.3	  0.57	   0.48	    8642	     -	     -	     -	     -	     NO
00801     	unspecified               	  0.30	  FAIL	    90	    25	   72.3	  0.00	   0.00	    7070	     -	     -	     -	     -	     NO
00819     	unspecified               	  0.43	  FAIL	    90	    16	   74.3	  0.18	   0.22	    6259	     -	     -	     -	     -	     NO
00822     	unspecified               	  0.29	  FAIL	    90	     9	   28.5	  0.80	   0.46	    6407	     -	     -	     -	     -	     NO
00827     	unspecified               	  0.00	  FAIL	    90	    20	   38.5	  0.39	   0.39	    7494	     -	     -	     -	     -	     NO
00828     	unspecified               	  1.10	  FAIL	    90	     9	   56.7	  0.65	   0.00	    6862	     -	     -	     -	     -	     NO
00830     	unspecified               	  0.14	  FAIL	    90	    14	   60.7	  0.00	   0.00	    6693	     -	     -	     -	     -	     NO
----------------------------------------------------------------------------------------------------
WER = word error rate of the recognized utterance against the reference utterance, a
property of the recognizer rather than of the model. Adher = all hard prompt constraints
satisfied as generated (item level, strict). Chk% = share of hard constraints satisfied.
FRE = Flesch Reading Ease. Cover = coverage of the recognized request, CovOri = coverage of
the reference utterance. E2E ms = wall-clock span of the whole item, recording included. Incon =
self-consistency inconsistency (higher is worse). Fact = supported share of atomic claims.
Qual = weighted rubric composite (1-5). Safe = worst safety dimension (1-5). '-' means the
tier producing that column did not run.
====================================================================================================

2. CONSTRAINT PASS RATES (IFEval-style, Zhou et al., 2023)
====================================================================================================
Check id                          	  Strict %	   Loose %	   Delta
----------------------------------------------------------------------------------------------------
opener_at_most_five_words         	       1.7	       1.7	     0.0
no_follow_up_question             	      77.5	      77.5	     0.0
answers_in_english                	      99.1	      99.1	     0.0
opener_ends_with_full_stop        	      99.2	      99.2	     0.0
at_most_two_detail_sentences      	      99.2	      99.2	     0.0
total_sentences_at_most_three     	      99.2	      99.2	     0.0
non_empty                         	     100.0	     100.0	     0.0
no_simulated_dialogue             	     100.0	     100.0	     0.0
response_is_complete              	     100.0	     100.0	     0.0
not_truncated_at_token_cap        	     100.0	     100.0	     0.0
brief_enough_for_speech           	     100.0	     100.0	     0.0
spoken_duration_budget            	     100.0	     100.0	     0.0
no_markup_in_spoken_text          	     100.0	     100.0	     0.0
----------------------------------------------------------------------------------------------------
ITEM LEVEL (all hard checks)      	       1.7	       1.7	     0.0

Rates are over the items where the check applied; a check with nothing to verify for an
item is excluded rather than counted as a pass. Delta is the share of items that violate
the constraint only in formatting: a large delta points at output formatting, a delta near
zero means the instruction itself was not followed. Report the item-level figure as the
headline adherence rate.
====================================================================================================

3. INPUT QUALITY (recognizer against the reference utterance)
====================================================================================================
Word error rate over items: median 0.273, mean 0.372, max 3.600

Input stratum 	   n	    WER	  Adher %	 Cover(stt)	 Cover(ori)	  Words	   E2E ms
----------------------------------------------------------------------------------------------------
clean         	  17	  0.000	      0.0	      0.742	      0.742	   12.0	     6905
mild          	  66	  0.200	      3.0	      0.432	      0.445	   15.0	     7387
severe        	  37	  0.692	      0.0	      0.502	      0.000	   14.0	     7618
----------------------------------------------------------------------------------------------------
Strata are defined on the word error rate of the item: clean = transcribed exactly,
severe = more than a third of the reference words lost or altered. These figures are a
property of the recognizer and the audio, identical in every run over the same recordings,
so they bound what the language model could have answered rather than describing it.

Cover(stt) is coverage of the recognized request, which is all the model received.
Cover(ori) is coverage of what the speaker actually asked. The gap between them is the
cost the recognizer imposed on the interaction, and it belongs to the recognizer.

Compare a column down the strata of one run with caution, and across runs freely. A correct
answer to a closed question repeats none of it -- "In what years was the Great Famine?"
answered "1918-1921." scores zero coverage -- so a stratum holding more such questions
shows lower coverage for reasons that have nothing to do with the model. Prompt adherence
carries no such artefact and is the column to read down this table.
====================================================================================================

4. RUNTIME COST PER STAGE (from the run's latency log)
====================================================================================================
Stage                   	   n	   Median	       Q1	       Q3	      P90	      P95	      Max
----------------------------------------------------------------------------------------------------
stt                     	 119	     7226	     6476	     8232	     9567	    10123	    11190
stt_endpoint_delay      	 119	      936	      822	     1010	     1090	     1114	     1303
llm_prompt_eval         	 119	       32	       31	       33	       36	       37	       39
llm_ttft                	 119	      768	      744	      790	      809	      822	      844
llm_first_chunk_fill    	 119	      176	      150	      230	      277	      294	      320
llm_ttfc                	 119	      950	      910	     1001	     1049	     1078	     1164
tts_first_chunk         	 119	      215	      176	      262	      318	      345	      399
ttfa                    	 119	     2097	     1938	     2244	     2401	     2463	     2654
llm_eval                	 119	      252	      196	      318	      406	      508	      778
tts_total               	 119	      272	      228	      348	      425	      553	      746
e2e_response_ready      	 119	     7452	     6694	     8393	     9918	    10339	    11226
----------------------------------------------------------------------------------------------------
generation throughput (tok/s)   : median 80.8   mean 81.0
generated tokens                : median 20.0   mean 22.3
prompt tokens                   : median 326.0   mean 326.5
synthesized audio (ms)          : median 5363.0   mean 5946.8

Resource use (run medians):
  cpu_percent         : 8.8
  gpu_mem_used_mb     : 2374.0
  gpu_util_percent    : 7.9
  llm_model_vram_mb   : 1948.0
  llm_rss_mb          : 782.0
  llm_vram_mb         : 2374.0
  ram_percent         : 5.0
  rss_mb              : 577.9

All values are milliseconds unless stated. The median is the headline figure and the 95th
percentile the one a user notices, since an assistant is judged by the answers that arrive
late (Dean and Barroso, 2013). Timings are wall-clock on a shared host: they compare runs
measured under the same conditions and are not portable hardware benchmarks.

The stages overlap and are not all measured from the same instant, so they do not add up.
`stt` is the recording arriving at speaking pace, which on file input is the length of the
audio rather than a cost of recognition. `ttfa` runs from the speaker stopping to the first
audio out and is the delay a user actually waits through. `e2e_response_ready` spans the whole
item including that recording, so it is dominated by how long the person spoke and moves
little between models.
====================================================================================================

5. DESCRIPTIVE MEASURES
====================================================================================================
Metric                          	   n	     Mean	       SD	   Median	      Min	      Max	               95% CI
----------------------------------------------------------------------------------------------------
word_count                      	 120	   16.758	    8.386	   15.000	    7.000	   56.000	     [15.316, 18.317]
sentence_count                  	 120	    1.475	    0.635	    1.000	    1.000	    4.000	       [1.367, 1.592]
opening_words                   	 120	   11.783	    4.147	   11.000	    3.000	   27.000	     [11.033, 12.567]
mean_words_per_sentence         	 120	   11.758	    3.992	   11.000	    5.500	   27.000	     [11.047, 12.489]
estimated_tokens                	 120	   22.408	   11.101	   20.000	    9.000	   74.000	     [20.500, 24.467]
estimated_spoken_seconds        	 120	    6.703	    3.354	    6.000	    2.800	   22.400	       [6.127, 7.327]
flesch_reading_ease             	 120	   55.374	   27.283	   61.565	  -28.350	  103.540	     [50.305, 60.144]
flesch_kincaid_grade            	 120	    8.457	    4.160	    7.675	    0.800	   20.940	       [7.726, 9.220]
request_coverage                	 120	    0.482	    0.335	    0.495	    0.000	    1.000	       [0.423, 0.540]
echo_ratio                      	 120	    0.315	    0.236	    0.286	    0.000	    0.833	       [0.272, 0.358]
intent_coverage                 	 120	    0.391	    0.341	    0.347	    0.000	    1.000	       [0.330, 0.453]
coverage_intent_gap             	 120	   -0.091	    0.243	    0.000	   -1.000	    0.506	     [-0.136, -0.050]
answer_presence                 	 120	    0.042	    0.201	    0.000	    0.000	    1.000	       [0.008, 0.083]
reference_exact_match           	 120	    0.000	    0.000	    0.000	    0.000	    0.000	       [0.000, 0.000]
reference_token_f1              	 120	    0.043	    0.096	    0.000	    0.000	    0.696	       [0.027, 0.061]
reference_rouge_1               	 120	    0.116	    0.247	    0.000	    0.000	    1.000	       [0.074, 0.163]
reference_rouge_l               	 120	    0.047	    0.102	    0.000	    0.000	    0.690	       [0.030, 0.066]
stt_wer                         	 120	    0.372	    0.454	    0.273	    0.000	    3.600	       [0.299, 0.464]
stt_cer                         	 120	    0.244	    0.323	    0.127	    0.000	    1.923	       [0.190, 0.305]
stt_content_recall              	 120	    0.680	    0.323	    0.750	    0.000	    1.000	       [0.619, 0.737]
lat_stt                         	 119	 7470.706	 1404.114	 7226.000	 4597.000	11190.000	 [7224.093, 7725.270]
lat_stt_endpoint_delay          	 119	  375.697	 1431.118	  936.000	-6765.000	 1303.000	   [109.553, 612.304]
lat_llm_prompt_eval             	 119	   31.924	    2.811	   32.000	   24.000	   39.000	     [31.403, 32.420]
lat_llm_ttft                    	 119	  767.269	   35.289	  768.000	  689.000	  844.000	   [760.790, 773.319]
lat_llm_first_chunk_fill        	 119	  190.647	   56.872	  176.000	   87.000	  320.000	   [180.554, 200.782]
lat_llm_ttfc                    	 119	  957.916	   66.859	  950.000	  813.000	 1164.000	   [946.134, 969.681]
lat_tts_first_chunk             	 119	  225.160	   64.811	  215.000	   89.000	  399.000	   [213.545, 236.588]
lat_ttfa                        	 119	 1563.193	 1448.089	 2097.000	-5554.000	 2654.000	 [1294.620, 1804.271]
lat_llm_eval                    	 119	  273.227	  115.377	  252.000	  124.000	  778.000	   [253.973, 294.690]
lat_tts_total                   	 119	  299.765	  115.391	  272.000	  149.000	  746.000	   [279.740, 320.783]
lat_e2e_response_ready          	 119	 7655.639	 1410.623	 7452.000	 5192.000	11226.000	 [7407.142, 7908.556]
llm_prompt_tokens               	 119	  326.504	    4.008	  326.000	  320.000	  339.000	   [325.807, 327.227]
llm_eval_tokens                 	 119	   22.302	   10.061	   20.000	   10.000	   67.000	     [20.630, 24.168]
llm_tokens_per_sec              	 119	   80.952	    5.950	   80.800	   67.000	  105.600	     [79.911, 82.042]
tts_audio_ms                    	 119	 5946.756	 2847.970	 5363.000	 2438.000	22186.000	 [5467.982, 6482.387]
----------------------------------------------------------------------------------------------------
Intervals are percentile bootstrap intervals for the mean (Efron and Tibshirani, 1993),
omitted below three observations.
====================================================================================================

6. PER-ITEM DETAIL AND AUDIT TRAIL
====================================================================================================
[00004] category=unspecified  accepted=NO
  user     : now what does the name of the campus tv station
  response : That sounds like you're asking about a TV station at your school.
  constraint violations:
