baseline,contrast,metric,label,family,direction,n_pairs,baseline_mean,contrast_mean,mean_difference,ci_low,ci_high,improved_items,degraded_items,unchanged_items,effect_size,effect_label,p_value,p_adjusted,significant,equivalent_within_margin,equivalence_margin,test_method,n_effective,verdict
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,reference_rouge_1,ROUGE-1 vs reference,response,higher,120,0.1351,0.1161,-0.019,-0.0456,0.0032,7,10,103,-0.004,negligible,0.177,1.0,False,False,0.02,"Wilcoxon signed-rank, normal approximation",17,no detected change
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,reference_rouge_l,ROUGE-L vs reference,response,higher,120,0.0485,0.047,-0.0014,-0.0115,0.0084,17,14,89,0.0012,negligible,0.822,1.0,False,True,0.02,"Wilcoxon signed-rank, normal approximation",31,equivalent
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,flesch_reading_ease,reading ease,response,higher,120,54.7591,55.3745,0.6154,-2.8709,3.9715,51,49,20,0.0281,negligible,0.544,1.0,False,False,2.0,"Wilcoxon signed-rank, normal approximation",100,no detected change
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,flesch_kincaid_grade,grade level,response,lower,120,8.5976,8.457,-0.1406,-0.7167,0.4724,57,43,20,-0.0307,negligible,0.338,1.0,False,False,0.5,"Wilcoxon signed-rank, normal approximation",100,no detected change
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,word_count,words,response,descriptive,120,16.125,16.7583,0.6333,-0.625,2.0169,0,0,120,-0.0261,negligible,0.974,,False,,,"Wilcoxon signed-rank, normal approximation",92,descriptive
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,sentence_count,sentences,response,descriptive,120,1.425,1.475,0.05,-0.0502,0.15,0,0,120,0.0126,negligible,0.389,,False,,,"Wilcoxon signed-rank, normal approximation",26,descriptive
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,opening_words,opening sentence length,response,descriptive,120,12.0083,11.7833,-0.225,-1.1,0.6919,0,0,120,-0.0166,negligible,0.534,,False,,,"Wilcoxon signed-rank, normal approximation",85,descriptive
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,mean_words_per_sentence,words per sentence,response,descriptive,120,11.9778,11.7583,-0.2194,-1.0736,0.6431,0,0,120,-0.0126,negligible,0.781,,False,,,"Wilcoxon signed-rank, normal approximation",90,descriptive
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,estimated_tokens,estimated tokens,response,descriptive,120,21.5667,22.4083,0.8417,-0.8169,2.6667,0,0,120,-0.0274,negligible,0.95,,False,,,"Wilcoxon signed-rank, normal approximation",92,descriptive
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,estimated_spoken_seconds,estimated speech seconds,response,descriptive,120,6.45,6.7033,0.2533,-0.25,0.8067,0,0,120,-0.0261,negligible,0.946,,False,,,"Wilcoxon signed-rank, normal approximation",92,descriptive
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,lat_llm_prompt_eval,prompt evaluation (ms),runtime,lower,119,32.2857,31.9244,-0.3613,-0.9244,0.2271,51,40,28,-0.0791,negligible,0.236,1.0,False,True,5.0,"Wilcoxon signed-rank, normal approximation",91,equivalent
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,lat_llm_ttft,time to first token (ms),runtime,lower,119,774.2353,767.2689,-6.9664,-15.8069,1.2441,65,53,1,-0.096,negligible,0.181,1.0,False,True,50.0,"Wilcoxon signed-rank, normal approximation",118,equivalent
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,969.0588,957.916,-11.1429,-24.9275,2.555,68,51,0,-0.0965,negligible,0.127,1.0,False,True,50.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,lat_llm_eval,generation time (ms),runtime,lower,119,266.5798,273.2269,6.6471,-10.9246,25.692,62,56,1,-0.0269,negligible,0.934,1.0,False,True,50.0,"Wilcoxon signed-rank, normal approximation",118,equivalent
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,229.1849,225.1597,-4.0252,-17.3702,8.7576,61,58,0,-0.0177,negligible,0.89,1.0,False,True,50.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,lat_ttfa,time to first audio (ms),runtime,lower,119,1578.437,1563.1933,-15.2437,-39.0145,8.3964,66,52,1,-0.019,negligible,0.269,1.0,False,True,100.0,"Wilcoxon signed-rank, normal approximation",118,equivalent
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,lat_tts_total,total synthesis (ms),runtime,lower,119,297.7143,299.7647,2.0504,-17.9265,21.2532,59,60,0,-0.0422,negligible,0.899,1.0,False,True,50.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,7660.8655,7655.6387,-5.2269,-27.6057,16.8179,74,43,2,-0.0113,negligible,0.0424,0.382,False,True,100.0,"Wilcoxon signed-rank, normal approximation",117,equivalent
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,80.2882,80.9521,0.6639,-0.7294,2.1647,66,53,0,0.0505,negligible,0.395,1.0,False,True,5.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7473.3109,7470.7059,-2.605,-4.5546,-0.6132,0,0,119,-0.0019,negligible,0.0174,,False,,,"Wilcoxon signed-rank, normal approximation",114,descriptive
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,375.8319,375.6975,-0.1345,-0.9582,0.6893,0,0,119,-0.0048,negligible,0.534,,False,,,"Wilcoxon signed-rank, normal approximation",85,descriptive
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,194.8235,190.6471,-4.1765,-15.446,7.0399,0,0,119,-0.0305,negligible,0.677,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,326.5042,326.5042,0.0,0.0,0.0,0,0,119,0.0,negligible,1.0,,False,,,Wilcoxon signed-rank (all differences zero),0,descriptive
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,llm_eval_tokens,generated tokens,runtime,descriptive,119,21.479,22.3025,0.8235,-0.7395,2.4624,0,0,119,-0.0086,negligible,0.98,,False,,,"Wilcoxon signed-rank, normal approximation",87,descriptive
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,5991.5882,5946.7563,-44.8319,-502.8013,394.808,0,0,119,-0.0638,negligible,0.401,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,check::answers_in_english,check: answers_in_english,adherence,higher,115,0.9913,0.9913,0.0,0.0,0.0,0,0,115,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,1.0,0.9917,-0.0083,-0.025,0.0,0,1,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.7167,0.775,0.0583,-0.0167,0.1333,14,7,99,,n/a,0.189,1.0,False,,,"McNemar, exact binomial",21,no detected change
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,check::non_empty,check: non_empty,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,check::not_truncated_at_token_cap,check: not_truncated_at_token_cap,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,check::opener_at_most_five_words,check: opener_at_most_five_words,adherence,higher,120,0.05,0.0167,-0.0333,-0.075,0.0,1,5,114,,n/a,0.219,1.0,False,,,"McNemar, exact binomial",6,no detected change
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,check::opener_ends_with_full_stop,check: opener_ends_with_full_stop,adherence,higher,120,0.9833,0.9917,0.0083,-0.0167,0.0417,2,1,117,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",3,no detected change
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,check::response_is_complete,check: response_is_complete,adherence,higher,120,0.9917,1.0,0.0083,0.0,0.025,1,0,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,check::spoken_duration_budget,check: spoken_duration_budget,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
13 qwen2.5:3b-q4_K_M t0,14 qwen2.5:3b-q4_K_M t0.7/s42,check::total_sentences_at_most_three,check: total_sentences_at_most_three,adherence,higher,120,1.0,0.9917,-0.0083,-0.025,0.0,0,1,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
