baseline,contrast,metric,label,family,direction,n_pairs,baseline_mean,contrast_mean,mean_difference,ci_low,ci_high,improved_items,degraded_items,unchanged_items,effect_size,effect_label,p_value,p_adjusted,significant,equivalent_within_margin,equivalence_margin,test_method,n_effective,verdict
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,reference_rouge_1,ROUGE-1 vs reference,response,higher,120,0.1492,0.1437,-0.0056,-0.0411,0.0286,12,15,93,0.0094,negligible,0.791,1.0,False,False,0.02,"Wilcoxon signed-rank, normal approximation",27,no detected change
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,reference_rouge_l,ROUGE-L vs reference,response,higher,120,0.0331,0.031,-0.0021,-0.0097,0.0052,23,22,75,0.0074,negligible,0.684,1.0,False,True,0.02,"Wilcoxon signed-rank, normal approximation",45,equivalent
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,flesch_reading_ease,reading ease,response,higher,120,53.6103,50.5579,-3.0524,-7.2082,1.0981,62,58,0,-0.0884,negligible,0.266,1.0,False,False,2.0,"Wilcoxon signed-rank, normal approximation",120,no detected change
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,flesch_kincaid_grade,grade level,response,lower,120,9.5123,9.8446,0.3323,-0.4797,1.1639,63,57,0,0.0547,negligible,0.711,1.0,False,False,0.5,"Wilcoxon signed-rank, normal approximation",120,no detected change
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,word_count,words,response,descriptive,120,30.3833,31.85,1.4667,-0.5919,3.6083,0,0,120,0.0722,negligible,0.15,,False,,,"Wilcoxon signed-rank, normal approximation",115,descriptive
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,sentence_count,sentences,response,descriptive,120,2.1583,2.3333,0.175,0.0167,0.3252,0,0,120,0.1547,small,0.0268,,False,,,"Wilcoxon signed-rank, normal approximation",70,descriptive
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,opening_words,opening sentence length,response,descriptive,120,11.8917,11.6917,-0.2,-2.275,1.9335,0,0,120,-0.0497,negligible,0.862,,False,,,"Wilcoxon signed-rank, normal approximation",98,descriptive
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,mean_words_per_sentence,words per sentence,response,descriptive,120,15.0174,14.6403,-0.3771,-1.8292,1.2164,0,0,120,-0.0885,negligible,0.271,,False,,,"Wilcoxon signed-rank, normal approximation",116,descriptive
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,estimated_tokens,estimated tokens,response,descriptive,120,40.525,42.475,1.95,-0.7583,4.7671,0,0,120,0.0743,negligible,0.154,,False,,,"Wilcoxon signed-rank, normal approximation",115,descriptive
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,estimated_spoken_seconds,estimated speech seconds,response,descriptive,120,12.1533,12.74,0.5867,-0.2367,1.4433,0,0,120,0.0722,negligible,0.154,,False,,,"Wilcoxon signed-rank, normal approximation",115,descriptive
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,lat_llm_prompt_eval,prompt evaluation (ms),runtime,lower,119,37.958,37.7311,-0.2269,-0.8403,0.3782,53,41,25,-0.0455,negligible,0.361,1.0,False,True,5.0,"Wilcoxon signed-rank, normal approximation",94,equivalent
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,lat_llm_ttft,time to first token (ms),runtime,lower,119,866.7311,862.0756,-4.6555,-16.9517,8.0672,66,53,0,-0.0504,negligible,0.492,1.0,False,True,50.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,1086.5462,1068.3529,-18.1933,-44.8479,7.8082,64,55,0,-0.0966,negligible,0.227,1.0,False,True,50.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,lat_llm_eval,generation time (ms),runtime,lower,119,551.8067,581.2689,29.4622,-6.9941,62.8261,50,68,1,0.1045,negligible,0.0611,0.533,False,False,50.0,"Wilcoxon signed-rank, normal approximation",118,no detected change
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,218.3277,208.3025,-10.0252,-32.9989,10.9252,64,53,2,-0.0832,negligible,0.283,1.0,False,True,50.0,"Wilcoxon signed-rank, normal approximation",117,equivalent
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,lat_ttfa,time to first audio (ms),runtime,lower,119,1684.9328,1656.6387,-28.2941,-76.8403,16.1746,65,54,0,-0.0599,negligible,0.279,1.0,False,True,100.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,lat_tts_total,total synthesis (ms),runtime,lower,119,524.437,555.3109,30.8739,-3.8761,65.5235,51,68,0,0.1199,negligible,0.0592,0.533,False,False,50.0,"Wilcoxon signed-rank, normal approximation",119,no detected change
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,7962.5378,7961.5546,-0.9832,-39.3924,36.7401,60,59,0,-0.0029,negligible,0.813,1.0,False,True,100.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,70.0714,70.0765,0.005,-0.6219,0.6488,59,58,2,0.0299,negligible,0.897,1.0,False,True,5.0,"Wilcoxon signed-rank, normal approximation",117,equivalent
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7470.9916,7471.4118,0.4202,-2.0926,2.7233,0,0,119,0.0005,negligible,0.601,,False,,,"Wilcoxon signed-rank, normal approximation",109,descriptive
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,375.6975,375.6387,-0.0588,-0.6807,0.5294,0,0,119,0.0002,negligible,0.75,,False,,,"Wilcoxon signed-rank, normal approximation",84,descriptive
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,219.8151,206.2773,-13.5378,-39.0126,10.4966,0,0,119,-0.0681,negligible,0.51,,False,,,"Wilcoxon signed-rank, normal approximation",118,descriptive
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,307.5042,307.5042,0.0,0.0,0.0,0,0,119,0.0,negligible,1.0,,False,,,Wilcoxon signed-rank (all differences zero),0,descriptive
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,llm_eval_tokens,generated tokens,runtime,descriptive,119,38.7395,40.8655,2.1261,-0.513,4.5378,0,0,119,0.1068,negligible,0.0686,,False,,,"Wilcoxon signed-rank, normal approximation",112,descriptive
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,11150.4454,11833.0672,682.6218,-142.1838,1461.0311,0,0,119,0.1066,negligible,0.0857,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,check::answers_in_english,check: answers_in_english,adherence,higher,119,1.0,1.0,0.0,0.0,0.0,0,0,119,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,0.9917,1.0,0.0083,0.0,0.025,1,0,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.8417,0.8667,0.025,-0.0417,0.1,11,8,101,,n/a,0.648,1.0,False,,,"McNemar, exact binomial",19,no detected change
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,check::non_empty,check: non_empty,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,check::not_truncated_at_token_cap,check: not_truncated_at_token_cap,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,check::opener_at_most_five_words,check: opener_at_most_five_words,adherence,higher,120,0.1667,0.2167,0.05,-0.0333,0.1333,16,10,94,,n/a,0.327,1.0,False,,,"McNemar, chi-square with continuity correction",26,no detected change
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,check::opener_ends_with_full_stop,check: opener_ends_with_full_stop,adherence,higher,120,0.9833,0.9917,0.0083,-0.0167,0.0417,2,1,117,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",3,no detected change
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,check::response_is_complete,check: response_is_complete,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,check::spoken_duration_budget,check: spoken_duration_budget,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
05 llama3.1:8b-q4_K_M t0,06 llama3.1:8b-q4_K_M t0.7/s42,check::total_sentences_at_most_three,check: total_sentences_at_most_three,adherence,higher,120,0.9917,1.0,0.0083,0.0,0.025,1,0,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
