baseline,contrast,metric,label,family,direction,n_pairs,baseline_mean,contrast_mean,mean_difference,ci_low,ci_high,improved_items,degraded_items,unchanged_items,effect_size,effect_label,p_value,p_adjusted,significant,equivalent_within_margin,equivalence_margin,test_method,n_effective,verdict
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,1086.5462,1015.1513,-71.395,-96.437,-47.5378,82,37,0,-0.3839,medium,3.41e-07,2.38e-06,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,lat_llm_eval,generation time (ms),runtime,lower,119,551.8067,541.3025,-10.5042,-40.7082,19.7239,56,62,1,-0.0078,negligible,0.672,1.0,False,True,50.0,"Wilcoxon signed-rank, normal approximation",118,equivalent
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,218.3277,183.6975,-34.6303,-53.9172,-15.2916,78,41,0,-0.269,small,0.000244,0.00122,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,lat_ttfa,time to first audio (ms),runtime,lower,119,1684.9328,3121.479,1436.5462,1342.9876,1527.8863,0,119,0,0.7276,large,2.92e-21,2.63e-20,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,degraded
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,lat_tts_total,total synthesis (ms),runtime,lower,119,524.437,528.084,3.6471,-25.5496,33.7773,62,57,0,0.0261,negligible,0.503,1.0,False,True,50.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,7962.5378,9387.7311,1425.1933,1353.3947,1495.458,0,119,0,0.529,large,2.92e-21,2.63e-20,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,degraded
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,70.0714,70.521,0.4496,-0.2934,1.1538,69,49,1,0.1603,small,0.0298,0.119,False,True,5.0,"Wilcoxon signed-rank, normal approximation",118,equivalent
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7470.9916,7682.7311,211.7395,203.6721,220.0683,0,0,119,0.0882,negligible,2.91e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,375.6975,1917.9328,1542.2353,1462.8718,1622.016,0,0,119,0.735,large,2.92e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,219.8151,184.2521,-35.563,-57.7901,-12.517,0,0,119,-0.2199,small,0.0057,,False,,,"Wilcoxon signed-rank, normal approximation",118,descriptive
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,307.5042,307.3445,-0.1597,-0.3445,0.0252,0,0,119,-0.0189,negligible,0.122,,False,,,"Wilcoxon signed-rank, normal approximation",50,descriptive
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,llm_eval_tokens,generated tokens,runtime,descriptive,119,38.7395,38.2857,-0.4538,-2.6723,1.7658,0,0,119,0.0054,negligible,0.978,,False,,,"Wilcoxon signed-rank, normal approximation",116,descriptive
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,11150.4454,10984.7983,-165.6471,-871.7634,540.8905,0,0,119,-0.004,negligible,0.917,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::answers_in_english,check: answers_in_english,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,0.9917,1.0,0.0083,0.0,0.025,1,0,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.8417,0.9167,0.075,0.0,0.15,15,6,99,,n/a,0.0784,0.94,False,,,"McNemar, exact binomial",21,no detected change
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::non_empty,check: non_empty,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::not_truncated_at_token_cap,check: not_truncated_at_token_cap,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::opener_at_most_five_words,check: opener_at_most_five_words,adherence,higher,120,0.1667,0.3667,0.2,0.1,0.3,33,9,78,,n/a,0.000387,0.0058,True,,,"McNemar, chi-square with continuity correction",42,improved
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::opener_ends_with_full_stop,check: opener_ends_with_full_stop,adherence,higher,120,0.9833,1.0,0.0167,0.0,0.0417,2,0,118,,n/a,0.5,1.0,False,,,"McNemar, exact binomial",2,no detected change
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::response_is_complete,check: response_is_complete,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::spoken_duration_budget,check: spoken_duration_budget,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
05 llama3.1:8b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::total_sentences_at_most_three,check: total_sentences_at_most_three,adherence,higher,120,0.9917,1.0,0.0083,0.0,0.025,1,0,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
