====================================================================================================
                        LLM RESPONSE EVALUATION REPORT
====================================================================================================
Generated on           : 2026-08-15 23:57:40
Run label              : 01 llama3.2:1b-q4_K_M t0
Transcripts            : ..\results\text-only\01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu\20260815_104605\transcripts.yaml
Run directory          : ..\results\text-only\01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu\20260815_104605
System prompt          : ..\results\text-only\01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu\20260815_104605\system_prompt.txt
Constraint spec        : short_opener_en (C:\Workspace\etap\etap-speech-assistant-main\evaluation\rubrics\constraints_short_opener.yaml)
Rubric                 : (judge tier not run)
Items evaluated        : 120

Generating configuration (from config_used.yaml):
  ollama_model        : llama3.2:1b-instruct-q4_K_M
  llm_temperature     : 0
  llm_seed            : None
  llm_max_tokens      : 150
  stt_engine          : vosk
  tts_engine          : piper
  mode                : cpu

Tiers executed:
  tier 0 constraints and readability: 15 checks from short_opener_en, token cap 150
  input fidelity (recognizer)       : reference text for 120/120 item(s), corpus WER 0.350 (425/1215 words); strata: mild 66, severe 37, clean 17
  tier 1 relevance                  : IDF over 120 items, reference measures for 120 item(s) from metadata.csv (32 marked unanswerable in the source, scored against a plausible answer)
  runtime cost                      : 119/120 item(s) timed from latency_log_20260815_104605.csv, 1 warm-up item(s) excluded (00004)
  tier 2 audit atoms                : deterministic extraction (always on)
  tier 2 self-consistency           : off (selfcheck_samples = 0)
  tier 2 atomic factual precision   : off (fact_precision not set)
  tier 3 rubric grading             : off (no judge model)
  tier 4 reliability and calibration: off (no human annotations)

Acceptance policy (predeclare this before measurement):
  min_quality_composite       : 3.5
  min_safety_score            : 4.0
  require_constraint_pass     : True
  strict_constraints          : True
====================================================================================================

1. PER-ITEM SCORES
====================================================================================================
Item      	Category                  	   WER	 Adher	  Chk%	 Words	    FRE	 Cover	 CovOri	  E2E ms	 Incon	  Fact	  Qual	  Safe	 Accept
00089     	unspecified               	  0.10	  PASS	   100	     1	   36.6	  0.00	   0.00	    6970	     -	     -	     -	     -	    yes
00093     	unspecified               	  0.80	  PASS	   100	     4	   75.9	  0.36	   0.30	    4967	     -	     -	     -	     -	    yes
00100     	unspecified               	  0.43	  FAIL	    90	     9	   66.1	  0.24	   0.49	    6294	     -	     -	     -	     -	     NO
00113     	unspecified               	  0.08	  FAIL	    90	    13	   44.0	  0.49	   0.49	    7291	     -	     -	     -	     -	     NO
00118     	unspecified               	  0.27	  FAIL	    90	     9	   66.1	  0.56	   0.54	    7638	     -	     -	     -	     -	     NO
00124     	unspecified               	  0.11	  FAIL	    90	     9	   47.3	  0.42	   0.45	    6358	     -	     -	     -	     -	     NO
00130     	unspecified               	  3.60	  FAIL	    78	     7	   91.0	  0.38	   0.00	    9340	     -	     -	     -	     -	     NO
00149     	unspecified               	  0.35	  FAIL	    89	     6	   59.8	  0.22	   0.26	    7457	     -	     -	     -	     -	     NO
00170     	unspecified               	  0.33	  FAIL	    89	     6	   17.4	  0.24	   0.31	    6942	     -	     -	     -	     -	     NO
00178     	unspecified               	  0.11	  PASS	   100	     4	   54.7	  0.27	   0.27	    7881	     -	     -	     -	     -	    yes
00181     	unspecified               	  0.07	  PASS	   100	     2	  120.2	  0.00	   0.00	   10298	     -	     -	     -	     -	    yes
00197     	unspecified               	  0.17	  FAIL	    90	    33	   14.4	  0.20	   0.00	   10262	     -	     -	     -	     -	     NO
00201     	unspecified               	  0.42	  FAIL	    90	    14	   83.8	  0.73	   0.41	    7618	     -	     -	     -	     -	     NO
00206     	unspecified               	  0.20	  PASS	   100	     2	   35.6	  0.64	   0.64	    5380	     -	     -	     -	     -	    yes
00208     	unspecified               	  0.33	  FAIL	    78	     1	  121.2	  0.00	   0.00	    6474	     -	     -	     -	     -	     NO
00211     	unspecified               	  0.08	  FAIL	    90	    11	   72.6	  0.38	   0.38	   10104	     -	     -	     -	     -	     NO
00233     	unspecified               	  0.12	  FAIL	    90	    10	  112.1	  0.00	   0.00	    5801	     -	     -	     -	     -	     NO
00236     	unspecified               	  0.14	  FAIL	    89	     6	   73.8	  0.00	   0.00	    8284	     -	     -	     -	     -	     NO
00244     	unspecified               	  0.00	  FAIL	    78	     1	  205.8	  0.00	   0.00	    7756	     -	     -	     -	     -	     NO
00245     	unspecified               	  0.22	  PASS	   100	     4	   75.9	  0.00	   0.00	    6639	     -	     -	     -	     -	    yes
00259     	unspecified               	  0.00	  FAIL	    90	     8	   61.2	  0.20	   0.20	    6727	     -	     -	     -	     -	     NO
00261     	unspecified               	  0.15	  PASS	   100	     4	   33.6	  0.39	   0.39	    7001	     -	     -	     -	     -	    yes
00266     	unspecified               	  0.29	  PASS	   100	     2	   35.6	  0.00	   0.00	   11224	     -	     -	     -	     -	    yes
00267     	unspecified               	  0.29	  FAIL	    90	    14	   59.7	  0.62	   0.45	    6197	     -	     -	     -	     -	     NO
00271     	unspecified               	  0.33	  FAIL	    90	    13	   70.0	  1.00	   0.82	    8344	     -	     -	     -	     -	     NO
00290     	unspecified               	  0.33	  FAIL	    90	     9	   47.3	  0.59	   0.59	    5419	     -	     -	     -	     -	     NO
00298     	unspecified               	  0.00	  FAIL	    90	    12	   39.6	  1.00	   1.00	    5812	     -	     -	     -	     -	     NO
00305     	unspecified               	  0.92	  FAIL	    90	    20	   30.0	  0.58	   0.00	    7717	     -	     -	     -	     -	     NO
00311     	unspecified               	  0.69	  FAIL	    89	     7	   78.9	  0.14	   0.10	    9470	     -	     -	     -	     -	     NO
00325     	unspecified               	  0.10	  FAIL	    90	    10	   61.3	  0.74	   0.47	    8189	     -	     -	     -	     -	     NO
00326     	unspecified               	  0.42	  FAIL	    90	    16	   95.4	  0.28	   0.40	    9272	     -	     -	     -	     -	     NO
00327     	unspecified               	  0.25	  FAIL	    90	     8	  103.5	  0.32	   0.33	    6677	     -	     -	     -	     -	     NO
00335     	unspecified               	  1.17	  FAIL	    90	    20	   21.6	  0.50	   0.00	    7596	     -	     -	     -	     -	     NO
00352     	unspecified               	  1.00	  FAIL	    89	     6	   88.0	  0.12	   0.00	    9232	     -	     -	     -	     -	     NO
00357     	unspecified               	  0.43	  FAIL	    89	     7	   78.9	  0.23	   0.22	    6346	     -	     -	     -	     -	     NO
00366     	unspecified               	  0.55	  FAIL	    90	    13	   44.0	  0.27	   0.36	   10107	     -	     -	     -	     -	     NO
00369     	unspecified               	  0.42	  FAIL	    90	    27	   32.2	  0.16	   0.16	    7588	     -	     -	     -	     -	     NO
00382     	unspecified               	  0.38	  FAIL	    90	    16	   42.5	  0.47	   0.64	    6690	     -	     -	     -	     -	     NO
00389     	unspecified               	  1.20	  FAIL	    78	     7	   78.9	  0.17	   0.00	    7622	     -	     -	     -	     -	     NO
00394     	unspecified               	  0.20	  PASS	   100	    26	   66.7	  0.69	   0.86	    6291	     -	     -	     -	     -	    yes
00406     	unspecified               	  0.08	  PASS	   100	     4	  -29.9	  0.00	   0.00	    7329	     -	     -	     -	     -	    yes
00417     	unspecified               	  0.20	  FAIL	    90	    12	   60.7	  0.27	   0.23	    9688	     -	     -	     -	     -	     NO
00422     	unspecified               	  0.05	  FAIL	    90	    12	   60.7	  0.19	   0.19	   10685	     -	     -	     -	     -	     NO
00425     	unspecified               	  0.00	  PASS	   100	     4	   75.9	  0.00	   0.00	    7532	     -	     -	     -	     -	    yes
00432     	unspecified               	  0.17	  FAIL	    90	    10	   69.8	  0.47	   0.81	    8770	     -	     -	     -	     -	     NO
00433     	unspecified               	  0.90	  PASS	   100	     3	   62.8	  0.47	   0.00	    6014	     -	     -	     -	     -	    yes
00441     	unspecified               	  0.17	  FAIL	    78	     1	 -132.6	  0.33	   0.33	    5373	     -	     -	     -	     -	     NO
00443     	unspecified               	  0.57	  FAIL	    90	    26	   66.7	  0.59	   0.39	    6594	     -	     -	     -	     -	     NO
00444     	unspecified               	  0.00	  PASS	   100	     4	   33.6	  1.00	   1.00	    5161	     -	     -	     -	     -	    yes
00452     	unspecified               	  0.69	  FAIL	    90	    19	   76.2	  0.17	   0.09	   10875	     -	     -	     -	     -	     NO
00455     	unspecified               	  1.22	  FAIL	    90	    14	   71.8	  1.00	   0.00	    8561	     -	     -	     -	     -	     NO
00457     	unspecified               	  0.83	  FAIL	    89	     3	   62.8	  0.00	   0.00	    6556	     -	     -	     -	     -	     NO
00460     	unspecified               	  0.30	  FAIL	    90	     8	   71.8	  0.39	   0.49	    5692	     -	     -	     -	     -	     NO
00474     	unspecified               	  0.50	  FAIL	    90	    11	   64.9	  0.39	   0.51	    7284	     -	     -	     -	     -	     NO
00475     	unspecified               	  0.44	  PASS	   100	     5	   -1.3	  0.16	   0.19	    7265	     -	     -	     -	     -	    yes
00476     	unspecified               	  0.00	  PASS	   100	     1	 -217.2	  0.00	   0.00	    5803	     -	     -	     -	     -	    yes
00481     	unspecified               	  0.14	  PASS	   100	     5	   83.3	  0.49	   0.50	    6789	     -	     -	     -	     -	    yes
00484     	unspecified               	  0.30	  FAIL	    78	     1	  -48.0	  0.00	   0.00	    7848	     -	     -	     -	     -	     NO
00496     	unspecified               	  0.33	  FAIL	    90	    10	   52.9	  0.66	   0.31	    7015	     -	     -	     -	     -	     NO
00497     	unspecified               	  0.14	  FAIL	    89	     7	   54.7	  0.64	   0.64	    6201	     -	     -	     -	     -	     NO
00498     	unspecified               	  0.33	  PASS	   100	     2	   77.9	  0.00	   0.00	    7602	     -	     -	     -	     -	    yes
00500     	unspecified               	  0.00	  PASS	   100	     5	   83.3	  0.10	   0.10	    9746	     -	     -	     -	     -	    yes
00501     	unspecified               	  0.33	  FAIL	    90	    13	   57.0	  0.71	   0.52	   10583	     -	     -	     -	     -	     NO
00503     	unspecified               	  0.42	  FAIL	    90	    23	   65.8	  0.27	   0.23	    7492	     -	     -	     -	     -	     NO
00507     	unspecified               	  0.17	  FAIL	    90	     8	   93.0	  0.18	   0.17	    7087	     -	     -	     -	     -	     NO
00521     	unspecified               	  0.30	  PASS	   100	     5	  100.2	  0.34	   0.00	    6780	     -	     -	     -	     -	    yes
00524     	unspecified               	  0.15	  FAIL	    89	     7	   54.7	  0.15	   0.15	    8164	     -	     -	     -	     -	     NO
00531     	unspecified               	  0.20	  FAIL	    89	     7	  -42.0	  0.00	   0.00	    7493	     -	     -	     -	     -	     NO
00532     	unspecified               	  0.27	  FAIL	    78	     2	 -133.6	  0.38	   0.38	    8120	     -	     -	     -	     -	     NO
00533     	unspecified               	  0.22	  FAIL	    78	     2	   -6.7	  0.00	   0.00	    7814	     -	     -	     -	     -	     NO
00546     	unspecified               	  0.33	  PASS	   100	     5	  100.2	  0.00	   0.00	    6373	     -	     -	     -	     -	    yes
00554     	unspecified               	  0.30	  FAIL	    90	    11	   41.9	  0.80	   0.58	    6576	     -	     -	     -	     -	     NO
00571     	unspecified               	  0.06	  FAIL	    80	    11	   72.4	  0.11	   0.11	    9439	     -	     -	     -	     -	     NO
00573     	unspecified               	  0.54	  FAIL	    89	     7	   66.8	  0.34	   0.13	    9084	     -	     -	     -	     -	     NO
00582     	unspecified               	  0.33	  PASS	   100	     5	   66.4	  0.72	   1.00	    6898	     -	     -	     -	     -	    yes
00594     	unspecified               	  0.33	  FAIL	    90	    12	   39.6	  0.34	   0.34	    7056	     -	     -	     -	     -	     NO
00612     	unspecified               	  1.20	  FAIL	    90	    21	   32.4	  0.36	   0.00	    9874	     -	     -	     -	     -	     NO
00616     	unspecified               	  0.00	  PASS	   100	     3	   34.6	  0.00	   0.00	    6618	     -	     -	     -	     -	    yes
00626     	unspecified               	  0.33	  FAIL	    78	     3	   91.0	  0.00	   0.00	    5384	     -	     -	     -	     -	     NO
00628     	unspecified               	  0.27	  PASS	   100	     5	  117.2	  0.29	   0.29	    9126	     -	     -	     -	     -	    yes
00639     	unspecified               	  0.43	  FAIL	    78	     1	  121.2	  0.00	   0.00	    7746	     -	     -	     -	     -	     NO
00640     	unspecified               	  0.08	  FAIL	    78	     2	  120.2	  0.00	   0.00	    7087	     -	     -	     -	     -	     NO
00643     	unspecified               	  1.50	  FAIL	    90	     8	  103.5	  0.18	   0.00	    7849	     -	     -	     -	     -	     NO
00653     	unspecified               	  0.18	  FAIL	    90	    12	   53.7	  0.71	   0.48	    8442	     -	     -	     -	     -	     NO
00656     	unspecified               	  0.00	  FAIL	    89	     7	   78.9	  0.00	   0.00	   10767	     -	     -	     -	     -	     NO
00657     	unspecified               	  0.91	  FAIL	    90	    20	   13.1	  0.51	   0.00	    8891	     -	     -	     -	     -	     NO
00669     	unspecified               	  0.08	  PASS	   100	     1	  205.8	  0.00	   0.00	    8733	     -	     -	     -	     -	    yes
00670     	unspecified               	  0.06	  PASS	   100	     4	   -8.7	  0.10	   0.00	    8274	     -	     -	     -	     -	    yes
00673     	unspecified               	  0.29	  FAIL	    89	     7	   66.8	  0.00	   0.14	    9706	     -	     -	     -	     -	     NO
00686     	unspecified               	  0.00	  FAIL	    90	     8	   71.8	  0.20	   0.20	    7167	     -	     -	     -	     -	     NO
00692     	unspecified               	  0.14	  FAIL	    90	    10	   86.7	  0.78	   0.77	    6929	     -	     -	     -	     -	     NO
00714     	unspecified               	  0.10	  FAIL	    90	    12	   32.5	  0.12	   0.12	    8057	     -	     -	     -	     -	     NO
00737     	unspecified               	  1.00	  FAIL	    78	     2	   35.6	  0.20	   0.00	    7817	     -	     -	     -	     -	     NO
00739     	unspecified               	  1.11	  FAIL	    89	     7	  -17.8	  0.44	   0.00	    7970	     -	     -	     -	     -	     NO
00744     	unspecified               	  1.00	  FAIL	    90	    18	   66.1	  0.00	   0.00	    8803	     -	     -	     -	     -	     NO
00758     	unspecified               	  0.00	  FAIL	    89	     5	   66.4	  0.00	   0.00	    6097	     -	     -	     -	     -	     NO
00778     	unspecified               	  0.43	  FAIL	    89	     6	  116.2	  0.31	   0.00	    6923	     -	     -	     -	     -	     NO
00785     	unspecified               	  0.00	  PASS	   100	     1	  121.2	  0.00	   0.00	    6802	     -	     -	     -	     -	    yes
00794     	unspecified               	  0.25	  FAIL	    90	    26	    4.7	  0.26	   0.48	    8897	     -	     -	     -	     -	     NO
00801     	unspecified               	  0.30	  FAIL	    90	     8	   61.2	  0.00	   0.00	    7074	     -	     -	     -	     -	     NO
00819     	unspecified               	  0.43	  FAIL	    78	     2	  162.5	  0.00	   0.00	    5882	     -	     -	     -	     -	     NO
00822     	unspecified               	  0.29	  FAIL	    90	    11	   49.5	  0.79	   0.45	    6521	     -	     -	     -	     -	     NO
00827     	unspecified               	  0.00	  FAIL	    89	     4	   97.0	  0.00	   0.00	    7384	     -	     -	     -	     -	     NO
00828     	unspecified               	  1.10	  PASS	   100	     1	   36.6	  0.00	   0.00	    6720	     -	     -	     -	     -	    yes
00830     	unspecified               	  0.14	  PASS	   100	     4	   97.0	  0.20	   0.25	    6725	     -	     -	     -	     -	    yes
----------------------------------------------------------------------------------------------------
WER = word error rate of the recognized utterance against the reference utterance, a
property of the recognizer rather than of the model. Adher = all hard prompt constraints
satisfied as generated (item level, strict). Chk% = share of hard constraints satisfied.
FRE = Flesch Reading Ease. Cover = coverage of the recognized request, CovOri = coverage of
the reference utterance. E2E ms = wall-clock span of the whole item, recording included. Incon =
self-consistency inconsistency (higher is worse). Fact = supported share of atomic claims.
Qual = weighted rubric composite (1-5). Safe = worst safety dimension (1-5). '-' means the
tier producing that column did not run.
====================================================================================================

2. CONSTRAINT PASS RATES (IFEval-style, Zhou et al., 2023)
====================================================================================================
Check id                          	  Strict %	   Loose %	   Delta
----------------------------------------------------------------------------------------------------
opener_at_most_five_words         	      36.7	      36.7	     0.0
opener_ends_with_full_stop        	      85.8	      85.8	     0.0
response_is_complete              	      90.0	      90.0	     0.0
no_follow_up_question             	      94.2	      94.2	     0.0
non_empty                         	     100.0	     100.0	     0.0
at_most_two_detail_sentences      	     100.0	     100.0	     0.0
total_sentences_at_most_three     	     100.0	     100.0	     0.0
no_simulated_dialogue             	     100.0	     100.0	     0.0
not_truncated_at_token_cap        	     100.0	     100.0	     0.0
brief_enough_for_speech           	     100.0	     100.0	     0.0
spoken_duration_budget            	     100.0	     100.0	     0.0
no_markup_in_spoken_text          	     100.0	     100.0	     0.0
answers_in_english                	     100.0	     100.0	     0.0
----------------------------------------------------------------------------------------------------
ITEM LEVEL (all hard checks)      	      25.0	      25.0	     0.0

Rates are over the items where the check applied; a check with nothing to verify for an
item is excluded rather than counted as a pass. Delta is the share of items that violate
the constraint only in formatting: a large delta points at output formatting, a delta near
zero means the instruction itself was not followed. Report the item-level figure as the
headline adherence rate.
====================================================================================================

3. INPUT QUALITY (recognizer against the reference utterance)
====================================================================================================
Word error rate over items: median 0.273, mean 0.372, max 3.600

Input stratum 	   n	    WER	  Adher %	 Cover(stt)	 Cover(ori)	  Words	   E2E ms
----------------------------------------------------------------------------------------------------
clean         	  17	  0.000	     41.2	      0.000	      0.000	    5.0	     6802
mild          	  66	  0.200	     27.3	      0.303	      0.310	    7.5	     7291
severe        	  37	  0.692	     13.5	      0.265	      0.000	    8.0	     7622
----------------------------------------------------------------------------------------------------
Strata are defined on the word error rate of the item: clean = transcribed exactly,
severe = more than a third of the reference words lost or altered. These figures are a
property of the recognizer and the audio, identical in every run over the same recordings,
so they bound what the language model could have answered rather than describing it.

Cover(stt) is coverage of the recognized request, which is all the model received.
Cover(ori) is coverage of what the speaker actually asked. The gap between them is the
cost the recognizer imposed on the interaction, and it belongs to the recognizer.

Compare a column down the strata of one run with caution, and across runs freely. A correct
answer to a closed question repeats none of it -- "In what years was the Great Famine?"
answered "1918-1921." scores zero coverage -- so a stratum holding more such questions
shows lower coverage for reasons that have nothing to do with the model. Prompt adherence
carries no such artefact and is the column to read down this table.
====================================================================================================

4. RUNTIME COST PER STAGE (from the run's latency log)
====================================================================================================
Stage                   	   n	   Median	       Q1	       Q3	      P90	      P95	      Max
----------------------------------------------------------------------------------------------------
stt                     	 119	     7227	     6474	     8230	     9572	    10122	    11203
stt_endpoint_delay      	 119	      937	      822	     1014	     1091	     1120	     1305
llm_prompt_eval         	 119	       19	       18	       20	       22	       23	       25
llm_ttft                	 119	      872	      839	      894	      913	      920	      967
llm_first_chunk_fill    	 119	       98	       61	      134	      185	      203	      271
llm_ttfc                	 119	      970	      922	     1014	     1063	     1098	     1141
tts_first_chunk         	 119	      161	      112	      214	      286	      336	      394
ttfa                    	 119	     2047	     1866	     2228	     2309	     2370	     2656
llm_eval                	 119	      111	       72	      148	      211	      238	      336
tts_total               	 119	      172	      116	      235	      332	      395	      615
e2e_response_ready      	 119	     7384	     6684	     8393	     9714	    10266	    11224
----------------------------------------------------------------------------------------------------
generation throughput (tok/s)   : median 97.8   mean 101.3
generated tokens                : median 11.0   mean 12.4
prompt tokens                   : median 322.0   mean 322.5
synthesized audio (ms)          : median 2925.0   mean 3387.1

Resource use (run medians):
  cpu_percent         : 8.9
  gpu_mem_used_mb     : 1266.0
  gpu_util_percent    : 2.0
  llm_model_vram_mb   : 856.0
  llm_rss_mb          : 778.9
  llm_vram_mb         : 1266.0
  ram_percent         : 5.5
  rss_mb              : 698.1

All values are milliseconds unless stated. The median is the headline figure and the 95th
percentile the one a user notices, since an assistant is judged by the answers that arrive
late (Dean and Barroso, 2013). Timings are wall-clock on a shared host: they compare runs
measured under the same conditions and are not portable hardware benchmarks.

The stages overlap and are not all measured from the same instant, so they do not add up.
`stt` is the recording arriving at speaking pace, which on file input is the length of the
audio rather than a cost of recognition. `ttfa` runs from the speaker stopping to the first
audio out and is the delay a user actually waits through. `e2e_response_ready` spans the whole
item including that recording, so it is dominated by how long the person spoke and moves
little between models.
====================================================================================================

5. DESCRIPTIVE MEASURES
====================================================================================================
Metric                          	   n	     Mean	       SD	   Median	      Min	      Max	               95% CI
----------------------------------------------------------------------------------------------------
word_count                      	 120	    8.725	    6.580	    7.000	    1.000	   33.000	       [7.608, 9.917]
sentence_count                  	 120	    1.042	    0.239	    1.000	    1.000	    3.000	       [1.008, 1.092]
opening_words                   	 120	    8.283	    6.129	    7.000	    1.000	   33.000	       [7.225, 9.400]
mean_words_per_sentence         	 120	    8.372	    6.157	    7.000	    1.000	   33.000	       [7.317, 9.492]
estimated_tokens                	 120	   11.675	    8.805	    9.000	    1.000	   44.000	     [10.167, 13.283]
estimated_spoken_seconds        	 120	    3.490	    2.632	    2.800	    0.400	   13.200	       [3.043, 3.967]
flesch_reading_ease             	 120	   57.816	   55.359	   63.855	 -217.180	  205.820	     [47.881, 67.103]
flesch_kincaid_grade            	 120	    7.276	    8.027	    6.720	  -15.200	   43.800	       [5.879, 8.706]
request_coverage                	 120	    0.301	    0.277	    0.250	    0.000	    1.000	       [0.252, 0.351]
echo_ratio                      	 120	    0.300	    0.281	    0.250	    0.000	    1.000	       [0.251, 0.349]
intent_coverage                 	 120	    0.250	    0.288	    0.166	    0.000	    1.000	       [0.199, 0.301]
coverage_intent_gap             	 120	   -0.052	    0.186	    0.000	   -1.000	    0.344	     [-0.086, -0.020]
answer_presence                 	 120	    0.025	    0.157	    0.000	    0.000	    1.000	       [0.000, 0.058]
reference_exact_match           	 120	    0.008	    0.091	    0.000	    0.000	    1.000	       [0.000, 0.025]
reference_token_f1              	 120	    0.054	    0.132	    0.000	    0.000	    1.000	       [0.032, 0.079]
reference_rouge_1               	 120	    0.101	    0.227	    0.000	    0.000	    1.000	       [0.064, 0.145]
reference_rouge_l               	 120	    0.055	    0.133	    0.000	    0.000	    1.000	       [0.034, 0.081]
stt_wer                         	 120	    0.372	    0.454	    0.273	    0.000	    3.600	       [0.299, 0.464]
stt_cer                         	 120	    0.244	    0.323	    0.127	    0.000	    1.923	       [0.190, 0.305]
stt_content_recall              	 120	    0.680	    0.323	    0.750	    0.000	    1.000	       [0.619, 0.737]
lat_stt                         	 119	 7473.160	 1405.141	 7227.000	 4592.000	11203.000	 [7226.328, 7728.080]
lat_stt_endpoint_delay          	 119	  376.092	 1431.343	  937.000	-6763.000	 1305.000	   [110.061, 612.566]
lat_llm_prompt_eval             	 119	   19.084	    2.134	   19.000	   13.000	   25.000	     [18.714, 19.462]
lat_llm_ttft                    	 119	  864.017	   41.892	  872.000	  723.000	  967.000	   [856.462, 871.085]
lat_llm_first_chunk_fill        	 119	  103.403	   55.329	   98.000	   17.000	  271.000	    [94.025, 113.269]
lat_llm_ttfc                    	 119	  967.420	   71.698	  970.000	  795.000	 1141.000	   [954.688, 979.740]
lat_tts_first_chunk             	 119	  172.765	   76.648	  161.000	   58.000	  394.000	   [159.798, 186.353]
lat_ttfa                        	 119	 1520.807	 1464.932	 2047.000	-5836.000	 2656.000	 [1249.585, 1764.657]
lat_llm_eval                    	 119	  120.487	   68.263	  111.000	   14.000	  336.000	   [108.815, 132.648]
lat_tts_total                   	 119	  191.605	  100.880	  172.000	   58.000	  615.000	   [174.713, 209.790]
lat_e2e_response_ready          	 119	 7619.681	 1402.900	 7384.000	 4967.000	11224.000	 [7375.169, 7870.240]
llm_prompt_tokens               	 119	  322.504	    4.008	  322.000	  316.000	  335.000	   [321.807, 323.227]
llm_eval_tokens                 	 119	   12.361	    7.748	   11.000	    2.000	   39.000	     [11.042, 13.748]
llm_tokens_per_sec              	 119	  101.255	   15.371	   97.800	   78.900	  165.600	    [98.561, 104.147]
tts_audio_ms                    	 119	 3387.143	 2351.062	 2925.000	  417.000	12643.000	 [2988.588, 3811.191]
----------------------------------------------------------------------------------------------------
Intervals are percentile bootstrap intervals for the mean (Efron and Tibshirani, 1993),
omitted below three observations.
====================================================================================================

6. PER-ITEM DETAIL AND AUDIT TRAIL
====================================================================================================
[00004] category=unspecified  accepted=NO
  user     : now what does the name of the campus tv station
  response : Campus TV station is called WTVN.
  constraint violations:
    - opener_at_most_five_words: observed 6 words: Campus TV station is called WTVN. | required first sentence <= 5 words
  not accepted because: constraint violation: opener_at_most_five_words
----------------------------------------------------------------------------------------------------
