baseline,contrast,metric,label,family,direction,n_pairs,baseline_mean,contrast_mean,mean_difference,ci_low,ci_high,improved_items,degraded_items,unchanged_items,effect_size,effect_label,p_value,p_adjusted,significant,equivalent_within_margin,equivalence_margin,test_method,n_effective,verdict
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_llm_prompt_eval,prompt evaluation (ms),runtime,lower,119,104.5294,647.563,543.0336,540.6128,545.6725,0,119,0,1.0,large,2.89e-21,2.6e-20,True,False,5.0,"Wilcoxon signed-rank, normal approximation",119,degraded
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_llm_ttft,time to first token (ms),runtime,lower,119,785.8487,2243.2437,1457.395,1442.5937,1472.1868,0,119,0,1.0,large,2.91e-21,2.6e-20,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,degraded
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,1069.916,2498.395,1428.479,1401.3023,1455.7828,0,119,0,1.0,large,2.92e-21,2.6e-20,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,degraded
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_llm_eval,generation time (ms),runtime,lower,119,886.4286,1622.1092,735.6807,665.5891,810.692,3,116,0,0.9134,large,4.72e-21,2.6e-20,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,degraded
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,133.3277,134.2689,0.9412,-6.8151,9.1687,63,55,1,-0.0104,negligible,0.704,0.704,False,True,50.0,"Wilcoxon signed-rank, normal approximation",118,equivalent
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_ttfa,time to first audio (ms),runtime,lower,119,3127.3782,4556.2017,1428.8235,1395.9099,1462.5345,0,119,0,0.6914,large,2.92e-21,2.6e-20,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,degraded
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_tts_total,total synthesis (ms),runtime,lower,119,364.8992,651.9832,287.084,261.7095,315.1542,0,119,0,0.9371,large,2.92e-21,2.6e-20,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,degraded
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,9576.6555,11752.2101,2175.5546,2094.3374,2258.8666,0,119,0,0.6945,large,2.92e-21,2.6e-20,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,degraded
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,27.4605,28.221,0.7605,0.6134,0.905,98,17,4,0.6431,large,2.11e-13,4.22e-13,True,True,5.0,"Wilcoxon signed-rank, normal approximation",115,improved
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7684.1176,7683.6975,-0.4202,-5.4876,4.454,0,0,119,0.0007,negligible,0.809,,False,,,"Wilcoxon signed-rank, normal approximation",118,descriptive
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,1919.3782,1918.8739,-0.5042,-5.555,4.3532,0,0,119,-0.0018,negligible,0.802,,False,,,"Wilcoxon signed-rank, normal approximation",118,descriptive
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,284.0672,255.1513,-28.916,-50.5851,-7.3015,0,0,119,-0.1467,negligible,0.024,,False,,,"Wilcoxon signed-rank, normal approximation",118,descriptive
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,326.5126,315.2857,-11.2269,-11.3697,-11.0924,0,0,119,-0.9384,large,1.89e-22,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,llm_eval_tokens,generated tokens,runtime,descriptive,119,24.2857,45.7815,21.4958,19.5714,23.5632,0,0,119,0.9292,large,3.21e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,6804.7899,13117.0924,6312.3025,5758.0429,6905.4618,0,0,119,0.9354,large,2.92e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::answers_in_english,check: answers_in_english,adherence,higher,113,0.9646,1.0,0.0354,0.0088,0.0708,4,0,109,,n/a,0.125,1.0,False,,,"McNemar, exact binomial",4,no detected change
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,1.0,0.9917,-0.0083,-0.025,0.0,0,1,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.8917,0.9333,0.0417,-0.025,0.1167,12,7,101,,n/a,0.359,1.0,False,,,"McNemar, exact binomial",19,no detected change
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,0.9917,1.0,0.0083,0.0,0.025,1,0,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::non_empty,check: non_empty,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::not_truncated_at_token_cap,check: not_truncated_at_token_cap,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::opener_at_most_five_words,check: opener_at_most_five_words,adherence,higher,120,0.725,0.65,-0.075,-0.175,0.0167,13,22,85,,n/a,0.176,1.0,False,,,"McNemar, chi-square with continuity correction",35,no detected change
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::opener_ends_with_full_stop,check: opener_ends_with_full_stop,adherence,higher,120,1.0,0.9917,-0.0083,-0.025,0.0,0,1,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::response_is_complete,check: response_is_complete,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::spoken_duration_budget,check: spoken_duration_budget,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::total_sentences_at_most_three,check: total_sentences_at_most_three,adherence,higher,120,1.0,0.9917,-0.0083,-0.025,0.0,0,1,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,constraint_item_pass_strict,prompt adherence (item),adherence,higher,120,0.7,0.3667,-0.3333,-0.4417,-0.225,10,50,60,,n/a,4.78e-07,7.65e-06,True,,,"McNemar, chi-square with continuity correction",60,degraded
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,constraint_item_pass_loose,"prompt adherence, loose",adherence,higher,120,0.7,0.3667,-0.3333,-0.4417,-0.225,10,50,60,,n/a,4.78e-07,7.65e-06,True,,,"McNemar, chi-square with continuity correction",60,degraded
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,constraint_check_rate_strict,share of checks passed,adherence,higher,120,0.9681,0.9367,-0.0314,-0.0425,-0.0196,14,50,56,-0.3069,small,4.43e-06,6.2e-05,True,False,0.02,"Wilcoxon signed-rank, normal approximation",64,degraded
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,constraint_check_rate_loose,"share of checks passed, loose",adherence,higher,120,0.9681,0.9367,-0.0314,-0.0425,-0.0196,14,50,56,-0.3069,small,4.43e-06,6.2e-05,True,False,0.02,"Wilcoxon signed-rank, normal approximation",64,degraded
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,request_coverage,coverage of recognized request,response,higher,120,0.4608,0.5035,0.0426,-0.0257,0.1105,62,49,9,0.079,negligible,0.209,1.0,False,False,0.02,"Wilcoxon signed-rank, normal approximation",111,no detected change
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,intent_coverage,coverage of intended question,response,higher,120,0.3976,0.4176,0.02,-0.0437,0.0828,48,46,26,0.0326,negligible,0.635,1.0,False,False,0.02,"Wilcoxon signed-rank, normal approximation",94,no detected change
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,echo_ratio,echo of the question,response,lower,120,0.254,0.1806,-0.0735,-0.1081,-0.0383,78,37,5,-0.2527,small,2.67e-05,0.00024,True,False,0.02,"Wilcoxon signed-rank, normal approximation",115,improved
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,answer_presence,reference answer present,response,higher,120,0.1083,0.0833,-0.025,-0.075,0.025,3,6,111,,n/a,0.508,1.0,False,,,"McNemar, exact binomial",9,no detected change
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,reference_exact_match,exact match vs reference,response,higher,120,0.0083,0.0,-0.0083,-0.025,0.0,0,1,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,reference_token_f1,token F1 vs reference,response,higher,120,0.0778,0.043,-0.0348,-0.0565,-0.0154,18,38,64,-0.0767,negligible,0.00166,0.0133,True,False,0.02,"Wilcoxon signed-rank, normal approximation",56,degraded
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,reference_rouge_1,ROUGE-1 vs reference,response,higher,120,0.2215,0.206,-0.0155,-0.063,0.0366,21,18,81,-0.027,negligible,0.475,1.0,False,False,0.02,"Wilcoxon signed-rank, normal approximation",39,no detected change
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,reference_rouge_l,ROUGE-L vs reference,response,higher,120,0.0823,0.0473,-0.035,-0.0573,-0.0151,20,37,63,-0.0728,negligible,0.00312,0.0218,True,False,0.02,"Wilcoxon signed-rank, normal approximation",57,degraded
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,flesch_reading_ease,reading ease,response,higher,120,56.5312,51.552,-4.9792,-9.78,-0.4449,51,69,0,-0.104,negligible,0.0404,0.243,False,False,2.0,"Wilcoxon signed-rank, normal approximation",120,no detected change
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,flesch_kincaid_grade,grade level,response,lower,120,7.4524,9.3924,1.94,1.2401,2.6652,34,86,0,0.2803,small,3.87e-07,3.87e-06,True,False,0.5,"Wilcoxon signed-rank, normal approximation",120,degraded
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,word_count,words,response,descriptive,120,17.6667,29.7333,12.0667,10.4081,13.6833,0,0,120,0.7658,large,3.25e-19,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,sentence_count,sentences,response,descriptive,120,2.125,2.3333,0.2083,0.0667,0.35,0,0,120,0.1795,small,0.00669,,False,,,"Wilcoxon signed-rank, normal approximation",67,descriptive
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,opening_words,opening sentence length,response,descriptive,120,5.0083,9.0,3.9917,2.8998,5.1917,0,0,120,0.4956,large,2.71e-11,,False,,,"Wilcoxon signed-rank, normal approximation",101,descriptive
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,mean_words_per_sentence,words per sentence,response,descriptive,120,8.3639,13.3764,5.0125,4.1595,5.9362,0,0,120,0.709,large,2.79e-16,,False,,,"Wilcoxon signed-rank, normal approximation",118,descriptive
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,estimated_tokens,estimated tokens,response,descriptive,120,23.6167,39.6667,16.05,13.85,18.2169,0,0,120,0.7649,large,3.39e-19,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,estimated_spoken_seconds,estimated speech seconds,response,descriptive,120,7.0667,11.8933,4.8267,4.1632,5.4733,0,0,120,0.7658,large,3.25e-19,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,lat_llm_prompt_eval,prompt evaluation (ms),runtime,lower,119,104.5294,38.3697,-66.1597,-67.7649,-64.5546,119,0,0,-1.0,large,2.82e-21,2.54e-20,True,False,5.0,"Wilcoxon signed-rank, normal approximation",119,improved
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,lat_llm_ttft,time to first token (ms),runtime,lower,119,785.8487,830.8992,45.0504,32.9821,56.9084,33,86,0,0.4902,large,1.26e-09,6.28e-09,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,degraded
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,1069.916,1015.1513,-54.7647,-82.9761,-27.7695,73,46,0,-0.2707,small,0.000474,0.000948,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,lat_llm_eval,generation time (ms),runtime,lower,119,886.4286,541.3025,-345.1261,-398.8851,-287.3006,108,11,0,-0.7495,large,1.28e-17,8.96e-17,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,133.3277,183.6975,50.3697,34.6798,66.317,30,88,1,0.4406,medium,1.5e-09,6.28e-09,True,False,50.0,"Wilcoxon signed-rank, normal approximation",118,degraded
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,lat_ttfa,time to first audio (ms),runtime,lower,119,3127.3782,3121.479,-5.8992,-46.1038,33.183,64,55,0,-0.0183,negligible,0.622,0.622,False,True,100.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,lat_tts_total,total synthesis (ms),runtime,lower,119,364.8992,528.084,163.1849,136.5943,192.9202,17,102,0,0.6577,large,1.5e-16,9e-16,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,degraded
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,9576.6555,9387.7311,-188.9244,-251.4824,-119.6353,84,35,0,-0.0773,negligible,2.43e-07,7.29e-07,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,improved
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,27.4605,70.521,43.0605,42.6092,43.542,119,0,0,1.0,large,2.91e-21,2.54e-20,True,False,5.0,"Wilcoxon signed-rank, normal approximation",119,improved
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7684.1176,7682.7311,-1.3866,-6.7987,3.8071,0,0,119,-0.0022,negligible,0.518,,False,,,"Wilcoxon signed-rank, normal approximation",118,descriptive
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,1919.3782,1917.9328,-1.4454,-6.8239,3.7317,0,0,119,-0.0006,negligible,0.521,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,284.0672,184.2521,-99.8151,-123.8006,-76.4134,0,0,119,-0.5939,large,1.9e-12,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,326.5126,307.3445,-19.1681,-19.3025,-19.0588,0,0,119,-0.9999,large,3.49e-26,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,llm_eval_tokens,generated tokens,runtime,descriptive,119,24.2857,38.2857,14.0,12.0334,16.1681,0,0,119,0.7577,large,2.49e-18,,False,,,"Wilcoxon signed-rank, normal approximation",115,descriptive
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,6804.7899,10984.7983,4180.0084,3592.7307,4817.7645,0,0,119,0.7272,large,7.56e-19,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::answers_in_english,check: answers_in_english,adherence,higher,113,0.9646,1.0,0.0354,0.0088,0.0708,4,0,109,,n/a,0.125,1.0,False,,,"McNemar, exact binomial",4,no detected change
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.8917,0.9167,0.025,-0.0333,0.0917,9,6,105,,n/a,0.607,1.0,False,,,"McNemar, exact binomial",15,no detected change
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,0.9917,1.0,0.0083,0.0,0.025,1,0,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::non_empty,check: non_empty,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::not_truncated_at_token_cap,check: not_truncated_at_token_cap,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::opener_at_most_five_words,check: opener_at_most_five_words,adherence,higher,120,0.725,0.3667,-0.3583,-0.4667,-0.25,9,52,59,,n/a,7.55e-08,1.28e-06,True,,,"McNemar, chi-square with continuity correction",61,degraded
36 qwen2.5:32b-q4_K_M t0,27 llama3.1:8b-q4_K_M t0,check::opener_ends_with_full_stop,check: opener_ends_with_full_stop,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
