baseline,contrast,metric,label,family,direction,n_pairs,baseline_mean,contrast_mean,mean_difference,ci_low,ci_high,improved_items,degraded_items,unchanged_items,effect_size,effect_label,p_value,p_adjusted,significant,equivalent_within_margin,equivalence_margin,test_method,n_effective,verdict
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,word_count,words,response,descriptive,120,31.6167,32.95,1.3333,-0.7169,3.6419,0,0,120,0.1004,negligible,0.0845,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,sentence_count,sentences,response,descriptive,120,2.1833,2.3667,0.1833,0.0417,0.3167,0,0,120,0.1507,small,0.0125,,False,,,"Wilcoxon signed-rank, normal approximation",53,descriptive
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,opening_words,opening sentence length,response,descriptive,120,14.0,12.0583,-1.9417,-3.6419,-0.3165,0,0,120,-0.1235,negligible,0.0372,,False,,,"Wilcoxon signed-rank, normal approximation",105,descriptive
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,mean_words_per_sentence,words per sentence,response,descriptive,120,14.7958,14.4764,-0.3194,-1.416,0.7515,0,0,120,-0.0497,negligible,0.896,,False,,,"Wilcoxon signed-rank, normal approximation",116,descriptive
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,estimated_tokens,estimated tokens,response,descriptive,120,42.1417,43.9417,1.8,-0.9587,4.8919,0,0,120,0.0992,negligible,0.085,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,estimated_spoken_seconds,estimated speech seconds,response,descriptive,120,12.6467,13.18,0.5333,-0.2868,1.4567,0,0,120,0.1004,negligible,0.0844,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,lat_llm_prompt_eval,prompt evaluation (ms),runtime,lower,119,46.5546,43.605,-2.9496,-5.1855,-0.9914,62,29,28,-0.1726,small,0.00208,0.0187,True,True,5.0,"Wilcoxon signed-rank, normal approximation",91,improved
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,lat_llm_ttft,time to first token (ms),runtime,lower,119,875.2521,877.6134,2.3613,-11.3296,15.2025,55,64,0,0.0257,negligible,0.647,0.735,False,True,50.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,1278.3613,1238.7395,-39.6218,-78.6443,-0.7981,68,51,0,-0.1285,negligible,0.0333,0.267,False,False,50.0,"Wilcoxon signed-rank, normal approximation",119,no detected change
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,lat_llm_eval,generation time (ms),runtime,lower,119,953.4454,1000.8908,47.4454,-16.5513,112.791,53,66,0,0.1235,negligible,0.0646,0.387,False,False,50.0,"Wilcoxon signed-rank, normal approximation",119,no detected change
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,243.0,221.8571,-21.1429,-41.6227,-1.9137,72,47,0,-0.142,negligible,0.0667,0.387,False,True,50.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,lat_ttfa,time to first audio (ms),runtime,lower,119,1901.3782,1840.6891,-60.6891,-118.2441,-5.5716,67,52,0,-0.078,negligible,0.0373,0.267,False,False,100.0,"Wilcoxon signed-rank, normal approximation",119,no detected change
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,lat_tts_total,total synthesis (ms),runtime,lower,119,544.8824,569.6387,24.7563,-9.3149,59.5134,57,62,0,0.0759,negligible,0.0993,0.397,False,False,50.0,"Wilcoxon signed-rank, normal approximation",119,no detected change
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,8268.8824,8289.1681,20.2857,-45.3914,87.4372,52,66,1,0.0094,negligible,0.178,0.533,False,True,100.0,"Wilcoxon signed-rank, normal approximation",118,equivalent
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,41.6168,41.6739,0.0571,-0.1714,0.2698,64,51,4,0.039,negligible,0.367,0.735,False,True,5.0,"Wilcoxon signed-rank, normal approximation",115,equivalent
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7472.2857,7473.0,0.7143,-1.1181,2.6639,0,0,119,0.0009,negligible,0.909,,False,,,"Wilcoxon signed-rank, normal approximation",111,descriptive
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,375.6387,375.7647,0.1261,-0.9244,1.3534,0,0,119,0.002,negligible,0.315,,False,,,"Wilcoxon signed-rank, normal approximation",89,descriptive
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,403.1092,361.1261,-41.9832,-78.6914,-3.687,0,0,119,-0.132,negligible,0.0237,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,307.5042,307.5042,0.0,0.0,0.0,0,0,119,0.0,negligible,1.0,,False,,,Wilcoxon signed-rank (all differences zero),0,descriptive
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,llm_eval_tokens,generated tokens,runtime,descriptive,119,39.7479,41.7563,2.0084,-0.7397,4.8405,0,0,119,0.1174,negligible,0.0633,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,11345.605,11963.3025,617.6975,-194.2477,1465.0704,0,0,119,0.0816,negligible,0.0919,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,check::answers_in_english,check: answers_in_english,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,1.0,0.975,-0.025,-0.0583,0.0,0,3,117,,n/a,0.25,1.0,False,,,"McNemar, exact binomial",3,no detected change
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.7417,0.775,0.0333,-0.0417,0.1083,12,8,100,,n/a,0.503,1.0,False,,,"McNemar, exact binomial",20,no detected change
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,check::non_empty,check: non_empty,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,check::not_truncated_at_token_cap,check: not_truncated_at_token_cap,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,check::opener_at_most_five_words,check: opener_at_most_five_words,adherence,higher,120,0.0833,0.1417,0.0583,-0.0167,0.1333,14,7,99,,n/a,0.189,1.0,False,,,"McNemar, exact binomial",21,no detected change
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,check::opener_ends_with_full_stop,check: opener_ends_with_full_stop,adherence,higher,120,0.95,0.9417,-0.0083,-0.05,0.0333,3,4,113,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",7,no detected change
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,check::response_is_complete,check: response_is_complete,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,check::spoken_duration_budget,check: spoken_duration_budget,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
09 llama3.1:8b-fp16 t0,10 llama3.1:8b-fp16 t0.7/s42,check::total_sentences_at_most_three,check: total_sentences_at_most_three,adherence,higher,120,1.0,0.975,-0.025,-0.0583,0.0,0,3,117,,n/a,0.25,1.0,False,,,"McNemar, exact binomial",3,no detected change
