baseline,contrast,metric,label,family,direction,n_pairs,baseline_mean,contrast_mean,mean_difference,ci_low,ci_high,improved_items,degraded_items,unchanged_items,effect_size,effect_label,p_value,p_adjusted,significant,equivalent_within_margin,equivalence_margin,test_method,n_effective,verdict
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,reference_rouge_1,ROUGE-1 vs reference,response,higher,120,0.1284,0.1666,0.0381,-0.0173,0.0945,26,11,83,0.0949,negligible,0.132,0.925,False,False,0.02,"Wilcoxon signed-rank, normal approximation",37,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,reference_rouge_l,ROUGE-L vs reference,response,higher,120,0.0431,0.0298,-0.0134,-0.0263,-0.0004,24,29,67,0.0384,negligible,0.199,0.996,False,False,0.02,"Wilcoxon signed-rank, normal approximation",53,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,flesch_reading_ease,reading ease,response,higher,120,56.3529,53.6363,-2.7166,-6.7203,1.301,54,66,0,-0.1,negligible,0.202,0.996,False,False,2.0,"Wilcoxon signed-rank, normal approximation",120,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,flesch_kincaid_grade,grade level,response,lower,120,7.4777,9.0098,1.5321,0.9241,2.1563,38,82,0,0.3296,small,8.98e-06,8.09e-05,True,False,0.5,"Wilcoxon signed-rank, normal approximation",120,degraded
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,word_count,words,response,descriptive,120,17.3833,38.7417,21.3583,19.6583,23.1502,0,0,120,0.9569,large,2.92e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,sentence_count,sentences,response,descriptive,120,2.1083,2.9833,0.875,0.7583,0.9917,0,0,120,0.7656,large,1.29e-18,,False,,,"Wilcoxon signed-rank, normal approximation",97,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,opening_words,opening sentence length,response,descriptive,120,5.375,5.35,-0.025,-0.75,0.6,0,0,120,0.0553,negligible,0.36,,False,,,"Wilcoxon signed-rank, normal approximation",92,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,mean_words_per_sentence,words per sentence,response,descriptive,120,8.3653,13.009,4.6437,3.9548,5.3264,0,0,120,0.8217,large,5.23e-18,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,estimated_tokens,estimated tokens,response,descriptive,120,23.2667,51.6333,28.3667,26.1165,30.7583,0,0,120,0.9569,large,2.94e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,estimated_spoken_seconds,estimated speech seconds,response,descriptive,120,6.9533,15.4967,8.5433,7.8633,9.2601,0,0,120,0.9569,large,2.97e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,lat_llm_prompt_eval,prompt evaluation (ms),runtime,lower,119,103.0924,651.8319,548.7395,546.4622,550.9496,0,119,0,1.0,large,2.84e-21,2.55e-20,True,False,5.0,"Wilcoxon signed-rank, normal approximation",119,degraded
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,lat_llm_ttft,time to first token (ms),runtime,lower,119,823.9496,2270.521,1446.5714,1432.845,1460.6074,0,119,0,1.0,large,2.91e-21,2.55e-20,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,degraded
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,1125.8992,2521.4874,1395.5882,1354.5626,1435.2553,0,119,0,1.0,large,2.92e-21,2.55e-20,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,degraded
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,lat_llm_eval,generation time (ms),runtime,lower,119,902.8908,1685.1849,782.2941,697.6286,865.4582,4,115,0,0.8985,large,3.31e-20,1.32e-19,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,degraded
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,150.2773,132.5966,-17.6807,-47.212,2.3794,60,52,7,-0.1499,small,0.17,0.17,False,True,50.0,"Wilcoxon signed-rank, normal approximation",112,equivalent
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,lat_ttfa,time to first audio (ms),runtime,lower,119,1656.3109,3042.0924,1385.7815,1318.5933,1442.5987,1,118,0,0.7039,large,5.22e-21,2.61e-20,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,degraded
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,lat_tts_total,total synthesis (ms),runtime,lower,119,397.1681,663.9748,266.8067,227.1261,302.7208,6,113,0,0.8743,large,1.85e-17,5.54e-17,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,degraded
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,8148.7059,10311.2857,2162.5798,2063.5477,2258.3874,0,119,0,0.7139,large,2.92e-21,2.55e-20,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,degraded
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,27.3429,28.1613,0.8185,0.6824,0.9446,101,16,2,0.6814,large,1.88e-16,3.76e-16,True,True,5.0,"Wilcoxon signed-rank, normal approximation",117,improved
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7471.6639,7472.8655,1.2017,-0.7655,3.2941,0,0,119,0.0011,negligible,0.202,,False,,,"Wilcoxon signed-rank, normal approximation",112,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,375.8151,376.4454,0.6303,-0.0084,1.3282,0,0,119,0.0039,negligible,0.062,,False,,,"Wilcoxon signed-rank, normal approximation",88,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,301.9496,250.9664,-50.9832,-87.7479,-17.1172,0,0,119,-0.1572,small,0.00416,,False,,,"Wilcoxon signed-rank, normal approximation",118,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,326.5042,315.3697,-11.1345,-11.2605,-11.0082,0,0,119,-0.9429,large,6.91e-23,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,llm_eval_tokens,generated tokens,runtime,descriptive,119,24.6134,47.4454,22.8319,20.5376,25.0842,0,0,119,0.9196,large,1.78e-20,,False,,,"Wilcoxon signed-rank, normal approximation",118,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,7415.9496,13597.8151,6181.8655,5197.4372,7054.792,0,0,119,0.888,large,2.02e-17,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,check::answers_in_english,check: answers_in_english,adherence,higher,113,0.9735,1.0,0.0265,0.0,0.0619,3,0,110,,n/a,0.25,1.0,False,,,"McNemar, exact binomial",3,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,0.975,0.9833,0.0083,-0.025,0.0417,3,2,115,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",5,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.7417,0.7833,0.0417,-0.0417,0.125,16,11,93,,n/a,0.441,1.0,False,,,"McNemar, chi-square with continuity correction",27,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,check::non_empty,check: non_empty,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,check::not_truncated_at_token_cap,check: not_truncated_at_token_cap,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,check::opener_at_most_five_words,check: opener_at_most_five_words,adherence,higher,120,0.675,0.7583,0.0833,-0.0167,0.1833,25,15,80,,n/a,0.155,1.0,False,,,"McNemar, chi-square with continuity correction",40,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,check::opener_ends_with_full_stop,check: opener_ends_with_full_stop,adherence,higher,120,0.975,0.9833,0.0083,-0.0167,0.0417,2,1,117,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",3,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,check::response_is_complete,check: response_is_complete,adherence,higher,120,0.9833,1.0,0.0167,0.0,0.0417,2,0,118,,n/a,0.5,1.0,False,,,"McNemar, exact binomial",2,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,check::spoken_duration_budget,check: spoken_duration_budget,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,22 gemma3:27b-q4_K_M t0.7/s42,check::total_sentences_at_most_three,check: total_sentences_at_most_three,adherence,higher,120,0.975,0.9833,0.0083,-0.025,0.0417,3,2,115,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",5,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,constraint_item_pass_strict,prompt adherence (item),adherence,higher,120,0.6167,0.1417,-0.475,-0.575,-0.375,4,61,55,,n/a,3.76e-12,6.01e-11,True,,,"McNemar, chi-square with continuity correction",65,degraded
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,constraint_item_pass_loose,"prompt adherence, loose",adherence,higher,120,0.6167,0.1417,-0.475,-0.575,-0.375,4,61,55,,n/a,3.76e-12,6.01e-11,True,,,"McNemar, chi-square with continuity correction",65,degraded
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,constraint_check_rate_strict,share of checks passed,adherence,higher,120,0.9553,0.9033,-0.0519,-0.0664,-0.0372,12,63,45,-0.4445,medium,5.21e-09,7.29e-08,True,False,0.02,"Wilcoxon signed-rank, normal approximation",75,degraded
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,constraint_check_rate_loose,"share of checks passed, loose",adherence,higher,120,0.9553,0.905,-0.0503,-0.064,-0.0361,12,63,45,-0.4408,medium,5.5e-09,7.29e-08,True,False,0.02,"Wilcoxon signed-rank, normal approximation",75,degraded
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,request_coverage,coverage of recognized request,response,higher,120,0.4449,0.4854,0.0405,-0.0136,0.0906,62,51,7,0.0965,negligible,0.173,1.0,False,False,0.02,"Wilcoxon signed-rank, normal approximation",113,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,intent_coverage,coverage of intended question,response,higher,120,0.3622,0.3928,0.0306,-0.0193,0.0783,49,45,26,0.0562,negligible,0.373,1.0,False,False,0.02,"Wilcoxon signed-rank, normal approximation",94,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,echo_ratio,echo of the question,response,lower,120,0.2613,0.1769,-0.0845,-0.1143,-0.0547,81,34,5,-0.3167,small,1.6e-07,1.6e-06,True,False,0.02,"Wilcoxon signed-rank, normal approximation",115,improved
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,answer_presence,reference answer present,response,higher,120,0.05,0.0917,0.0417,0.0,0.0917,7,2,111,,n/a,0.18,1.0,False,,,"McNemar, exact binomial",9,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,reference_exact_match,exact match vs reference,response,higher,120,0.0,0.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,reference_token_f1,token F1 vs reference,response,higher,120,0.0398,0.0317,-0.0081,-0.02,0.0037,19,28,73,0.0074,negligible,0.129,0.902,False,True,0.02,"Wilcoxon signed-rank, normal approximation",47,equivalent
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,reference_rouge_1,ROUGE-1 vs reference,response,higher,120,0.1284,0.1748,0.0464,-0.0044,0.0977,23,10,87,0.0517,negligible,0.0638,0.51,False,False,0.02,"Wilcoxon signed-rank, normal approximation",33,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,reference_rouge_l,ROUGE-L vs reference,response,higher,120,0.0431,0.0338,-0.0093,-0.0216,0.0024,20,27,73,0.0108,negligible,0.2,1.0,False,True,0.02,"Wilcoxon signed-rank, normal approximation",47,equivalent
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,flesch_reading_ease,reading ease,response,higher,120,56.3529,53.4716,-2.8813,-6.8548,1.134,58,61,1,-0.0727,negligible,0.218,1.0,False,False,2.0,"Wilcoxon signed-rank, normal approximation",119,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,flesch_kincaid_grade,grade level,response,lower,120,7.4777,9.3976,1.9199,1.2308,2.6021,38,81,1,0.2926,small,2.42e-06,2.18e-05,True,False,0.5,"Wilcoxon signed-rank, normal approximation",119,degraded
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,word_count,words,response,descriptive,120,17.3833,32.95,15.5667,13.3748,17.7917,0,0,120,0.7871,large,4.08e-18,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,sentence_count,sentences,response,descriptive,120,2.1083,2.3667,0.2583,0.1,0.4083,0,0,120,0.2256,small,0.00124,,False,,,"Wilcoxon signed-rank, normal approximation",70,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,opening_words,opening sentence length,response,descriptive,120,5.375,12.0583,6.6833,5.3329,8.0669,0,0,120,0.7115,large,6.28e-16,,False,,,"Wilcoxon signed-rank, normal approximation",111,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,mean_words_per_sentence,words per sentence,response,descriptive,120,8.3653,14.4764,6.1111,5.0353,7.1467,0,0,120,0.7842,large,6.84e-17,,False,,,"Wilcoxon signed-rank, normal approximation",118,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,estimated_tokens,estimated tokens,response,descriptive,120,23.2667,43.9417,20.675,17.7333,23.6087,0,0,120,0.7867,large,4.04e-18,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,estimated_spoken_seconds,estimated speech seconds,response,descriptive,120,6.9533,13.18,6.2267,5.3499,7.1167,0,0,120,0.7871,large,3.84e-18,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,lat_llm_prompt_eval,prompt evaluation (ms),runtime,lower,119,103.0924,43.605,-59.4874,-61.084,-57.9496,119,0,0,-1.0,large,2.69e-21,2.42e-20,True,False,5.0,"Wilcoxon signed-rank, normal approximation",119,improved
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,lat_llm_ttft,time to first token (ms),runtime,lower,119,823.9496,877.6134,53.6639,43.108,63.9504,22,97,0,0.6677,large,1.14e-14,8e-14,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,degraded
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,1125.8992,1238.7395,112.8403,68.9506,153.5546,32,87,0,0.4345,medium,6.95e-08,2.08e-07,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,degraded
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,lat_llm_eval,generation time (ms),runtime,lower,119,902.8908,1000.8908,98.0,16.6042,178.321,40,79,0,0.2204,small,0.000948,0.000948,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,degraded
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,150.2773,221.8571,71.5798,41.1502,95.1729,21,98,0,0.6274,large,7.76e-14,4.66e-13,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,degraded
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,lat_ttfa,time to first audio (ms),runtime,lower,119,1656.3109,1840.6891,184.3782,114.9874,243.3588,29,90,0,0.2788,small,3.12e-10,1.25e-09,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,degraded
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,lat_tts_total,total synthesis (ms),runtime,lower,119,397.1681,569.6387,172.4706,122.5992,218.9267,22,97,0,0.5876,large,4.87e-13,2.43e-12,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,degraded
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,8148.7059,8289.1681,140.4622,47.9632,230.6893,36,83,0,0.0534,negligible,2.38e-05,4.76e-05,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,degraded
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,27.3429,41.6739,14.3311,14.1647,14.4992,119,0,0,1.0,large,2.9e-21,2.42e-20,True,False,5.0,"Wilcoxon signed-rank, normal approximation",119,improved
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7471.6639,7473.0,1.3361,-0.6725,3.3195,0,0,119,0.0011,negligible,0.133,,False,,,"Wilcoxon signed-rank, normal approximation",113,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,375.8151,375.7647,-0.0504,-0.8739,0.7143,0,0,119,0.0042,negligible,0.607,,False,,,"Wilcoxon signed-rank, normal approximation",95,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,301.9496,361.1261,59.1765,18.3363,98.6454,0,0,119,0.2492,small,0.000957,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,326.5042,307.5042,-19.0,-19.0,-19.0,0,0,119,-0.9998,large,1.07e-27,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,llm_eval_tokens,generated tokens,runtime,descriptive,119,24.6134,41.7563,17.1429,14.3859,19.9084,0,0,119,0.7263,large,1.44e-16,,False,,,"Wilcoxon signed-rank, normal approximation",116,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,7415.9496,11963.3025,4547.3529,3323.4412,5644.0861,0,0,119,0.6478,large,1.71e-14,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,check::answers_in_english,check: answers_in_english,adherence,higher,113,0.9735,1.0,0.0265,0.0,0.0619,3,0,110,,n/a,0.25,1.0,False,,,"McNemar, exact binomial",3,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,0.975,0.975,0.0,-0.0417,0.0417,3,3,114,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",6,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.7417,0.775,0.0333,-0.0583,0.125,17,13,90,,n/a,0.584,1.0,False,,,"McNemar, chi-square with continuity correction",30,no detected change
24 qwen2.5:32b-q4_K_M t0.7/s42,10 llama3.1:8b-fp16 t0.7/s42,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
