====================================================================================================
                        LLM RESPONSE EVALUATION REPORT
====================================================================================================
Generated on           : 2026-08-15 23:57:40
Run label              : 02 llama3.2:1b-q4_K_M t0.7/s42
Transcripts            : ..\results\text-only\02-llama3_2_1b_instruct_q4_K_M-t0.7_s42-vosk_cpu\20260815_110144\transcripts.yaml
Run directory          : ..\results\text-only\02-llama3_2_1b_instruct_q4_K_M-t0.7_s42-vosk_cpu\20260815_110144
System prompt          : ..\results\text-only\02-llama3_2_1b_instruct_q4_K_M-t0.7_s42-vosk_cpu\20260815_110144\system_prompt.txt
Constraint spec        : short_opener_en (C:\Workspace\etap\etap-speech-assistant-main\evaluation\rubrics\constraints_short_opener.yaml)
Rubric                 : (judge tier not run)
Items evaluated        : 120

Generating configuration (from config_used.yaml):
  ollama_model        : llama3.2:1b-instruct-q4_K_M
  llm_temperature     : 0.7
  llm_seed            : 42
  llm_max_tokens      : 150
  stt_engine          : vosk
  tts_engine          : piper
  mode                : cpu

Tiers executed:
  tier 0 constraints and readability: 15 checks from short_opener_en, token cap 150
  input fidelity (recognizer)       : reference text for 120/120 item(s), corpus WER 0.350 (425/1215 words); strata: mild 66, severe 37, clean 17
  tier 1 relevance                  : IDF over 120 items, reference measures for 120 item(s) from metadata.csv (32 marked unanswerable in the source, scored against a plausible answer)
  runtime cost                      : 119/120 item(s) timed from latency_log_20260815_110144.csv, 1 warm-up item(s) excluded (00004)
  tier 2 audit atoms                : deterministic extraction (always on)
  tier 2 self-consistency           : off (selfcheck_samples = 0)
  tier 2 atomic factual precision   : off (fact_precision not set)
  tier 3 rubric grading             : off (no judge model)
  tier 4 reliability and calibration: off (no human annotations)

Acceptance policy (predeclare this before measurement):
  min_quality_composite       : 3.5
  min_safety_score            : 4.0
  require_constraint_pass     : True
  strict_constraints          : True
====================================================================================================

1. PER-ITEM SCORES
====================================================================================================
Item      	Category                  	   WER	 Adher	  Chk%	 Words	    FRE	 Cover	 CovOri	  E2E ms	 Incon	  Fact	  Qual	  Safe	 Accept
00245     	unspecified               	  0.22	  PASS	   100	     3	   91.0	  0.00	   0.00	    6480	     -	     -	     -	     -	    yes
00259     	unspecified               	  0.00	  FAIL	    90	    15	   50.6	  0.39	   0.39	    6868	     -	     -	     -	     -	     NO
00261     	unspecified               	  0.15	  FAIL	    90	     9	   75.5	  0.29	   0.29	    6996	     -	     -	     -	     -	     NO
00266     	unspecified               	  0.29	  PASS	   100	     2	   77.9	  0.00	   0.00	   11228	     -	     -	     -	     -	    yes
00267     	unspecified               	  0.29	  FAIL	    60	     8	  -12.8	  0.63	   0.46	    6135	     -	     -	     -	     -	     NO
00271     	unspecified               	  0.33	  FAIL	    90	    11	   49.5	  0.20	   0.17	    8346	     -	     -	     -	     -	     NO
00290     	unspecified               	  0.33	  FAIL	    90	    21	   55.2	  0.29	   0.28	    5487	     -	     -	     -	     -	     NO
00298     	unspecified               	  0.00	  PASS	   100	     5	   32.6	  1.00	   1.00	    5818	     -	     -	     -	     -	    yes
00305     	unspecified               	  0.92	  FAIL	    90	    13	   30.9	  0.19	   0.00	    7675	     -	     -	     -	     -	     NO
00311     	unspecified               	  0.69	  FAIL	    89	     4	   97.0	  0.28	   0.19	    9471	     -	     -	     -	     -	     NO
00325     	unspecified               	  0.10	  FAIL	    90	    10	   61.3	  1.00	   0.72	    8196	     -	     -	     -	     -	     NO
00326     	unspecified               	  0.42	  FAIL	    89	     6	   73.8	  0.00	   0.00	    9270	     -	     -	     -	     -	     NO
00327     	unspecified               	  0.25	  FAIL	    90	     8	   82.4	  0.62	   1.00	    6616	     -	     -	     -	     -	     NO
00335     	unspecified               	  1.17	  FAIL	    90	     9	   66.1	  0.00	   0.00	    7605	     -	     -	     -	     -	     NO
00352     	unspecified               	  1.00	  PASS	   100	     1	  205.8	  0.00	   0.00	    9008	     -	     -	     -	     -	    yes
00357     	unspecified               	  0.43	  FAIL	    90	     9	   84.9	  0.75	   0.71	    6350	     -	     -	     -	     -	     NO
00366     	unspecified               	  0.55	  FAIL	    80	    11	   88.0	  0.00	   0.00	   10148	     -	     -	     -	     -	     NO
00369     	unspecified               	  0.42	  FAIL	    90	    15	   22.4	  0.16	   0.16	    7524	     -	     -	     -	     -	     NO
00382     	unspecified               	  0.38	  FAIL	    78	     6	   45.6	  0.76	   0.64	    6700	     -	     -	     -	     -	     NO
00389     	unspecified               	  1.20	  FAIL	    90	    19	   59.2	  0.00	   0.00	    7823	     -	     -	     -	     -	     NO
00394     	unspecified               	  0.20	  PASS	   100	    16	   34.8	  0.29	   0.35	    6291	     -	     -	     -	     -	    yes
00406     	unspecified               	  0.08	  FAIL	    90	    17	   45.3	  0.21	   0.17	    7735	     -	     -	     -	     -	     NO
00417     	unspecified               	  0.20	  FAIL	    67	     7	   42.6	  0.00	   0.00	    9313	     -	     -	     -	     -	     NO
00422     	unspecified               	  0.05	  FAIL	    90	    16	   16.1	  0.20	   0.20	   10689	     -	     -	     -	     -	     NO
00425     	unspecified               	  0.00	  PASS	   100	     3	  119.2	  0.00	   0.00	    7540	     -	     -	     -	     -	    yes
00432     	unspecified               	  0.17	  PASS	   100	     5	   83.3	  0.00	   0.00	    8600	     -	     -	     -	     -	    yes
00433     	unspecified               	  0.90	  PASS	   100	     3	   62.8	  0.20	   0.00	    6020	     -	     -	     -	     -	    yes
00441     	unspecified               	  0.17	  PASS	   100	     3	    6.4	  0.69	   0.69	    5446	     -	     -	     -	     -	    yes
00443     	unspecified               	  0.57	  FAIL	    90	    23	   85.0	  0.00	   0.00	    6570	     -	     -	     -	     -	     NO
00444     	unspecified               	  0.00	  FAIL	    89	     7	   91.0	  0.00	   0.00	    5176	     -	     -	     -	     -	     NO
00452     	unspecified               	  0.69	  FAIL	    90	    16	   63.7	  0.17	   0.00	   10869	     -	     -	     -	     -	     NO
00455     	unspecified               	  1.22	  FAIL	    90	    17	   50.2	  0.79	   0.00	    8613	     -	     -	     -	     -	     NO
00457     	unspecified               	  0.83	  PASS	   100	     2	  120.2	  0.00	   0.00	    6401	     -	     -	     -	     -	    yes
00460     	unspecified               	  0.30	  FAIL	    90	     9	    9.7	  0.00	   0.00	    5620	     -	     -	     -	     -	     NO
00474     	unspecified               	  0.50	  FAIL	    78	     2	   35.6	  0.39	   0.51	    7282	     -	     -	     -	     -	     NO
00475     	unspecified               	  0.44	  PASS	   100	     3	 -134.6	  0.16	   0.19	    7315	     -	     -	     -	     -	    yes
00476     	unspecified               	  0.00	  PASS	   100	     1	 -132.6	  0.00	   0.00	    5823	     -	     -	     -	     -	    yes
00481     	unspecified               	  0.14	  PASS	   100	     5	  117.2	  0.50	   0.51	    6761	     -	     -	     -	     -	    yes
00484     	unspecified               	  0.30	  PASS	   100	     4	   12.4	  0.00	   0.00	    7839	     -	     -	     -	     -	    yes
00496     	unspecified               	  0.33	  FAIL	    89	     6	   73.8	  0.34	   0.00	    7034	     -	     -	     -	     -	     NO
00497     	unspecified               	  0.14	  FAIL	    90	    10	   52.9	  0.64	   0.64	    6236	     -	     -	     -	     -	     NO
00498     	unspecified               	  0.33	  FAIL	    89	     6	   73.8	  0.24	   0.23	    7574	     -	     -	     -	     -	     NO
00500     	unspecified               	  0.00	  FAIL	    90	    10	   44.4	  0.29	   0.29	    9765	     -	     -	     -	     -	     NO
00501     	unspecified               	  0.33	  FAIL	    78	     5	  100.2	  0.13	   0.15	   10574	     -	     -	     -	     -	     NO
00503     	unspecified               	  0.42	  FAIL	    90	    19	   67.3	  0.29	   0.25	    7519	     -	     -	     -	     -	     NO
00507     	unspecified               	  0.17	  PASS	   100	     2	   -6.7	  0.00	   0.00	    7090	     -	     -	     -	     -	    yes
00521     	unspecified               	  0.30	  PASS	   100	     3	  119.2	  0.00	   0.00	    6783	     -	     -	     -	     -	    yes
00524     	unspecified               	  0.15	  PASS	   100	     3	    6.4	  0.31	   0.15	    7998	     -	     -	     -	     -	    yes
00531     	unspecified               	  0.20	  FAIL	    89	     6	   17.4	  0.00	   0.00	    7473	     -	     -	     -	     -	     NO
00532     	unspecified               	  0.27	  FAIL	    90	    11	   26.5	  0.37	   0.37	    8084	     -	     -	     -	     -	     NO
00533     	unspecified               	  0.22	  FAIL	    78	     2	 -133.6	  0.50	   0.41	    7809	     -	     -	     -	     -	     NO
00546     	unspecified               	  0.33	  FAIL	    90	    19	   67.3	  0.00	   0.00	    6551	     -	     -	     -	     -	     NO
00554     	unspecified               	  0.30	  FAIL	    78	     1	 -132.6	  0.00	   0.00	    6281	     -	     -	     -	     -	     NO
00571     	unspecified               	  0.06	  FAIL	    78	     5	   49.5	  0.11	   0.11	    9449	     -	     -	     -	     -	     NO
00573     	unspecified               	  0.54	  FAIL	    90	    20	   59.6	  0.00	   0.00	    9360	     -	     -	     -	     -	     NO
00582     	unspecified               	  0.33	  FAIL	    90	    15	   61.9	  0.49	   0.76	    6854	     -	     -	     -	     -	     NO
00594     	unspecified               	  0.33	  FAIL	    90	    17	   70.1	  0.29	   0.00	    7033	     -	     -	     -	     -	     NO
00612     	unspecified               	  1.20	  FAIL	    90	    25	   12.3	  0.64	   0.00	   10005	     -	     -	     -	     -	     NO
00616     	unspecified               	  0.00	  PASS	   100	     5	   49.5	  0.00	   0.00	    6655	     -	     -	     -	     -	    yes
00626     	unspecified               	  0.33	  FAIL	    90	    34	   28.6	  0.69	   0.69	    5776	     -	     -	     -	     -	     NO
00628     	unspecified               	  0.27	  FAIL	    78	     1	  121.2	  0.00	   0.00	    9139	     -	     -	     -	     -	     NO
00639     	unspecified               	  0.43	  FAIL	    78	     1	  121.2	  0.00	   0.00	    7751	     -	     -	     -	     -	     NO
00640     	unspecified               	  0.08	  PASS	   100	     4	   75.9	  0.00	   0.00	    7067	     -	     -	     -	     -	    yes
00643     	unspecified               	  1.50	  PASS	   100	     5	   15.6	  0.18	   0.00	    7946	     -	     -	     -	     -	    yes
00653     	unspecified               	  0.18	  FAIL	    80	     9	   66.1	  0.14	   0.16	    8444	     -	     -	     -	     -	     NO
00656     	unspecified               	  0.00	  FAIL	    90	     8	    8.4	  0.00	   0.00	   10773	     -	     -	     -	     -	     NO
00657     	unspecified               	  0.91	  FAIL	    80	    11	   26.5	  1.00	   0.00	    8631	     -	     -	     -	     -	     NO
00669     	unspecified               	  0.08	  FAIL	    78	     1	  205.8	  0.00	   0.00	    8774	     -	     -	     -	     -	     NO
00670     	unspecified               	  0.06	  PASS	   100	     4	   54.7	  0.00	   0.00	    8229	     -	     -	     -	     -	    yes
00673     	unspecified               	  0.29	  FAIL	    89	     7	  139.3	  0.11	   0.55	    9706	     -	     -	     -	     -	     NO
00686     	unspecified               	  0.00	  FAIL	    90	    10	   -6.3	  0.58	   0.58	    7390	     -	     -	     -	     -	     NO
00692     	unspecified               	  0.14	  FAIL	    89	     6	  102.0	  0.58	   0.58	    6927	     -	     -	     -	     -	     NO
00714     	unspecified               	  0.10	  PASS	   100	     1	 -132.6	  0.00	   0.00	    8061	     -	     -	     -	     -	    yes
00737     	unspecified               	  1.00	  FAIL	    78	     3	    6.4	  0.19	   0.00	    7806	     -	     -	     -	     -	     NO
00739     	unspecified               	  1.11	  PASS	   100	     4	  -29.9	  0.15	   0.00	    7776	     -	     -	     -	     -	    yes
00744     	unspecified               	  1.00	  FAIL	    90	    11	   -4.3	  0.19	   0.00	    8703	     -	     -	     -	     -	     NO
00758     	unspecified               	  0.00	  FAIL	    90	    14	   71.8	  0.00	   0.00	    6100	     -	     -	     -	     -	     NO
00778     	unspecified               	  0.43	  PASS	   100	     4	  118.2	  0.65	   0.23	    6960	     -	     -	     -	     -	    yes
00785     	unspecified               	  0.00	  FAIL	    89	     6	   59.8	  0.00	   0.00	    6875	     -	     -	     -	     -	     NO
00794     	unspecified               	  0.25	  FAIL	    89	     6	   31.6	  0.00	   0.00	    8356	     -	     -	     -	     -	     NO
00801     	unspecified               	  0.30	  FAIL	    90	    16	   42.5	  0.41	   0.48	    7079	     -	     -	     -	     -	     NO
00819     	unspecified               	  0.43	  FAIL	    78	     4	   75.9	  0.00	   0.00	    5864	     -	     -	     -	     -	     NO
00822     	unspecified               	  0.29	  FAIL	    78	     2	   35.6	  0.00	   0.00	    6395	     -	     -	     -	     -	     NO
00827     	unspecified               	  0.00	  FAIL	    90	    29	   60.7	  0.38	   0.38	    7604	     -	     -	     -	     -	     NO
00828     	unspecified               	  1.10	  PASS	   100	     1	  -48.0	  0.00	   0.00	    6660	     -	     -	     -	     -	    yes
00830     	unspecified               	  0.14	  FAIL	    90	     8	   61.2	  0.00	   0.00	    6736	     -	     -	     -	     -	     NO
----------------------------------------------------------------------------------------------------
WER = word error rate of the recognized utterance against the reference utterance, a
property of the recognizer rather than of the model. Adher = all hard prompt constraints
satisfied as generated (item level, strict). Chk% = share of hard constraints satisfied.
FRE = Flesch Reading Ease. Cover = coverage of the recognized request, CovOri = coverage of
the reference utterance. E2E ms = wall-clock span of the whole item, recording included. Incon =
self-consistency inconsistency (higher is worse). Fact = supported share of atomic claims.
Qual = weighted rubric composite (1-5). Safe = worst safety dimension (1-5). '-' means the
tier producing that column did not run.
====================================================================================================

2. CONSTRAINT PASS RATES (IFEval-style, Zhou et al., 2023)
====================================================================================================
Check id                          	  Strict %	   Loose %	   Delta
----------------------------------------------------------------------------------------------------
opener_at_most_five_words         	      45.8	      45.8	     0.0
opener_ends_with_full_stop        	      78.3	      78.3	     0.0
response_is_complete              	      84.2	      84.2	     0.0
no_follow_up_question             	      91.7	      91.7	     0.0
answers_in_english                	      96.0	      96.0	     0.0
non_empty                         	     100.0	     100.0	     0.0
at_most_two_detail_sentences      	     100.0	     100.0	     0.0
total_sentences_at_most_three     	     100.0	     100.0	     0.0
no_simulated_dialogue             	     100.0	     100.0	     0.0
not_truncated_at_token_cap        	     100.0	     100.0	     0.0
brief_enough_for_speech           	     100.0	     100.0	     0.0
spoken_duration_budget            	     100.0	     100.0	     0.0
no_markup_in_spoken_text          	     100.0	     100.0	     0.0
----------------------------------------------------------------------------------------------------
ITEM LEVEL (all hard checks)      	      30.0	      30.0	     0.0

Rates are over the items where the check applied; a check with nothing to verify for an
item is excluded rather than counted as a pass. Delta is the share of items that violate
the constraint only in formatting: a large delta points at output formatting, a delta near
zero means the instruction itself was not followed. Report the item-level figure as the
headline adherence rate.
====================================================================================================

3. INPUT QUALITY (recognizer against the reference utterance)
====================================================================================================
Word error rate over items: median 0.273, mean 0.372, max 3.600

Input stratum 	   n	    WER	  Adher %	 Cover(stt)	 Cover(ori)	  Words	   E2E ms
----------------------------------------------------------------------------------------------------
clean         	  17	  0.000	     52.9	      0.000	      0.000	    5.0	     6868
mild          	  66	  0.200	     28.8	      0.165	      0.148	    6.0	     7339
severe        	  37	  0.692	     21.6	      0.187	      0.000	    7.0	     7675
----------------------------------------------------------------------------------------------------
Strata are defined on the word error rate of the item: clean = transcribed exactly,
severe = more than a third of the reference words lost or altered. These figures are a
property of the recognizer and the audio, identical in every run over the same recordings,
so they bound what the language model could have answered rather than describing it.

Cover(stt) is coverage of the recognized request, which is all the model received.
Cover(ori) is coverage of what the speaker actually asked. The gap between them is the
cost the recognizer imposed on the interaction, and it belongs to the recognizer.

Compare a column down the strata of one run with caution, and across runs freely. A correct
answer to a closed question repeats none of it -- "In what years was the Great Famine?"
answered "1918-1921." scores zero coverage -- so a stratum holding more such questions
shows lower coverage for reasons that have nothing to do with the model. Prompt adherence
carries no such artefact and is the column to read down this table.
====================================================================================================

4. RUNTIME COST PER STAGE (from the run's latency log)
====================================================================================================
Stage                   	   n	   Median	       Q1	       Q3	      P90	      P95	      Max
----------------------------------------------------------------------------------------------------
stt                     	 119	     7227	     6483	     8232	     9580	    10140	    11192
stt_endpoint_delay      	 119	      936	      826	     1014	     1092	     1118	     1303
llm_prompt_eval         	 119	       19	       19	       20	       22	       23	       26
llm_ttft                	 119	      866	      836	      888	      912	      920	      937
llm_first_chunk_fill    	 119	       91	       56	      136	      172	      190	      249
llm_ttfc                	 119	      954	      915	     1002	     1051	     1084	     1124
tts_first_chunk         	 119	      148	      112	      218	      280	      314	      415
ttfa                    	 119	     2033	     1848	     2200	     2293	     2376	     2573
llm_eval                	 119	      100	       67	      146	      194	      238	      370
tts_total               	 119	      151	      112	      222	      309	      375	      667
e2e_response_ready      	 119	     7473	     6658	     8351	     9718	    10168	    11228
----------------------------------------------------------------------------------------------------
generation throughput (tok/s)   : median 94.6   mean 100.0
generated tokens                : median 9.0   mean 11.4
prompt tokens                   : median 322.0   mean 322.5
synthesized audio (ms)          : median 2449.0   mean 3124.3

Resource use (run medians):
  cpu_percent         : 8.9
  gpu_mem_used_mb     : 1266.0
  gpu_util_percent    : 2.0
  llm_model_vram_mb   : 856.0
  llm_rss_mb          : 778.6
  llm_vram_mb         : 1266.0
  ram_percent         : 5.3
  rss_mb              : 557.3

All values are milliseconds unless stated. The median is the headline figure and the 95th
percentile the one a user notices, since an assistant is judged by the answers that arrive
late (Dean and Barroso, 2013). Timings are wall-clock on a shared host: they compare runs
measured under the same conditions and are not portable hardware benchmarks.

The stages overlap and are not all measured from the same instant, so they do not add up.
`stt` is the recording arriving at speaking pace, which on file input is the length of the
audio rather than a cost of recognition. `ttfa` runs from the speaker stopping to the first
audio out and is the delay a user actually waits through. `e2e_response_ready` spans the whole
item including that recording, so it is dominated by how long the person spoke and moves
little between models.
====================================================================================================

5. DESCRIPTIVE MEASURES
====================================================================================================
Metric                          	   n	     Mean	       SD	   Median	      Min	      Max	               95% CI
----------------------------------------------------------------------------------------------------
word_count                      	 120	    8.075	    6.472	    6.000	    1.000	   34.000	       [6.975, 9.250]
sentence_count                  	 120	    1.067	    0.310	    1.000	    1.000	    3.000	       [1.017, 1.125]
opening_words                   	 120	    7.533	    5.620	    6.000	    1.000	   29.000	       [6.558, 8.550]
mean_words_per_sentence         	 120	    7.467	    5.561	    6.000	    1.000	   29.000	       [6.518, 8.464]
estimated_tokens                	 120	   10.858	    8.569	    8.000	    1.000	   45.000	      [9.383, 12.408]
estimated_spoken_seconds        	 120	    3.230	    2.589	    2.400	    0.400	   13.600	       [2.790, 3.700]
flesch_reading_ease             	 120	   53.523	   64.773	   59.695	 -134.610	  205.820	     [42.304, 64.496]
flesch_kincaid_grade            	 120	    7.649	    9.132	    8.250	  -15.200	   32.780	       [6.052, 9.238]
request_coverage                	 120	    0.225	    0.262	    0.159	    0.000	    1.000	       [0.180, 0.273]
echo_ratio                      	 118	    0.240	    0.290	    0.155	    0.000	    1.000	       [0.190, 0.294]
intent_coverage                 	 120	    0.189	    0.259	    0.000	    0.000	    1.000	       [0.144, 0.237]
coverage_intent_gap             	 120	   -0.036	    0.175	    0.000	   -1.000	    0.447	     [-0.069, -0.006]
answer_presence                 	 120	    0.000	    0.000	    0.000	    0.000	    0.000	       [0.000, 0.000]
reference_exact_match           	 120	    0.000	    0.000	    0.000	    0.000	    0.000	       [0.000, 0.000]
reference_token_f1              	 120	    0.032	    0.098	    0.000	    0.000	    0.571	       [0.016, 0.051]
reference_rouge_1               	 120	    0.049	    0.137	    0.000	    0.000	    0.667	       [0.026, 0.075]
reference_rouge_l               	 120	    0.033	    0.099	    0.000	    0.000	    0.587	       [0.017, 0.052]
stt_wer                         	 120	    0.372	    0.454	    0.273	    0.000	    3.600	       [0.299, 0.464]
stt_cer                         	 120	    0.244	    0.323	    0.127	    0.000	    1.923	       [0.190, 0.305]
stt_content_recall              	 120	    0.680	    0.323	    0.750	    0.000	    1.000	       [0.619, 0.737]
lat_stt                         	 119	 7474.454	 1404.851	 7227.000	 4571.000	11192.000	 [7227.944, 7728.597]
lat_stt_endpoint_delay          	 119	  375.824	 1431.006	  936.000	-6761.000	 1303.000	   [110.195, 612.456]
lat_llm_prompt_eval             	 119	   19.387	    2.034	   19.000	   13.000	   26.000	     [19.017, 19.748]
lat_llm_ttft                    	 119	  862.042	   37.947	  866.000	  750.000	  937.000	   [855.202, 868.857]
lat_llm_first_chunk_fill        	 119	   99.202	   52.850	   91.000	   16.000	  249.000	    [89.924, 108.472]
lat_llm_ttfc                    	 119	  961.244	   70.356	  954.000	  790.000	 1124.000	   [948.521, 973.530]
lat_tts_first_chunk             	 119	  168.681	   77.465	  148.000	   58.000	  415.000	   [155.008, 182.916]
lat_ttfa                        	 119	 1510.134	 1455.042	 2033.000	-5705.000	 2573.000	 [1241.452, 1751.876]
lat_llm_eval                    	 119	  111.344	   64.389	  100.000	   11.000	  370.000	    [99.949, 123.320]
lat_tts_total                   	 119	  180.605	   98.942	  151.000	   58.000	  667.000	   [163.554, 198.741]
lat_e2e_response_ready          	 119	 7614.126	 1382.766	 7473.000	 5036.000	11228.000	 [7373.025, 7863.337]
llm_prompt_tokens               	 119	  322.504	    4.008	  322.000	  316.000	  335.000	   [321.807, 323.227]
llm_eval_tokens                 	 119	   11.387	    7.615	    9.000	    2.000	   46.000	     [10.075, 12.798]
llm_tokens_per_sec              	 119	   99.963	   16.468	   94.600	   77.300	  167.000	    [97.230, 102.983]
tts_audio_ms                    	 119	 3124.252	 2295.358	 2449.000	  441.000	14907.000	 [2730.456, 3548.657]
----------------------------------------------------------------------------------------------------
Intervals are percentile bootstrap intervals for the mean (Efron and Tibshirani, 1993),
omitted below three observations.
====================================================================================================

6. PER-ITEM DETAIL AND AUDIT TRAIL
====================================================================================================
[00004] category=unspecified  accepted=NO
  user     : now what does the name of the campus tv station
  response : University TV
  constraint violations:
    - opener_ends_with_full_stop: observed ends with 'V' | required first sentence ends with '.'
    - response_is_complete: observed ends with 'V' | required terminators=.!?
