baseline,contrast,metric,label,family,direction,n_pairs,baseline_mean,contrast_mean,mean_difference,ci_low,ci_high,improved_items,degraded_items,unchanged_items,effect_size,effect_label,p_value,p_adjusted,significant,equivalent_within_margin,equivalence_margin,test_method,n_effective,verdict
21 gemma3:27b-q4_K_M t0,22 gemma3:27b-q4_K_M t0.7/s42,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,10325.6134,10311.2857,-14.3277,-70.2592,39.0595,64,55,0,-0.0088,negligible,0.514,1.0,False,True,100.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
21 gemma3:27b-q4_K_M t0,22 gemma3:27b-q4_K_M t0.7/s42,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,28.1311,28.1613,0.0303,-0.1227,0.1883,62,53,4,0.0233,negligible,0.704,1.0,False,True,5.0,"Wilcoxon signed-rank, normal approximation",115,equivalent
21 gemma3:27b-q4_K_M t0,22 gemma3:27b-q4_K_M t0.7/s42,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7473.0588,7472.8655,-0.1933,-2.2441,1.7227,0,0,119,0.0001,negligible,0.465,,False,,,"Wilcoxon signed-rank, normal approximation",110,descriptive
21 gemma3:27b-q4_K_M t0,22 gemma3:27b-q4_K_M t0.7/s42,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,375.9244,376.4454,0.521,-0.1263,1.1513,0,0,119,0.0041,negligible,0.0736,,False,,,"Wilcoxon signed-rank, normal approximation",90,descriptive
21 gemma3:27b-q4_K_M t0,22 gemma3:27b-q4_K_M t0.7/s42,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,261.8319,250.9664,-10.8655,-35.3059,13.7487,0,0,119,-0.0385,negligible,0.376,,False,,,"Wilcoxon signed-rank, normal approximation",118,descriptive
21 gemma3:27b-q4_K_M t0,22 gemma3:27b-q4_K_M t0.7/s42,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,315.3697,315.3697,0.0,0.0,0.0,0,0,119,0.0,negligible,1.0,,False,,,Wilcoxon signed-rank (all differences zero),0,descriptive
21 gemma3:27b-q4_K_M t0,22 gemma3:27b-q4_K_M t0.7/s42,llm_eval_tokens,generated tokens,runtime,descriptive,119,47.1765,47.4454,0.2689,-1.0926,1.6639,0,0,119,-0.0061,negligible,0.799,,False,,,"Wilcoxon signed-rank, normal approximation",109,descriptive
21 gemma3:27b-q4_K_M t0,22 gemma3:27b-q4_K_M t0.7/s42,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,13355.8487,13597.8151,241.9664,-157.066,663.2151,0,0,119,0.0343,negligible,0.309,,False,,,"Wilcoxon signed-rank, normal approximation",118,descriptive
21 gemma3:27b-q4_K_M t0,22 gemma3:27b-q4_K_M t0.7/s42,check::answers_in_english,check: answers_in_english,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
21 gemma3:27b-q4_K_M t0,22 gemma3:27b-q4_K_M t0.7/s42,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,1.0,0.9833,-0.0167,-0.0417,0.0,0,2,118,,n/a,0.5,1.0,False,,,"McNemar, exact binomial",2,no detected change
21 gemma3:27b-q4_K_M t0,22 gemma3:27b-q4_K_M t0.7/s42,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
21 gemma3:27b-q4_K_M t0,22 gemma3:27b-q4_K_M t0.7/s42,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.7583,0.7833,0.025,-0.05,0.1,12,9,99,,n/a,0.664,1.0,False,,,"McNemar, exact binomial",21,no detected change
21 gemma3:27b-q4_K_M t0,22 gemma3:27b-q4_K_M t0.7/s42,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
21 gemma3:27b-q4_K_M t0,22 gemma3:27b-q4_K_M t0.7/s42,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
21 gemma3:27b-q4_K_M t0,22 gemma3:27b-q4_K_M t0.7/s42,check::non_empty,check: non_empty,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
21 gemma3:27b-q4_K_M t0,22 gemma3:27b-q4_K_M t0.7/s42,check::not_truncated_at_token_cap,check: not_truncated_at_token_cap,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
21 gemma3:27b-q4_K_M t0,22 gemma3:27b-q4_K_M t0.7/s42,check::opener_at_most_five_words,check: opener_at_most_five_words,adherence,higher,120,0.7167,0.7583,0.0417,-0.025,0.1083,11,6,103,,n/a,0.332,1.0,False,,,"McNemar, exact binomial",17,no detected change
21 gemma3:27b-q4_K_M t0,22 gemma3:27b-q4_K_M t0.7/s42,check::opener_ends_with_full_stop,check: opener_ends_with_full_stop,adherence,higher,120,0.975,0.9833,0.0083,-0.0167,0.0417,2,1,117,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",3,no detected change
21 gemma3:27b-q4_K_M t0,22 gemma3:27b-q4_K_M t0.7/s42,check::response_is_complete,check: response_is_complete,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
21 gemma3:27b-q4_K_M t0,22 gemma3:27b-q4_K_M t0.7/s42,check::spoken_duration_budget,check: spoken_duration_budget,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
21 gemma3:27b-q4_K_M t0,22 gemma3:27b-q4_K_M t0.7/s42,check::total_sentences_at_most_three,check: total_sentences_at_most_three,adherence,higher,120,1.0,0.9833,-0.0167,-0.0417,0.0,0,2,118,,n/a,0.5,1.0,False,,,"McNemar, exact binomial",2,no detected change
