baseline,contrast,metric,label,family,direction,n_pairs,baseline_mean,contrast_mean,mean_difference,ci_low,ci_high,improved_items,degraded_items,unchanged_items,effect_size,effect_label,p_value,p_adjusted,significant,equivalent_within_margin,equivalence_margin,test_method,n_effective,verdict
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,reference_rouge_1,ROUGE-1 vs reference,response,higher,120,0.1351,0.1398,0.0047,-0.0283,0.037,9,9,102,0.0009,negligible,0.743,1.0,False,False,0.02,"Wilcoxon signed-rank, normal approximation",18,no detected change
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,reference_rouge_l,ROUGE-L vs reference,response,higher,120,0.0485,0.0597,0.0112,-0.005,0.0281,19,14,87,0.0072,negligible,0.238,1.0,False,False,0.02,"Wilcoxon signed-rank, normal approximation",33,no detected change
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,flesch_reading_ease,reading ease,response,higher,120,54.7591,49.5549,-5.2042,-9.2977,-1.1623,45,63,12,-0.0944,negligible,0.0445,0.356,False,False,2.0,"Wilcoxon signed-rank, normal approximation",108,no detected change
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,flesch_kincaid_grade,grade level,response,lower,120,8.5976,9.0154,0.4178,-0.2459,1.0736,48,59,13,0.0496,negligible,0.342,1.0,False,False,0.5,"Wilcoxon signed-rank, normal approximation",107,no detected change
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,word_count,words,response,descriptive,120,16.125,14.35,-1.775,-3.3,-0.3079,0,0,120,-0.2366,small,0.0102,,False,,,"Wilcoxon signed-rank, normal approximation",101,descriptive
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,sentence_count,sentences,response,descriptive,120,1.425,1.35,-0.075,-0.175,0.025,0,0,120,-0.0744,negligible,0.162,,False,,,"Wilcoxon signed-rank, normal approximation",41,descriptive
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,opening_words,opening sentence length,response,descriptive,120,12.0083,10.8417,-1.1667,-1.9752,-0.3415,0,0,120,-0.1384,negligible,0.00558,,False,,,"Wilcoxon signed-rank, normal approximation",92,descriptive
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,mean_words_per_sentence,words per sentence,response,descriptive,120,11.9778,10.7375,-1.2403,-2.0334,-0.4583,0,0,120,-0.1581,small,0.0038,,False,,,"Wilcoxon signed-rank, normal approximation",102,descriptive
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,estimated_tokens,estimated tokens,response,descriptive,120,21.5667,19.1833,-2.3833,-4.3919,-0.4413,0,0,120,-0.2344,small,0.0083,,False,,,"Wilcoxon signed-rank, normal approximation",101,descriptive
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,estimated_spoken_seconds,estimated speech seconds,response,descriptive,120,6.45,5.74,-0.71,-1.32,-0.1232,0,0,120,-0.2366,small,0.0108,,False,,,"Wilcoxon signed-rank, normal approximation",101,descriptive
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_llm_prompt_eval,prompt evaluation (ms),runtime,lower,119,32.2857,32.6218,0.3361,-0.2941,1.0504,50,53,16,0.0059,negligible,0.526,1.0,False,True,5.0,"Wilcoxon signed-rank, normal approximation",103,equivalent
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_llm_ttft,time to first token (ms),runtime,lower,119,774.2353,702.9748,-71.2605,-80.8742,-61.6544,112,6,1,-0.8642,large,1.1e-19,7.71e-19,True,False,50.0,"Wilcoxon signed-rank, normal approximation",118,improved
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,969.0588,884.3697,-84.6891,-98.2271,-71.1622,103,16,0,-0.6448,large,1.17e-17,7e-17,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_llm_eval,generation time (ms),runtime,lower,119,266.5798,244.7059,-21.8739,-42.0599,-1.0044,64,50,5,-0.1999,small,0.0359,0.108,False,True,50.0,"Wilcoxon signed-rank, normal approximation",114,equivalent
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,229.1849,212.9664,-16.2185,-27.8588,-3.7721,72,46,1,-0.0909,negligible,0.0123,0.0616,False,True,50.0,"Wilcoxon signed-rank, normal approximation",118,equivalent
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_ttfa,time to first audio (ms),runtime,lower,119,1578.437,3016.1765,1437.7395,1356.4437,1521.3141,0,119,0,0.73,large,2.92e-21,2.63e-20,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,degraded
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_tts_total,total synthesis (ms),runtime,lower,119,297.7143,274.6723,-23.042,-45.6399,0.1191,71,47,1,-0.2118,small,0.0214,0.0858,False,True,50.0,"Wilcoxon signed-rank, normal approximation",118,equivalent
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,7660.8655,8892.1849,1231.3193,1182.888,1278.4748,0,119,0,0.4832,large,2.92e-21,2.63e-20,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,degraded
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,80.2882,80.1059,-0.1824,-1.4689,1.112,56,63,0,-0.03,negligible,0.525,1.0,False,True,5.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7473.3109,7678.8235,205.5126,197.596,213.3782,0,0,119,0.0876,negligible,2.91e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,375.8319,1914.0756,1538.2437,1459.5071,1617.9176,0,0,119,0.735,large,2.92e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,194.8235,181.395,-13.4286,-23.8576,-2.9733,0,0,119,-0.0967,negligible,0.0261,,False,,,"Wilcoxon signed-rank, normal approximation",116,descriptive
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,326.5042,326.5126,0.0084,-0.1683,0.1933,0,0,119,-0.0042,negligible,0.934,,False,,,"Wilcoxon signed-rank, normal approximation",51,descriptive
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,llm_eval_tokens,generated tokens,runtime,descriptive,119,21.479,19.8319,-1.6471,-3.4288,0.1851,0,0,119,-0.1854,small,0.0577,,False,,,"Wilcoxon signed-rank, normal approximation",100,descriptive
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,5991.5882,5410.4538,-581.1345,-1130.8874,-23.3716,0,0,119,-0.2123,small,0.0177,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::answers_in_english,check: answers_in_english,adherence,higher,110,0.9909,1.0,0.0091,0.0,0.0273,1,0,109,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.7167,0.8833,0.1667,0.0917,0.25,22,2,96,,n/a,3.59e-05,0.00061,True,,,"McNemar, exact binomial",24,improved
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::non_empty,check: non_empty,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::not_truncated_at_token_cap,check: not_truncated_at_token_cap,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::opener_at_most_five_words,check: opener_at_most_five_words,adherence,higher,120,0.05,0.0167,-0.0333,-0.075,0.0083,1,5,114,,n/a,0.219,1.0,False,,,"McNemar, exact binomial",6,no detected change
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::opener_ends_with_full_stop,check: opener_ends_with_full_stop,adherence,higher,120,0.9833,1.0,0.0167,0.0,0.0417,2,0,118,,n/a,0.5,1.0,False,,,"McNemar, exact binomial",2,no detected change
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::response_is_complete,check: response_is_complete,adherence,higher,120,0.9917,1.0,0.0083,0.0,0.025,1,0,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::spoken_duration_budget,check: spoken_duration_budget,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
13 qwen2.5:3b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::total_sentences_at_most_three,check: total_sentences_at_most_three,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
