====================================================================================================
                        LLM RESPONSE EVALUATION REPORT
====================================================================================================
Generated on           : 2026-08-15 23:57:50
Run label              : 11 qwen2.5:1.5b-q4_K_M t0
Transcripts            : ..\results\text-only\11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu\20260815_140009\transcripts.yaml
Run directory          : ..\results\text-only\11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu\20260815_140009
System prompt          : ..\results\text-only\11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu\20260815_140009\system_prompt.txt
Constraint spec        : short_opener_en (C:\Workspace\etap\etap-speech-assistant-main\evaluation\rubrics\constraints_short_opener.yaml)
Rubric                 : (judge tier not run)
Items evaluated        : 120

Generating configuration (from config_used.yaml):
  ollama_model        : qwen2.5:1.5b-instruct-q4_K_M
  llm_temperature     : 0
  llm_seed            : None
  llm_max_tokens      : 150
  stt_engine          : vosk
  tts_engine          : piper
  mode                : cpu

Tiers executed:
  tier 0 constraints and readability: 15 checks from short_opener_en, token cap 150
  input fidelity (recognizer)       : reference text for 120/120 item(s), corpus WER 0.350 (425/1215 words); strata: mild 66, severe 37, clean 17
  tier 1 relevance                  : IDF over 120 items, reference measures for 120 item(s) from metadata.csv (32 marked unanswerable in the source, scored against a plausible answer)
  runtime cost                      : 119/120 item(s) timed from latency_log_20260815_140009.csv, 1 warm-up item(s) excluded (00004)
  tier 2 audit atoms                : deterministic extraction (always on)
  tier 2 self-consistency           : off (selfcheck_samples = 0)
  tier 2 atomic factual precision   : off (fact_precision not set)
  tier 3 rubric grading             : off (no judge model)
  tier 4 reliability and calibration: off (no human annotations)

Acceptance policy (predeclare this before measurement):
  min_quality_composite       : 3.5
  min_safety_score            : 4.0
  require_constraint_pass     : True
  strict_constraints          : True
====================================================================================================

1. PER-ITEM SCORES
====================================================================================================
Item      	Category                  	   WER	 Adher	  Chk%	 Words	    FRE	 Cover	 CovOri	  E2E ms	 Incon	  Fact	  Qual	  Safe	 Accept
00211     	unspecified               	  0.08	  FAIL	    90	     9	   37.9	  0.69	   0.69	    9889	     -	     -	     -	     -	     NO
00233     	unspecified               	  0.12	  FAIL	    90	     9	   28.5	  1.00	   1.00	    5811	     -	     -	     -	     -	     NO
00236     	unspecified               	  0.14	  FAIL	    90	     9	  103.7	  0.34	   0.34	    8268	     -	     -	     -	     -	     NO
00244     	unspecified               	  0.00	  FAIL	    90	    17	   70.1	  0.86	   0.86	    7934	     -	     -	     -	     -	     NO
00245     	unspecified               	  0.22	  FAIL	    90	     8	   71.8	  0.78	   0.55	    6599	     -	     -	     -	     -	     NO
00259     	unspecified               	  0.00	  FAIL	    90	    29	   28.6	  0.79	   0.79	    7053	     -	     -	     -	     -	     NO
00261     	unspecified               	  0.15	  FAIL	    80	    13	   76.5	  0.83	   0.83	    6992	     -	     -	     -	     -	     NO
00266     	unspecified               	  0.29	  FAIL	    90	    17	   73.8	  0.31	   0.00	   11231	     -	     -	     -	     -	     NO
00267     	unspecified               	  0.29	  FAIL	    90	    56	   30.4	  1.00	   0.45	    6828	     -	     -	     -	     -	     NO
00271     	unspecified               	  0.33	  FAIL	    80	    14	   83.8	  0.00	   0.00	    8346	     -	     -	     -	     -	     NO
00290     	unspecified               	  0.33	  FAIL	    90	     9	   56.7	  0.60	   0.61	    5394	     -	     -	     -	     -	     NO
00298     	unspecified               	  0.00	  FAIL	    90	     9	   28.5	  1.00	   1.00	    5821	     -	     -	     -	     -	     NO
00305     	unspecified               	  0.92	  FAIL	    89	     7	   66.8	  0.57	   0.00	    7217	     -	     -	     -	     -	     NO
00311     	unspecified               	  0.69	  FAIL	    90	    11	   80.3	  0.69	   0.37	    9432	     -	     -	     -	     -	     NO
00325     	unspecified               	  0.10	  FAIL	    90	    29	   60.8	  0.74	   0.46	    8179	     -	     -	     -	     -	     NO
00326     	unspecified               	  0.42	  FAIL	    90	    19	   77.0	  0.84	   0.58	    9251	     -	     -	     -	     -	     NO
00327     	unspecified               	  0.25	  FAIL	    90	     9	   94.3	  1.00	   0.66	    6645	     -	     -	     -	     -	     NO
00335     	unspecified               	  1.17	  FAIL	    90	    10	   95.2	  0.00	   0.00	    7604	     -	     -	     -	     -	     NO
00352     	unspecified               	  1.00	  FAIL	    90	     9	   75.5	  0.62	   0.00	    9212	     -	     -	     -	     -	     NO
00357     	unspecified               	  0.43	  FAIL	    89	     6	   17.4	  0.00	   0.00	    6330	     -	     -	     -	     -	     NO
00366     	unspecified               	  0.55	  FAIL	    90	    10	   69.8	  0.54	   0.35	   10112	     -	     -	     -	     -	     NO
00369     	unspecified               	  0.42	  FAIL	    90	    14	   71.8	  0.16	   0.16	    7327	     -	     -	     -	     -	     NO
00382     	unspecified               	  0.38	  PASS	   100	     3	    6.4	  0.24	   0.67	    6705	     -	     -	     -	     -	    yes
00389     	unspecified               	  1.20	  FAIL	    90	    32	   63.7	  0.65	   0.00	    7912	     -	     -	     -	     -	     NO
00394     	unspecified               	  0.20	  FAIL	    90	    10	   61.3	  0.70	   0.86	    6092	     -	     -	     -	     -	     NO
00406     	unspecified               	  0.08	  FAIL	    90	    14	   11.3	  0.42	   0.34	    7560	     -	     -	     -	     -	     NO
00417     	unspecified               	  0.20	  FAIL	    90	    10	   69.8	  0.27	   0.00	    9446	     -	     -	     -	     -	     NO
00422     	unspecified               	  0.05	  FAIL	    90	    13	   37.5	  0.20	   0.20	   10678	     -	     -	     -	     -	     NO
00425     	unspecified               	  0.00	  FAIL	    90	     8	   40.1	  0.26	   0.26	    7546	     -	     -	     -	     -	     NO
00432     	unspecified               	  0.17	  FAIL	    90	    11	   64.9	  0.47	   0.64	    8737	     -	     -	     -	     -	     NO
00433     	unspecified               	  0.90	  FAIL	    90	    10	   78.2	  1.00	   0.00	    5982	     -	     -	     -	     -	     NO
00441     	unspecified               	  0.17	  FAIL	    90	    12	   11.4	  0.68	   0.68	    5560	     -	     -	     -	     -	     NO
00443     	unspecified               	  0.57	  FAIL	    90	     8	   61.2	  0.20	   0.19	    6590	     -	     -	     -	     -	     NO
00444     	unspecified               	  0.00	  FAIL	    90	     8	  -12.8	  1.00	   1.00	    5159	     -	     -	     -	     -	     NO
00452     	unspecified               	  0.69	  FAIL	    90	    17	   35.3	  0.39	   0.26	   10847	     -	     -	     -	     -	     NO
00455     	unspecified               	  1.22	  FAIL	    70	     8	   71.8	  0.19	   0.00	    8554	     -	     -	     -	     -	     NO
00457     	unspecified               	  0.83	  PASS	   100	     4	   97.0	  0.00	   0.00	    6468	     -	     -	     -	     -	    yes
00460     	unspecified               	  0.30	  FAIL	    90	     9	   94.3	  0.59	   0.73	    5625	     -	     -	     -	     -	     NO
00474     	unspecified               	  0.50	  FAIL	    70	    11	   57.2	  0.56	   0.52	    7273	     -	     -	     -	     -	     NO
00475     	unspecified               	  0.44	  FAIL	    90	     8	   29.5	  0.67	   1.00	    7384	     -	     -	     -	     -	     NO
00476     	unspecified               	  0.00	  FAIL	    90	    25	   52.0	  0.74	   0.74	    6048	     -	     -	     -	     -	     NO
00481     	unspecified               	  0.14	  PASS	   100	     5	  117.2	  0.74	   0.50	    6779	     -	     -	     -	     -	    yes
00484     	unspecified               	  0.30	  FAIL	    80	    14	   89.9	  0.00	   0.00	    7828	     -	     -	     -	     -	     NO
00496     	unspecified               	  0.33	  FAIL	    90	    19	   45.1	  0.66	   0.31	    7027	     -	     -	     -	     -	     NO
00497     	unspecified               	  0.14	  FAIL	    89	     4	   33.6	  0.00	   0.00	    6081	     -	     -	     -	     -	     NO
00498     	unspecified               	  0.33	  FAIL	    90	    15	   61.9	  0.71	   0.70	    7633	     -	     -	     -	     -	     NO
00500     	unspecified               	  0.00	  FAIL	    90	    16	   53.1	  0.52	   0.52	    9744	     -	     -	     -	     -	     NO
00501     	unspecified               	  0.33	  FAIL	    90	    12	   39.6	  0.37	   0.15	   10596	     -	     -	     -	     -	     NO
00503     	unspecified               	  0.42	  FAIL	    90	    16	   37.3	  0.49	   0.11	    7492	     -	     -	     -	     -	     NO
00507     	unspecified               	  0.17	  FAIL	    78	     3	   62.8	  0.00	   0.00	    7091	     -	     -	     -	     -	     NO
00521     	unspecified               	  0.30	  FAIL	    90	    25	   38.5	  0.34	   0.00	    6741	     -	     -	     -	     -	     NO
00524     	unspecified               	  0.15	  FAIL	    90	    15	   45.0	  0.41	   0.41	    8221	     -	     -	     -	     -	     NO
00531     	unspecified               	  0.20	  PASS	   100	     5	   32.6	  0.11	   0.12	    7453	     -	     -	     -	     -	    yes
00532     	unspecified               	  0.27	  FAIL	    89	     5	   15.6	  0.38	   0.38	    8119	     -	     -	     -	     -	     NO
00533     	unspecified               	  0.22	  FAIL	    90	    11	   11.1	  0.76	   0.63	    7797	     -	     -	     -	     -	     NO
00546     	unspecified               	  0.33	  FAIL	    90	    15	  101.4	  0.68	   0.43	    6524	     -	     -	     -	     -	     NO
00554     	unspecified               	  0.30	  FAIL	    90	    14	   65.7	  1.00	   0.78	    6473	     -	     -	     -	     -	     NO
00571     	unspecified               	  0.06	  FAIL	    90	    14	   29.5	  0.65	   0.65	    9422	     -	     -	     -	     -	     NO
00573     	unspecified               	  0.54	  FAIL	    90	    14	   89.9	  0.68	   0.40	    9188	     -	     -	     -	     -	     NO
00582     	unspecified               	  0.33	  FAIL	    90	    10	   95.2	  0.72	   1.00	    6864	     -	     -	     -	     -	     NO
00594     	unspecified               	  0.33	  PASS	   100	     5	   66.4	  1.00	   0.68	    6997	     -	     -	     -	     -	    yes
00612     	unspecified               	  1.20	  FAIL	    90	    19	   13.9	  0.75	   0.00	    9883	     -	     -	     -	     -	     NO
00616     	unspecified               	  0.00	  FAIL	    78	     1	  121.2	  0.00	   0.00	    6616	     -	     -	     -	     -	     NO
00626     	unspecified               	  0.33	  FAIL	    90	     8	  -33.9	  0.34	   0.34	    5387	     -	     -	     -	     -	     NO
00628     	unspecified               	  0.27	  FAIL	    90	    10	   95.2	  0.60	   0.60	    9125	     -	     -	     -	     -	     NO
00639     	unspecified               	  0.43	  FAIL	    89	     6	   73.8	  0.61	   0.50	    7740	     -	     -	     -	     -	     NO
00640     	unspecified               	  0.08	  FAIL	    90	    12	   60.7	  0.81	   0.66	    7066	     -	     -	     -	     -	     NO
00643     	unspecified               	  1.50	  FAIL	    90	    11	   88.0	  0.59	   0.00	    7943	     -	     -	     -	     -	     NO
00653     	unspecified               	  0.18	  FAIL	    90	    10	   52.9	  0.00	   0.00	    8433	     -	     -	     -	     -	     NO
00656     	unspecified               	  0.00	  FAIL	    90	    18	   75.8	  0.61	   0.61	   10779	     -	     -	     -	     -	     NO
00657     	unspecified               	  0.91	  FAIL	    90	    67	    6.1	  0.50	   0.00	    9518	     -	     -	     -	     -	     NO
00669     	unspecified               	  0.08	  FAIL	    90	    11	   72.6	  0.91	   0.91	    8754	     -	     -	     -	     -	     NO
00670     	unspecified               	  0.06	  FAIL	    90	    15	   84.5	  0.37	   0.28	    8260	     -	     -	     -	     -	     NO
00673     	unspecified               	  0.29	  FAIL	    90	    21	   99.5	  0.21	   0.56	    9986	     -	     -	     -	     -	     NO
00686     	unspecified               	  0.00	  FAIL	    90	     9	   47.3	  0.18	   0.18	    7158	     -	     -	     -	     -	     NO
00692     	unspecified               	  0.14	  FAIL	    90	    11	   57.2	  0.41	   0.41	    6919	     -	     -	     -	     -	     NO
00714     	unspecified               	  0.10	  FAIL	    78	     1	 -132.6	  0.00	   0.00	    8054	     -	     -	     -	     -	     NO
00737     	unspecified               	  1.00	  FAIL	    89	     6	  -10.8	  0.39	   0.00	    7816	     -	     -	     -	     -	     NO
00739     	unspecified               	  1.11	  FAIL	    90	     8	   40.1	  0.14	   0.00	    7896	     -	     -	     -	     -	     NO
00744     	unspecified               	  1.00	  FAIL	    90	    15	  103.3	  0.00	   0.00	    8627	     -	     -	     -	     -	     NO
00758     	unspecified               	  0.00	  FAIL	    90	    21	   64.7	  1.00	   1.00	    6110	     -	     -	     -	     -	     NO
00778     	unspecified               	  0.43	  FAIL	    90	     9	   75.5	  0.32	   0.00	    6935	     -	     -	     -	     -	     NO
00785     	unspecified               	  0.00	  FAIL	    90	    12	   74.8	  0.78	   0.78	    6853	     -	     -	     -	     -	     NO
00794     	unspecified               	  0.25	  FAIL	    90	    16	   21.4	  0.73	   0.65	    8607	     -	     -	     -	     -	     NO
00801     	unspecified               	  0.30	  FAIL	    90	    11	   80.3	  0.41	   0.48	    7071	     -	     -	     -	     -	     NO
00819     	unspecified               	  0.43	  FAIL	    90	     9	  113.1	  0.81	   0.48	    6025	     -	     -	     -	     -	     NO
00822     	unspecified               	  0.29	  FAIL	    90	    15	   61.9	  1.00	   0.71	    6539	     -	     -	     -	     -	     NO
00827     	unspecified               	  0.00	  FAIL	    90	    12	   53.7	  0.00	   0.00	    7395	     -	     -	     -	     -	     NO
00828     	unspecified               	  1.10	  PASS	   100	     3	   91.0	  0.00	   0.00	    6664	     -	     -	     -	     -	    yes
00830     	unspecified               	  0.14	  FAIL	    90	    16	   90.1	  0.39	   0.49	    6687	     -	     -	     -	     -	     NO
----------------------------------------------------------------------------------------------------
WER = word error rate of the recognized utterance against the reference utterance, a
property of the recognizer rather than of the model. Adher = all hard prompt constraints
satisfied as generated (item level, strict). Chk% = share of hard constraints satisfied.
FRE = Flesch Reading Ease. Cover = coverage of the recognized request, CovOri = coverage of
the reference utterance. E2E ms = wall-clock span of the whole item, recording included. Incon =
self-consistency inconsistency (higher is worse). Fact = supported share of atomic claims.
Qual = weighted rubric composite (1-5). Safe = worst safety dimension (1-5). '-' means the
tier producing that column did not run.
====================================================================================================

2. CONSTRAINT PASS RATES (IFEval-style, Zhou et al., 2023)
====================================================================================================
Check id                          	  Strict %	   Loose %	   Delta
----------------------------------------------------------------------------------------------------
opener_at_most_five_words         	      12.5	      12.5	     0.0
opener_ends_with_full_stop        	      89.2	      89.2	     0.0
no_follow_up_question             	      90.0	      90.0	     0.0
response_is_complete              	      93.3	      93.3	     0.0
answers_in_english                	      97.9	      97.9	     0.0
non_empty                         	     100.0	     100.0	     0.0
at_most_two_detail_sentences      	     100.0	     100.0	     0.0
total_sentences_at_most_three     	     100.0	     100.0	     0.0
no_simulated_dialogue             	     100.0	     100.0	     0.0
not_truncated_at_token_cap        	     100.0	     100.0	     0.0
brief_enough_for_speech           	     100.0	     100.0	     0.0
spoken_duration_budget            	     100.0	     100.0	     0.0
no_markup_in_spoken_text          	     100.0	     100.0	     0.0
----------------------------------------------------------------------------------------------------
ITEM LEVEL (all hard checks)      	       6.7	       6.7	     0.0

Rates are over the items where the check applied; a check with nothing to verify for an
item is excluded rather than counted as a pass. Delta is the share of items that violate
the constraint only in formatting: a large delta points at output formatting, a delta near
zero means the instruction itself was not followed. Report the item-level figure as the
headline adherence rate.
====================================================================================================

3. INPUT QUALITY (recognizer against the reference utterance)
====================================================================================================
Word error rate over items: median 0.273, mean 0.372, max 3.600

Input stratum 	   n	    WER	  Adher %	 Cover(stt)	 Cover(ori)	  Words	   E2E ms
----------------------------------------------------------------------------------------------------
clean         	  17	  0.000	      0.0	      0.728	      0.728	   12.0	     6906
mild          	  66	  0.200	      6.1	      0.480	      0.486	   11.0	     7263
severe        	  37	  0.692	     10.8	      0.492	      0.000	   10.0	     7623
----------------------------------------------------------------------------------------------------
Strata are defined on the word error rate of the item: clean = transcribed exactly,
severe = more than a third of the reference words lost or altered. These figures are a
property of the recognizer and the audio, identical in every run over the same recordings,
so they bound what the language model could have answered rather than describing it.

Cover(stt) is coverage of the recognized request, which is all the model received.
Cover(ori) is coverage of what the speaker actually asked. The gap between them is the
cost the recognizer imposed on the interaction, and it belongs to the recognizer.

Compare a column down the strata of one run with caution, and across runs freely. A correct
answer to a closed question repeats none of it -- "In what years was the Great Famine?"
answered "1918-1921." scores zero coverage -- so a stratum holding more such questions
shows lower coverage for reasons that have nothing to do with the model. Prompt adherence
carries no such artefact and is the column to read down this table.
====================================================================================================

4. RUNTIME COST PER STAGE (from the run's latency log)
====================================================================================================
Stage                   	   n	   Median	       Q1	       Q3	      P90	      P95	      Max
----------------------------------------------------------------------------------------------------
stt                     	 119	     7227	     6476	     8228	     9571	    10122	    11196
stt_endpoint_delay      	 119	      935	      822	     1011	     1091	     1119	     1305
llm_prompt_eval         	 119	       26	       25	       27	       29	       31	       37
llm_ttft                	 119	      764	      739	      786	      812	      826	      855
llm_first_chunk_fill    	 119	      161	      121	      216	      258	      291	      321
llm_ttfc                	 119	      930	      888	      976	     1033	     1056	     1139
tts_first_chunk         	 119	      209	      156	      264	      316	      344	      400
ttfa                    	 119	     2085	     1844	     2205	     2349	     2395	     2474
llm_eval                	 119	      180	      138	      232	      300	      348	      752
tts_total               	 119	      225	      170	      274	      348	      424	     1089
e2e_response_ready      	 119	     7384	     6655	     8390	     9772	    10364	    11231
----------------------------------------------------------------------------------------------------
generation throughput (tok/s)   : median 88.5   mean 88.2
generated tokens                : median 16.0   mean 18.1
prompt tokens                   : median 326.0   mean 326.5
synthesized audio (ms)          : median 4075.0   mean 4822.8

Resource use (run medians):
  cpu_percent         : 8.6
  gpu_mem_used_mb     : 1434.0
  gpu_util_percent    : 4.0
  llm_model_vram_mb   : 1025.0
  llm_rss_mb          : 739.2
  llm_vram_mb         : 1434.0
  ram_percent         : 5.0
  rss_mb              : 626.0

All values are milliseconds unless stated. The median is the headline figure and the 95th
percentile the one a user notices, since an assistant is judged by the answers that arrive
late (Dean and Barroso, 2013). Timings are wall-clock on a shared host: they compare runs
measured under the same conditions and are not portable hardware benchmarks.

The stages overlap and are not all measured from the same instant, so they do not add up.
`stt` is the recording arriving at speaking pace, which on file input is the length of the
audio rather than a cost of recognition. `ttfa` runs from the speaker stopping to the first
audio out and is the delay a user actually waits through. `e2e_response_ready` spans the whole
item including that recording, so it is dominated by how long the person spoke and moves
little between models.
====================================================================================================

5. DESCRIPTIVE MEASURES
====================================================================================================
Metric                          	   n	     Mean	       SD	   Median	      Min	      Max	               95% CI
----------------------------------------------------------------------------------------------------
word_count                      	 120	   12.667	    9.200	   11.000	    1.000	   67.000	     [11.158, 14.408]
sentence_count                  	 120	    1.133	    0.388	    1.000	    1.000	    3.000	       [1.067, 1.208]
opening_words                   	 120	   11.150	    5.205	   10.000	    1.000	   30.000	     [10.250, 12.092]
mean_words_per_sentence         	 120	   10.903	    5.109	   10.000	    1.000	   29.000	     [10.026, 11.819]
estimated_tokens                	 120	   16.892	   12.207	   15.000	    1.000	   89.000	     [14.883, 19.200]
estimated_spoken_seconds        	 120	    5.067	    3.680	    4.400	    0.400	   26.800	       [4.463, 5.763]
flesch_reading_ease             	 120	   54.022	   47.411	   62.340	 -301.780	  121.220	     [44.865, 61.775]
flesch_kincaid_grade            	 120	    8.433	    6.620	    7.580	   -3.400	   55.600	       [7.330, 9.727]
request_coverage                	 120	    0.496	    0.313	    0.497	    0.000	    1.000	       [0.442, 0.550]
echo_ratio                      	 120	    0.395	    0.281	    0.333	    0.000	    1.000	       [0.344, 0.445]
intent_coverage                 	 120	    0.394	    0.330	    0.402	    0.000	    1.000	       [0.336, 0.452]
coverage_intent_gap             	 120	   -0.103	    0.247	    0.000	   -1.000	    0.506	     [-0.149, -0.061]
answer_presence                 	 120	    0.033	    0.180	    0.000	    0.000	    1.000	       [0.008, 0.067]
reference_exact_match           	 120	    0.000	    0.000	    0.000	    0.000	    0.000	       [0.000, 0.000]
reference_token_f1              	 120	    0.045	    0.111	    0.000	    0.000	    0.800	       [0.027, 0.066]
reference_rouge_1               	 120	    0.112	    0.248	    0.000	    0.000	    1.000	       [0.070, 0.157]
reference_rouge_l               	 120	    0.046	    0.111	    0.000	    0.000	    0.772	       [0.028, 0.066]
stt_wer                         	 120	    0.372	    0.454	    0.273	    0.000	    3.600	       [0.299, 0.464]
stt_cer                         	 120	    0.244	    0.323	    0.127	    0.000	    1.923	       [0.190, 0.305]
stt_content_recall              	 120	    0.680	    0.323	    0.750	    0.000	    1.000	       [0.619, 0.737]
lat_stt                         	 119	 7470.143	 1403.490	 7227.000	 4593.000	11196.000	 [7223.660, 7726.070]
lat_stt_endpoint_delay          	 119	  375.479	 1431.347	  935.000	-6762.000	 1305.000	   [109.680, 611.834]
lat_llm_prompt_eval             	 119	   26.202	    2.566	   26.000	   18.000	   37.000	     [25.739, 26.664]
lat_llm_ttft                    	 119	  765.639	   35.084	  764.000	  665.000	  855.000	   [759.353, 772.052]
lat_llm_first_chunk_fill        	 119	  169.185	   65.661	  161.000	   27.000	  321.000	   [157.554, 181.025]
lat_llm_ttfc                    	 119	  934.823	   74.469	  930.000	  759.000	 1139.000	   [921.654, 948.025]
lat_tts_first_chunk             	 119	  215.067	   73.142	  209.000	   87.000	  400.000	   [202.142, 228.035]
lat_ttfa                        	 119	 1529.630	 1439.746	 2085.000	-5251.000	 2474.000	 [1261.512, 1767.128]
lat_llm_eval                    	 119	  199.950	  108.984	  180.000	   19.000	  752.000	   [181.629, 220.305]
lat_tts_total                   	 119	  246.714	  138.787	  225.000	   87.000	 1089.000	   [223.621, 273.009]
lat_e2e_response_ready          	 119	 7622.672	 1400.908	 7384.000	 4956.000	11231.000	 [7377.392, 7873.446]
llm_prompt_tokens               	 119	  326.504	    4.008	  326.000	  320.000	  339.000	   [325.807, 327.227]
llm_eval_tokens                 	 119	   18.092	   11.021	   16.000	    2.000	   78.000	     [16.235, 20.151]
llm_tokens_per_sec              	 119	   88.165	    9.599	   88.500	   68.000	  121.600	     [86.388, 89.886]
tts_audio_ms                    	 119	 4822.798	 3631.870	 4075.000	  650.000	29326.000	 [4231.934, 5526.547]
----------------------------------------------------------------------------------------------------
Intervals are percentile bootstrap intervals for the mean (Efron and Tibshirani, 1993),
omitted below three observations.
====================================================================================================

6. PER-ITEM DETAIL AND AUDIT TRAIL
====================================================================================================
[00004] category=unspecified  accepted=yes
  user     : now what does the name of the campus tv station
  response : It's called CampusTV.
----------------------------------------------------------------------------------------------------
[00005] category=unspecified  accepted=NO
