====================================================================================================
                        LLM RESPONSE EVALUATION REPORT
====================================================================================================
Generated on           : 2026-08-15 23:58:00
Run label              : 24 qwen2.5:32b-q4_K_M t0.7/s42
Transcripts            : ..\results\text-only\24-qwen2_5_32b_instruct_q4_K_M-t0.7_s42-vosk_cpu\20260815_164435\transcripts.yaml
Run directory          : ..\results\text-only\24-qwen2_5_32b_instruct_q4_K_M-t0.7_s42-vosk_cpu\20260815_164435
System prompt          : ..\results\text-only\24-qwen2_5_32b_instruct_q4_K_M-t0.7_s42-vosk_cpu\20260815_164435\system_prompt.txt
Constraint spec        : short_opener_en (C:\Workspace\etap\etap-speech-assistant-main\evaluation\rubrics\constraints_short_opener.yaml)
Rubric                 : (judge tier not run)
Items evaluated        : 120

Generating configuration (from config_used.yaml):
  ollama_model        : qwen2.5:32b-instruct-q4_K_M
  llm_temperature     : 0.7
  llm_seed            : 42
  llm_max_tokens      : 150
  stt_engine          : vosk
  tts_engine          : piper
  mode                : cpu

Tiers executed:
  tier 0 constraints and readability: 15 checks from short_opener_en, token cap 150
  input fidelity (recognizer)       : reference text for 120/120 item(s), corpus WER 0.350 (425/1215 words); strata: mild 66, severe 37, clean 17
  tier 1 relevance                  : IDF over 120 items, reference measures for 120 item(s) from metadata.csv (32 marked unanswerable in the source, scored against a plausible answer)
  runtime cost                      : 119/120 item(s) timed from latency_log_20260815_164435.csv, 1 warm-up item(s) excluded (00004)
  tier 2 audit atoms                : deterministic extraction (always on)
  tier 2 self-consistency           : off (selfcheck_samples = 0)
  tier 2 atomic factual precision   : off (fact_precision not set)
  tier 3 rubric grading             : off (no judge model)
  tier 4 reliability and calibration: off (no human annotations)

Acceptance policy (predeclare this before measurement):
  min_quality_composite       : 3.5
  min_safety_score            : 4.0
  require_constraint_pass     : True
  strict_constraints          : True
====================================================================================================

1. PER-ITEM SCORES
====================================================================================================
Item      	Category                  	   WER	 Adher	  Chk%	 Words	    FRE	 Cover	 CovOri	  E2E ms	 Incon	  Fact	  Qual	  Safe	 Accept
00233     	unspecified               	  0.12	  PASS	   100	    11	   78.2	  0.71	   0.71	    6106	     -	     -	     -	     -	    yes
00236     	unspecified               	  0.14	  PASS	   100	    23	   29.6	  0.52	   0.52	    8865	     -	     -	     -	     -	    yes
00244     	unspecified               	  0.00	  PASS	   100	    12	   88.0	  0.40	   0.40	    8110	     -	     -	     -	     -	    yes
00245     	unspecified               	  0.22	  PASS	   100	    13	   63.6	  0.15	   0.15	    7181	     -	     -	     -	     -	    yes
00259     	unspecified               	  0.00	  PASS	   100	    25	   52.0	  1.00	   1.00	    7816	     -	     -	     -	     -	    yes
00261     	unspecified               	  0.15	  FAIL	    70	    46	   71.9	  0.57	   0.57	    8929	     -	     -	     -	     -	     NO
00266     	unspecified               	  0.29	  FAIL	    90	    18	   47.3	  0.00	   0.00	   11266	     -	     -	     -	     -	     NO
00267     	unspecified               	  0.29	  FAIL	    90	    24	   64.2	  0.62	   0.45	    7385	     -	     -	     -	     -	     NO
00271     	unspecified               	  0.33	  PASS	   100	    22	   68.7	  0.00	   0.00	    8402	     -	     -	     -	     -	    yes
00290     	unspecified               	  0.33	  PASS	   100	    14	   54.7	  1.00	   0.59	    5774	     -	     -	     -	     -	    yes
00298     	unspecified               	  0.00	  FAIL	    90	    21	   39.1	  1.00	   1.00	    6393	     -	     -	     -	     -	     NO
00305     	unspecified               	  0.92	  PASS	   100	    15	   58.2	  0.56	   0.00	    7880	     -	     -	     -	     -	    yes
00311     	unspecified               	  0.69	  FAIL	    90	    18	   61.4	  0.14	   0.09	   10066	     -	     -	     -	     -	     NO
00325     	unspecified               	  0.10	  PASS	   100	    14	   91.0	  0.51	   0.25	    8294	     -	     -	     -	     -	    yes
00326     	unspecified               	  0.42	  FAIL	    78	     5	  134.1	  0.14	   0.19	   11027	     -	     -	     -	     -	     NO
00327     	unspecified               	  0.25	  PASS	   100	    19	   71.3	  0.30	   0.31	    7576	     -	     -	     -	     -	    yes
00335     	unspecified               	  1.17	  PASS	   100	    18	   17.4	  0.24	   0.00	    7608	     -	     -	     -	     -	    yes
00352     	unspecified               	  1.00	  PASS	   100	    18	   84.9	  0.45	   0.00	    9905	     -	     -	     -	     -	    yes
00357     	unspecified               	  0.43	  FAIL	    80	    32	   63.9	  0.50	   0.47	    7368	     -	     -	     -	     -	     NO
00366     	unspecified               	  0.55	  FAIL	    90	    20	   74.0	  0.27	   0.26	   10530	     -	     -	     -	     -	     NO
00369     	unspecified               	  0.42	  PASS	   100	    12	   38.6	  0.32	   0.50	    7606	     -	     -	     -	     -	    yes
00382     	unspecified               	  0.38	  PASS	   100	    27	   55.3	  0.74	   0.32	    7833	     -	     -	     -	     -	    yes
00389     	unspecified               	  1.20	  PASS	   100	    15	   63.9	  0.00	   0.00	    8125	     -	     -	     -	     -	    yes
00394     	unspecified               	  0.20	  FAIL	    89	     6	   45.6	  0.43	   0.54	    6359	     -	     -	     -	     -	     NO
00406     	unspecified               	  0.08	  PASS	   100	    13	   70.1	  0.41	   0.34	    7797	     -	     -	     -	     -	    yes
00417     	unspecified               	  0.20	  PASS	   100	    18	   92.7	  0.27	   0.23	   10570	     -	     -	     -	     -	    yes
00422     	unspecified               	  0.05	  FAIL	    90	    13	   76.6	  0.00	   0.00	   11020	     -	     -	     -	     -	     NO
00425     	unspecified               	  0.00	  PASS	   100	    15	   41.3	  0.00	   0.00	    7549	     -	     -	     -	     -	    yes
00432     	unspecified               	  0.17	  PASS	   100	    21	   71.3	  0.47	   1.00	   10034	     -	     -	     -	     -	    yes
00433     	unspecified               	  0.90	  FAIL	    90	    38	   49.3	  0.76	   0.00	    7537	     -	     -	     -	     -	     NO
00441     	unspecified               	  0.17	  FAIL	    90	    13	   50.6	  1.00	   1.00	    5888	     -	     -	     -	     -	     NO
00443     	unspecified               	  0.57	  FAIL	    90	    12	   95.0	  0.00	   0.00	    6579	     -	     -	     -	     -	     NO
00444     	unspecified               	  0.00	  PASS	   100	    14	   48.7	  1.00	   1.00	    5590	     -	     -	     -	     -	    yes
00452     	unspecified               	  0.69	  PASS	   100	    20	   57.1	  0.42	   0.10	   11354	     -	     -	     -	     -	    yes
00455     	unspecified               	  1.22	  PASS	   100	    19	   63.6	  0.38	   0.00	    9061	     -	     -	     -	     -	    yes
00457     	unspecified               	  0.83	  PASS	   100	    15	   75.1	  0.73	   0.00	    7249	     -	     -	     -	     -	    yes
00460     	unspecified               	  0.30	  PASS	   100	    21	    6.4	  0.19	   0.23	    6625	     -	     -	     -	     -	    yes
00474     	unspecified               	  0.50	  PASS	   100	    15	   58.2	  0.77	   0.52	    7257	     -	     -	     -	     -	    yes
00475     	unspecified               	  0.44	  PASS	   100	    12	   -3.7	  0.33	   0.60	    7865	     -	     -	     -	     -	    yes
00476     	unspecified               	  0.00	  FAIL	    90	    22	   11.1	  0.74	   0.74	    7086	     -	     -	     -	     -	     NO
00481     	unspecified               	  0.14	  PASS	   100	    31	   62.6	  0.75	   0.52	    7867	     -	     -	     -	     -	    yes
00484     	unspecified               	  0.30	  PASS	   100	    12	   73.8	  0.31	   0.00	    7835	     -	     -	     -	     -	    yes
00496     	unspecified               	  0.33	  FAIL	    90	    22	   72.6	  1.00	   0.63	    7027	     -	     -	     -	     -	     NO
00497     	unspecified               	  0.14	  PASS	   100	    19	   53.5	  0.64	   0.64	    6941	     -	     -	     -	     -	    yes
00498     	unspecified               	  0.33	  FAIL	    90	    15	   63.9	  0.49	   0.49	    8532	     -	     -	     -	     -	     NO
00500     	unspecified               	  0.00	  PASS	   100	    25	   68.9	  0.20	   0.20	   10204	     -	     -	     -	     -	    yes
00501     	unspecified               	  0.33	  FAIL	    90	    13	   37.5	  0.39	   0.15	   10596	     -	     -	     -	     -	     NO
00503     	unspecified               	  0.42	  PASS	   100	    14	   66.8	  0.46	   0.24	    7648	     -	     -	     -	     -	    yes
00507     	unspecified               	  0.17	  PASS	   100	    17	   76.7	  0.00	   0.00	    7073	     -	     -	     -	     -	    yes
00521     	unspecified               	  0.30	  PASS	   100	    15	   63.9	  0.65	   0.29	    6970	     -	     -	     -	     -	    yes
00524     	unspecified               	  0.15	  FAIL	    90	    18	   28.5	  0.53	   0.53	    8805	     -	     -	     -	     -	     NO
00531     	unspecified               	  0.20	  PASS	   100	    24	    0.8	  0.43	   0.49	    8470	     -	     -	     -	     -	    yes
00532     	unspecified               	  0.27	  PASS	   100	    18	   19.1	  0.57	   0.57	    8334	     -	     -	     -	     -	    yes
00533     	unspecified               	  0.22	  FAIL	    90	    19	   -3.9	  1.00	   0.82	    8410	     -	     -	     -	     -	     NO
00546     	unspecified               	  0.33	  FAIL	    90	    14	   78.9	  0.32	   0.28	    6917	     -	     -	     -	     -	     NO
00554     	unspecified               	  0.30	  PASS	   100	    13	   57.1	  0.39	   0.39	    6795	     -	     -	     -	     -	    yes
00571     	unspecified               	  0.06	  PASS	   100	    24	   54.2	  0.21	   0.21	   10137	     -	     -	     -	     -	    yes
00573     	unspecified               	  0.54	  FAIL	    90	    16	   87.7	  0.23	   0.14	    9647	     -	     -	     -	     -	     NO
00582     	unspecified               	  0.33	  PASS	   100	    10	  100.2	  0.72	   1.00	    6960	     -	     -	     -	     -	    yes
00594     	unspecified               	  0.33	  PASS	   100	    18	   70.8	  0.33	   0.33	    7401	     -	     -	     -	     -	    yes
00612     	unspecified               	  1.20	  FAIL	    90	    27	   23.9	  0.48	   0.00	   10679	     -	     -	     -	     -	     NO
00616     	unspecified               	  0.00	  PASS	   100	    10	   41.0	  0.00	   0.00	    7032	     -	     -	     -	     -	    yes
00626     	unspecified               	  0.33	  FAIL	    90	    19	   14.6	  0.34	   0.34	    5949	     -	     -	     -	     -	     NO
00628     	unspecified               	  0.27	  PASS	   100	     5	   66.4	  0.00	   0.00	    9114	     -	     -	     -	     -	    yes
00639     	unspecified               	  0.43	  FAIL	    89	     7	   66.8	  0.62	   0.50	    7746	     -	     -	     -	     -	     NO
00640     	unspecified               	  0.08	  FAIL	    90	    13	   50.5	  0.81	   0.66	    7247	     -	     -	     -	     -	     NO
00643     	unspecified               	  1.50	  FAIL	    90	    24	   92.4	  1.00	   0.00	    8989	     -	     -	     -	     -	     NO
00653     	unspecified               	  0.18	  FAIL	    90	     8	   97.0	  0.00	   0.00	    9931	     -	     -	     -	     -	     NO
00656     	unspecified               	  0.00	  FAIL	    90	    20	   65.6	  0.20	   0.20	   10765	     -	     -	     -	     -	     NO
00657     	unspecified               	  0.91	  FAIL	    80	    14	   36.6	  0.51	   0.00	    9125	     -	     -	     -	     -	     NO
00669     	unspecified               	  0.08	  FAIL	    90	    11	   72.6	  0.90	   0.90	    8811	     -	     -	     -	     -	     NO
00670     	unspecified               	  0.06	  PASS	   100	    16	   45.4	  0.38	   0.29	    8534	     -	     -	     -	     -	    yes
00673     	unspecified               	  0.29	  FAIL	    90	    24	   73.2	  0.44	   0.85	   10985	     -	     -	     -	     -	     NO
00686     	unspecified               	  0.00	  FAIL	    90	    23	   33.5	  0.37	   0.37	    8187	     -	     -	     -	     -	     NO
00692     	unspecified               	  0.14	  FAIL	    90	    13	   57.1	  0.77	   0.77	    6895	     -	     -	     -	     -	     NO
00714     	unspecified               	  0.10	  PASS	   100	    16	   56.0	  0.27	   0.26	    8275	     -	     -	     -	     -	    yes
00737     	unspecified               	  1.00	  PASS	   100	    17	   29.0	  0.59	   0.00	    8090	     -	     -	     -	     -	    yes
00739     	unspecified               	  1.11	  PASS	   100	    14	   36.6	  0.15	   0.00	    8405	     -	     -	     -	     -	    yes
00744     	unspecified               	  1.00	  PASS	   100	    11	   32.0	  0.40	   0.00	    8967	     -	     -	     -	     -	    yes
00758     	unspecified               	  0.00	  FAIL	    90	    21	   39.1	  0.33	   0.33	    6394	     -	     -	     -	     -	     NO
00778     	unspecified               	  0.43	  PASS	   100	    14	   91.0	  0.64	   0.23	    7070	     -	     -	     -	     -	    yes
00785     	unspecified               	  0.00	  PASS	   100	    15	   13.1	  0.21	   0.21	    7573	     -	     -	     -	     -	    yes
00794     	unspecified               	  0.25	  FAIL	    90	    20	   23.3	  0.55	   0.67	    9246	     -	     -	     -	     -	     NO
00801     	unspecified               	  0.30	  FAIL	    89	     5	   49.5	  0.20	   0.24	    7071	     -	     -	     -	     -	     NO
00819     	unspecified               	  0.43	  FAIL	    90	    20	  112.1	  0.39	   0.23	    7112	     -	     -	     -	     -	     NO
00822     	unspecified               	  0.29	  FAIL	    90	    21	   63.2	  1.00	   0.70	    7414	     -	     -	     -	     -	     NO
00827     	unspecified               	  0.00	  PASS	   100	    23	   51.7	  0.39	   0.39	    8268	     -	     -	     -	     -	    yes
00828     	unspecified               	  1.10	  PASS	   100	    26	   51.6	  0.31	   0.00	    7899	     -	     -	     -	     -	    yes
00830     	unspecified               	  0.14	  PASS	   100	    20	   40.2	  0.41	   0.51	    7554	     -	     -	     -	     -	    yes
----------------------------------------------------------------------------------------------------
WER = word error rate of the recognized utterance against the reference utterance, a
property of the recognizer rather than of the model. Adher = all hard prompt constraints
satisfied as generated (item level, strict). Chk% = share of hard constraints satisfied.
FRE = Flesch Reading Ease. Cover = coverage of the recognized request, CovOri = coverage of
the reference utterance. E2E ms = wall-clock span of the whole item, recording included. Incon =
self-consistency inconsistency (higher is worse). Fact = supported share of atomic claims.
Qual = weighted rubric composite (1-5). Safe = worst safety dimension (1-5). '-' means the
tier producing that column did not run.
====================================================================================================

2. CONSTRAINT PASS RATES (IFEval-style, Zhou et al., 2023)
====================================================================================================
Check id                          	  Strict %	   Loose %	   Delta
----------------------------------------------------------------------------------------------------
opener_at_most_five_words         	      67.5	      67.5	     0.0
no_follow_up_question             	      74.2	      74.2	     0.0
answers_in_english                	      97.3	      97.3	     0.0
opener_ends_with_full_stop        	      97.5	      97.5	     0.0
at_most_two_detail_sentences      	      97.5	      97.5	     0.0
total_sentences_at_most_three     	      97.5	      97.5	     0.0
response_is_complete              	      98.3	      98.3	     0.0
non_empty                         	     100.0	     100.0	     0.0
no_simulated_dialogue             	     100.0	     100.0	     0.0
not_truncated_at_token_cap        	     100.0	     100.0	     0.0
brief_enough_for_speech           	     100.0	     100.0	     0.0
spoken_duration_budget            	     100.0	     100.0	     0.0
no_markup_in_spoken_text          	     100.0	     100.0	     0.0
----------------------------------------------------------------------------------------------------
ITEM LEVEL (all hard checks)      	      61.7	      61.7	     0.0

Rates are over the items where the check applied; a check with nothing to verify for an
item is excluded rather than counted as a pass. Delta is the share of items that violate
the constraint only in formatting: a large delta points at output formatting, a delta near
zero means the instruction itself was not followed. Report the item-level figure as the
headline adherence rate.
====================================================================================================

3. INPUT QUALITY (recognizer against the reference utterance)
====================================================================================================
Word error rate over items: median 0.273, mean 0.372, max 3.600

Input stratum 	   n	    WER	  Adher %	 Cover(stt)	 Cover(ori)	  Words	   E2E ms
----------------------------------------------------------------------------------------------------
clean         	  17	  0.000	     58.8	      0.403	      0.403	   20.0	     7557
mild          	  66	  0.200	     63.6	      0.431	      0.439	   16.5	     7867
severe        	  37	  0.692	     59.5	      0.397	      0.000	   16.0	     7899
----------------------------------------------------------------------------------------------------
Strata are defined on the word error rate of the item: clean = transcribed exactly,
severe = more than a third of the reference words lost or altered. These figures are a
property of the recognizer and the audio, identical in every run over the same recordings,
so they bound what the language model could have answered rather than describing it.

Cover(stt) is coverage of the recognized request, which is all the model received.
Cover(ori) is coverage of what the speaker actually asked. The gap between them is the
cost the recognizer imposed on the interaction, and it belongs to the recognizer.

Compare a column down the strata of one run with caution, and across runs freely. A correct
answer to a closed question repeats none of it -- "In what years was the Great Famine?"
answered "1918-1921." scores zero coverage -- so a stratum holding more such questions
shows lower coverage for reasons that have nothing to do with the model. Prompt adherence
carries no such artefact and is the column to read down this table.
====================================================================================================

4. RUNTIME COST PER STAGE (from the run's latency log)
====================================================================================================
Stage                   	   n	   Median	       Q1	       Q3	      P90	      P95	      Max
----------------------------------------------------------------------------------------------------
stt                     	 119	     7225	     6478	     8229	     9566	    10124	    11192
stt_endpoint_delay      	 119	      934	      822	     1011	     1090	     1118	     1304
llm_prompt_eval         	 119	      105	       92	      106	      122	      125	      133
llm_ttft                	 119	      827	      808	      842	      866	      881	      921
llm_first_chunk_fill    	 119	      242	      202	      344	      469	      587	     1377
llm_ttfc                	 119	     1081	     1022	     1182	     1305	     1393	     2200
tts_first_chunk         	 119	      126	      112	      152	      193	      235	     1551
ttfa                    	 119	     2118	     2008	     2288	     2459	     2585	     4640
llm_eval                	 119	      831	      660	     1084	     1376	     1454	     2883
tts_total               	 119	      360	      300	      426	      518	      611	     1762
e2e_response_ready      	 119	     7848	     7154	     8948	    10465	    10871	    11354
----------------------------------------------------------------------------------------------------
generation throughput (tok/s)   : median 27.3   mean 27.3
generated tokens                : median 23.0   mean 24.6
prompt tokens                   : median 326.0   mean 326.5
synthesized audio (ms)          : median 6315.0   mean 7415.9

Resource use (run medians):
  cpu_percent         : 8.9
  gpu_mem_used_mb     : 19674.0
  gpu_util_percent    : 58.8
  llm_model_vram_mb   : 18957.0
  llm_rss_mb          : 985.3
  llm_vram_mb         : 19674.0
  ram_percent         : 5.3
  rss_mb              : 775.1

All values are milliseconds unless stated. The median is the headline figure and the 95th
percentile the one a user notices, since an assistant is judged by the answers that arrive
late (Dean and Barroso, 2013). Timings are wall-clock on a shared host: they compare runs
measured under the same conditions and are not portable hardware benchmarks.

The stages overlap and are not all measured from the same instant, so they do not add up.
`stt` is the recording arriving at speaking pace, which on file input is the length of the
audio rather than a cost of recognition. `ttfa` runs from the speaker stopping to the first
audio out and is the delay a user actually waits through. `e2e_response_ready` spans the whole
item including that recording, so it is dominated by how long the person spoke and moves
little between models.
====================================================================================================

5. DESCRIPTIVE MEASURES
====================================================================================================
Metric                          	   n	     Mean	       SD	   Median	      Min	      Max	               95% CI
----------------------------------------------------------------------------------------------------
word_count                      	 120	   17.383	    6.695	   17.000	    4.000	   46.000	     [16.200, 18.600]
sentence_count                  	 120	    2.108	    0.591	    2.000	    1.000	    4.000	       [2.000, 2.208]
opening_words                   	 120	    5.375	    3.052	    5.000	    2.000	   24.000	       [4.883, 5.975]
mean_words_per_sentence         	 120	    8.365	    2.882	    7.500	    4.000	   24.000	       [7.881, 8.911]
estimated_tokens                	 120	   23.267	    8.805	   23.000	    5.000	   61.000	     [21.717, 24.875]
estimated_spoken_seconds        	 120	    6.953	    2.678	    6.800	    1.600	   18.400	       [6.480, 7.440]
flesch_reading_ease             	 120	   56.353	   24.494	   57.660	   -3.910	  134.080	     [51.954, 60.659]
flesch_kincaid_grade            	 120	    7.478	    3.615	    7.140	   -4.200	   18.530	       [6.855, 8.128]
request_coverage                	 120	    0.445	    0.289	    0.408	    0.000	    1.000	       [0.394, 0.497]
echo_ratio                      	 120	    0.261	    0.174	    0.273	    0.000	    0.800	       [0.231, 0.293]
intent_coverage                 	 120	    0.362	    0.307	    0.315	    0.000	    1.000	       [0.307, 0.418]
coverage_intent_gap             	 120	   -0.083	    0.231	    0.000	   -1.000	    0.529	     [-0.125, -0.042]
answer_presence                 	 120	    0.050	    0.219	    0.000	    0.000	    1.000	       [0.017, 0.092]
reference_exact_match           	 120	    0.000	    0.000	    0.000	    0.000	    0.000	       [0.000, 0.000]
reference_token_f1              	 120	    0.040	    0.087	    0.000	    0.000	    0.615	       [0.025, 0.056]
reference_rouge_1               	 120	    0.128	    0.263	    0.000	    0.000	    1.000	       [0.084, 0.178]
reference_rouge_l               	 120	    0.043	    0.093	    0.000	    0.000	    0.624	       [0.028, 0.061]
stt_wer                         	 120	    0.372	    0.454	    0.273	    0.000	    3.600	       [0.299, 0.464]
stt_cer                         	 120	    0.244	    0.323	    0.127	    0.000	    1.923	       [0.190, 0.305]
stt_content_recall              	 120	    0.680	    0.323	    0.750	    0.000	    1.000	       [0.619, 0.737]
lat_stt                         	 119	 7471.664	 1404.205	 7225.000	 4590.000	11192.000	 [7225.018, 7726.528]
lat_stt_endpoint_delay          	 119	  375.815	 1431.060	  934.000	-6765.000	 1304.000	   [109.679, 612.465]
lat_llm_prompt_eval             	 119	  103.092	   11.086	  105.000	   85.000	  133.000	   [101.118, 105.084]
lat_llm_ttft                    	 119	  823.950	   35.796	  827.000	  718.000	  921.000	   [817.605, 830.303]
lat_llm_first_chunk_fill        	 119	  301.950	  176.121	  242.000	  124.000	 1377.000	   [272.697, 335.186]
lat_llm_ttfc                    	 119	 1125.899	  182.552	 1081.000	  915.000	 2200.000	 [1095.504, 1160.137]
lat_tts_first_chunk             	 119	  150.277	  136.459	  126.000	   83.000	 1551.000	   [132.773, 178.101]
lat_ttfa                        	 119	 1656.311	 1487.785	 2118.000	-5624.000	 4640.000	 [1377.007, 1908.137]
lat_llm_eval                    	 119	  902.891	  364.978	  831.000	  239.000	 2883.000	   [842.533, 967.927]
lat_tts_total                   	 119	  397.168	  218.410	  360.000	  123.000	 1762.000	   [362.147, 439.244]
lat_e2e_response_ready          	 119	 8148.706	 1408.216	 7848.000	 5590.000	11354.000	 [7904.733, 8395.002]
llm_prompt_tokens               	 119	  326.504	    4.008	  326.000	  320.000	  339.000	   [325.807, 327.227]
llm_eval_tokens                 	 119	   24.613	    9.749	   23.000	    7.000	   78.000	     [23.008, 26.362]
llm_tokens_per_sec              	 119	   27.343	    0.505	   27.300	   26.200	   29.200	     [27.251, 27.437]
tts_audio_ms                    	 119	 7415.950	 5234.895	 6315.000	 1695.000	42434.000	 [6584.138, 8418.083]
----------------------------------------------------------------------------------------------------
Intervals are percentile bootstrap intervals for the mean (Efron and Tibshirani, 1993),
omitted below three observations.
====================================================================================================

6. PER-ITEM DETAIL AND AUDIT TRAIL
====================================================================================================
[00004] category=unspecified  accepted=NO
  user     : now what does the name of the campus tv station
  response : It's unclear which campus TV station you're asking about. Could you please specify the
             university or college?
  constraint violations:
    - opener_at_most_five_words: observed 9 words: It's unclear which campus TV station you're asking about. | required first sentence <= 5 words
