baseline,contrast,metric,label,family,direction,n_pairs,baseline_mean,contrast_mean,mean_difference,ci_low,ci_high,improved_items,degraded_items,unchanged_items,effect_size,effect_label,p_value,p_adjusted,significant,equivalent_within_margin,equivalence_margin,test_method,n_effective,verdict
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,reference_rouge_1,ROUGE-1 vs reference,response,higher,120,0.2215,0.1462,-0.0754,-0.1323,-0.0186,10,26,84,-0.1336,negligible,0.00848,0.0763,False,False,0.02,"Wilcoxon signed-rank, normal approximation",36,no detected change
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,reference_rouge_l,ROUGE-L vs reference,response,higher,120,0.0823,0.0704,-0.0119,-0.0371,0.0136,23,29,68,-0.1062,negligible,0.372,1.0,False,False,0.02,"Wilcoxon signed-rank, normal approximation",52,no detected change
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,flesch_reading_ease,reading ease,response,higher,120,56.5312,54.3638,-2.1674,-7.6453,3.2575,54,65,1,0.0108,negligible,0.562,1.0,False,False,2.0,"Wilcoxon signed-rank, normal approximation",119,no detected change
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,flesch_kincaid_grade,grade level,response,lower,120,7.4524,7.9147,0.4623,-0.3332,1.2564,57,62,1,0.0177,negligible,0.347,1.0,False,False,0.5,"Wilcoxon signed-rank, normal approximation",119,no detected change
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,word_count,words,response,descriptive,120,17.6667,11.7917,-5.875,-7.3,-4.3831,0,0,120,-0.5343,large,2.8e-11,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,sentence_count,sentences,response,descriptive,120,2.125,1.35,-0.775,-0.9,-0.6417,0,0,120,-0.6233,large,2.04e-15,,False,,,"Wilcoxon signed-rank, normal approximation",85,descriptive
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,opening_words,opening sentence length,response,descriptive,120,5.0083,8.975,3.9667,3.275,4.6667,0,0,120,0.6949,large,3.63e-16,,False,,,"Wilcoxon signed-rank, normal approximation",114,descriptive
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,mean_words_per_sentence,words per sentence,response,descriptive,120,8.3639,9.0083,0.6444,-0.0861,1.3918,0,0,120,0.1135,negligible,0.0926,,False,,,"Wilcoxon signed-rank, normal approximation",112,descriptive
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,estimated_tokens,estimated tokens,response,descriptive,120,23.6167,15.7417,-7.875,-9.7919,-5.8831,0,0,120,-0.5356,large,2.82e-11,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,estimated_spoken_seconds,estimated speech seconds,response,descriptive,120,7.0667,4.7167,-2.35,-2.92,-1.7533,0,0,120,-0.5343,large,2.28e-11,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,lat_llm_prompt_eval,prompt evaluation (ms),runtime,lower,119,104.5294,37.7731,-66.7563,-68.2859,-65.1681,119,0,0,-1.0,large,2.76e-21,2.48e-20,True,False,5.0,"Wilcoxon signed-rank, normal approximation",119,improved
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,lat_llm_ttft,time to first token (ms),runtime,lower,119,785.8487,725.6303,-60.2185,-71.1601,-49.7282,100,18,1,-0.6608,large,1.03e-15,4.13e-15,True,False,50.0,"Wilcoxon signed-rank, normal approximation",118,improved
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,1069.916,900.2857,-169.6303,-195.0588,-145.4225,107,12,0,-0.7651,large,4.98e-19,2.49e-18,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,lat_llm_eval,generation time (ms),runtime,lower,119,886.4286,241.5882,-644.8403,-699.8578,-586.0393,117,2,0,-0.9701,large,3.76e-21,2.63e-20,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,133.3277,183.5126,50.1849,38.8401,61.5576,22,97,0,0.5747,large,5.47e-13,1.09e-12,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,degraded
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,lat_ttfa,time to first audio (ms),runtime,lower,119,3127.3782,3007.6555,-119.7227,-154.1092,-86.8721,92,27,0,-0.1099,negligible,1.04e-09,1.04e-09,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,improved
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,lat_tts_total,total synthesis (ms),runtime,lower,119,364.8992,234.7311,-130.1681,-153.0691,-105.5542,101,18,0,-0.6667,large,9.29e-15,2.79e-14,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,9576.6555,8880.6723,-695.9832,-759.8317,-628.4542,115,4,0,-0.2689,small,5.49e-21,3.29e-20,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,improved
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,27.4605,67.4429,39.9824,39.2638,40.6588,119,0,0,1.0,large,2.91e-21,2.48e-20,True,False,5.0,"Wilcoxon signed-rank, normal approximation",119,improved
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7684.1176,7683.8319,-0.2857,-5.4288,5.0931,0,0,119,0.0004,negligible,0.548,,False,,,"Wilcoxon signed-rank, normal approximation",118,descriptive
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,1919.3782,1918.9916,-0.3866,-5.5798,4.9849,0,0,119,-0.002,negligible,0.509,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,284.0672,174.6555,-109.4118,-131.7076,-88.2664,0,0,119,-0.63,large,6.24e-15,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,326.5126,326.5126,0.0,0.0,0.0,0,0,119,0.0,negligible,1.0,,False,,,Wilcoxon signed-rank (all differences zero),0,descriptive
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,llm_eval_tokens,generated tokens,runtime,descriptive,119,24.2857,16.3445,-7.9412,-9.6977,-6.0504,0,0,119,-0.5678,large,5.92e-12,,False,,,"Wilcoxon signed-rank, normal approximation",115,descriptive
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,6804.7899,4265.7311,-2539.0588,-3037.0441,-2008.5897,0,0,119,-0.6275,large,1.55e-13,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,check::answers_in_english,check: answers_in_english,adherence,higher,87,0.954,0.9885,0.0345,0.0,0.0805,3,0,84,,n/a,0.25,1.0,False,,,"McNemar, exact binomial",3,no detected change
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.8917,0.6833,-0.2083,-0.2917,-0.125,3,28,89,,n/a,1.63e-05,0.000195,True,,,"McNemar, chi-square with continuity correction",31,degraded
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,0.9917,1.0,0.0083,0.0,0.025,1,0,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,check::non_empty,check: non_empty,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,check::not_truncated_at_token_cap,check: not_truncated_at_token_cap,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,check::opener_at_most_five_words,check: opener_at_most_five_words,adherence,higher,120,0.725,0.1417,-0.5833,-0.675,-0.4915,3,73,44,,n/a,2.48e-15,4.21e-14,True,,,"McNemar, chi-square with continuity correction",76,degraded
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,check::opener_ends_with_full_stop,check: opener_ends_with_full_stop,adherence,higher,120,1.0,0.9,-0.1,-0.1583,-0.05,0,12,108,,n/a,0.000488,0.00537,True,,,"McNemar, exact binomial",12,degraded
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,check::response_is_complete,check: response_is_complete,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,check::spoken_duration_budget,check: spoken_duration_budget,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,32 qwen2.5:7b-q4_K_M t0,check::total_sentences_at_most_three,check: total_sentences_at_most_three,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,constraint_item_pass_strict,prompt adherence (item),adherence,higher,120,0.7,0.0167,-0.6833,-0.7583,-0.6,0,82,38,,n/a,3.72e-19,5.95e-18,True,,,"McNemar, chi-square with continuity correction",82,degraded
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,constraint_item_pass_loose,"prompt adherence, loose",adherence,higher,120,0.7,0.0167,-0.6833,-0.7583,-0.6,0,82,38,,n/a,3.72e-19,5.95e-18,True,,,"McNemar, chi-square with continuity correction",82,degraded
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,constraint_check_rate_strict,share of checks passed,adherence,higher,120,0.9681,0.9008,-0.0672,-0.0755,-0.0582,3,84,33,-0.6636,large,1.2e-17,1.68e-16,True,False,0.02,"Wilcoxon signed-rank, normal approximation",87,degraded
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,constraint_check_rate_loose,"share of checks passed, loose",adherence,higher,120,0.9681,0.9008,-0.0672,-0.0755,-0.0582,3,84,33,-0.6636,large,1.2e-17,1.68e-16,True,False,0.02,"Wilcoxon signed-rank, normal approximation",87,degraded
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,request_coverage,coverage of recognized request,response,higher,120,0.4608,0.5453,0.0845,0.0125,0.1553,64,43,13,0.1561,small,0.0187,0.0946,False,False,0.02,"Wilcoxon signed-rank, normal approximation",107,no detected change
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,intent_coverage,coverage of intended question,response,higher,120,0.3976,0.4798,0.0821,0.0187,0.1484,55,35,30,0.1285,negligible,0.0158,0.0946,False,False,0.02,"Wilcoxon signed-rank, normal approximation",90,no detected change
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,echo_ratio,echo of the question,response,lower,120,0.254,0.3783,0.1243,0.079,0.1726,35,78,7,0.2787,small,2.5e-06,2.5e-05,True,False,0.02,"Wilcoxon signed-rank, normal approximation",113,degraded
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,answer_presence,reference answer present,response,higher,120,0.1083,0.0667,-0.0417,-0.1,0.0085,3,8,109,,n/a,0.227,0.453,False,,,"McNemar, exact binomial",11,no detected change
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,reference_exact_match,exact match vs reference,response,higher,120,0.0083,0.0,-0.0083,-0.025,0.0,0,1,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,reference_token_f1,token F1 vs reference,response,higher,120,0.0778,0.0542,-0.0236,-0.0489,0.0009,22,31,67,-0.1317,negligible,0.0969,0.388,False,False,0.02,"Wilcoxon signed-rank, normal approximation",53,no detected change
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,reference_rouge_1,ROUGE-1 vs reference,response,higher,120,0.2215,0.1398,-0.0817,-0.1384,-0.0275,14,27,79,-0.1443,negligible,0.00522,0.0418,True,False,0.02,"Wilcoxon signed-rank, normal approximation",41,degraded
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,reference_rouge_l,ROUGE-L vs reference,response,higher,120,0.0823,0.0597,-0.0227,-0.0493,0.0029,22,31,67,-0.128,negligible,0.128,0.388,False,False,0.02,"Wilcoxon signed-rank, normal approximation",53,no detected change
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,flesch_reading_ease,reading ease,response,higher,120,56.5312,49.5549,-6.9763,-12.2343,-2.1077,46,72,2,-0.1075,negligible,0.00724,0.0507,False,False,2.0,"Wilcoxon signed-rank, normal approximation",118,no detected change
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,flesch_kincaid_grade,grade level,response,lower,120,7.4524,9.0154,1.563,0.8466,2.3036,42,76,2,0.1868,small,6.19e-05,0.000557,True,False,0.5,"Wilcoxon signed-rank, normal approximation",118,degraded
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,word_count,words,response,descriptive,120,17.6667,14.35,-3.3167,-4.9002,-1.6746,0,0,120,-0.347,medium,3.35e-05,,False,,,"Wilcoxon signed-rank, normal approximation",113,descriptive
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,sentence_count,sentences,response,descriptive,120,2.125,1.35,-0.775,-0.9,-0.6417,0,0,120,-0.6223,large,1.14e-15,,False,,,"Wilcoxon signed-rank, normal approximation",78,descriptive
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,opening_words,opening sentence length,response,descriptive,120,5.0083,10.8417,5.8333,5.0833,6.5833,0,0,120,0.8735,large,5.72e-19,,False,,,"Wilcoxon signed-rank, normal approximation",111,descriptive
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,mean_words_per_sentence,words per sentence,response,descriptive,120,8.3639,10.7375,2.3736,1.6332,3.1153,0,0,120,0.4444,medium,6.87e-09,,False,,,"Wilcoxon signed-rank, normal approximation",113,descriptive
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,estimated_tokens,estimated tokens,response,descriptive,120,23.6167,19.1833,-4.4333,-6.5252,-2.2665,0,0,120,-0.343,medium,3.41e-05,,False,,,"Wilcoxon signed-rank, normal approximation",113,descriptive
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,estimated_spoken_seconds,estimated speech seconds,response,descriptive,120,7.0667,5.74,-1.3267,-1.9601,-0.6698,0,0,120,-0.347,medium,3.67e-05,,False,,,"Wilcoxon signed-rank, normal approximation",113,descriptive
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_llm_prompt_eval,prompt evaluation (ms),runtime,lower,119,104.5294,32.6218,-71.9076,-73.7229,-70.1679,119,0,0,-1.0,large,2.78e-21,2.5e-20,True,False,5.0,"Wilcoxon signed-rank, normal approximation",119,improved
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_llm_ttft,time to first token (ms),runtime,lower,119,785.8487,702.9748,-82.8739,-93.0088,-72.679,114,5,0,-0.8512,large,1.05e-19,4.19e-19,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,1069.916,884.3697,-185.5462,-209.0758,-163.3601,112,7,0,-0.8673,large,1.39e-20,6.94e-20,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_llm_eval,generation time (ms),runtime,lower,119,886.4286,244.7059,-641.7227,-695.2548,-585.3655,119,0,0,-0.9718,large,2.92e-21,2.5e-20,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,133.3277,212.9664,79.6387,68.3935,91.3641,13,106,0,0.8018,large,2.14e-18,6.41e-18,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,degraded
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_ttfa,time to first audio (ms),runtime,lower,119,3127.3782,3016.1765,-111.2017,-143.379,-80.0403,87,32,0,-0.1025,negligible,4.65e-09,6.64e-09,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,improved
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_tts_total,total synthesis (ms),runtime,lower,119,364.8992,274.6723,-90.2269,-114.7519,-63.4361,87,32,0,-0.4894,large,3.32e-09,6.64e-09,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,9576.6555,8892.1849,-684.4706,-743.8655,-620.8328,117,2,0,-0.2683,small,3.4e-21,2.5e-20,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,improved
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,27.4605,80.1059,52.6454,51.6991,53.5538,119,0,0,1.0,large,2.92e-21,2.5e-20,True,False,5.0,"Wilcoxon signed-rank, normal approximation",119,improved
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7684.1176,7678.8235,-5.2941,-10.3193,-0.1504,0,0,119,-0.0021,negligible,0.0103,,False,,,"Wilcoxon signed-rank, normal approximation",116,descriptive
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,1919.3782,1914.0756,-5.3025,-10.3113,-0.1424,0,0,119,-0.0062,negligible,0.0103,,False,,,"Wilcoxon signed-rank, normal approximation",116,descriptive
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,284.0672,181.395,-102.6723,-124.0151,-82.0878,0,0,119,-0.6183,large,3.27e-15,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,326.5126,326.5126,0.0,0.0,0.0,0,0,119,0.0,negligible,1.0,,False,,,Wilcoxon signed-rank (all differences zero),0,descriptive
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,llm_eval_tokens,generated tokens,runtime,descriptive,119,24.2857,19.8319,-4.4538,-6.3277,-2.3693,0,0,119,-0.3741,medium,6.39e-06,,False,,,"Wilcoxon signed-rank, normal approximation",113,descriptive
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,6804.7899,5410.4538,-1394.3361,-1946.2878,-795.3412,0,0,119,-0.3872,medium,4.66e-06,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::answers_in_english,check: answers_in_english,adherence,higher,107,0.9626,1.0,0.0374,0.0093,0.0748,4,0,103,,n/a,0.125,1.0,False,,,"McNemar, exact binomial",4,no detected change
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.8917,0.8833,-0.0083,-0.075,0.0583,7,8,105,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",15,no detected change
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,0.9917,1.0,0.0083,0.0,0.025,1,0,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::non_empty,check: non_empty,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::not_truncated_at_token_cap,check: not_truncated_at_token_cap,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
36 qwen2.5:32b-q4_K_M t0,31 qwen2.5:3b-q4_K_M t0,check::opener_at_most_five_words,check: opener_at_most_five_words,adherence,higher,120,0.725,0.0167,-0.7083,-0.7833,-0.625,0,85,35,,n/a,8.16e-20,1.39e-18,True,,,"McNemar, chi-square with continuity correction",85,degraded
