recognizer,item_id,filename,ori_text,stt_text,stt_wer,stt_cer,stt_ref_words,stt_word_errors,stt_substitutions,stt_deletions,stt_insertions,stt_exact_match,stt_content_recall,stt_stratum
vosk-small-en-us-0.15-cpu,00290,00290.wav,How is copper reflected in humans?,how how's copper left in humans,0.3333,0.2727,6.0,2.0,2.0,0.0,0.0,False,0.6667,mild
vosk-small-en-us-0.15-cpu,00298,00298.wav,Why did monasteries have gardens?,why did monasteries have gardens,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,1.0,clean
vosk-small-en-us-0.15-cpu,00305,00305.wav,What were the two main principles informing the government of the UK?,who established the amount of prime numbers in existence,0.9167,0.7647,12.0,11.0,8.0,3.0,0.0,False,0.0,severe
vosk-small-en-us-0.15-cpu,00311,00311.wav,What Lee Greenwood song did Beyoncé cover after Osama bin Laden was killed?,what league greenwood song to be as a cover after some good lot and was killed,0.6923,0.3108,13.0,9.0,6.0,0.0,3.0,False,0.5,severe
vosk-small-en-us-0.15-cpu,00325,00325.wav,What was suspended for the duration of the mourning period?,what was suspended for the duration of the morning period,0.1,0.0172,10.0,1.0,1.0,0.0,0.0,False,0.75,mild
vosk-small-en-us-0.15-cpu,00326,00326.wav,How much did Beyonce raise for Obama at the 40/40 Club?,how much they're beyond say raise for obama added forty forty club,0.4167,0.463,12.0,5.0,3.0,1.0,1.0,False,0.6,severe
vosk-small-en-us-0.15-cpu,00327,00327.wav,Who was born in the 9th century?,who was born in the ninth century,0.25,0.0938,8.0,2.0,1.0,1.0,0.0,False,0.6667,mild
vosk-small-en-us-0.15-cpu,00335,00335.wav,How many pandas escaped the reserve?,what what makes the rankine cycles temperatures,1.1667,0.9429,6.0,7.0,6.0,0.0,1.0,False,0.0,severe
vosk-small-en-us-0.15-cpu,00352,00352.wav,Immediately following the civil war which branch of government was seen to have the greater amount of power?,when did landau propose his for conjecture old problems,1.0,0.785,18.0,18.0,9.0,9.0,0.0,False,0.0,severe
vosk-small-en-us-0.15-cpu,00357,00357.wav,Why was the Somerset county Canal built ,why was a somerset county can now built,0.4286,0.1795,7.0,3.0,2.0,0.0,1.0,False,0.75,severe
vosk-small-en-us-0.15-cpu,00366,00366.wav,"Along with the guilt-innocence phase, what is the other phase of a death penalty trial under Gregg v. Georgia?",allow whether gil in a sense phase what is a other phase of the death penalty trial or no glad v georgia,0.55,0.271,20.0,11.0,9.0,0.0,2.0,False,0.5455,severe
vosk-small-en-us-0.15-cpu,00369,00369.wav,What kind of laws are not given statutory citation by the OFR?,what kind of laws are not given statute to a citation by the or far,0.4167,0.1311,12.0,5.0,2.0,0.0,3.0,False,0.6667,severe
vosk-small-en-us-0.15-cpu,00382,00382.wav,What will have the character's pronunciation in pinyin?,what will have the characters pronunciation and ping mean,0.375,0.1321,8.0,3.0,2.0,0.0,1.0,False,0.6667,severe
vosk-small-en-us-0.15-cpu,00389,00389.wav,Which East Asian dictatorship was excluded from the 2014 report?,who's that the work agenda and our kids time in the chamber,1.2,0.7937,10.0,12.0,10.0,0.0,2.0,False,0.0,severe
vosk-small-en-us-0.15-cpu,00394,00394.wav,Columbia University of New York was founded in what year?,columbia university of new york was founded in one ear,0.2,0.0893,10.0,2.0,2.0,0.0,0.0,False,0.8333,mild
vosk-small-en-us-0.15-cpu,00406,00406.wav,What approach takes the sense of self and as a changing thing?,what approach takes the sense of self and as a changing the,0.0833,0.0492,12.0,1.0,1.0,0.0,0.0,False,0.8333,mild
vosk-small-en-us-0.15-cpu,00417,00417.wav,What did Frédéric compose during the year of 1817?,what did frederic chopin compose during the year of eighteen seventeen,0.2,0.551,10.0,2.0,1.0,0.0,1.0,False,0.6,mild
vosk-small-en-us-0.15-cpu,00422,00422.wav,The idea of what quality was a social indicator that provided a new source of legitimacy for the dominant class?,the idea of what quality it was a social indicator that provided a new source of legitimacy for the dominant class,0.05,0.027,20.0,1.0,0.0,0.0,1.0,False,1.0,mild
vosk-small-en-us-0.15-cpu,00425,00425.wav,How long did it take for these capabilities to be restored?,how long did it take for these capabilities to be restored,0.0,0.0,11.0,0.0,0.0,0.0,0.0,True,1.0,clean
vosk-small-en-us-0.15-cpu,00432,00432.wav,"Who was executed by firing squad on January 17, 1977?",who is executed by firing squad on january seventeenth nineteen seventy seven,0.1667,0.6863,12.0,2.0,2.0,0.0,0.0,False,0.6667,mild
vosk-small-en-us-0.15-cpu,00433,00433.wav,TAFE Tasmania started a three-year restructuring in what year?,what is a term for an indian private school,0.9,0.7705,10.0,9.0,8.0,1.0,0.0,False,0.0,severe
vosk-small-en-us-0.15-cpu,00441,00441.wav,The largest populations of the county ,the largest populations at the county,0.1667,0.0541,6.0,1.0,1.0,0.0,0.0,False,1.0,mild
vosk-small-en-us-0.15-cpu,00443,00443.wav,What idea did Noah Porter strike down?,what idea didn't know a porter straight down,0.5714,0.2703,7.0,4.0,3.0,0.0,1.0,False,0.6,severe
vosk-small-en-us-0.15-cpu,00444,00444.wav,What do many towns encourage ,what do many towns encourage,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,1.0,clean
vosk-small-en-us-0.15-cpu,00452,00452.wav,Which two perspectives did Rose Rosengard Subotnik use to compare Mozart's Die Cauberflote?,which two perspectives did rogers and night shabbat neck used to compare mozart's gear covered latte,0.6923,0.3483,13.0,9.0,6.0,0.0,3.0,False,0.4,severe
vosk-small-en-us-0.15-cpu,00455,00455.wav,What act was passed in the 18th century?,why to architects and the u s slash canada earned nearly,1.2222,0.95,9.0,11.0,9.0,0.0,2.0,False,0.0,severe
vosk-small-en-us-0.15-cpu,00457,00457.wav,What is the kitab al-Shifa?,what has become hob our schieffer,0.8333,0.7308,6.0,5.0,5.0,0.0,0.0,False,0.0,severe
vosk-small-en-us-0.15-cpu,00460,00460.wav,What can be explored in 9-12 ft of water?,what can be explored and nine to twelve feet of water,0.3,0.4,10.0,3.0,2.0,0.0,1.0,False,0.5,mild
vosk-small-en-us-0.15-cpu,00474,00474.wav,What are Beyoncé's backup singers called?,what are beyond says backup singers cold,0.5,0.2051,6.0,3.0,2.0,0.0,1.0,False,0.5,severe
vosk-small-en-us-0.15-cpu,00475,00475.wav,What type of treatments does the Menninger Clinic offer?,what type treatments does or menninger clinic off her,0.4444,0.1455,9.0,4.0,2.0,1.0,1.0,False,0.8,severe
vosk-small-en-us-0.15-cpu,00476,00476.wav,What dinosaur spread to every continent?,what dinosaur spread to every continent,0.0,0.0,6.0,0.0,0.0,0.0,0.0,True,1.0,clean
vosk-small-en-us-0.15-cpu,00481,00481.wav,How many board members doesn't Dell have?,how many board members doesn't del have,0.1429,0.0256,7.0,1.0,1.0,0.0,0.0,False,0.75,mild
vosk-small-en-us-0.15-cpu,00484,00484.wav,What degree was Edmund Fanning stripped of for his services?,what degree was adamant sanding stripped out for his services,0.3,0.1356,10.0,3.0,3.0,0.0,0.0,False,0.6667,mild
vosk-small-en-us-0.15-cpu,00496,00496.wav,What party does not back Sassou?,what party does not back at sasso,0.3333,0.129,6.0,2.0,1.0,0.0,1.0,False,0.6667,mild
vosk-small-en-us-0.15-cpu,00497,00497.wav,What does Houston's mayor also serve as?,why does houston's mayor also serve as,0.1429,0.0526,7.0,1.0,1.0,0.0,0.0,False,1.0,mild
vosk-small-en-us-0.15-cpu,00498,00498.wav,What era was Chopin active during?,what air where chopin active during,0.3333,0.2121,6.0,2.0,2.0,0.0,0.0,False,0.75,mild
vosk-small-en-us-0.15-cpu,00500,00500.wav,What did Madonna give to Letterman to smell in his late night show that created an uproar?,what did madonna give to letterman to smell in his late night show that created an uproar,0.0,0.0,17.0,0.0,0.0,0.0,0.0,True,1.0,clean
vosk-small-en-us-0.15-cpu,00501,00501.wav,To whom did Frédéric write letters to during his stay in Szafarnia?,to whom did frederic chopin write letters to during his stay and zafaraniya,0.3333,0.2121,12.0,4.0,3.0,0.0,1.0,False,0.7143,mild
vosk-small-en-us-0.15-cpu,00503,00503.wav,When ingested in small amounts what does copper salts produce in humans?,when adjusted and small that's what does copper sauce produced in humans,0.4167,0.2113,12.0,5.0,5.0,0.0,0.0,False,0.4286,severe
vosk-small-en-us-0.15-cpu,00507,00507.wav, Who was the first person hanged in chains in the Untied States?,who was a first person hanged in chains in the united states,0.1667,0.0806,12.0,2.0,2.0,0.0,0.0,False,0.8333,mild
vosk-small-en-us-0.15-cpu,00521,00521.wav,How much more that the buget did the film gross?,how much more that the budget that the film grows,0.3,0.1277,10.0,3.0,3.0,0.0,0.0,False,0.3333,mild
vosk-small-en-us-0.15-cpu,00524,00524.wav,"After securing the role of Evita, what kind of training did Madonna have?",after securing the role of the theater what kind of training did madonna have,0.1538,0.1268,13.0,2.0,1.0,0.0,1.0,False,0.8571,mild
vosk-small-en-us-0.15-cpu,00531,00531.wav,"What governs things such as military, money, foreign relations, etc.?",what governs things such as military money foreign relations et cetera,0.2,0.0938,10.0,2.0,1.0,0.0,1.0,False,0.875,mild
vosk-small-en-us-0.15-cpu,00532,00532.wav,Were the Masons political or non-political in the American Revolution?,where the nation's political or non political in american revolution,0.2727,0.1159,11.0,3.0,2.0,1.0,0.0,False,0.8,mild
vosk-small-en-us-0.15-cpu,00533,00533.wav,What department did Dell launch an external investigation on?,what department a launch an external investigation on,0.2222,0.1333,9.0,2.0,1.0,1.0,0.0,False,0.8,mild
vosk-small-en-us-0.15-cpu,00546,00546.wav,"In the Bermuda land mass, how many bays are named ""Horseshoe Bay""?",in the middle a mass how many base or named horseshoe bay,0.3333,0.2097,12.0,4.0,4.0,0.0,0.0,False,0.5714,mild
vosk-small-en-us-0.15-cpu,00554,00554.wav,What groups of Bermudians is there an ethnic distinction between?,or groups of or medians is there an ethnic distinction between,0.3,0.125,10.0,3.0,2.0,0.0,1.0,False,0.8,mild
vosk-small-en-us-0.15-cpu,00571,00571.wav,"In the United States, how many important steps are usually present in the administration of capital punishment?",in the united states how many important steps are usually present in administration of capital punishment,0.0588,0.0367,17.0,1.0,0.0,1.0,0.0,False,1.0,mild
vosk-small-en-us-0.15-cpu,00573,00573.wav,"In what year did people stop using the term ""Sumursaetum"" for this county?",in white year did people thought leaving the term summer thief term for the county,0.5385,0.338,13.0,7.0,5.0,0.0,2.0,False,0.5714,severe
vosk-small-en-us-0.15-cpu,00582,00582.wav,"How was Charles Brooks, Jr. executed?",was charles brooks junior executed,0.3333,0.2353,6.0,2.0,1.0,1.0,0.0,False,0.75,mild
vosk-small-en-us-0.15-cpu,00594,00594.wav,Who suggested the hiatus for Beyoncé?,who suggested the hiatus for beyond say,0.3333,0.1389,6.0,2.0,1.0,0.0,1.0,False,0.6667,mild
vosk-small-en-us-0.15-cpu,00612,00612.wav,What type of school has surpassed comprehensive schools in Ireland?,what is the main reason consulting pharmacists are increasingly working directly with patients,1.2,1.0152,10.0,12.0,9.0,0.0,3.0,False,0.0,severe
vosk-small-en-us-0.15-cpu,00616,00616.wav,What does not imply a religious affiliation?,what does not imply a religious affiliation,0.0,0.0,7.0,0.0,0.0,0.0,0.0,True,1.0,clean
vosk-small-en-us-0.15-cpu,00626,00626.wav,What kinds of telecommunications were cut?,what kind of telecommunications cut,0.3333,0.1463,6.0,2.0,1.0,1.0,0.0,False,1.0,mild
vosk-small-en-us-0.15-cpu,00628,00628.wav,How many years was Ye Zhiping involved in the school overhaul?,how many years was he jus paying involved in the school overhaul,0.2727,0.1148,11.0,3.0,2.0,0.0,1.0,False,0.6667,mild
vosk-small-en-us-0.15-cpu,00639,00639.wav,How many octaves does Beyoncé's voice span?,how many octaves does beyond say his voice span,0.4286,0.1951,7.0,3.0,1.0,0.0,2.0,False,0.75,severe
vosk-small-en-us-0.15-cpu,00640,00640.wav,How much did Dell spend to construct a new plant in India?,how much did del spend to construct a new plant in india,0.0833,0.0175,12.0,1.0,1.0,0.0,0.0,False,0.8333,mild
vosk-small-en-us-0.15-cpu,00643,00643.wav,Who wrote Seven Lamps of Architecture?,the rhine forms and england delta into which lake,1.5,0.973,6.0,9.0,6.0,0.0,3.0,False,0.0,severe
vosk-small-en-us-0.15-cpu,00653,00653.wav,Why did this author embrace young adult literature as a grownup?,why did this author embrace young adult literature as a grown up,0.1818,0.0159,11.0,2.0,1.0,0.0,1.0,False,0.8333,mild
vosk-small-en-us-0.15-cpu,00656,00656.wav,Who asked her to change her mind about the soft drink deal due to the nature of the product?,who asked her to change her mind about the soft drink deal due to the nature of the product,0.0,0.0,19.0,0.0,0.0,0.0,0.0,True,1.0,clean
vosk-small-en-us-0.15-cpu,00657,00657.wav,Who rents the land on which Irish comprehensive schools are found?,what is the main difference between online pharmacies and community pharmacies,0.9091,0.9077,11.0,10.0,10.0,0.0,0.0,False,0.0,severe
vosk-small-en-us-0.15-cpu,00669,00669.wav,In what year did Vasco da Gama sail around India and Africa?,in what year did a vasco da gama sail around india and africa,0.0833,0.0339,12.0,1.0,0.0,0.0,1.0,False,1.0,mild
vosk-small-en-us-0.15-cpu,00670,00670.wav,What school did Dell go to and later drop out of while he ran his business?,what school did del go to and later drop out of while he ran his business,0.0625,0.0135,16.0,1.0,1.0,0.0,0.0,False,0.9,mild
vosk-small-en-us-0.15-cpu,00673,00673.wav,What PS3 exclusives launched in 2006 that the the Xbox 360 did not have access to?,what p s three exclusives launched in two thousand and six that the x box three sixty did not have access to,0.2857,0.4512,21.0,6.0,3.0,1.0,2.0,False,0.4286,mild
vosk-small-en-us-0.15-cpu,00686,00686.wav,What did the American studies program hope to instruct?,what did the american studies program hope to instruct,0.0,0.0,9.0,0.0,0.0,0.0,0.0,True,1.0,clean
vosk-small-en-us-0.15-cpu,00692,00692.wav,When did Hurricane Sandy strike New York?,when did hurricane sandy straight new york,0.1429,0.1,7.0,1.0,1.0,0.0,0.0,False,0.8,mild
vosk-small-en-us-0.15-cpu,00714,00714.wav,What weather factor provides little in heat relief in Houston?,what weather factor provides little in heat believe in houston,0.1,0.0492,10.0,1.0,1.0,0.0,0.0,False,0.8571,mild
vosk-small-en-us-0.15-cpu,00737,00737.wav,How many firefighters died in the World Trade Center attack?,what type of electric current is needed for electrolysis,1.0,0.7797,10.0,10.0,9.0,1.0,0.0,False,0.0,severe
vosk-small-en-us-0.15-cpu,00739,00739.wav,Where did researchers study chimps in heavily forested regions?,what is a major reason judges years morality against crime,1.1111,0.7419,9.0,10.0,9.0,0.0,1.0,False,0.0,severe
vosk-small-en-us-0.15-cpu,00744,00744.wav, In what environment were many of the latest human settlements?,what is the average discharge of the marcel to their neck her,1.0,0.7213,10.0,10.0,8.0,0.0,2.0,False,0.0,severe
vosk-small-en-us-0.15-cpu,00758,00758.wav,What was the most rare life on earth?,what was the most rare life on earth,0.0,0.0,8.0,0.0,0.0,0.0,0.0,True,1.0,clean
vosk-small-en-us-0.15-cpu,00778,00778.wav,"What word does ""Bey Hive"" derive from?",what word does bay hi the derive from,0.4286,0.1143,7.0,3.0,2.0,0.0,1.0,False,0.5,severe
vosk-small-en-us-0.15-cpu,00785,00785.wav,How many committees are appointed by the board of directors at Dell?,how many committees are appointed by the board of directors at dell,0.0,0.0,12.0,0.0,0.0,0.0,0.0,True,1.0,clean
vosk-small-en-us-0.15-cpu,00794,00794.wav,What did modernizing the government structures do to the Low Countries status?,what did modernizing the government structure is due to the low countries status,0.25,0.0519,12.0,3.0,2.0,0.0,1.0,False,0.8333,mild
vosk-small-en-us-0.15-cpu,00801,00801.wav,"In France, what were the central doctrines of the Lumieres?",in france what were the central doctrines of a linear years,0.3,0.193,10.0,3.0,2.0,0.0,1.0,False,0.75,mild
vosk-small-en-us-0.15-cpu,00819,00819.wav,In what decade was Mendip Rail built?,and what decade was men det rail built,0.4286,0.1389,7.0,3.0,2.0,0.0,1.0,False,0.75,severe
vosk-small-en-us-0.15-cpu,00822,00822.wav,On what film was videoconferencing widely used?,on what film was video conferencing widely used,0.2857,0.0217,7.0,2.0,1.0,0.0,1.0,False,0.75,mild
vosk-small-en-us-0.15-cpu,00827,00827.wav,Why is calculating the days of the Gregorian calendar not simple?,why is calculating the days of the gregorian calendar not simple,0.0,0.0,11.0,0.0,0.0,0.0,0.0,True,1.0,clean
vosk-small-en-us-0.15-cpu,00828,00828.wav,On what date was the 2010 Human Development Report released?,what day of the week does a time for reflection take place,1.1,0.6949,10.0,11.0,7.0,1.0,3.0,False,0.0,severe
vosk-small-en-us-0.15-cpu,00830,00830.wav,The Broadway Musical began in what decade?,the broadway musical began in white decade,0.1429,0.0488,7.0,1.0,1.0,0.0,0.0,False,1.0,mild
whisper-small-cuda-int8,00004,00004.wav,What is the name of the campus tv station?,What is the name of the campus TV station?,0.0,0.0,9.0,0.0,0.0,0.0,0.0,True,1.0,clean
whisper-small-cuda-int8,00005,00005.wav,What did the bureau used to ensure the safe travels of aircraft?,What did the Bureau used to ensure the safe travels of aircraft?,0.0,0.0,12.0,0.0,0.0,0.0,0.0,True,1.0,clean
whisper-small-cuda-int8,00012,00012.wav,What did Beyoncé's mother own when Beyoncé was a child?,What did Beyonce's mother own when Beyonce was a child?,0.2,0.0377,10.0,2.0,2.0,0.0,0.0,False,0.75,mild
whisper-small-cuda-int8,00030,00030.wav,What was one subject that Avicenna never developed?,What was one subject that Avicenna never developed?,0.0,0.0,8.0,0.0,0.0,0.0,0.0,True,1.0,clean
whisper-small-cuda-int8,00032,00032.wav,In what years was the Great Famine?,In what years was the great famine?,0.0,0.0,7.0,0.0,0.0,0.0,0.0,True,1.0,clean
whisper-small-cuda-int8,00035,00035.wav,What property does combining copper with brass or bronze create?,What property does Combining Copper with Brass or Bronze create?,0.0,0.0,10.0,0.0,0.0,0.0,0.0,True,1.0,clean
whisper-small-cuda-int8,00045,00045.wav,Do different countries refer to plants by different names?,Do different countries refer to plants by different names?,0.0,0.0,9.0,0.0,0.0,0.0,0.0,True,1.0,clean
whisper-small-cuda-int8,00046,00046.wav, How many tornadoes does Houston usually get per year?,How many tornadoes does Houston usually get per year?,0.0,0.0,9.0,0.0,0.0,0.0,0.0,True,1.0,clean
whisper-small-cuda-int8,00047,00047.wav,What did she sing at the 2009 Presidential Inauguration?,What is she seeing at the 2009 presidential inauguration?,0.2222,0.0727,9.0,2.0,2.0,0.0,0.0,False,0.75,mild
whisper-small-cuda-int8,00054,00054.wav,What concept took shape during Walpole's tenure as prime minister?,What concept took shape during Walpole's tenure as prime minister?,0.0,0.0,10.0,0.0,0.0,0.0,0.0,True,1.0,clean
whisper-small-cuda-int8,00057,00057.wav,Which political party was James Callaghan a member of?,What body has stated that physicians can also dispense drugs under specific conditions?,1.4444,1.2453,9.0,13.0,9.0,0.0,4.0,False,0.0,severe
whisper-small-cuda-int8,00059,00059.wav,What two architectural movements have come under criticism for their focus on individuality? ,Since when was the Rhine part of the aerial of Hallstatt culture?,1.0,0.7912,13.0,13.0,12.0,1.0,0.0,False,0.0,severe
whisper-small-cuda-int8,00063,00063.wav,When was Yale Divinity School established?,When was Yale Divinity School established?,0.0,0.0,6.0,0.0,0.0,0.0,0.0,True,1.0,clean
whisper-small-cuda-int8,00072,00072.wav,Did the insurgency lead to any economic changes in Burma ?,Did the insurgency lead to any economic changes in Burma?,0.0,0.0,10.0,0.0,0.0,0.0,0.0,True,1.0,clean
whisper-small-cuda-int8,00088,00088.wav, How many students does the University of Texas have?,How many students does the University of Texas have?,0.0,0.0,9.0,0.0,0.0,0.0,0.0,True,1.0,clean
