baseline,contrast,metric,label,family,direction,n_pairs,baseline_mean,contrast_mean,mean_difference,ci_low,ci_high,improved_items,degraded_items,unchanged_items,effect_size,effect_label,p_value,p_adjusted,significant,equivalent_within_margin,equivalence_margin,test_method,n_effective,verdict
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,reference_rouge_1,ROUGE-1 vs reference,response,higher,120,0.1369,0.1284,-0.0084,-0.0383,0.0248,6,12,102,-0.0194,negligible,0.256,1.0,False,False,0.02,"Wilcoxon signed-rank, normal approximation",18,no detected change
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,reference_rouge_l,ROUGE-L vs reference,response,higher,120,0.0461,0.0431,-0.003,-0.0117,0.0056,18,17,85,-0.0216,negligible,0.518,1.0,False,True,0.02,"Wilcoxon signed-rank, normal approximation",35,equivalent
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,flesch_reading_ease,reading ease,response,higher,120,56.7426,56.3529,-0.3897,-4.6445,3.8514,48,55,17,-0.0282,negligible,0.482,1.0,False,False,2.0,"Wilcoxon signed-rank, normal approximation",103,no detected change
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,flesch_kincaid_grade,grade level,response,lower,120,7.4587,7.4777,0.019,-0.6559,0.675,46,57,17,0.0063,negligible,0.448,1.0,False,False,0.5,"Wilcoxon signed-rank, normal approximation",103,no detected change
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,word_count,words,response,descriptive,120,17.425,17.3833,-0.0417,-1.2083,1.1502,0,0,120,0.0173,negligible,0.798,,False,,,"Wilcoxon signed-rank, normal approximation",96,descriptive
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,sentence_count,sentences,response,descriptive,120,2.075,2.1083,0.0333,-0.075,0.1417,0,0,120,0.0128,negligible,0.623,,False,,,"Wilcoxon signed-rank, normal approximation",31,descriptive
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,opening_words,opening sentence length,response,descriptive,120,5.3667,5.375,0.0083,-0.5,0.5667,0,0,120,-0.0377,negligible,0.831,,False,,,"Wilcoxon signed-rank, normal approximation",62,descriptive
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,mean_words_per_sentence,words per sentence,response,descriptive,120,8.5083,8.3653,-0.1431,-0.7265,0.4335,0,0,120,0.0124,negligible,0.902,,False,,,"Wilcoxon signed-rank, normal approximation",96,descriptive
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,estimated_tokens,estimated tokens,response,descriptive,120,23.3583,23.2667,-0.0917,-1.6169,1.4421,0,0,120,0.0141,negligible,0.713,,False,,,"Wilcoxon signed-rank, normal approximation",96,descriptive
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,estimated_spoken_seconds,estimated speech seconds,response,descriptive,120,6.97,6.9533,-0.0167,-0.4833,0.4601,0,0,120,0.0173,negligible,0.802,,False,,,"Wilcoxon signed-rank, normal approximation",96,descriptive
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,lat_llm_prompt_eval,prompt evaluation (ms),runtime,lower,119,103.2017,103.0924,-0.1092,-0.6387,0.3866,46,47,26,-0.0499,negligible,0.891,1.0,False,True,5.0,"Wilcoxon signed-rank, normal approximation",93,equivalent
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,lat_llm_ttft,time to first token (ms),runtime,lower,119,821.9916,823.9496,1.958,-6.7233,11.329,61,58,0,0.0266,negligible,0.766,1.0,False,True,50.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,1102.1345,1125.8992,23.7647,-2.346,52.6502,57,61,1,0.0105,negligible,0.477,1.0,False,True,50.0,"Wilcoxon signed-rank, normal approximation",118,equivalent
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,lat_llm_eval,generation time (ms),runtime,lower,119,879.2689,902.8908,23.6218,-36.8418,83.5966,61,57,1,0.0375,negligible,0.858,1.0,False,False,50.0,"Wilcoxon signed-rank, normal approximation",118,no detected change
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,133.9412,150.2773,16.3361,-0.4878,42.9361,49,69,1,0.0326,negligible,0.17,1.0,False,True,50.0,"Wilcoxon signed-rank, normal approximation",118,equivalent
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,lat_ttfa,time to first audio (ms),runtime,lower,119,1616.3782,1656.3109,39.9328,-1.0269,92.8553,60,58,1,0.0295,negligible,0.447,1.0,False,True,100.0,"Wilcoxon signed-rank, normal approximation",118,equivalent
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,lat_tts_total,total synthesis (ms),runtime,lower,119,380.5714,397.1681,16.5966,-33.9502,60.6645,59,60,0,0.0444,negligible,0.885,1.0,False,False,50.0,"Wilcoxon signed-rank, normal approximation",119,no detected change
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,8137.4286,8148.7059,11.2773,-70.4109,90.2116,67,52,0,0.0157,negligible,0.624,1.0,False,True,100.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,27.3227,27.3429,0.0202,-0.1067,0.1479,54,54,11,0.0233,negligible,0.608,1.0,False,True,5.0,"Wilcoxon signed-rank, normal approximation",108,equivalent
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7471.9832,7471.6639,-0.3193,-2.3282,1.7649,0,0,119,0.0002,negligible,0.897,,False,,,"Wilcoxon signed-rank, normal approximation",110,descriptive
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,376.0336,375.8151,-0.2185,-0.8235,0.37,0,0,119,-0.0005,negligible,0.497,,False,,,"Wilcoxon signed-rank, normal approximation",80,descriptive
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,280.1429,301.9496,21.8067,-1.9269,49.2712,0,0,119,-0.0097,negligible,0.631,,False,,,"Wilcoxon signed-rank, normal approximation",112,descriptive
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,326.5042,326.5042,0.0,0.0,0.0,0,0,119,0.0,negligible,1.0,,False,,,Wilcoxon signed-rank (all differences zero),0,descriptive
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,llm_eval_tokens,generated tokens,runtime,descriptive,119,23.9916,24.6134,0.6218,-1.0,2.2437,0,0,119,0.0412,negligible,0.717,,False,,,"Wilcoxon signed-rank, normal approximation",96,descriptive
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,7045.1681,7415.9496,370.7815,-758.4311,1396.8884,0,0,119,0.0422,negligible,0.856,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,check::answers_in_english,check: answers_in_english,adherence,higher,110,0.9455,0.9727,0.0273,-0.0273,0.0818,6,3,101,,n/a,0.508,1.0,False,,,"McNemar, exact binomial",9,no detected change
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,1.0,0.975,-0.025,-0.0583,0.0,0,3,117,,n/a,0.25,1.0,False,,,"McNemar, exact binomial",3,no detected change
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.7333,0.7417,0.0083,-0.05,0.0667,7,6,107,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",13,no detected change
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,check::non_empty,check: non_empty,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,check::not_truncated_at_token_cap,check: not_truncated_at_token_cap,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,check::opener_at_most_five_words,check: opener_at_most_five_words,adherence,higher,120,0.7,0.675,-0.025,-0.1167,0.0583,12,15,93,,n/a,0.7,1.0,False,,,"McNemar, chi-square with continuity correction",27,no detected change
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,check::opener_ends_with_full_stop,check: opener_ends_with_full_stop,adherence,higher,120,0.975,0.975,0.0,-0.0333,0.0333,2,2,116,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",4,no detected change
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,check::response_is_complete,check: response_is_complete,adherence,higher,120,0.9917,0.9833,-0.0083,-0.0335,0.0167,1,2,117,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",3,no detected change
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,check::spoken_duration_budget,check: spoken_duration_budget,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
23 qwen2.5:32b-q4_K_M t0,24 qwen2.5:32b-q4_K_M t0.7/s42,check::total_sentences_at_most_three,check: total_sentences_at_most_three,adherence,higher,120,1.0,0.975,-0.025,-0.0583,0.0,0,3,117,,n/a,0.25,1.0,False,,,"McNemar, exact binomial",3,no detected change
