====================================================================================================
                        LLM RESPONSE EVALUATION REPORT
====================================================================================================
Generated on           : 2026-08-15 23:57:44
Run label              : 05 llama3.1:8b-q4_K_M t0
Transcripts            : ..\results\text-only\05-llama3_1_8b_instruct_q4_K_M-t0_0-vosk_cpu\20260815_114924\transcripts.yaml
Run directory          : ..\results\text-only\05-llama3_1_8b_instruct_q4_K_M-t0_0-vosk_cpu\20260815_114924
System prompt          : ..\results\text-only\05-llama3_1_8b_instruct_q4_K_M-t0_0-vosk_cpu\20260815_114924\system_prompt.txt
Constraint spec        : short_opener_en (C:\Workspace\etap\etap-speech-assistant-main\evaluation\rubrics\constraints_short_opener.yaml)
Rubric                 : (judge tier not run)
Items evaluated        : 120

Generating configuration (from config_used.yaml):
  ollama_model        : llama3.1:8b-instruct-q4_K_M
  llm_temperature     : 0
  llm_seed            : None
  llm_max_tokens      : 150
  stt_engine          : vosk
  tts_engine          : piper
  mode                : cpu

Tiers executed:
  tier 0 constraints and readability: 15 checks from short_opener_en, token cap 150
  input fidelity (recognizer)       : reference text for 120/120 item(s), corpus WER 0.350 (425/1215 words); strata: mild 66, severe 37, clean 17
  tier 1 relevance                  : IDF over 120 items, reference measures for 120 item(s) from metadata.csv (32 marked unanswerable in the source, scored against a plausible answer)
  runtime cost                      : 119/120 item(s) timed from latency_log_20260815_114924.csv, 1 warm-up item(s) excluded (00004)
  tier 2 audit atoms                : deterministic extraction (always on)
  tier 2 self-consistency           : off (selfcheck_samples = 0)
  tier 2 atomic factual precision   : off (fact_precision not set)
  tier 3 rubric grading             : off (no judge model)
  tier 4 reliability and calibration: off (no human annotations)

Acceptance policy (predeclare this before measurement):
  min_quality_composite       : 3.5
  min_safety_score            : 4.0
  require_constraint_pass     : True
  strict_constraints          : True
====================================================================================================

1. PER-ITEM SCORES
====================================================================================================
Item      	Category                  	   WER	 Adher	  Chk%	 Words	    FRE	 Cover	 CovOri	  E2E ms	 Incon	  Fact	  Qual	  Safe	 Accept
00089     	unspecified               	  0.10	  FAIL	    90	    28	   62.7	  0.29	   0.44	    7272	     -	     -	     -	     -	     NO
00093     	unspecified               	  0.80	  FAIL	    90	    38	   62.9	  0.55	   0.61	    5700	     -	     -	     -	     -	     NO
00100     	unspecified               	  0.43	  FAIL	    90	    31	   81.9	  0.73	   1.00	    6562	     -	     -	     -	     -	     NO
00113     	unspecified               	  0.08	  FAIL	    90	    28	   64.4	  0.32	   0.32	    7710	     -	     -	     -	     -	     NO
00118     	unspecified               	  0.27	  FAIL	    90	    42	   52.6	  0.67	   0.39	    8113	     -	     -	     -	     -	     NO
00124     	unspecified               	  0.11	  FAIL	    90	    23	   59.1	  0.16	   0.17	    6360	     -	     -	     -	     -	     NO
00130     	unspecified               	  3.60	  FAIL	    60	    59	   58.5	  0.60	   0.00	   10092	     -	     -	     -	     -	     NO
00149     	unspecified               	  0.35	  PASS	   100	    20	   27.5	  0.35	   0.41	    7765	     -	     -	     -	     -	    yes
00170     	unspecified               	  0.33	  FAIL	    90	    45	   16.8	  0.76	   1.00	    7528	     -	     -	     -	     -	     NO
00178     	unspecified               	  0.11	  FAIL	    90	    42	   47.6	  0.56	   0.72	    8715	     -	     -	     -	     -	     NO
00181     	unspecified               	  0.07	  FAIL	    90	    36	   54.6	  0.45	   0.73	   11112	     -	     -	     -	     -	     NO
00197     	unspecified               	  0.17	  FAIL	    90	    33	   13.2	  0.21	   0.21	   10552	     -	     -	     -	     -	     NO
00201     	unspecified               	  0.42	  PASS	   100	    52	   31.4	  0.41	   0.10	    8410	     -	     -	     -	     -	    yes
00206     	unspecified               	  0.20	  FAIL	    90	    32	   18.9	  0.32	   0.32	    5783	     -	     -	     -	     -	     NO
00208     	unspecified               	  0.33	  FAIL	    90	    16	   47.8	  0.57	   0.50	    6873	     -	     -	     -	     -	     NO
00211     	unspecified               	  0.08	  FAIL	    90	    31	   24.6	  0.59	   0.59	   10592	     -	     -	     -	     -	     NO
00233     	unspecified               	  0.12	  FAIL	    90	    23	   48.0	  0.72	   0.72	    6086	     -	     -	     -	     -	     NO
00236     	unspecified               	  0.14	  FAIL	    90	    33	   72.2	  0.14	   0.14	    8613	     -	     -	     -	     -	     NO
00244     	unspecified               	  0.00	  FAIL	    90	    45	   65.7	  0.71	   0.71	    8482	     -	     -	     -	     -	     NO
00245     	unspecified               	  0.22	  FAIL	    90	    23	   84.8	  0.59	   0.36	    7007	     -	     -	     -	     -	     NO
00259     	unspecified               	  0.00	  FAIL	    90	    30	   81.6	  0.60	   0.60	    7166	     -	     -	     -	     -	     NO
00261     	unspecified               	  0.15	  FAIL	    90	    33	   60.5	  0.59	   0.58	    7442	     -	     -	     -	     -	     NO
00266     	unspecified               	  0.29	  FAIL	    90	    20	   65.6	  0.12	   0.17	   11219	     -	     -	     -	     -	     NO
00267     	unspecified               	  0.29	  FAIL	    90	    31	   49.2	  1.00	   0.46	    6543	     -	     -	     -	     -	     NO
00271     	unspecified               	  0.33	  FAIL	    90	    30	   50.6	  0.19	   0.15	    8365	     -	     -	     -	     -	     NO
00290     	unspecified               	  0.33	  PASS	   100	    16	   66.5	  0.30	   0.30	    5523	     -	     -	     -	     -	    yes
00298     	unspecified               	  0.00	  PASS	   100	    21	   51.1	  1.00	   1.00	    5812	     -	     -	     -	     -	    yes
00305     	unspecified               	  0.92	  FAIL	    90	    28	   47.6	  0.36	   0.00	    7987	     -	     -	     -	     -	     NO
00311     	unspecified               	  0.69	  FAIL	    90	    29	   72.5	  0.14	   0.09	    9762	     -	     -	     -	     -	     NO
00325     	unspecified               	  0.10	  PASS	   100	    20	   57.1	  0.51	   0.25	    8307	     -	     -	     -	     -	    yes
00326     	unspecified               	  0.42	  FAIL	    90	    17	   88.7	  0.29	   0.19	    9262	     -	     -	     -	     -	     NO
00327     	unspecified               	  0.25	  FAIL	    90	    24	   89.4	  0.31	   0.33	    7102	     -	     -	     -	     -	     NO
00335     	unspecified               	  1.17	  PASS	   100	    32	   45.2	  0.50	   0.00	    7582	     -	     -	     -	     -	    yes
00352     	unspecified               	  1.00	  FAIL	    90	    31	   81.7	  0.64	   0.00	    9461	     -	     -	     -	     -	     NO
00357     	unspecified               	  0.43	  PASS	   100	    29	   65.8	  0.76	   0.71	    6480	     -	     -	     -	     -	    yes
00366     	unspecified               	  0.55	  FAIL	    90	    42	   71.8	  0.36	   0.45	   10551	     -	     -	     -	     -	     NO
00369     	unspecified               	  0.42	  PASS	   100	    20	   52.9	  0.00	   0.00	    7546	     -	     -	     -	     -	    yes
00382     	unspecified               	  0.38	  FAIL	    90	    39	   61.3	  0.53	   0.31	    7025	     -	     -	     -	     -	     NO
00389     	unspecified               	  1.20	  FAIL	    90	    26	   56.8	  0.00	   0.00	    8178	     -	     -	     -	     -	     NO
00394     	unspecified               	  0.20	  FAIL	    90	    26	   63.3	  1.00	   1.00	    6697	     -	     -	     -	     -	     NO
00406     	unspecified               	  0.08	  PASS	   100	    27	   47.3	  0.41	   0.34	    7953	     -	     -	     -	     -	    yes
00417     	unspecified               	  0.20	  PASS	   100	    31	   68.1	  0.13	   0.00	    9949	     -	     -	     -	     -	    yes
00422     	unspecified               	  0.05	  FAIL	    90	    25	   12.3	  0.41	   0.41	   10968	     -	     -	     -	     -	     NO
00425     	unspecified               	  0.00	  PASS	   100	    20	   36.0	  0.53	   0.53	    7548	     -	     -	     -	     -	    yes
00432     	unspecified               	  0.17	  FAIL	    90	    28	   62.7	  0.47	   1.00	    9253	     -	     -	     -	     -	     NO
00433     	unspecified               	  0.90	  FAIL	    90	    35	   53.7	  0.74	   0.00	    6740	     -	     -	     -	     -	     NO
00441     	unspecified               	  0.17	  FAIL	    90	    36	   10.5	  0.62	   0.62	    6183	     -	     -	     -	     -	     NO
00443     	unspecified               	  0.57	  FAIL	    90	    26	   70.0	  0.00	   0.00	    6653	     -	     -	     -	     -	     NO
00444     	unspecified               	  0.00	  PASS	   100	    29	   16.1	  1.00	   1.00	    5565	     -	     -	     -	     -	    yes
00452     	unspecified               	  0.69	  FAIL	    90	    16	   98.2	  0.25	   0.00	   10834	     -	     -	     -	     -	     NO
00455     	unspecified               	  1.22	  FAIL	    90	    29	   25.8	  0.19	   0.00	    8906	     -	     -	     -	     -	     NO
00457     	unspecified               	  0.83	  FAIL	    90	    34	   63.5	  0.25	   0.00	    7203	     -	     -	     -	     -	     NO
00460     	unspecified               	  0.30	  FAIL	    90	    28	   83.8	  0.61	   0.00	    6139	     -	     -	     -	     -	     NO
00474     	unspecified               	  0.50	  FAIL	    90	    33	   62.4	  0.17	   0.00	    7281	     -	     -	     -	     -	     NO
00475     	unspecified               	  0.44	  FAIL	    90	    31	   32.8	  0.66	   1.00	    8172	     -	     -	     -	     -	     NO
00476     	unspecified               	  0.00	  PASS	   100	    31	   62.6	  0.74	   0.74	    6244	     -	     -	     -	     -	    yes
00481     	unspecified               	  0.14	  FAIL	    90	    26	   48.4	  0.49	   0.51	    6957	     -	     -	     -	     -	     NO
00484     	unspecified               	  0.30	  FAIL	    90	    27	   52.1	  0.45	   0.15	    7862	     -	     -	     -	     -	     NO
00496     	unspecified               	  0.33	  FAIL	    90	    19	   63.6	  0.68	   0.32	    7034	     -	     -	     -	     -	     NO
00497     	unspecified               	  0.14	  FAIL	    90	    44	   30.4	  0.65	   0.65	    6921	     -	     -	     -	     -	     NO
00498     	unspecified               	  0.33	  PASS	   100	    33	   82.4	  0.23	   0.23	    8221	     -	     -	     -	     -	    yes
00500     	unspecified               	  0.00	  FAIL	    90	    29	   57.0	  0.44	   0.44	    9725	     -	     -	     -	     -	     NO
00501     	unspecified               	  0.33	  FAIL	    90	    22	   23.0	  0.70	   0.51	   10588	     -	     -	     -	     -	     NO
00503     	unspecified               	  0.42	  FAIL	    90	    19	   72.5	  0.45	   0.39	    7583	     -	     -	     -	     -	     NO
00507     	unspecified               	  0.17	  FAIL	    90	    27	   76.0	  0.80	   0.61	    7085	     -	     -	     -	     -	     NO
00521     	unspecified               	  0.30	  FAIL	    90	    18	   94.3	  0.63	   0.29	    6798	     -	     -	     -	     -	     NO
00524     	unspecified               	  0.15	  FAIL	    90	    44	   57.6	  0.44	   0.28	    8895	     -	     -	     -	     -	     NO
00531     	unspecified               	  0.20	  FAIL	    90	    33	   23.4	  0.09	   0.10	    8051	     -	     -	     -	     -	     NO
00532     	unspecified               	  0.27	  FAIL	    90	    49	   26.2	  0.77	   0.77	    8407	     -	     -	     -	     -	     NO
00533     	unspecified               	  0.22	  PASS	   100	    30	   16.8	  0.24	   0.20	    8090	     -	     -	     -	     -	    yes
00546     	unspecified               	  0.33	  FAIL	    90	    19	   32.5	  0.32	   0.28	    6793	     -	     -	     -	     -	     NO
00554     	unspecified               	  0.30	  FAIL	    90	    35	   37.9	  0.82	   0.59	    7061	     -	     -	     -	     -	     NO
00571     	unspecified               	  0.06	  FAIL	    90	    57	   37.6	  0.12	   0.12	   10050	     -	     -	     -	     -	     NO
00573     	unspecified               	  0.54	  FAIL	    90	    27	   57.2	  0.12	   0.00	    9628	     -	     -	     -	     -	     NO
00582     	unspecified               	  0.33	  FAIL	    90	    27	   80.3	  0.72	   1.00	    6931	     -	     -	     -	     -	     NO
00594     	unspecified               	  0.33	  FAIL	    90	    23	   70.1	  1.00	   0.68	    7015	     -	     -	     -	     -	     NO
00612     	unspecified               	  1.20	  FAIL	    90	    41	   50.6	  0.24	   0.00	   10237	     -	     -	     -	     -	     NO
00616     	unspecified               	  0.00	  FAIL	    90	    36	   38.2	  1.00	   1.00	    7313	     -	     -	     -	     -	     NO
00626     	unspecified               	  0.33	  FAIL	    90	    26	   24.3	  0.34	   0.34	    5773	     -	     -	     -	     -	     NO
00628     	unspecified               	  0.27	  FAIL	    90	    31	   60.1	  0.47	   0.47	    9415	     -	     -	     -	     -	     NO
00639     	unspecified               	  0.43	  FAIL	    90	    28	   80.8	  0.77	   0.50	    7747	     -	     -	     -	     -	     NO
00640     	unspecified               	  0.08	  FAIL	    90	    26	   63.5	  0.29	   0.30	    7461	     -	     -	     -	     -	     NO
00643     	unspecified               	  1.50	  FAIL	    90	    31	   33.5	  0.57	   0.00	    8519	     -	     -	     -	     -	     NO
00653     	unspecified               	  0.18	  FAIL	    90	    42	   46.5	  0.14	   0.16	    8437	     -	     -	     -	     -	     NO
00656     	unspecified               	  0.00	  FAIL	    90	    28	   65.7	  0.41	   0.41	   10751	     -	     -	     -	     -	     NO
00657     	unspecified               	  0.91	  FAIL	    90	    32	  -15.6	  0.51	   0.00	    9384	     -	     -	     -	     -	     NO
00669     	unspecified               	  0.08	  FAIL	    90	    38	   93.8	  0.77	   0.77	    8913	     -	     -	     -	     -	     NO
00670     	unspecified               	  0.06	  FAIL	    90	    35	   51.3	  0.38	   0.29	    8587	     -	     -	     -	     -	     NO
00673     	unspecified               	  0.29	  FAIL	    90	    23	   66.4	  0.00	   0.43	   10102	     -	     -	     -	     -	     NO
00686     	unspecified               	  0.00	  FAIL	    90	    58	    7.8	  0.56	   0.56	    8268	     -	     -	     -	     -	     NO
00692     	unspecified               	  0.14	  FAIL	    90	    35	   69.3	  0.77	   0.77	    6977	     -	     -	     -	     -	     NO
00714     	unspecified               	  0.10	  PASS	   100	    25	   58.8	  0.27	   0.26	    8154	     -	     -	     -	     -	    yes
00737     	unspecified               	  1.00	  PASS	   100	    22	   53.4	  0.20	   0.00	    7818	     -	     -	     -	     -	    yes
00739     	unspecified               	  1.11	  PASS	   100	    33	   52.1	  0.45	   0.00	    8642	     -	     -	     -	     -	    yes
00744     	unspecified               	  1.00	  FAIL	    90	    28	   50.6	  0.59	   0.00	    9214	     -	     -	     -	     -	     NO
00758     	unspecified               	  0.00	  FAIL	    90	    41	   62.2	  0.34	   0.34	    6306	     -	     -	     -	     -	     NO
00778     	unspecified               	  0.43	  FAIL	    90	    23	   66.4	  0.32	   0.00	    6927	     -	     -	     -	     -	     NO
00785     	unspecified               	  0.00	  FAIL	    90	    28	   21.3	  1.00	   1.00	    7450	     -	     -	     -	     -	     NO
00794     	unspecified               	  0.25	  FAIL	    90	    30	   28.1	  0.00	   0.00	    9121	     -	     -	     -	     -	     NO
00801     	unspecified               	  0.30	  FAIL	    90	    19	   85.9	  0.36	   0.00	    7068	     -	     -	     -	     -	     NO
00819     	unspecified               	  0.43	  FAIL	    90	    18	   89.6	  0.62	   0.25	    6266	     -	     -	     -	     -	     NO
00822     	unspecified               	  0.29	  FAIL	    90	    35	   75.5	  0.80	   0.45	    7034	     -	     -	     -	     -	     NO
00827     	unspecified               	  0.00	  FAIL	    90	    44	   57.6	  0.79	   0.79	    7917	     -	     -	     -	     -	     NO
00828     	unspecified               	  1.10	  FAIL	    90	    28	   47.6	  0.34	   0.00	    7559	     -	     -	     -	     -	     NO
00830     	unspecified               	  0.14	  PASS	   100	    31	   73.8	  0.00	   0.00	    7061	     -	     -	     -	     -	    yes
----------------------------------------------------------------------------------------------------
WER = word error rate of the recognized utterance against the reference utterance, a
property of the recognizer rather than of the model. Adher = all hard prompt constraints
satisfied as generated (item level, strict). Chk% = share of hard constraints satisfied.
FRE = Flesch Reading Ease. Cover = coverage of the recognized request, CovOri = coverage of
the reference utterance. E2E ms = wall-clock span of the whole item, recording included. Incon =
self-consistency inconsistency (higher is worse). Fact = supported share of atomic claims.
Qual = weighted rubric composite (1-5). Safe = worst safety dimension (1-5). '-' means the
tier producing that column did not run.
====================================================================================================

2. CONSTRAINT PASS RATES (IFEval-style, Zhou et al., 2023)
====================================================================================================
Check id                          	  Strict %	   Loose %	   Delta
----------------------------------------------------------------------------------------------------
opener_at_most_five_words         	      16.7	      16.7	     0.0
no_follow_up_question             	      84.2	      84.2	     0.0
opener_ends_with_full_stop        	      98.3	      98.3	     0.0
at_most_two_detail_sentences      	      99.2	      99.2	     0.0
total_sentences_at_most_three     	      99.2	      99.2	     0.0
non_empty                         	     100.0	     100.0	     0.0
answers_in_english                	     100.0	     100.0	     0.0
no_simulated_dialogue             	     100.0	     100.0	     0.0
response_is_complete              	     100.0	     100.0	     0.0
not_truncated_at_token_cap        	     100.0	     100.0	     0.0
brief_enough_for_speech           	     100.0	     100.0	     0.0
spoken_duration_budget            	     100.0	     100.0	     0.0
no_markup_in_spoken_text          	     100.0	     100.0	     0.0
----------------------------------------------------------------------------------------------------
ITEM LEVEL (all hard checks)      	      16.7	      16.7	     0.0

Rates are over the items where the check applied; a check with nothing to verify for an
item is excluded rather than counted as a pass. Delta is the share of items that violate
the constraint only in formatting: a large delta points at output formatting, a delta near
zero means the instruction itself was not followed. Report the item-level figure as the
headline adherence rate.
====================================================================================================

3. INPUT QUALITY (recognizer against the reference utterance)
====================================================================================================
Word error rate over items: median 0.273, mean 0.372, max 3.600

Input stratum 	   n	    WER	  Adher %	 Cover(stt)	 Cover(ori)	  Words	   E2E ms
----------------------------------------------------------------------------------------------------
clean         	  17	  0.000	     23.5	      0.740	      0.740	   30.0	     7348
mild          	  66	  0.200	     13.6	      0.468	      0.400	   29.0	     7710
severe        	  37	  0.692	     18.9	      0.364	      0.000	   29.0	     7987
----------------------------------------------------------------------------------------------------
Strata are defined on the word error rate of the item: clean = transcribed exactly,
severe = more than a third of the reference words lost or altered. These figures are a
property of the recognizer and the audio, identical in every run over the same recordings,
so they bound what the language model could have answered rather than describing it.

Cover(stt) is coverage of the recognized request, which is all the model received.
Cover(ori) is coverage of what the speaker actually asked. The gap between them is the
cost the recognizer imposed on the interaction, and it belongs to the recognizer.

Compare a column down the strata of one run with caution, and across runs freely. A correct
answer to a closed question repeats none of it -- "In what years was the Great Famine?"
answered "1918-1921." scores zero coverage -- so a stratum holding more such questions
shows lower coverage for reasons that have nothing to do with the model. Prompt adherence
carries no such artefact and is the column to read down this table.
====================================================================================================

4. RUNTIME COST PER STAGE (from the run's latency log)
====================================================================================================
Stage                   	   n	   Median	       Q1	       Q3	      P90	      P95	      Max
----------------------------------------------------------------------------------------------------
stt                     	 119	     7224	     6476	     8234	     9560	    10134	    11196
stt_endpoint_delay      	 119	      929	      822	     1011	     1091	     1116	     1304
llm_prompt_eval         	 119	       39	       36	       40	       42	       43	       49
llm_ttft                	 119	      865	      832	      908	      929	      946	      965
llm_first_chunk_fill    	 119	      184	      138	      288	      392	      440	      520
llm_ttfc                	 119	     1066	     1008	     1144	     1244	     1309	     1449
tts_first_chunk         	 119	      184	      150	      283	      360	      403	      486
ttfa                    	 119	     2134	     2014	     2434	     2598	     2687	     2960
llm_eval                	 119	      530	      460	      616	      747	      807	     1049
tts_total               	 119	      519	      422	      604	      711	      828	     1042
e2e_response_ready      	 119	     7710	     7007	     8805	    10094	    10588	    11219
----------------------------------------------------------------------------------------------------
generation throughput (tok/s)   : median 69.9   mean 70.1
generated tokens                : median 37.0   mean 38.7
prompt tokens                   : median 307.0   mean 307.5
synthesized audio (ms)          : median 10634.0   mean 11150.4

Resource use (run medians):
  cpu_percent         : 9.0
  gpu_mem_used_mb     : 5164.0
  gpu_util_percent    : 21.0
  llm_model_vram_mb   : 4640.0
  llm_rss_mb          : 835.1
  llm_vram_mb         : 5164.0
  ram_percent         : 5.2
  rss_mb              : 639.4

All values are milliseconds unless stated. The median is the headline figure and the 95th
percentile the one a user notices, since an assistant is judged by the answers that arrive
late (Dean and Barroso, 2013). Timings are wall-clock on a shared host: they compare runs
measured under the same conditions and are not portable hardware benchmarks.

The stages overlap and are not all measured from the same instant, so they do not add up.
`stt` is the recording arriving at speaking pace, which on file input is the length of the
audio rather than a cost of recognition. `ttfa` runs from the speaker stopping to the first
audio out and is the delay a user actually waits through. `e2e_response_ready` spans the whole
item including that recording, so it is dominated by how long the person spoke and moves
little between models.
====================================================================================================

5. DESCRIPTIVE MEASURES
====================================================================================================
Metric                          	   n	     Mean	       SD	   Median	      Min	      Max	               95% CI
----------------------------------------------------------------------------------------------------
word_count                      	 120	   30.383	    8.773	   29.000	   16.000	   59.000	     [28.866, 31.950]
sentence_count                  	 120	    2.158	    0.622	    2.000	    1.000	    4.000	       [2.050, 2.275]
opening_words                   	 120	   11.892	    8.238	    8.000	    3.000	   36.000	     [10.425, 13.383]
mean_words_per_sentence         	 120	   15.017	    5.509	   14.000	    8.000	   36.000	     [14.047, 16.027]
estimated_tokens                	 120	   40.525	   11.685	   39.000	   21.000	   78.000	     [38.492, 42.608]
estimated_spoken_seconds        	 120	   12.153	    3.509	   11.600	    6.400	   23.600	     [11.547, 12.780]
flesch_reading_ease             	 120	   53.610	   22.251	   56.990	  -15.620	   98.250	     [49.589, 57.442]
flesch_kincaid_grade            	 120	    9.512	    3.747	    9.070	    1.540	   20.740	      [8.860, 10.197]
request_coverage                	 120	    0.479	    0.263	    0.485	    0.000	    1.000	       [0.432, 0.526]
echo_ratio                      	 120	    0.186	    0.120	    0.170	    0.000	    0.500	       [0.165, 0.208]
intent_coverage                 	 120	    0.390	    0.322	    0.342	    0.000	    1.000	       [0.332, 0.445]
coverage_intent_gap             	 120	   -0.089	    0.227	    0.000	   -0.740	    0.533	     [-0.130, -0.050]
answer_presence                 	 120	    0.058	    0.235	    0.000	    0.000	    1.000	       [0.017, 0.108]
reference_exact_match           	 120	    0.000	    0.000	    0.000	    0.000	    0.000	       [0.000, 0.000]
reference_token_f1              	 120	    0.032	    0.056	    0.000	    0.000	    0.240	       [0.022, 0.042]
reference_rouge_1               	 120	    0.149	    0.285	    0.000	    0.000	    1.000	       [0.101, 0.202]
reference_rouge_l               	 120	    0.033	    0.057	    0.000	    0.000	    0.223	       [0.023, 0.044]
stt_wer                         	 120	    0.372	    0.454	    0.273	    0.000	    3.600	       [0.299, 0.464]
stt_cer                         	 120	    0.244	    0.323	    0.127	    0.000	    1.923	       [0.190, 0.305]
stt_content_recall              	 120	    0.680	    0.323	    0.750	    0.000	    1.000	       [0.619, 0.737]
lat_stt                         	 119	 7470.992	 1403.949	 7224.000	 4597.000	11196.000	 [7224.224, 7725.604]
lat_stt_endpoint_delay          	 119	  375.697	 1431.187	  929.000	-6760.000	 1304.000	   [109.662, 612.121]
lat_llm_prompt_eval             	 119	   37.958	    3.679	   39.000	   29.000	   49.000	     [37.286, 38.614]
lat_llm_ttft                    	 119	  866.731	   50.705	  865.000	  745.000	  965.000	   [857.983, 875.639]
lat_llm_first_chunk_fill        	 119	  219.815	  108.306	  184.000	   88.000	  520.000	   [201.403, 239.908]
lat_llm_ttfc                    	 119	 1086.546	  117.883	 1066.000	  838.000	 1449.000	 [1066.260, 1108.202]
lat_tts_first_chunk             	 119	  218.328	   92.729	  184.000	  109.000	  486.000	   [202.403, 235.471]
lat_ttfa                        	 119	 1684.933	 1463.629	 2134.000	-5246.000	 2960.000	 [1411.623, 1929.772]
lat_llm_eval                    	 119	  551.807	  143.839	  530.000	  280.000	 1049.000	   [527.123, 578.093]
lat_tts_total                   	 119	  524.437	  152.377	  519.000	  234.000	 1042.000	   [497.696, 551.874]
lat_e2e_response_ready          	 119	 7962.538	 1381.337	 7710.000	 5523.000	11219.000	 [7721.013, 8205.166]
llm_prompt_tokens               	 119	  307.504	    4.008	  307.000	  301.000	  320.000	   [306.807, 308.227]
llm_eval_tokens                 	 119	   38.739	   10.394	   37.000	   19.000	   74.000	     [36.950, 40.613]
llm_tokens_per_sec              	 119	   70.071	    2.994	   69.900	   63.300	   83.500	     [69.538, 70.621]
tts_audio_ms                    	 119	11150.445	 3833.614	10634.000	 4493.000	25274.000	[10471.801, 11842.565]
----------------------------------------------------------------------------------------------------
Intervals are percentile bootstrap intervals for the mean (Efron and Tibshirani, 1993),
omitted below three observations.
====================================================================================================

6. PER-ITEM DETAIL AND AUDIT TRAIL
====================================================================================================
[00004] category=unspecified  accepted=NO
  user     : now what does the name of the campus tv station
  response : I'm not aware of that information. Can you please tell me which university's campus TV
             station you are referring to?
  constraint violations:
    - opener_at_most_five_words: observed 6 words: I'm not aware of that information. | required first sentence <= 5 words
    ~ advisory no_follow_up_question: 1 question marks
