baseline,contrast,metric,label,family,direction,n_pairs,baseline_mean,contrast_mean,mean_difference,ci_low,ci_high,improved_items,degraded_items,unchanged_items,effect_size,effect_label,p_value,p_adjusted,significant,equivalent_within_margin,equivalence_margin,test_method,n_effective,verdict
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,reference_rouge_1,ROUGE-1 vs reference,response,higher,120,0.206,0.1337,-0.0723,-0.1332,-0.014,7,25,88,-0.1226,negligible,0.0106,0.0954,False,False,0.02,"Wilcoxon signed-rank, normal approximation",32,no detected change
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,reference_rouge_l,ROUGE-L vs reference,response,higher,120,0.0473,0.0652,0.0179,-0.0052,0.0427,22,26,72,-0.0819,negligible,0.77,1.0,False,False,0.02,"Wilcoxon signed-rank, normal approximation",48,no detected change
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,flesch_reading_ease,reading ease,response,higher,120,51.552,55.5563,4.0043,-0.6993,8.8847,68,52,0,0.1088,negligible,0.123,0.736,False,False,2.0,"Wilcoxon signed-rank, normal approximation",120,no detected change
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,flesch_kincaid_grade,grade level,response,lower,120,9.3924,8.6149,-0.7775,-1.5868,-0.0057,65,54,1,-0.1227,negligible,0.135,0.736,False,False,0.5,"Wilcoxon signed-rank, normal approximation",119,no detected change
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,word_count,words,response,descriptive,120,29.7333,14.8167,-14.9167,-16.9669,-12.6998,0,0,120,-0.7697,large,3.15e-17,,False,,,"Wilcoxon signed-rank, normal approximation",118,descriptive
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,sentence_count,sentences,response,descriptive,120,2.3333,1.1833,-1.15,-1.275,-1.0167,0,0,120,-0.8274,large,1.74e-18,,False,,,"Wilcoxon signed-rank, normal approximation",100,descriptive
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,opening_words,opening sentence length,response,descriptive,120,9.0,12.5667,3.5667,2.166,5.1335,0,0,120,0.3774,medium,4.62e-07,,False,,,"Wilcoxon signed-rank, normal approximation",107,descriptive
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,mean_words_per_sentence,words per sentence,response,descriptive,120,13.3764,12.4958,-0.8806,-2.0752,0.4764,0,0,120,-0.2331,small,0.0555,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,estimated_tokens,estimated tokens,response,descriptive,120,39.6667,19.8083,-19.8583,-22.5754,-16.9081,0,0,120,-0.77,large,3.09e-17,,False,,,"Wilcoxon signed-rank, normal approximation",118,descriptive
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,estimated_spoken_seconds,estimated speech seconds,response,descriptive,120,11.8933,5.9267,-5.9667,-6.7867,-5.0799,0,0,120,-0.7697,large,3.62e-17,,False,,,"Wilcoxon signed-rank, normal approximation",118,descriptive
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,lat_llm_prompt_eval,prompt evaluation (ms),runtime,lower,119,38.3697,27.8655,-10.5042,-11.0924,-9.9328,119,0,0,-0.9857,large,2.45e-21,2.21e-20,True,False,5.0,"Wilcoxon signed-rank, normal approximation",119,improved
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,lat_llm_ttft,time to first token (ms),runtime,lower,119,830.8992,826.7983,-4.1008,-15.387,7.2532,64,53,2,-0.0375,negligible,0.299,0.613,False,True,50.0,"Wilcoxon signed-rank, normal approximation",117,equivalent
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,1015.1513,1002.9496,-12.2017,-33.5756,8.7763,69,49,1,-0.0246,negligible,0.204,0.613,False,True,50.0,"Wilcoxon signed-rank, normal approximation",118,equivalent
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,lat_llm_eval,generation time (ms),runtime,lower,119,541.3025,221.9412,-319.3613,-350.3155,-287.1655,113,6,0,-0.9294,large,1.39e-20,9.71e-20,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,183.6975,218.563,34.8655,17.092,52.6561,38,81,0,0.2974,small,4.09e-05,0.000163,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,degraded
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,lat_ttfa,time to first audio (ms),runtime,lower,119,3121.479,3145.3697,23.8908,-12.0021,59.6977,57,62,0,0.0297,negligible,0.315,0.613,False,True,100.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,lat_tts_total,total synthesis (ms),runtime,lower,119,528.084,265.2437,-262.8403,-295.3067,-228.4426,108,11,0,-0.8156,large,7.92e-19,3.96e-18,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,9387.7311,9004.3025,-383.4286,-430.2458,-336.1655,108,11,0,-0.1655,small,2.28e-19,1.37e-18,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,improved
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,70.521,86.5487,16.0277,14.7469,17.3799,119,0,0,0.9862,large,2.92e-21,2.33e-20,True,False,5.0,"Wilcoxon signed-rank, normal approximation",119,improved
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7682.7311,7683.9412,1.2101,-3.5729,6.0504,0,0,119,0.0034,negligible,0.979,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,1917.9328,1919.1176,1.1849,-3.6389,6.0252,0,0,119,-0.0018,negligible,0.976,,False,,,"Wilcoxon signed-rank, normal approximation",116,descriptive
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,184.2521,176.1513,-8.1008,-26.3447,9.867,0,0,119,-0.0095,negligible,0.382,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,307.3445,322.3445,15.0,15.0,15.0,0,0,119,0.9927,large,1.07e-27,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,llm_eval_tokens,generated tokens,runtime,descriptive,119,38.2857,19.6639,-18.6218,-21.1599,-15.9746,0,0,119,-0.7992,large,1.34e-17,,False,,,"Wilcoxon signed-rank, normal approximation",118,descriptive
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,10984.7983,5237.4454,-5747.3529,-6515.2155,-4953.396,0,0,119,-0.7933,large,1.14e-17,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,check::answers_in_english,check: answers_in_english,adherence,higher,87,1.0,0.9655,-0.0345,-0.0805,0.0,0,3,84,,n/a,0.25,1.0,False,,,"McNemar, exact binomial",3,no detected change
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.9167,0.875,-0.0417,-0.1083,0.0167,5,10,105,,n/a,0.302,1.0,False,,,"McNemar, exact binomial",15,no detected change
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,check::non_empty,check: non_empty,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,check::not_truncated_at_token_cap,check: not_truncated_at_token_cap,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,check::opener_at_most_five_words,check: opener_at_most_five_words,adherence,higher,120,0.3667,0.1083,-0.2583,-0.3583,-0.1665,5,36,79,,n/a,2.8e-06,4.2e-05,True,,,"McNemar, chi-square with continuity correction",41,degraded
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,check::opener_ends_with_full_stop,check: opener_ends_with_full_stop,adherence,higher,120,1.0,0.9917,-0.0083,-0.025,0.0,0,1,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,check::response_is_complete,check: response_is_complete,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,check::spoken_duration_budget,check: spoken_duration_budget,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
27 llama3.1:8b-q4_K_M t0,26 llama3.2:3b-q4_K_M t0,check::total_sentences_at_most_three,check: total_sentences_at_most_three,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,constraint_item_pass_strict,prompt adherence (item),adherence,higher,120,0.3667,0.325,-0.0417,-0.1583,0.075,25,30,65,,n/a,0.59,1.0,False,,,"McNemar, chi-square with continuity correction",55,no detected change
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,constraint_item_pass_loose,"prompt adherence, loose",adherence,higher,120,0.3667,0.325,-0.0417,-0.1583,0.075,25,30,65,,n/a,0.59,1.0,False,,,"McNemar, chi-square with continuity correction",55,no detected change
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,constraint_check_rate_strict,share of checks passed,adherence,higher,120,0.9367,0.9162,-0.0205,-0.0357,-0.0048,25,49,46,-0.2317,small,0.00101,0.0151,True,False,0.02,"Wilcoxon signed-rank, normal approximation",74,degraded
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,constraint_check_rate_loose,"share of checks passed, loose",adherence,higher,120,0.9367,0.9162,-0.0205,-0.0357,-0.0048,25,49,46,-0.2317,small,0.00101,0.0151,True,False,0.02,"Wilcoxon signed-rank, normal approximation",74,degraded
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,request_coverage,coverage of recognized request,response,higher,120,0.5035,0.2798,-0.2236,-0.2868,-0.1595,29,83,8,-0.4228,medium,8.55e-10,8.55e-09,True,False,0.02,"Wilcoxon signed-rank, normal approximation",112,degraded
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,intent_coverage,coverage of intended question,response,higher,120,0.4176,0.2319,-0.1857,-0.2452,-0.1291,23,72,25,-0.3192,small,2.84e-08,2.55e-07,True,False,0.02,"Wilcoxon signed-rank, normal approximation",95,degraded
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,echo_ratio,echo of the question,response,lower,120,0.1806,nan,nan,0.0647,0.1689,42,72,6,0.1865,small,7.91e-05,0.000554,True,False,0.02,"Wilcoxon signed-rank, normal approximation",114,degraded
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,answer_presence,reference answer present,response,higher,120,0.0833,0.0167,-0.0667,-0.125,-0.0083,2,10,108,,n/a,0.0386,0.154,False,,,"McNemar, exact binomial",12,no detected change
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,reference_exact_match,exact match vs reference,response,higher,120,0.0,0.0083,0.0083,0.0,0.025,1,0,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,reference_token_f1,token F1 vs reference,response,higher,120,0.043,0.0661,0.0231,-0.0003,0.0507,28,26,66,-0.0531,negligible,0.24,0.72,False,False,0.02,"Wilcoxon signed-rank, normal approximation",54,no detected change
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,reference_rouge_1,ROUGE-1 vs reference,response,higher,120,0.206,0.101,-0.1049,-0.171,-0.0402,10,31,79,-0.1412,negligible,0.00144,0.00862,True,False,0.02,"Wilcoxon signed-rank, normal approximation",41,degraded
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,reference_rouge_l,ROUGE-L vs reference,response,higher,120,0.0473,0.0681,0.0208,-0.003,0.0493,27,27,66,-0.0535,negligible,0.274,0.72,False,False,0.02,"Wilcoxon signed-rank, normal approximation",54,no detected change
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,flesch_reading_ease,reading ease,response,higher,120,51.552,61.042,9.49,0.0063,18.8511,70,50,0,0.1426,negligible,0.0239,0.119,False,False,2.0,"Wilcoxon signed-rank, normal approximation",120,no detected change
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,flesch_kincaid_grade,grade level,response,lower,120,9.3924,6.4399,-2.9525,-4.3602,-1.5917,80,40,0,-0.2731,small,3.07e-05,0.000246,True,False,0.5,"Wilcoxon signed-rank, normal approximation",120,improved
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,word_count,words,response,descriptive,120,29.7333,7.0917,-22.6417,-24.2919,-20.95,0,0,120,-0.9787,large,2.86e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,sentence_count,sentences,response,descriptive,120,2.3333,1.0333,-1.3,-1.4083,-1.1917,0,0,120,-0.9214,large,4.47e-21,,False,,,"Wilcoxon signed-rank, normal approximation",110,descriptive
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,opening_words,opening sentence length,response,descriptive,120,9.0,6.8667,-2.1333,-3.5504,-0.7083,0,0,120,-0.1694,small,0.0166,,False,,,"Wilcoxon signed-rank, normal approximation",107,descriptive
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,mean_words_per_sentence,words per sentence,response,descriptive,120,13.3764,6.8208,-6.5556,-7.7321,-5.3833,0,0,120,-0.7346,large,1.75e-16,,False,,,"Wilcoxon signed-rank, normal approximation",118,descriptive
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,estimated_tokens,estimated tokens,response,descriptive,120,39.6667,9.5,-30.1667,-32.3835,-27.8913,0,0,120,-0.9785,large,2.87e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,estimated_spoken_seconds,estimated speech seconds,response,descriptive,120,11.8933,2.8367,-9.0567,-9.7167,-8.38,0,0,120,-0.9787,large,2.89e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,lat_llm_prompt_eval,prompt evaluation (ms),runtime,lower,119,38.3697,18.8992,-19.4706,-20.1345,-18.7815,119,0,0,-1.0,large,2.67e-21,2.4e-20,True,False,5.0,"Wilcoxon signed-rank, normal approximation",119,improved
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,lat_llm_ttft,time to first token (ms),runtime,lower,119,830.8992,816.7479,-14.1513,-25.4038,-2.7473,62,57,0,-0.1575,small,0.0535,0.107,False,True,50.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,1015.1513,913.3277,-101.8235,-123.3601,-80.3441,95,24,0,-0.6204,large,5.85e-14,2.34e-13,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,lat_llm_eval,generation time (ms),runtime,lower,119,541.3025,104.8824,-436.4202,-463.7422,-410.6798,119,0,0,-0.9993,large,2.92e-21,2.4e-20,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,183.6975,161.8908,-21.8067,-41.3712,-3.0134,67,52,0,-0.1332,negligible,0.0567,0.107,False,True,50.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,lat_ttfa,time to first audio (ms),runtime,lower,119,3121.479,2996.4454,-125.0336,-163.3618,-87.5565,91,28,0,-0.0957,negligible,7.43e-09,2.23e-08,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,improved
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,lat_tts_total,total synthesis (ms),runtime,lower,119,528.084,167.4118,-360.6723,-389.9756,-333.3019,119,0,0,-0.9778,large,2.92e-21,2.4e-20,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,9387.7311,8814.6555,-573.0756,-614.2368,-532.6874,119,0,0,-0.2448,small,2.92e-21,2.4e-20,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,improved
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,70.521,101.6303,31.1092,28.0193,34.377,119,0,0,0.9997,large,2.92e-21,2.4e-20,True,False,5.0,"Wilcoxon signed-rank, normal approximation",119,improved
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7682.7311,7681.1765,-1.5546,-6.3952,3.2544,0,0,119,0.0006,negligible,0.461,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,1917.9328,1916.4118,-1.521,-6.3532,3.2775,0,0,119,-0.0016,negligible,0.459,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,184.2521,96.5798,-87.6723,-107.538,-68.6779,0,0,119,-0.6562,large,3.55e-15,,False,,,"Wilcoxon signed-rank, normal approximation",118,descriptive
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,307.3445,322.3445,15.0,15.0,15.0,0,0,119,0.9927,large,1.07e-27,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,llm_eval_tokens,generated tokens,runtime,descriptive,119,38.2857,10.5966,-27.6891,-29.8658,-25.5882,0,0,119,-0.9864,large,2.86e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,10984.7983,2957.0336,-8027.7647,-8716.2538,-7376.7153,0,0,119,-0.9663,large,2.92e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,check::answers_in_english,check: answers_in_english,adherence,higher,46,1.0,1.0,0.0,0.0,0.0,0,0,46,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.9167,0.9917,0.075,0.025,0.1333,10,1,109,,n/a,0.0117,0.152,False,,,"McNemar, exact binomial",11,no detected change
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,check::non_empty,check: non_empty,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,check::not_truncated_at_token_cap,check: not_truncated_at_token_cap,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,check::opener_at_most_five_words,check: opener_at_most_five_words,adherence,higher,120,0.3667,0.45,0.0833,-0.0333,0.2083,33,23,64,,n/a,0.229,1.0,False,,,"McNemar, chi-square with continuity correction",56,no detected change
27 llama3.1:8b-q4_K_M t0,25 llama3.2:1b-q4_K_M t0,check::opener_ends_with_full_stop,check: opener_ends_with_full_stop,adherence,higher,120,1.0,0.875,-0.125,-0.1833,-0.0667,0,15,105,,n/a,6.1e-05,0.00104,True,,,"McNemar, exact binomial",15,degraded
