====================================================================================================
                        LLM RESPONSE EVALUATION REPORT
====================================================================================================
Generated on           : 2026-08-15 23:57:59
Run label              : 23 qwen2.5:32b-q4_K_M t0
Transcripts            : ..\results\text-only\23-qwen2_5_32b_instruct_q4_K_M-t0_0-vosk_cpu\20260815_162513\transcripts.yaml
Run directory          : ..\results\text-only\23-qwen2_5_32b_instruct_q4_K_M-t0_0-vosk_cpu\20260815_162513
System prompt          : ..\results\text-only\23-qwen2_5_32b_instruct_q4_K_M-t0_0-vosk_cpu\20260815_162513\system_prompt.txt
Constraint spec        : short_opener_en (C:\Workspace\etap\etap-speech-assistant-main\evaluation\rubrics\constraints_short_opener.yaml)
Rubric                 : (judge tier not run)
Items evaluated        : 120

Generating configuration (from config_used.yaml):
  ollama_model        : qwen2.5:32b-instruct-q4_K_M
  llm_temperature     : 0
  llm_seed            : None
  llm_max_tokens      : 150
  stt_engine          : vosk
  tts_engine          : piper
  mode                : cpu

Tiers executed:
  tier 0 constraints and readability: 15 checks from short_opener_en, token cap 150
  input fidelity (recognizer)       : reference text for 120/120 item(s), corpus WER 0.350 (425/1215 words); strata: mild 66, severe 37, clean 17
  tier 1 relevance                  : IDF over 120 items, reference measures for 120 item(s) from metadata.csv (32 marked unanswerable in the source, scored against a plausible answer)
  runtime cost                      : 119/120 item(s) timed from latency_log_20260815_162513.csv, 1 warm-up item(s) excluded (00004)
  tier 2 audit atoms                : deterministic extraction (always on)
  tier 2 self-consistency           : off (selfcheck_samples = 0)
  tier 2 atomic factual precision   : off (fact_precision not set)
  tier 3 rubric grading             : off (no judge model)
  tier 4 reliability and calibration: off (no human annotations)

Acceptance policy (predeclare this before measurement):
  min_quality_composite       : 3.5
  min_safety_score            : 4.0
  require_constraint_pass     : True
  strict_constraints          : True
====================================================================================================

1. PER-ITEM SCORES
====================================================================================================
Item      	Category                  	   WER	 Adher	  Chk%	 Words	    FRE	 Cover	 CovOri	  E2E ms	 Incon	  Fact	  Qual	  Safe	 Accept
00233     	unspecified               	  0.12	  PASS	   100	    11	   78.2	  0.70	   0.70	    6141	     -	     -	     -	     -	    yes
00236     	unspecified               	  0.14	  PASS	   100	    10	   49.5	  0.17	   0.17	    8291	     -	     -	     -	     -	    yes
00244     	unspecified               	  0.00	  PASS	   100	    10	   74.9	  0.28	   0.28	    8103	     -	     -	     -	     -	    yes
00245     	unspecified               	  0.22	  PASS	   100	    14	   72.8	  0.15	   0.15	    7312	     -	     -	     -	     -	    yes
00259     	unspecified               	  0.00	  PASS	   100	    30	   67.5	  0.79	   0.79	    7896	     -	     -	     -	     -	    yes
00261     	unspecified               	  0.15	  FAIL	    90	    27	   47.8	  0.43	   0.43	    8000	     -	     -	     -	     -	     NO
00266     	unspecified               	  0.29	  FAIL	    89	     6	   31.6	  0.00	   0.00	   11252	     -	     -	     -	     -	     NO
00267     	unspecified               	  0.29	  PASS	   100	     8	   97.0	  0.00	   0.00	    6470	     -	     -	     -	     -	    yes
00271     	unspecified               	  0.33	  PASS	   100	    27	   20.8	  0.42	   0.34	    8881	     -	     -	     -	     -	    yes
00290     	unspecified               	  0.33	  PASS	   100	    18	   73.8	  0.63	   0.61	    5791	     -	     -	     -	     -	    yes
00298     	unspecified               	  0.00	  PASS	   100	    15	   13.1	  1.00	   1.00	    6233	     -	     -	     -	     -	    yes
00305     	unspecified               	  0.92	  PASS	   100	    18	   52.0	  0.57	   0.00	    7977	     -	     -	     -	     -	    yes
00311     	unspecified               	  0.69	  FAIL	    90	    14	   91.0	  0.42	   0.29	   10106	     -	     -	     -	     -	     NO
00325     	unspecified               	  0.10	  PASS	   100	     9	   33.1	  0.74	   0.46	    8192	     -	     -	     -	     -	    yes
00326     	unspecified               	  0.42	  PASS	   100	    21	   47.1	  0.42	   0.38	    9337	     -	     -	     -	     -	    yes
00327     	unspecified               	  0.25	  FAIL	    90	    13	    0.7	  0.00	   0.00	    7289	     -	     -	     -	     -	     NO
00335     	unspecified               	  1.17	  PASS	   100	    20	   39.3	  0.25	   0.00	    7617	     -	     -	     -	     -	    yes
00352     	unspecified               	  1.00	  PASS	   100	    14	   84.9	  0.50	   0.00	    9734	     -	     -	     -	     -	    yes
00357     	unspecified               	  0.43	  FAIL	    80	    27	   33.3	  0.50	   0.76	    7159	     -	     -	     -	     -	     NO
00366     	unspecified               	  0.55	  PASS	   100	    14	   72.8	  0.27	   0.27	   10269	     -	     -	     -	     -	    yes
00369     	unspecified               	  0.42	  PASS	   100	    17	   86.6	  0.16	   0.16	    7729	     -	     -	     -	     -	    yes
00382     	unspecified               	  0.38	  PASS	   100	    11	   47.4	  0.51	   1.00	    6672	     -	     -	     -	     -	    yes
00389     	unspecified               	  1.20	  PASS	   100	    10	   83.3	  0.00	   0.00	    7892	     -	     -	     -	     -	    yes
00394     	unspecified               	  0.20	  FAIL	    89	     6	   45.6	  0.44	   0.54	    6397	     -	     -	     -	     -	     NO
00406     	unspecified               	  0.08	  PASS	   100	    12	   66.8	  0.20	   0.17	    7799	     -	     -	     -	     -	    yes
00417     	unspecified               	  0.20	  PASS	   100	    10	   91.8	  0.27	   0.00	   10070	     -	     -	     -	     -	    yes
00422     	unspecified               	  0.05	  PASS	   100	    11	   62.8	  0.00	   0.00	   10868	     -	     -	     -	     -	    yes
00425     	unspecified               	  0.00	  PASS	   100	    15	   41.3	  0.00	   0.00	    7550	     -	     -	     -	     -	    yes
00432     	unspecified               	  0.17	  PASS	   100	    23	   70.1	  0.48	   1.00	   10131	     -	     -	     -	     -	    yes
00433     	unspecified               	  0.90	  FAIL	    90	    27	   37.9	  0.70	   0.00	    7167	     -	     -	     -	     -	     NO
00441     	unspecified               	  0.17	  PASS	   100	    20	   40.2	  1.00	   1.00	    6376	     -	     -	     -	     -	    yes
00443     	unspecified               	  0.57	  FAIL	    90	    12	   95.0	  0.00	   0.00	    6566	     -	     -	     -	     -	     NO
00444     	unspecified               	  0.00	  PASS	   100	    19	   14.6	  1.00	   1.00	    5946	     -	     -	     -	     -	    yes
00452     	unspecified               	  0.69	  PASS	   100	    27	   75.5	  0.34	   0.00	   11612	     -	     -	     -	     -	    yes
00455     	unspecified               	  1.22	  PASS	   100	    19	   72.5	  0.79	   0.00	    8975	     -	     -	     -	     -	    yes
00457     	unspecified               	  0.83	  PASS	   100	    15	   75.1	  0.73	   0.00	    7331	     -	     -	     -	     -	    yes
00460     	unspecified               	  0.30	  PASS	   100	    17	   34.0	  0.80	   0.22	    6415	     -	     -	     -	     -	    yes
00474     	unspecified               	  0.50	  PASS	   100	    18	   73.8	  0.78	   0.52	    7285	     -	     -	     -	     -	    yes
00475     	unspecified               	  0.44	  PASS	   100	    13	   -1.5	  0.51	   0.81	    7951	     -	     -	     -	     -	    yes
00476     	unspecified               	  0.00	  FAIL	    90	    18	    5.0	  0.49	   0.49	    6758	     -	     -	     -	     -	     NO
00481     	unspecified               	  0.14	  FAIL	    90	    41	   44.4	  0.75	   0.52	    8307	     -	     -	     -	     -	     NO
00484     	unspecified               	  0.30	  PASS	   100	    12	   73.8	  0.31	   0.00	    7926	     -	     -	     -	     -	    yes
00496     	unspecified               	  0.33	  FAIL	    90	    15	   58.2	  0.31	   0.31	    7031	     -	     -	     -	     -	     NO
00497     	unspecified               	  0.14	  FAIL	    90	    29	   62.8	  0.64	   0.64	    7351	     -	     -	     -	     -	     NO
00498     	unspecified               	  0.33	  FAIL	    90	    15	   63.9	  0.49	   0.49	    8555	     -	     -	     -	     -	     NO
00500     	unspecified               	  0.00	  PASS	   100	    38	   65.1	  0.40	   0.40	   10676	     -	     -	     -	     -	    yes
00501     	unspecified               	  0.33	  FAIL	    90	    13	   37.5	  0.39	   0.15	   10563	     -	     -	     -	     -	     NO
00503     	unspecified               	  0.42	  FAIL	    90	    15	   80.8	  0.31	   0.11	    7646	     -	     -	     -	     -	     NO
00507     	unspecified               	  0.17	  PASS	   100	    17	   76.7	  0.00	   0.00	    7104	     -	     -	     -	     -	    yes
00521     	unspecified               	  0.30	  FAIL	    90	    21	   75.3	  0.63	   0.29	    7182	     -	     -	     -	     -	     NO
00524     	unspecified               	  0.15	  PASS	   100	    23	   40.7	  0.86	   0.69	    9186	     -	     -	     -	     -	    yes
00531     	unspecified               	  0.20	  PASS	   100	    19	    5.7	  0.32	   0.36	    8237	     -	     -	     -	     -	    yes
00532     	unspecified               	  0.27	  PASS	   100	    17	    9.1	  0.56	   0.56	    8205	     -	     -	     -	     -	    yes
00533     	unspecified               	  0.22	  FAIL	    90	    10	    2.1	  1.00	   0.83	    8006	     -	     -	     -	     -	     NO
00546     	unspecified               	  0.33	  FAIL	    90	    14	   72.8	  0.32	   0.28	    6931	     -	     -	     -	     -	     NO
00554     	unspecified               	  0.30	  PASS	   100	    19	   59.2	  0.40	   0.19	    7094	     -	     -	     -	     -	    yes
00571     	unspecified               	  0.06	  PASS	   100	    11	   16.7	  0.11	   0.11	    9647	     -	     -	     -	     -	    yes
00573     	unspecified               	  0.54	  FAIL	    90	    16	   87.7	  0.23	   0.14	    9705	     -	     -	     -	     -	     NO
00582     	unspecified               	  0.33	  PASS	   100	    10	  100.2	  0.72	   1.00	    6882	     -	     -	     -	     -	    yes
00594     	unspecified               	  0.33	  PASS	   100	    23	   70.1	  0.64	   0.34	    7647	     -	     -	     -	     -	    yes
00612     	unspecified               	  1.20	  FAIL	    90	    26	   37.5	  0.48	   0.00	   10535	     -	     -	     -	     -	     NO
00616     	unspecified               	  0.00	  PASS	   100	     4	   12.4	  0.32	   0.32	    6735	     -	     -	     -	     -	    yes
00626     	unspecified               	  0.33	  PASS	   100	    24	   47.1	  0.00	   0.00	    6240	     -	     -	     -	     -	    yes
00628     	unspecified               	  0.27	  PASS	   100	    18	   70.8	  0.31	   0.31	    9463	     -	     -	     -	     -	    yes
00639     	unspecified               	  0.43	  FAIL	    89	     7	   66.8	  0.62	   0.50	    7769	     -	     -	     -	     -	     NO
00640     	unspecified               	  0.08	  FAIL	    90	    13	   76.5	  0.81	   0.66	    7336	     -	     -	     -	     -	     NO
00643     	unspecified               	  1.50	  FAIL	    90	    18	   94.3	  0.78	   0.00	    8716	     -	     -	     -	     -	     NO
00653     	unspecified               	  0.18	  PASS	   100	    19	   44.6	  0.14	   0.16	    8426	     -	     -	     -	     -	    yes
00656     	unspecified               	  0.00	  PASS	   100	    18	   70.8	  0.58	   0.58	   10771	     -	     -	     -	     -	    yes
00657     	unspecified               	  0.91	  FAIL	    90	    23	   37.2	  0.51	   0.00	    9485	     -	     -	     -	     -	     NO
00669     	unspecified               	  0.08	  FAIL	    80	    13	   76.6	  0.90	   0.90	    8723	     -	     -	     -	     -	     NO
00670     	unspecified               	  0.06	  FAIL	    90	    15	   58.2	  0.37	   0.28	    8338	     -	     -	     -	     -	     NO
00673     	unspecified               	  0.29	  PASS	   100	    30	   70.3	  0.22	   0.70	   11419	     -	     -	     -	     -	    yes
00686     	unspecified               	  0.00	  PASS	   100	    27	    5.1	  0.58	   0.58	    8354	     -	     -	     -	     -	    yes
00692     	unspecified               	  0.14	  PASS	   100	    14	   78.9	  0.77	   0.77	    7200	     -	     -	     -	     -	    yes
00714     	unspecified               	  0.10	  PASS	   100	    15	   41.3	  0.40	   0.39	    8290	     -	     -	     -	     -	    yes
00737     	unspecified               	  1.00	  PASS	   100	    14	   42.6	  0.60	   0.00	    7989	     -	     -	     -	     -	    yes
00739     	unspecified               	  1.11	  PASS	   100	    18	   41.0	  0.30	   0.00	    8730	     -	     -	     -	     -	    yes
00744     	unspecified               	  1.00	  FAIL	    80	    25	   58.8	  0.40	   0.00	    9559	     -	     -	     -	     -	     NO
00758     	unspecified               	  0.00	  PASS	   100	    20	   74.0	  0.31	   0.31	    6406	     -	     -	     -	     -	    yes
00778     	unspecified               	  0.43	  PASS	   100	    14	   66.8	  0.30	   0.00	    6926	     -	     -	     -	     -	    yes
00785     	unspecified               	  0.00	  PASS	   100	    15	   52.6	  0.17	   0.17	    7491	     -	     -	     -	     -	    yes
00794     	unspecified               	  0.25	  PASS	   100	    12	   38.6	  0.43	   0.49	    8860	     -	     -	     -	     -	    yes
00801     	unspecified               	  0.30	  PASS	   100	    13	   83.1	  0.36	   0.00	    7054	     -	     -	     -	     -	    yes
00819     	unspecified               	  0.43	  FAIL	    90	     9	  122.5	  0.81	   0.48	    6463	     -	     -	     -	     -	     NO
00822     	unspecified               	  0.29	  FAIL	    90	    32	   50.5	  1.00	   0.70	    7798	     -	     -	     -	     -	     NO
00827     	unspecified               	  0.00	  PASS	   100	    29	   57.9	  0.39	   0.39	    8545	     -	     -	     -	     -	    yes
00828     	unspecified               	  1.10	  PASS	   100	    18	   64.5	  0.00	   0.00	    7561	     -	     -	     -	     -	    yes
00830     	unspecified               	  0.14	  PASS	   100	    21	   59.2	  0.60	   0.75	    7668	     -	     -	     -	     -	    yes
----------------------------------------------------------------------------------------------------
WER = word error rate of the recognized utterance against the reference utterance, a
property of the recognizer rather than of the model. Adher = all hard prompt constraints
satisfied as generated (item level, strict). Chk% = share of hard constraints satisfied.
FRE = Flesch Reading Ease. Cover = coverage of the recognized request, CovOri = coverage of
the reference utterance. E2E ms = wall-clock span of the whole item, recording included. Incon =
self-consistency inconsistency (higher is worse). Fact = supported share of atomic claims.
Qual = weighted rubric composite (1-5). Safe = worst safety dimension (1-5). '-' means the
tier producing that column did not run.
====================================================================================================

2. CONSTRAINT PASS RATES (IFEval-style, Zhou et al., 2023)
====================================================================================================
Check id                          	  Strict %	   Loose %	   Delta
----------------------------------------------------------------------------------------------------
opener_at_most_five_words         	      70.0	      70.0	     0.0
no_follow_up_question             	      73.3	      73.3	     0.0
answers_in_english                	      94.7	      94.7	     0.0
opener_ends_with_full_stop        	      97.5	      97.5	     0.0
response_is_complete              	      99.2	      99.2	     0.0
non_empty                         	     100.0	     100.0	     0.0
at_most_two_detail_sentences      	     100.0	     100.0	     0.0
total_sentences_at_most_three     	     100.0	     100.0	     0.0
no_simulated_dialogue             	     100.0	     100.0	     0.0
not_truncated_at_token_cap        	     100.0	     100.0	     0.0
brief_enough_for_speech           	     100.0	     100.0	     0.0
spoken_duration_budget            	     100.0	     100.0	     0.0
no_markup_in_spoken_text          	     100.0	     100.0	     0.0
----------------------------------------------------------------------------------------------------
ITEM LEVEL (all hard checks)      	      65.0	      65.0	     0.0

Rates are over the items where the check applied; a check with nothing to verify for an
item is excluded rather than counted as a pass. Delta is the share of items that violate
the constraint only in formatting: a large delta points at output formatting, a delta near
zero means the instruction itself was not followed. Report the item-level figure as the
headline adherence rate.
====================================================================================================

3. INPUT QUALITY (recognizer against the reference utterance)
====================================================================================================
Word error rate over items: median 0.273, mean 0.372, max 3.600

Input stratum 	   n	    WER	  Adher %	 Cover(stt)	 Cover(ori)	  Words	   E2E ms
----------------------------------------------------------------------------------------------------
clean         	  17	  0.000	     82.3	      0.402	      0.402	   18.0	     7491
mild          	  66	  0.200	     66.7	      0.429	      0.454	   16.0	     7984
severe        	  37	  0.692	     54.0	      0.419	      0.000	   16.0	     7951
----------------------------------------------------------------------------------------------------
Strata are defined on the word error rate of the item: clean = transcribed exactly,
severe = more than a third of the reference words lost or altered. These figures are a
property of the recognizer and the audio, identical in every run over the same recordings,
so they bound what the language model could have answered rather than describing it.

Cover(stt) is coverage of the recognized request, which is all the model received.
Cover(ori) is coverage of what the speaker actually asked. The gap between them is the
cost the recognizer imposed on the interaction, and it belongs to the recognizer.

Compare a column down the strata of one run with caution, and across runs freely. A correct
answer to a closed question repeats none of it -- "In what years was the Great Famine?"
answered "1918-1921." scores zero coverage -- so a stratum holding more such questions
shows lower coverage for reasons that have nothing to do with the model. Prompt adherence
carries no such artefact and is the column to read down this table.
====================================================================================================

4. RUNTIME COST PER STAGE (from the run's latency log)
====================================================================================================
Stage                   	   n	   Median	       Q1	       Q3	      P90	      P95	      Max
----------------------------------------------------------------------------------------------------
stt                     	 119	     7229	     6476	     8224	     9567	    10136	    11192
stt_endpoint_delay      	 119	      930	      823	     1012	     1092	     1118	     1305
llm_prompt_eval         	 119	      105	       92	      107	      121	      124	      133
llm_ttft                	 119	      824	      798	      845	      868	      880	      902
llm_first_chunk_fill    	 119	      242	      204	      316	      472	      503	      649
llm_ttfc                	 119	     1081	     1032	     1157	     1275	     1327	     1430
tts_first_chunk         	 119	      128	      110	      146	      175	      195	      300
ttfa                    	 119	     2126	     1994	     2260	     2426	     2505	     2932
llm_eval                	 119	      816	      670	     1028	     1292	     1480	     2633
tts_total               	 119	      347	      284	      436	      523	      550	     2563
e2e_response_ready      	 119	     7892	     7142	     8870	    10322	    10874	    13498
----------------------------------------------------------------------------------------------------
generation throughput (tok/s)   : median 27.3   mean 27.3
generated tokens                : median 22.0   mean 24.0
prompt tokens                   : median 326.0   mean 326.5
synthesized audio (ms)          : median 6257.0   mean 7045.2

Resource use (run medians):
  cpu_percent         : 8.4
  gpu_mem_used_mb     : 19674.0
  gpu_util_percent    : 62.4
  llm_rss_mb          : 985.1
  llm_vram_mb         : 19674.0
  ram_percent         : 5.4
  rss_mb              : 821.9

All values are milliseconds unless stated. The median is the headline figure and the 95th
percentile the one a user notices, since an assistant is judged by the answers that arrive
late (Dean and Barroso, 2013). Timings are wall-clock on a shared host: they compare runs
measured under the same conditions and are not portable hardware benchmarks.

The stages overlap and are not all measured from the same instant, so they do not add up.
`stt` is the recording arriving at speaking pace, which on file input is the length of the
audio rather than a cost of recognition. `ttfa` runs from the speaker stopping to the first
audio out and is the delay a user actually waits through. `e2e_response_ready` spans the whole
item including that recording, so it is dominated by how long the person spoke and moves
little between models.
====================================================================================================

5. DESCRIPTIVE MEASURES
====================================================================================================
Metric                          	   n	     Mean	       SD	   Median	      Min	      Max	               95% CI
----------------------------------------------------------------------------------------------------
word_count                      	 120	   17.425	    6.845	   16.000	    4.000	   41.000	     [16.217, 18.667]
sentence_count                  	 120	    2.075	    0.488	    2.000	    1.000	    3.000	       [1.992, 2.158]
opening_words                   	 120	    5.367	    2.869	    5.000	    2.000	   27.000	       [4.908, 5.925]
mean_words_per_sentence         	 120	    8.508	    3.315	    7.500	    4.000	   27.000	       [7.950, 9.135]
estimated_tokens                	 120	   23.358	    9.223	   21.000	    5.000	   55.000	     [21.741, 25.025]
estimated_spoken_seconds        	 120	    6.970	    2.738	    6.400	    1.600	   16.400	       [6.487, 7.467]
flesch_reading_ease             	 120	   56.743	   25.828	   59.185	   -1.500	  130.250	     [52.179, 61.176]
flesch_kincaid_grade            	 120	    7.459	    3.790	    7.405	   -3.420	   15.900	       [6.789, 8.133]
request_coverage                	 120	    0.451	    0.281	    0.422	    0.000	    1.000	       [0.400, 0.502]
echo_ratio                      	 120	    0.271	    0.188	    0.263	    0.000	    0.800	       [0.238, 0.305]
intent_coverage                 	 120	    0.366	    0.324	    0.316	    0.000	    1.000	       [0.309, 0.423]
coverage_intent_gap             	 120	   -0.084	    0.253	    0.000	   -0.863	    0.525	     [-0.132, -0.040]
answer_presence                 	 120	    0.042	    0.201	    0.000	    0.000	    1.000	       [0.008, 0.083]
reference_exact_match           	 120	    0.000	    0.000	    0.000	    0.000	    0.000	       [0.000, 0.000]
reference_token_f1              	 120	    0.043	    0.082	    0.000	    0.000	    0.444	       [0.029, 0.058]
reference_rouge_1               	 120	    0.137	    0.259	    0.000	    0.000	    1.000	       [0.093, 0.186]
reference_rouge_l               	 120	    0.046	    0.090	    0.000	    0.000	    0.473	       [0.031, 0.063]
stt_wer                         	 120	    0.372	    0.454	    0.273	    0.000	    3.600	       [0.299, 0.464]
stt_cer                         	 120	    0.244	    0.323	    0.127	    0.000	    1.923	       [0.190, 0.305]
stt_content_recall              	 120	    0.680	    0.323	    0.750	    0.000	    1.000	       [0.619, 0.737]
lat_stt                         	 119	 7471.983	 1406.090	 7229.000	 4591.000	11192.000	 [7225.677, 7728.149]
lat_stt_endpoint_delay          	 119	  376.034	 1430.723	  930.000	-6764.000	 1305.000	   [109.998, 612.237]
lat_llm_prompt_eval             	 119	  103.202	   10.861	  105.000	   85.000	  133.000	   [101.294, 105.118]
lat_llm_ttft                    	 119	  821.992	   37.319	  824.000	  700.000	  902.000	   [815.260, 828.647]
lat_llm_first_chunk_fill        	 119	  280.143	  107.642	  242.000	  126.000	  649.000	   [261.638, 300.060]
lat_llm_ttfc                    	 119	 1102.134	  111.984	 1081.000	  905.000	 1430.000	 [1082.563, 1122.522]
lat_tts_first_chunk             	 119	  133.941	   36.666	  128.000	   69.000	  300.000	   [127.739, 140.891]
lat_ttfa                        	 119	 1616.378	 1453.695	 2126.000	-5673.000	 2932.000	 [1344.867, 1859.234]
lat_llm_eval                    	 119	  879.269	  339.702	  816.000	  198.000	 2633.000	   [821.008, 941.817]
lat_tts_total                   	 119	  380.571	  230.162	  347.000	  139.000	 2563.000	   [347.688, 426.262]
lat_e2e_response_ready          	 119	 8137.429	 1474.355	 7892.000	 5653.000	13498.000	 [7884.762, 8399.946]
llm_prompt_tokens               	 119	  326.504	    4.008	  326.000	  320.000	  339.000	   [325.807, 327.227]
llm_eval_tokens                 	 119	   23.992	    9.183	   22.000	    6.000	   72.000	     [22.429, 25.672]
llm_tokens_per_sec              	 119	   27.323	    0.511	   27.300	   26.300	   30.200	     [27.235, 27.419]
tts_audio_ms                    	 119	 7045.168	 5191.851	 6257.000	 1822.000	56668.000	 [6306.738, 8054.231]
----------------------------------------------------------------------------------------------------
Intervals are percentile bootstrap intervals for the mean (Efron and Tibshirani, 1993),
omitted below three observations.
====================================================================================================

6. PER-ITEM DETAIL AND AUDIT TRAIL
====================================================================================================
[00004] category=unspecified  accepted=NO
  user     : now what does the name of the campus tv station
  response : It's unclear which campus TV station you're asking about. Could you please specify the
             university or college?
  constraint violations:
    - opener_at_most_five_words: observed 9 words: It's unclear which campus TV station you're asking about. | required first sentence <= 5 words
    ~ advisory no_follow_up_question: 1 question marks
  not accepted because: constraint violation: opener_at_most_five_words
----------------------------------------------------------------------------------------------------
