baseline,contrast,metric,label,family,direction,n_pairs,baseline_mean,contrast_mean,mean_difference,ci_low,ci_high,improved_items,degraded_items,unchanged_items,effect_size,effect_label,p_value,p_adjusted,significant,equivalent_within_margin,equivalence_margin,test_method,n_effective,verdict
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,flesch_kincaid_grade,grade level,response,lower,120,9.0794,9.1068,0.0274,-0.3899,0.4655,61,55,4,-0.0152,negligible,0.673,1.0,False,True,0.5,"Wilcoxon signed-rank, normal approximation",116,equivalent
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,word_count,words,response,descriptive,120,38.55,36.8667,-1.6833,-3.1585,-0.2667,0,0,120,-0.1559,small,0.0152,,False,,,"Wilcoxon signed-rank, normal approximation",105,descriptive
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,sentence_count,sentences,response,descriptive,120,2.9583,2.9917,0.0333,-0.0083,0.075,0,0,120,0.033,negligible,0.182,,False,,,"Wilcoxon signed-rank, normal approximation",8,descriptive
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,opening_words,opening sentence length,response,descriptive,120,5.5833,5.6833,0.1,-0.4083,0.5583,0,0,120,0.0976,negligible,0.217,,False,,,"Wilcoxon signed-rank, normal approximation",60,descriptive
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,mean_words_per_sentence,words per sentence,response,descriptive,120,13.0389,12.3403,-0.6986,-1.1889,-0.2472,0,0,120,-0.1985,small,0.00499,,False,,,"Wilcoxon signed-rank, normal approximation",105,descriptive
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,estimated_tokens,estimated tokens,response,descriptive,120,51.3667,49.15,-2.2167,-4.1833,-0.3579,0,0,120,-0.1559,small,0.0152,,False,,,"Wilcoxon signed-rank, normal approximation",105,descriptive
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,estimated_spoken_seconds,estimated speech seconds,response,descriptive,120,15.42,14.7467,-0.6733,-1.2634,-0.1067,0,0,120,-0.1559,small,0.0167,,False,,,"Wilcoxon signed-rank, normal approximation",105,descriptive
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_llm_prompt_eval,prompt evaluation (ms),runtime,lower,119,649.4286,647.563,-1.8655,-4.454,0.7481,72,44,3,-0.1382,negligible,0.0669,0.334,False,True,5.0,"Wilcoxon signed-rank, normal approximation",116,equivalent
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_llm_ttft,time to first token (ms),runtime,lower,119,2285.9412,2243.2437,-42.6975,-60.6998,-25.042,77,42,0,-0.3253,small,1.84e-05,0.000128,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,2547.7731,2498.395,-49.3782,-78.7092,-21.2429,81,38,0,-0.215,small,0.000838,0.00503,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_llm_eval,generation time (ms),runtime,lower,119,1677.1008,1622.1092,-54.9916,-117.7336,9.6218,67,52,0,-0.106,negligible,0.0789,0.334,False,False,50.0,"Wilcoxon signed-rank, normal approximation",119,no detected change
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,135.6639,134.2689,-1.395,-9.7408,7.2712,65,52,2,-0.012,negligible,0.457,1.0,False,True,50.0,"Wilcoxon signed-rank, normal approximation",117,equivalent
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_ttfa,time to first audio (ms),runtime,lower,119,3064.7815,4556.2017,1491.4202,1400.3286,1582.8775,0,119,0,0.7313,large,2.92e-21,2.63e-20,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,degraded
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_tts_total,total synthesis (ms),runtime,lower,119,662.5462,651.9832,-10.563,-36.538,16.1769,61,57,1,-0.0535,negligible,0.403,1.0,False,True,50.0,"Wilcoxon signed-rank, normal approximation",118,equivalent
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,10325.6134,11752.2101,1426.5966,1323.5384,1527.5347,1,118,0,0.5065,large,2.99e-21,2.63e-20,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,degraded
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,28.1311,28.221,0.0899,-0.0782,0.2521,63,51,5,0.083,negligible,0.428,1.0,False,True,5.0,"Wilcoxon signed-rank, normal approximation",114,equivalent
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7473.0588,7683.6975,210.6387,203.6124,217.7143,0,0,119,0.0881,negligible,2.91e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,375.9244,1918.8739,1542.9496,1464.9647,1621.1569,0,0,119,0.735,large,2.92e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,261.8319,255.1513,-6.6807,-29.4901,13.4147,0,0,119,-0.0058,negligible,0.965,,False,,,"Wilcoxon signed-rank, normal approximation",116,descriptive
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,315.3697,315.2857,-0.084,-0.3361,0.1599,0,0,119,-0.0157,negligible,0.435,,False,,,"Wilcoxon signed-rank, normal approximation",68,descriptive
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,llm_eval_tokens,generated tokens,runtime,descriptive,119,47.1765,45.7815,-1.395,-3.1765,0.4374,0,0,119,-0.1025,negligible,0.12,,False,,,"Wilcoxon signed-rank, normal approximation",112,descriptive
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,13355.8487,13117.0924,-238.7563,-796.4532,330.9761,0,0,119,-0.0562,negligible,0.274,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::answers_in_english,check: answers_in_english,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,1.0,0.9917,-0.0083,-0.025,0.0,0,1,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.7583,0.9333,0.175,0.1083,0.2419,22,1,97,,n/a,5.72e-06,9.73e-05,True,,,"McNemar, exact binomial",23,improved
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::non_empty,check: non_empty,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::not_truncated_at_token_cap,check: not_truncated_at_token_cap,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::opener_at_most_five_words,check: opener_at_most_five_words,adherence,higher,120,0.7167,0.65,-0.0667,-0.1583,0.025,11,19,90,,n/a,0.201,1.0,False,,,"McNemar, chi-square with continuity correction",30,no detected change
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::opener_ends_with_full_stop,check: opener_ends_with_full_stop,adherence,higher,120,0.975,0.9917,0.0167,-0.0083,0.05,3,1,116,,n/a,0.625,1.0,False,,,"McNemar, exact binomial",4,no detected change
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::response_is_complete,check: response_is_complete,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::spoken_duration_budget,check: spoken_duration_budget,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
21 gemma3:27b-q4_K_M t0,35 gemma3:27b-q4_K_M t0,check::total_sentences_at_most_three,check: total_sentences_at_most_three,adherence,higher,120,1.0,0.9917,-0.0083,-0.025,0.0,0,1,119,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
