====================================================================================================
                        LLM RESPONSE EVALUATION REPORT
====================================================================================================
Generated on           : 2026-08-15 23:58:02
Run label              : 26 llama3.2:3b-q4_K_M t0
Transcripts            : ..\results\text-only\26-llama3_2_3b_instruct_q4_K_M-t0_0-whisper-gpu\20260815_172716\transcripts.yaml
Run directory          : ..\results\text-only\26-llama3_2_3b_instruct_q4_K_M-t0_0-whisper-gpu\20260815_172716
System prompt          : ..\results\text-only\26-llama3_2_3b_instruct_q4_K_M-t0_0-whisper-gpu\20260815_172716\system_prompt.txt
Constraint spec        : short_opener_en (C:\Workspace\etap\etap-speech-assistant-main\evaluation\rubrics\constraints_short_opener.yaml)
Rubric                 : (judge tier not run)
Items evaluated        : 120

Generating configuration (from config_used.yaml):
  ollama_model        : llama3.2:3b-instruct-q4_K_M
  llm_temperature     : 0
  llm_seed            : None
  llm_max_tokens      : 150
  stt_engine          : whisper
  tts_engine          : piper
  mode                : cpu

Tiers executed:
  tier 0 constraints and readability: 15 checks from short_opener_en, token cap 150
  input fidelity (recognizer)       : reference text for 120/120 item(s), corpus WER 0.205 (245/1198 words); strata: clean 65, mild 39, severe 16
  tier 1 relevance                  : IDF over 120 items, reference measures for 120 item(s) from metadata.csv (32 marked unanswerable in the source, scored against a plausible answer)
  runtime cost                      : 119/120 item(s) timed from latency_log_20260815_172716.csv, 1 warm-up item(s) excluded (00004)
  tier 2 audit atoms                : deterministic extraction (always on)
  tier 2 self-consistency           : off (selfcheck_samples = 0)
  tier 2 atomic factual precision   : off (fact_precision not set)
  tier 3 rubric grading             : off (no judge model)
  tier 4 reliability and calibration: off (no human annotations)

Acceptance policy (predeclare this before measurement):
  min_quality_composite       : 3.5
  min_safety_score            : 4.0
  require_constraint_pass     : True
  strict_constraints          : True
====================================================================================================

1. PER-ITEM SCORES
====================================================================================================
Item      	Category                  	   WER	 Adher	  Chk%	 Words	    FRE	 Cover	 CovOri	  E2E ms	 Incon	  Fact	  Qual	  Safe	 Accept
00089     	unspecified               	  0.00	  FAIL	    90	    14	   47.6	  0.81	   0.81	    8409	     -	     -	     -	     -	     NO
00093     	unspecified               	  0.00	  FAIL	    90	    12	   60.7	  1.00	   1.00	    5946	     -	     -	     -	     -	     NO
00100     	unspecified               	  0.00	  PASS	   100	     3	  119.2	  0.47	   0.47	    7477	     -	     -	     -	     -	    yes
00113     	unspecified               	  0.17	  FAIL	    90	    17	   65.2	  0.66	   0.49	    8865	     -	     -	     -	     -	     NO
00118     	unspecified               	  0.18	  FAIL	    90	    14	   47.6	  0.73	   0.55	    9164	     -	     -	     -	     -	     NO
00124     	unspecified               	  0.11	  FAIL	    90	    10	   36.0	  0.80	   0.80	    7713	     -	     -	     -	     -	     NO
00130     	unspecified               	  3.60	  FAIL	    90	     8	  103.5	  0.60	   0.00	   10687	     -	     -	     -	     -	     NO
00149     	unspecified               	  0.00	  FAIL	    90	    10	   69.8	  0.14	   0.14	    8810	     -	     -	     -	     -	     NO
00170     	unspecified               	  0.33	  FAIL	    90	     8	   -2.2	  0.50	   1.00	    8291	     -	     -	     -	     -	     NO
00178     	unspecified               	  0.00	  FAIL	    90	    11	   72.6	  0.13	   0.13	    9338	     -	     -	     -	     -	     NO
00181     	unspecified               	  0.00	  FAIL	    89	     6	   88.0	  0.15	   0.15	   11614	     -	     -	     -	     -	     NO
00197     	unspecified               	  0.00	  FAIL	    90	    40	   25.8	  0.47	   0.47	   12407	     -	     -	     -	     -	     NO
00201     	unspecified               	  0.17	  FAIL	    90	    47	   31.8	  0.11	   0.11	    9655	     -	     -	     -	     -	     NO
00206     	unspecified               	  0.20	  FAIL	    90	    20	   78.2	  1.00	   0.64	    6856	     -	     -	     -	     -	     NO
00208     	unspecified               	  0.25	  FAIL	    90	     8	   82.4	  0.40	   0.15	    7507	     -	     -	     -	     -	     NO
00211     	unspecified               	  0.00	  FAIL	    90	     8	   50.7	  0.48	   0.48	   11247	     -	     -	     -	     -	     NO
00233     	unspecified               	  0.12	  FAIL	    90	    19	   90.3	  0.00	   0.00	    7227	     -	     -	     -	     -	     NO
00236     	unspecified               	  0.00	  FAIL	    90	    20	   59.6	  1.00	   1.00	    9899	     -	     -	     -	     -	     NO
00244     	unspecified               	  0.00	  FAIL	    90	    16	   53.1	  0.86	   0.86	    9184	     -	     -	     -	     -	     NO
00245     	unspecified               	  0.00	  FAIL	    90	    15	   75.1	  0.15	   0.15	    7859	     -	     -	     -	     -	     NO
00259     	unspecified               	  0.00	  FAIL	    89	     7	   66.8	  0.78	   0.78	    7756	     -	     -	     -	     -	     NO
00261     	unspecified               	  0.00	  FAIL	    90	    16	   79.6	  0.68	   0.68	    8463	     -	     -	     -	     -	     NO
00266     	unspecified               	  0.00	  FAIL	    90	     8	   71.8	  0.18	   0.18	   12626	     -	     -	     -	     -	     NO
00267     	unspecified               	  0.00	  PASS	   100	    18	   80.2	  1.00	   1.00	    7821	     -	     -	     -	     -	    yes
00271     	unspecified               	  0.00	  FAIL	    89	     6	   73.8	  0.00	   0.00	    9625	     -	     -	     -	     -	     NO
00290     	unspecified               	  0.00	  FAIL	    89	     7	   42.6	  1.00	   1.00	    6704	     -	     -	     -	     -	     NO
00298     	unspecified               	  0.00	  FAIL	    89	     6	   59.8	  1.00	   1.00	    6895	     -	     -	     -	     -	     NO
00305     	unspecified               	  0.92	  FAIL	    90	    14	   53.6	  1.00	   0.00	    8447	     -	     -	     -	     -	     NO
00311     	unspecified               	  0.08	  FAIL	    80	    17	   50.2	  0.80	   0.89	   11051	     -	     -	     -	     -	     NO
00325     	unspecified               	  0.10	  PASS	   100	     5	  100.2	  0.24	   0.24	    9390	     -	     -	     -	     -	    yes
00326     	unspecified               	  0.08	  FAIL	    90	    17	   70.1	  0.61	   0.61	   10945	     -	     -	     -	     -	     NO
00327     	unspecified               	  0.00	  FAIL	    89	     6	   73.8	  0.34	   0.34	    7497	     -	     -	     -	     -	     NO
00335     	unspecified               	  1.00	  FAIL	    90	    23	   54.8	  0.73	   0.00	    9201	     -	     -	     -	     -	     NO
00352     	unspecified               	  1.00	  FAIL	    90	     8	   61.2	  0.81	   0.00	   10039	     -	     -	     -	     -	     NO
00357     	unspecified               	  0.00	  FAIL	    90	    22	   49.9	  1.00	   1.00	    7945	     -	     -	     -	     -	     NO
00366     	unspecified               	  0.05	  FAIL	    90	    12	   74.8	  0.36	   0.36	   11530	     -	     -	     -	     -	     NO
00369     	unspecified               	  0.00	  FAIL	    90	    26	   34.0	  0.33	   0.33	    9220	     -	     -	     -	     -	     NO
00382     	unspecified               	  0.12	  FAIL	    90	    17	   58.9	  0.64	   0.64	    8171	     -	     -	     -	     -	     NO
00389     	unspecified               	  1.10	  FAIL	    90	    13	   70.0	  0.84	   0.00	    8920	     -	     -	     -	     -	     NO
00394     	unspecified               	  0.00	  FAIL	    90	     8	   29.5	  0.54	   0.54	    7098	     -	     -	     -	     -	     NO
00406     	unspecified               	  0.08	  FAIL	    90	    22	   53.8	  0.40	   0.33	    8396	     -	     -	     -	     -	     NO
00417     	unspecified               	  0.22	  FAIL	    90	    14	   77.8	  0.33	   0.00	   10646	     -	     -	     -	     -	     NO
00422     	unspecified               	  0.00	  FAIL	    90	    24	   52.0	  0.20	   0.20	   12653	     -	     -	     -	     -	     NO
00425     	unspecified               	  0.00	  FAIL	    90	     8	   71.8	  0.00	   0.00	    8969	     -	     -	     -	     -	     NO
00432     	unspecified               	  0.00	  PASS	   100	     4	   33.6	  0.15	   0.15	    9944	     -	     -	     -	     -	    yes
00433     	unspecified               	  1.00	  PASS	   100	     5	   83.3	  0.48	   0.00	    7268	     -	     -	     -	     -	    yes
00441     	unspecified               	  0.00	  FAIL	    90	    24	   50.1	  1.00	   1.00	    6929	     -	     -	     -	     -	     NO
00443     	unspecified               	  0.00	  FAIL	    80	    14	   59.7	  0.61	   0.61	    8015	     -	     -	     -	     -	     NO
00444     	unspecified               	  0.00	  PASS	   100	     4	   12.4	  1.00	   1.00	    6399	     -	     -	     -	     -	    yes
00452     	unspecified               	  0.31	  FAIL	    80	    13	   30.9	  0.62	   0.19	   12497	     -	     -	     -	     -	     NO
00455     	unspecified               	  0.89	  FAIL	    90	    26	   21.0	  0.41	   0.00	   10339	     -	     -	     -	     -	     NO
00457     	unspecified               	  0.00	  FAIL	    90	    23	   43.7	  1.00	   1.00	    8073	     -	     -	     -	     -	     NO
00460     	unspecified               	  0.20	  FAIL	    89	     6	    3.3	  0.00	   0.00	    6867	     -	     -	     -	     -	     NO
00474     	unspecified               	  0.00	  FAIL	    90	     8	   71.8	  0.00	   0.00	    8573	     -	     -	     -	     -	     NO
00475     	unspecified               	  0.22	  FAIL	    90	     9	   -9.1	  0.39	   0.39	    8516	     -	     -	     -	     -	     NO
00476     	unspecified               	  0.17	  PASS	   100	     5	   15.6	  0.74	   0.74	    6927	     -	     -	     -	     -	    yes
00481     	unspecified               	  0.00	  FAIL	    89	     7	  103.0	  0.70	   0.70	    7967	     -	     -	     -	     -	     NO
00484     	unspecified               	  0.00	  FAIL	    90	     8	   61.2	  0.64	   0.64	    9188	     -	     -	     -	     -	     NO
00496     	unspecified               	  0.33	  FAIL	    90	    17	   45.3	  0.66	   0.30	    8523	     -	     -	     -	     -	     NO
00497     	unspecified               	  0.00	  FAIL	    89	     7	   42.6	  0.64	   0.64	    7259	     -	     -	     -	     -	     NO
00498     	unspecified               	  0.00	  FAIL	    89	     7	   54.7	  1.00	   1.00	    8976	     -	     -	     -	     -	     NO
00500     	unspecified               	  0.00	  FAIL	    90	    23	   62.1	  0.21	   0.21	   11581	     -	     -	     -	     -	     NO
00501     	unspecified               	  0.25	  FAIL	    90	    22	   61.1	  0.51	   0.15	   12232	     -	     -	     -	     -	     NO
00503     	unspecified               	  0.08	  FAIL	    90	    51	   50.2	  0.84	   0.67	    9499	     -	     -	     -	     -	     NO
00507     	unspecified               	  0.17	  FAIL	    90	    27	   77.2	  0.84	   0.64	    8810	     -	     -	     -	     -	     NO
00521     	unspecified               	  0.20	  FAIL	    90	    28	   68.8	  0.65	   0.28	    8406	     -	     -	     -	     -	     NO
00524     	unspecified               	  0.00	  FAIL	    89	     6	   45.6	  0.13	   0.13	    9318	     -	     -	     -	     -	     NO
00531     	unspecified               	  0.00	  FAIL	    89	     6	    3.3	  0.13	   0.13	    8749	     -	     -	     -	     -	     NO
00532     	unspecified               	  0.00	  PASS	   100	    17	   53.9	  0.41	   0.41	    9702	     -	     -	     -	     -	    yes
00533     	unspecified               	  0.00	  FAIL	    90	    24	   48.5	  1.00	   1.00	    9613	     -	     -	     -	     -	     NO
00546     	unspecified               	  0.17	  FAIL	    90	    10	   69.8	  0.65	   0.55	    7535	     -	     -	     -	     -	     NO
00554     	unspecified               	  0.10	  FAIL	    90	    17	   53.9	  0.40	   0.19	    7591	     -	     -	     -	     -	     NO
00571     	unspecified               	  0.00	  FAIL	    89	     6	   73.8	  0.11	   0.11	   10819	     -	     -	     -	     -	     NO
00573     	unspecified               	  0.31	  FAIL	    90	    30	   78.8	  0.56	   0.26	   10707	     -	     -	     -	     -	     NO
00582     	unspecified               	  0.00	  FAIL	    89	     7	  115.1	  0.00	   0.00	    8180	     -	     -	     -	     -	     NO
00594     	unspecified               	  0.17	  FAIL	    90	    14	   41.5	  0.70	   1.00	    8614	     -	     -	     -	     -	     NO
00612     	unspecified               	  1.20	  FAIL	    90	    28	   21.3	  0.63	   0.00	   11678	     -	     -	     -	     -	     NO
00616     	unspecified               	  0.00	  FAIL	    89	     7	   42.6	  0.32	   0.32	    7803	     -	     -	     -	     -	     NO
00626     	unspecified               	  0.00	  FAIL	    89	     6	   59.8	  0.34	   0.34	    6589	     -	     -	     -	     -	     NO
00628     	unspecified               	  0.09	  FAIL	    80	    23	   62.1	  0.87	   0.67	   10894	     -	     -	     -	     -	     NO
00639     	unspecified               	  0.14	  FAIL	    90	     9	   47.3	  0.78	   1.00	    9111	     -	     -	     -	     -	     NO
00640     	unspecified               	  0.00	  FAIL	    90	    16	   69.0	  1.00	   1.00	    8487	     -	     -	     -	     -	     NO
00643     	unspecified               	  1.50	  FAIL	    90	     9	   75.5	  1.00	   0.00	    9105	     -	     -	     -	     -	     NO
00653     	unspecified               	  0.18	  FAIL	    90	    30	   61.9	  0.85	   0.65	   10104	     -	     -	     -	     -	     NO
00656     	unspecified               	  0.00	  FAIL	    90	    15	   63.9	  0.00	   0.00	   12318	     -	     -	     -	     -	     NO
00657     	unspecified               	  0.91	  PASS	   100	    21	   22.9	  0.85	   0.00	   10267	     -	     -	     -	     -	    yes
00669     	unspecified               	  0.17	  FAIL	    90	    12	   74.8	  0.72	   0.91	   10404	     -	     -	     -	     -	     NO
00670     	unspecified               	  0.00	  FAIL	    90	    18	   71.1	  0.36	   0.36	    9825	     -	     -	     -	     -	     NO
00673     	unspecified               	  0.06	  FAIL	    90	    27	   76.0	  1.00	   1.00	   11438	     -	     -	     -	     -	     NO
00686     	unspecified               	  0.00	  FAIL	    90	    26	   14.5	  0.58	   0.58	    8968	     -	     -	     -	     -	     NO
00692     	unspecified               	  0.00	  FAIL	    90	    10	   78.2	  0.79	   0.79	    8441	     -	     -	     -	     -	     NO
00714     	unspecified               	  0.00	  PASS	   100	     5	   32.6	  0.14	   0.14	    9284	     -	     -	     -	     -	    yes
00737     	unspecified               	  1.00	  FAIL	    89	     7	   18.4	  0.40	   0.00	    9070	     -	     -	     -	     -	     NO
00739     	unspecified               	  1.11	  FAIL	    90	    31	   36.2	  1.00	   0.00	    9260	     -	     -	     -	     -	     NO
00744     	unspecified               	  0.90	  FAIL	    90	    37	   53.1	  0.48	   0.20	   10170	     -	     -	     -	     -	     NO
00758     	unspecified               	  0.00	  FAIL	    90	    30	   66.4	  1.00	   1.00	    7815	     -	     -	     -	     -	     NO
00778     	unspecified               	  0.29	  PASS	   100	     5	   66.4	  0.33	   0.00	    8179	     -	     -	     -	     -	    yes
00785     	unspecified               	  0.00	  FAIL	    90	    18	   47.6	  1.00	   1.00	    8315	     -	     -	     -	     -	     NO
00794     	unspecified               	  0.08	  FAIL	    90	    37	   25.2	  0.64	   0.65	    9999	     -	     -	     -	     -	     NO
00801     	unspecified               	  0.00	  FAIL	    90	    26	   30.8	  0.23	   0.23	    8882	     -	     -	     -	     -	     NO
00819     	unspecified               	  0.14	  FAIL	    89	     6	  116.2	  0.75	   0.75	    7174	     -	     -	     -	     -	     NO
00822     	unspecified               	  0.29	  FAIL	    90	    12	   67.8	  1.00	   0.70	    7821	     -	     -	     -	     -	     NO
00827     	unspecified               	  0.00	  FAIL	    90	    30	   35.4	  0.79	   0.79	    9256	     -	     -	     -	     -	     NO
00828     	unspecified               	  1.10	  FAIL	    90	     8	   50.7	  0.32	   0.00	    7986	     -	     -	     -	     -	     NO
00830     	unspecified               	  0.00	  FAIL	    90	     8	   82.4	  0.76	   0.76	    8048	     -	     -	     -	     -	     NO
----------------------------------------------------------------------------------------------------
WER = word error rate of the recognized utterance against the reference utterance, a
property of the recognizer rather than of the model. Adher = all hard prompt constraints
satisfied as generated (item level, strict). Chk% = share of hard constraints satisfied.
FRE = Flesch Reading Ease. Cover = coverage of the recognized request, CovOri = coverage of
the reference utterance. E2E ms = wall-clock span of the whole item, recording included. Incon =
self-consistency inconsistency (higher is worse). Fact = supported share of atomic claims.
Qual = weighted rubric composite (1-5). Safe = worst safety dimension (1-5). '-' means the
tier producing that column did not run.
====================================================================================================

2. CONSTRAINT PASS RATES (IFEval-style, Zhou et al., 2023)
====================================================================================================
Check id                          	  Strict %	   Loose %	   Delta
----------------------------------------------------------------------------------------------------
opener_at_most_five_words         	      10.8	      10.8	     0.0
no_follow_up_question             	      87.5	      87.5	     0.0
answers_in_english                	      96.6	      96.6	     0.0
opener_ends_with_full_stop        	      99.2	      99.2	     0.0
non_empty                         	     100.0	     100.0	     0.0
at_most_two_detail_sentences      	     100.0	     100.0	     0.0
total_sentences_at_most_three     	     100.0	     100.0	     0.0
no_simulated_dialogue             	     100.0	     100.0	     0.0
response_is_complete              	     100.0	     100.0	     0.0
not_truncated_at_token_cap        	     100.0	     100.0	     0.0
brief_enough_for_speech           	     100.0	     100.0	     0.0
spoken_duration_budget            	     100.0	     100.0	     0.0
no_markup_in_spoken_text          	     100.0	     100.0	     0.0
----------------------------------------------------------------------------------------------------
ITEM LEVEL (all hard checks)      	      10.8	      10.8	     0.0

Rates are over the items where the check applied; a check with nothing to verify for an
item is excluded rather than counted as a pass. Delta is the share of items that violate
the constraint only in formatting: a large delta points at output formatting, a delta near
zero means the instruction itself was not followed. Report the item-level figure as the
headline adherence rate.
====================================================================================================

3. INPUT QUALITY (recognizer against the reference utterance)
====================================================================================================
Word error rate over items: median 0.000, mean 0.221, max 3.600

Input stratum 	   n	    WER	  Adher %	 Cover(stt)	 Cover(ori)	  Words	   E2E ms
----------------------------------------------------------------------------------------------------
clean         	  65	  0.000	     12.3	      0.578	      0.578	    9.0	     8478
mild          	  39	  0.167	      7.7	      0.645	      0.552	   17.0	     8810
severe        	  16	  1.000	     12.5	      0.614	      0.000	   13.5	     9650
----------------------------------------------------------------------------------------------------
Strata are defined on the word error rate of the item: clean = transcribed exactly,
severe = more than a third of the reference words lost or altered. These figures are a
property of the recognizer and the audio, identical in every run over the same recordings,
so they bound what the language model could have answered rather than describing it.

Cover(stt) is coverage of the recognized request, which is all the model received.
Cover(ori) is coverage of what the speaker actually asked. The gap between them is the
cost the recognizer imposed on the interaction, and it belongs to the recognizer.

Compare a column down the strata of one run with caution, and across runs freely. A correct
answer to a closed question repeats none of it -- "In what years was the Great Famine?"
answered "1918-1921." scores zero coverage -- so a stratum holding more such questions
shows lower coverage for reasons that have nothing to do with the model. Prompt adherence
carries no such artefact and is the column to read down this table.
====================================================================================================

4. RUNTIME COST PER STAGE (from the run's latency log)
====================================================================================================
Stage                   	   n	   Median	       Q1	       Q3	      P90	      P95	      Max
----------------------------------------------------------------------------------------------------
stt                     	 119	     7450	     6676	     8452	     9809	    10411	    11419
stt_endpoint_delay      	 119	     2371	     1992	     2658	     2991	     3295	     4248
llm_prompt_eval         	 119	       28	       26	       29	       31	       33	       36
llm_ttft                	 119	      828	      798	      859	      893	      908	      938
llm_first_chunk_fill    	 119	      156	      116	      226	      283	      314	      346
llm_ttfc                	 119	      993	      946	     1057	     1113	     1160	     1232
tts_first_chunk         	 119	      192	      151	      270	      366	      374	      403
ttfa                    	 119	     3557	     3145	     3916	     4307	     4589	     5565
llm_eval                	 119	      190	      133	      298	      363	      407	      656
tts_total               	 119	      228	      156	      355	      437	      529	      763
e2e_response_ready      	 119	     8760	     7956	     9922	    11281	    11733	    12653
----------------------------------------------------------------------------------------------------
generation throughput (tok/s)   : median 87.0   mean 86.5
generated tokens                : median 17.0   mean 19.7
prompt tokens                   : median 322.0   mean 322.3
synthesized audio (ms)          : median 4353.0   mean 5237.4

Resource use (run medians):
  cpu_percent         : 8.1
  gpu_mem_used_mb     : 3478.0
  gpu_util_percent    : 7.7
  llm_model_vram_mb   : 2097.0
  llm_rss_mb          : 862.9
  llm_vram_mb         : 2540.0
  ram_percent         : 6.2
  rss_mb              : 1577.4

All values are milliseconds unless stated. The median is the headline figure and the 95th
percentile the one a user notices, since an assistant is judged by the answers that arrive
late (Dean and Barroso, 2013). Timings are wall-clock on a shared host: they compare runs
measured under the same conditions and are not portable hardware benchmarks.

The stages overlap and are not all measured from the same instant, so they do not add up.
`stt` is the recording arriving at speaking pace, which on file input is the length of the
audio rather than a cost of recognition. `ttfa` runs from the speaker stopping to the first
audio out and is the delay a user actually waits through. `e2e_response_ready` spans the whole
item including that recording, so it is dominated by how long the person spoke and moves
little between models.
====================================================================================================

5. DESCRIPTIVE MEASURES
====================================================================================================
Metric                          	   n	     Mean	       SD	   Median	      Min	      Max	               95% CI
----------------------------------------------------------------------------------------------------
word_count                      	 120	   14.817	    9.575	   12.000	    3.000	   51.000	     [13.166, 16.608]
sentence_count                  	 120	    1.183	    0.410	    1.000	    1.000	    3.000	       [1.117, 1.258]
opening_words                   	 120	   12.567	    7.491	   10.000	    3.000	   37.000	     [11.292, 13.942]
mean_words_per_sentence         	 120	   12.496	    7.189	   10.000	    3.000	   37.000	     [11.275, 13.812]
estimated_tokens                	 120	   19.808	   12.746	   16.000	    4.000	   68.000	     [17.608, 22.200]
estimated_spoken_seconds        	 120	    5.927	    3.830	    4.800	    1.200	   20.400	       [5.267, 6.643]
flesch_reading_ease             	 120	   55.556	   26.703	   59.660	  -24.850	  119.190	     [50.797, 60.343]
flesch_kincaid_grade            	 120	    8.615	    4.436	    8.365	   -2.620	   18.930	       [7.816, 9.409]
request_coverage                	 120	    0.570	    0.317	    0.622	    0.000	    1.000	       [0.516, 0.627]
echo_ratio                      	 120	    0.397	    0.235	    0.366	    0.000	    1.000	       [0.356, 0.441]
intent_coverage                 	 120	    0.460	    0.361	    0.433	    0.000	    1.000	       [0.398, 0.525]
coverage_intent_gap             	 120	   -0.110	    0.256	    0.000	   -1.000	    0.501	     [-0.159, -0.066]
answer_presence                 	 120	    0.067	    0.251	    0.000	    0.000	    1.000	       [0.025, 0.117]
reference_exact_match           	 120	    0.000	    0.000	    0.000	    0.000	    0.000	       [0.000, 0.000]
reference_token_f1              	 120	    0.064	    0.150	    0.000	    0.000	    0.800	       [0.039, 0.091]
reference_rouge_1               	 120	    0.134	    0.285	    0.000	    0.000	    1.000	       [0.085, 0.185]
reference_rouge_l               	 120	    0.065	    0.153	    0.000	    0.000	    0.772	       [0.039, 0.093]
stt_wer                         	 120	    0.221	    0.469	    0.000	    0.000	    3.600	       [0.145, 0.317]
stt_cer                         	 120	    0.141	    0.325	    0.000	    0.000	    1.949	       [0.088, 0.205]
stt_content_recall              	 120	    0.796	    0.338	    1.000	    0.000	    1.000	       [0.733, 0.853]
lat_stt                         	 119	 7683.941	 1430.705	 7450.000	 4744.000	11419.000	 [7431.807, 7943.375]
lat_stt_endpoint_delay          	 119	 1919.118	 1541.430	 2371.000	-4987.000	 4248.000	 [1630.848, 2174.414]
lat_llm_prompt_eval             	 119	   27.866	    2.629	   28.000	   21.000	   36.000	     [27.395, 28.336]
lat_llm_ttft                    	 119	  826.798	   51.457	  828.000	  670.000	  938.000	   [817.580, 835.698]
lat_llm_first_chunk_fill        	 119	  176.151	   72.772	  156.000	   48.000	  346.000	   [163.453, 189.219]
lat_llm_ttfc                    	 119	 1002.950	   87.708	  993.000	  781.000	 1232.000	  [987.394, 1018.774]
lat_tts_first_chunk             	 119	  218.563	   85.239	  192.000	   94.000	  403.000	   [203.403, 233.580]
lat_ttfa                        	 119	 3145.370	 1553.119	 3557.000	-3411.000	 5565.000	 [2854.558, 3401.440]
lat_llm_eval                    	 119	  221.941	  115.787	  190.000	   55.000	  656.000	   [202.134, 243.247]
lat_tts_total                   	 119	  265.244	  139.370	  228.000	   94.000	  763.000	   [241.319, 291.489]
lat_e2e_response_ready          	 119	 9004.302	 1506.207	 8760.000	 5946.000	12653.000	 [8741.502, 9276.980]
llm_prompt_tokens               	 119	  322.344	    3.830	  322.000	  316.000	  335.000	   [321.689, 323.025]
llm_eval_tokens                 	 119	   19.664	   11.156	   17.000	    6.000	   62.000	     [17.782, 21.731]
llm_tokens_per_sec              	 119	   86.549	    7.639	   87.000	   70.800	  107.900	     [85.266, 87.974]
tts_audio_ms                    	 119	 5237.445	 3327.427	 4353.000	 1242.000	18262.000	 [4676.507, 5869.525]
----------------------------------------------------------------------------------------------------
Intervals are percentile bootstrap intervals for the mean (Efron and Tibshirani, 1993),
omitted below three observations.
====================================================================================================

6. PER-ITEM DETAIL AND AUDIT TRAIL
====================================================================================================
[00004] category=unspecified  accepted=NO
  user     : What is the name of the campus TV station?
  response : The campus TV station is called KUTV.
  constraint violations:
    - opener_at_most_five_words: observed 7 words: The campus TV station is called KUTV. | required first sentence <= 5 words
  not accepted because: constraint violation: opener_at_most_five_words
