baseline,contrast,metric,label,family,direction,n_pairs,baseline_mean,contrast_mean,mean_difference,ci_low,ci_high,improved_items,degraded_items,unchanged_items,effect_size,effect_label,p_value,p_adjusted,significant,equivalent_within_margin,equivalence_margin,test_method,n_effective,verdict
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,lat_llm_ttft,time to first token (ms),runtime,lower,119,862.0756,870.9832,8.9076,-4.0284,21.8271,57,61,1,0.0967,negligible,0.241,0.481,False,True,50.0,"Wilcoxon signed-rank, normal approximation",118,equivalent
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,1068.3529,1057.1933,-11.1597,-37.2964,14.4378,65,54,0,-0.0208,negligible,0.732,0.732,False,True,50.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,lat_llm_eval,generation time (ms),runtime,lower,119,581.2689,262.1345,-319.1345,-357.154,-280.3002,111,8,0,-0.8534,large,9.74e-20,6.82e-19,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,208.3025,240.7983,32.4958,9.4874,54.6319,43,75,1,0.2469,small,0.00259,0.0103,True,False,50.0,"Wilcoxon signed-rank, normal approximation",118,degraded
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,lat_ttfa,time to first audio (ms),runtime,lower,119,1656.6387,1677.8824,21.2437,-25.4483,64.5059,54,65,0,0.0506,negligible,0.154,0.463,False,True,100.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,lat_tts_total,total synthesis (ms),runtime,lower,119,555.3109,324.3782,-230.9328,-270.8718,-190.5658,102,17,0,-0.6917,large,4.79e-15,2.88e-14,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,7961.5546,7741.6134,-219.9412,-270.6288,-171.6111,86,33,0,-0.0962,negligible,2.59e-11,1.3e-10,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,improved
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,70.0765,89.2571,19.1807,17.6184,20.7511,118,1,0,0.9797,large,3.07e-21,2.45e-20,True,False,5.0,"Wilcoxon signed-rank, normal approximation",119,improved
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7471.4118,7471.9916,0.5798,-1.5714,2.7985,0,0,119,-0.0002,negligible,0.842,,False,,,"Wilcoxon signed-rank, normal approximation",112,descriptive
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,375.6387,375.605,-0.0336,-0.7733,0.7061,0,0,119,-0.0012,negligible,0.683,,False,,,"Wilcoxon signed-rank, normal approximation",90,descriptive
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,206.2773,186.2101,-20.0672,-42.3538,1.3817,0,0,119,-0.0719,negligible,0.251,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,307.5042,322.5042,15.0,15.0,15.0,0,0,119,0.9881,large,1.07e-27,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,llm_eval_tokens,generated tokens,runtime,descriptive,119,40.8655,23.8739,-16.9916,-20.2195,-13.7729,0,0,119,-0.6832,large,2.34e-14,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,11833.0672,6414.0924,-5418.9748,-6398.2311,-4400.7246,0,0,119,-0.6854,large,7.46e-15,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,check::answers_in_english,check: answers_in_english,adherence,higher,97,1.0,0.9897,-0.0103,-0.0309,0.0,0,1,96,,n/a,1.0,1.0,False,,,"McNemar, exact binomial",1,no detected change
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.8667,0.6583,-0.2083,-0.3,-0.1167,5,30,85,,n/a,4.98e-05,0.000697,True,,,"McNemar, chi-square with continuity correction",35,degraded
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,check::no_markup_in_spoken_text,check: no_markup_in_spoken_text,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,check::no_simulated_dialogue,check: no_simulated_dialogue,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,check::non_empty,check: non_empty,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,check::not_truncated_at_token_cap,check: not_truncated_at_token_cap,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,check::opener_at_most_five_words,check: opener_at_most_five_words,adherence,higher,120,0.2167,0.1,-0.1167,-0.2,-0.0333,8,22,90,,n/a,0.0176,0.194,False,,,"McNemar, chi-square with continuity correction",30,no detected change
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,check::opener_ends_with_full_stop,check: opener_ends_with_full_stop,adherence,higher,120,0.9917,0.8333,-0.1583,-0.225,-0.1,0,19,101,,n/a,3.81e-06,5.72e-05,True,,,"McNemar, exact binomial",19,degraded
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,check::response_is_complete,check: response_is_complete,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,check::spoken_duration_budget,check: spoken_duration_budget,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
06 llama3.1:8b-q4_K_M t0.7/s42,04 llama3.2:3b-q4_K_M t0.7/s42,check::total_sentences_at_most_three,check: total_sentences_at_most_three,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,constraint_item_pass_strict,prompt adherence (item),adherence,higher,120,0.2167,0.3,0.0833,-0.025,0.1917,28,18,74,,n/a,0.185,1.0,False,,,"McNemar, chi-square with continuity correction",46,no detected change
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,constraint_item_pass_loose,"prompt adherence, loose",adherence,higher,120,0.2167,0.3,0.0833,-0.025,0.1917,28,18,74,,n/a,0.185,1.0,False,,,"McNemar, chi-square with continuity correction",46,no detected change
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,constraint_check_rate_strict,share of checks passed,adherence,higher,120,0.9208,0.9016,-0.0193,-0.0348,-0.0023,28,50,42,-0.1787,small,0.00221,0.0309,True,False,0.02,"Wilcoxon signed-rank, normal approximation",78,degraded
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,constraint_check_rate_loose,"share of checks passed, loose",adherence,higher,120,0.9208,0.9016,-0.0193,-0.0348,-0.0023,28,50,42,-0.1787,small,0.00221,0.0309,True,False,0.02,"Wilcoxon signed-rank, normal approximation",78,degraded
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,request_coverage,coverage of recognized request,response,higher,120,0.4708,0.2251,-0.2457,-0.3049,-0.1835,22,96,2,-0.5449,large,3.02e-12,3.02e-11,True,False,0.02,"Wilcoxon signed-rank, normal approximation",118,degraded
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,intent_coverage,coverage of intended question,response,higher,120,0.3931,0.1888,-0.2043,-0.259,-0.1516,22,77,21,-0.4315,medium,1.83e-10,1.65e-09,True,False,0.02,"Wilcoxon signed-rank, normal approximation",99,degraded
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,echo_ratio,echo of the question,response,lower,120,0.168,nan,nan,0.0157,0.1297,56,58,6,-0.0393,negligible,0.181,0.668,False,False,0.02,"Wilcoxon signed-rank, normal approximation",114,no detected change
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,answer_presence,reference answer present,response,higher,120,0.05,0.0,-0.05,-0.0917,-0.0167,0,6,114,,n/a,0.0312,0.188,False,,,"McNemar, exact binomial",6,no detected change
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,reference_exact_match,exact match vs reference,response,higher,120,0.0,0.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,reference_token_f1,token F1 vs reference,response,higher,120,0.0289,0.0323,0.0034,-0.0125,0.0212,14,30,76,-0.1512,small,0.134,0.668,False,True,0.02,"Wilcoxon signed-rank, normal approximation",44,equivalent
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,reference_rouge_1,ROUGE-1 vs reference,response,higher,120,0.1437,0.0488,-0.0949,-0.1437,-0.0487,5,33,82,-0.1879,small,0.000257,0.00206,True,False,0.02,"Wilcoxon signed-rank, normal approximation",38,degraded
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,reference_rouge_l,ROUGE-L vs reference,response,higher,120,0.031,0.0331,0.0021,-0.0145,0.0207,13,31,76,-0.1524,small,0.134,0.668,False,True,0.02,"Wilcoxon signed-rank, normal approximation",44,equivalent
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,flesch_reading_ease,reading ease,response,higher,120,50.5579,53.5228,2.9649,-8.2212,14.1734,71,49,0,0.1126,negligible,0.157,0.668,False,False,2.0,"Wilcoxon signed-rank, normal approximation",120,no detected change
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,flesch_kincaid_grade,grade level,response,lower,120,9.8446,7.6492,-2.1954,-3.8828,-0.5276,78,42,0,-0.2291,small,0.00292,0.0204,True,False,0.5,"Wilcoxon signed-rank, normal approximation",120,improved
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,word_count,words,response,descriptive,120,31.85,8.075,-23.775,-26.0917,-21.4915,0,0,120,-0.9541,large,4.89e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,sentence_count,sentences,response,descriptive,120,2.3333,1.0667,-1.2667,-1.4,-1.1333,0,0,120,-0.8644,large,1.54e-19,,False,,,"Wilcoxon signed-rank, normal approximation",106,descriptive
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,opening_words,opening sentence length,response,descriptive,120,11.6917,7.5333,-4.1583,-6.2256,-2.2158,0,0,120,-0.3064,small,0.00031,,False,,,"Wilcoxon signed-rank, normal approximation",112,descriptive
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,mean_words_per_sentence,words per sentence,response,descriptive,120,14.6403,7.4667,-7.1736,-8.9182,-5.6164,0,0,120,-0.6622,large,1.16e-13,,False,,,"Wilcoxon signed-rank, normal approximation",117,descriptive
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,estimated_tokens,estimated tokens,response,descriptive,120,42.475,10.8583,-31.6167,-34.7083,-28.5831,0,0,120,-0.9542,large,4.79e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,estimated_spoken_seconds,estimated speech seconds,response,descriptive,120,12.74,3.23,-9.51,-10.4367,-8.5966,0,0,120,-0.9541,large,4.88e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,lat_llm_prompt_eval,prompt evaluation (ms),runtime,lower,119,37.7311,19.3866,-18.3445,-18.9496,-17.7309,119,0,0,-1.0,large,2.56e-21,2.3e-20,True,False,5.0,"Wilcoxon signed-rank, normal approximation",119,improved
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,lat_llm_ttft,time to first token (ms),runtime,lower,119,862.0756,862.042,-0.0336,-11.5471,11.0588,57,62,0,-0.0028,negligible,0.734,0.734,False,True,50.0,"Wilcoxon signed-rank, normal approximation",119,equivalent
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,lat_llm_ttfc,time to first speakable chunk (ms),runtime,lower,119,1068.3529,961.2437,-107.1092,-130.3725,-81.7048,94,25,0,-0.5765,large,4.87e-13,1.95e-12,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,lat_llm_eval,generation time (ms),runtime,lower,119,581.2689,111.3445,-469.9244,-503.0607,-435.3342,119,0,0,-0.9959,large,2.92e-21,2.33e-20,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,lat_tts_first_chunk,first speech chunk synthesis (ms),runtime,lower,119,208.3025,168.6807,-39.6218,-60.4733,-17.5761,79,40,0,-0.2739,small,0.000846,0.00169,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,lat_ttfa,time to first audio (ms),runtime,lower,119,1656.6387,1510.1345,-146.5042,-187.2202,-101.4557,91,28,0,-0.2247,small,9.04e-09,2.71e-08,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,improved
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,lat_tts_total,total synthesis (ms),runtime,lower,119,555.3109,180.605,-374.7059,-409.133,-338.6015,117,2,0,-0.9465,large,8.63e-21,5.18e-20,True,False,50.0,"Wilcoxon signed-rank, normal approximation",119,improved
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,lat_e2e_response_ready,"end to end, response ready (ms)",runtime,lower,119,7961.5546,7614.1261,-347.4286,-404.9071,-295.1866,97,22,0,-0.1551,small,2.88e-17,1.44e-16,True,False,100.0,"Wilcoxon signed-rank, normal approximation",119,improved
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,llm_tokens_per_sec,generation throughput (tok/s),runtime,higher,119,70.0765,99.963,29.8866,27.0831,33.0078,119,0,0,1.0,large,2.92e-21,2.33e-20,True,False,5.0,"Wilcoxon signed-rank, normal approximation",119,improved
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,lat_stt,"recognition, control (ms)",runtime,descriptive,119,7471.4118,7474.4538,3.042,0.7143,5.395,0,0,119,0.0034,negligible,0.00454,,False,,,"Wilcoxon signed-rank, normal approximation",112,descriptive
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,lat_stt_endpoint_delay,"endpoint delay, control (ms)",runtime,descriptive,119,375.6387,375.8235,0.1849,-0.521,0.916,0,0,119,0.001,negligible,0.205,,False,,,"Wilcoxon signed-rank, normal approximation",88,descriptive
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,lat_llm_first_chunk_fill,first chunk fill wait (ms),runtime,descriptive,119,206.2773,99.2017,-107.0756,-127.0431,-85.9059,0,0,119,-0.6988,large,3.36e-16,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,llm_prompt_tokens,prompt tokens,runtime,descriptive,119,307.5042,322.5042,15.0,15.0,15.0,0,0,119,0.9881,large,1.07e-27,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,llm_eval_tokens,generated tokens,runtime,descriptive,119,40.8655,11.3866,-29.479,-32.1523,-26.7057,0,0,119,-0.9644,large,5.3e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,tts_audio_ms,synthesized audio (ms),runtime,descriptive,119,11833.0672,3124.2521,-8708.8151,-9499.1515,-7868.1962,0,0,119,-0.946,large,5.09e-21,,False,,,"Wilcoxon signed-rank, normal approximation",119,descriptive
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,check::answers_in_english,check: answers_in_english,adherence,higher,50,1.0,0.96,-0.04,-0.1,0.0,0,2,48,,n/a,0.5,1.0,False,,,"McNemar, exact binomial",2,no detected change
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,check::at_most_two_detail_sentences,check: at_most_two_detail_sentences,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,check::brief_enough_for_speech,check: brief_enough_for_speech,adherence,higher,120,1.0,1.0,0.0,0.0,0.0,0,0,120,,n/a,1.0,1.0,False,,,McNemar (no verdict changed),0,no detected change
06 llama3.1:8b-q4_K_M t0.7/s42,02 llama3.2:1b-q4_K_M t0.7/s42,check::no_follow_up_question,check: no_follow_up_question,adherence,higher,120,0.8667,0.9167,0.05,-0.025,0.125,14,8,98,,n/a,0.286,1.0,False,,,"McNemar, exact binomial",22,no detected change
